ID.10,fluxes_cobra
t_0597,0.0
t_0599,0.0
t_0600,0.0
t_0602,0.0
t_0603,0.0
t_0605,0.0
t_0606,0.0
t_0608,0.0
t_0609,0.0
t_0611,0.0
t_0612,0.0
t_0614,0.0
t_0615,0.0
t_0616,0.0
t_0617,0.0
t_0618,0.0
t_0619,0.0
t_0620,0.0
t_0621,0.0
t_0623,0.0
t_0624,0.0
t_0626,0.0
t_0627,0.0
t_0628,0.0
t_0629,3.70760735179269e-35
t_0630,0.0
t_0631,-3.70760735179269e-35
t_0632,0.0
t_0633,0.0
t_0634,0.0
t_0635,0.0
t_0636,0.0
t_0637,0.0
t_0638,0.0
t_0639,0.0
t_0640,0.0
t_0641,0.0
t_0642,0.0
t_0643,0.0
t_0644,0.0
t_0645,0.0
t_0647,0.0
t_0648,0.0
t_0650,0.0
t_0651,0.0
t_0652,0.0
t_0653,0.0
t_0654,0.0
t_0655,0.0
t_0656,0.0
t_0657,0.0
t_0658,0.0
t_0659,0.0
t_0660,0.0
t_0661,0.0
t_0662,0.0
t_0663,0.0
t_0665,0.0
t_0666,0.0
t_0668,0.0
t_0669,0.0
t_0670,0.0
t_0671,0.0
t_0672,0.0
t_0673,0.0
t_0674,0.0
t_0675,0.0
t_0676,0.0
t_0677,0.0
t_0678,0.0
t_0679,0.0
t_0680,0.0
t_0681,0.0
t_0682,0.0
t_0683,0.0
t_0684,0.0
t_0685,-3.79305129527022e-35
t_0686,0.0
t_0687,0.0
t_0688,0.0
t_0689,0.0
t_0690,0.0
t_0691,0.0
t_0692,0.0
t_0693,0.0
t_0694,0.0
t_0695,0.0
t_0696,0.0
t_0697,0.0
t_0698,0.0
t_0699,0.0
t_0701,0.0
t_0702,0.0
t_0704,0.0
t_0705,0.0
t_0707,9.47700535886783e-06
t_0708,-9.67248632908884e-37
t_0709,0.0
t_0710,0.0
t_0711,0.0
t_0713,0.0
t_0714,0.0
t_0716,0.0
t_0717,0.0
t_0718,0.0
t_0719,0.0
t_0720,0.0
t_0721,0.0
t_0722,0.0
t_0723,0.0
t_0725,0.0
t_0726,0.0
t_0728,0.0
t_0729,0.0
t_0731,0.0
t_0732,0.0
t_0734,0.0
t_0735,0.0
t_0737,0.0
t_0738,0.0
t_0740,0.0
t_0741,0.0
t_0743,0.0
t_0744,0.0
t_0746,0.0
t_0747,0.0
t_0749,0.0
t_0750,-1.23461501561975e-35
t_0752,0.0
t_0753,0.0
t_0754,0.0
t_0755,0.0
t_0756,0.0
t_0757,0.0
t_0758,0.0
t_0759,0.0
t_0760,0.0
t_0761,1.41359579193397e-35
t_0762,0.0
t_0763,0.0
t_0764,0.0
t_0765,0.0
t_0767,0.0
t_0768,0.0
t_0770,0.0
t_0771,0.0
t_0773,6.38564933934617e-05
t_0774,0.0
t_0776,0.000887620225118705
t_0777,0.0
t_0779,-2.95772463009068e-35
t_0780,5.91599240006823e-36
t_0782,0.0
t_0783,0.0
t_0787,0.0
t_0788,0.0
t_0789,0.0
t_0790,0.0
t_0791,0.0
t_0792,0.0
t_0796,0.0
t_0797,0.0
t_0798,1.07075128262268e-20
t_0799,0.0
t_0800,0.0
t_0801,0.0
t_0802,3.64159738172255e-36
t_0803,0.0
t_0804,0.0
t_0805,8.34403099056049e-05
t_0806,0.0
t_0807,0.0
t_0808,0.000109874577522721
t_0809,0.0
t_0810,0.0
t_0811,6.38564933934617e-05
t_0812,0.0
t_0813,0.0
t_0814,0.0
t_0815,0.0
t_0816,0.0
t_0817,4.5376585496367e-05
t_0818,0.0
t_0819,0.0
t_0820,0.0
t_0821,0.0
t_0822,0.0
t_0823,0.0
t_0824,0.0
t_0825,0.0
t_0826,7.68519757662416e-05
t_0827,0.0
t_0828,0.0
t_0829,0.0
t_0830,0.0
t_0831,0.0
t_0832,0.0
t_0833,0.000184288226199586
t_0834,0.0
t_0835,0.0
t_0836,0.000419280088856487
t_0837,0.0
t_0838,0.0
t_0839,0.0
t_0840,0.0
t_0841,0.0
t_0842,0.0
t_0843,0.0
t_0844,0.0
t_0845,0.0
t_0846,0.0
t_0847,0.000204610500006397
t_0848,0.00160102637345429
t_0849,0.000839538712250233
t_0850,0.0
t_0851,0.0
t_0852,0.0
t_0853,0.0
t_0854,4.73850267943392e-06
t_0855,0.0
t_0856,0.0
t_0857,0.0
t_0858,7.3430814726267e-05
t_0859,0.0
t_0860,0.0
t_0861,0.000297682037835729
t_0862,0.0
t_0863,0.0
t_0864,0.0
t_0865,0.0
t_0866,0.0
t_0867,0.0
t_0868,0.0
t_0869,0.0
t_0870,0.0
t_0874,0.0
t_0875,0.0
t_0879,4.55257575667505e-36
t_0880,4.54050062297576e-36
y300017,0.0
r_4339,0.0
r_4340,0.0
r_1096_REV,0.0
r_1097_REV,0.0
r_1099_REV,0.0
r_1100_REV,0.0
r_1103_REV,0.0
r_1104_REV,0.0
r_1106_REV,0.0
r_1110_REV,0.0
r_1112_REV,0.0
r_1115_REV,0.0
r_1121_REV,0.0
r_1122_REV,0.0
r_1123_REV,0.0
r_1124_REV,0.0
r_1136_REV,0.0
r_1138_REV,0.0
r_1149_REV,0.0
r_1169_REV,0.0
r_1170_REV,0.000810768249352463
r_1173_REV,0.0
r_1176_REV,0.0
r_1182_REV,0.0
r_1183_REV,0.0
r_1184_REV,0.0
r_1186_REV,0.0
r_1190_REV,0.0
r_1191_REV,2.35793307472944e-30
r_1192_REV,0.0
r_1196_REV,0.0
r_1199_REV,0.0
r_1201_REV,0.0
r_1202_REV,0.0
r_1205_REV,0.0
r_1206_REV,0.0
r_1208_REV,0.0
r_1211_REV,0.0
r_1213_REV,0.0
r_1214_REV,0.0
r_1215_REV,0.0
r_1216_REV,0.0
r_1217_REV,0.0
r_1218_REV,0.0
r_1219_REV,0.0
r_1220_REV,0.0
r_1223_REV,0.0
r_1224_REV,0.0
r_1235_REV,0.0
r_1236_REV,0.0
r_1238_REV,0.0
r_1241_REV,0.0
r_1242_REV,0.0
r_1244_REV,0.0
r_1249_REV,0.0
r_1251_REV,0.0
r_1252_REV,0.0
r_1253_REV,0.0
r_1254_REV,0.0
r_1256_REV,0.0
r_1258_REV,0.0
r_1260_REV,0.0
r_1261_REV,0.0
r_1262_REV,0.0
r_1263_REV,0.0
r_1268_REV,0.0
r_1273_REV,0.0
r_1277_REV,0.493741305387214
r_1278_REV,1.91579653310157e-19
r_1542_REV,0.0
r_1543_REV,0.0
r_1545_REV,0.0
r_1546_REV,0.0
r_1547_REV,0.0
r_1548_REV,0.0
r_1549_REV,0.0
r_1550_REV,0.0
r_1551_REV,0.0
r_1552_REV,0.0
r_1553_REV,0.0
r_1560_REV,0.0
r_1562_REV,0.0
r_1563_REV,0.0
r_1565_REV,0.0
r_1567_REV,0.0
r_1568_REV,0.0
r_1572_REV,0.0
r_1573_REV,0.0
r_1574_REV,0.0026115371320228
r_1575_REV,0.0
r_1576_REV,0.0
r_1577_REV,0.0
r_1578_REV,0.0
r_1579_REV,0.0
r_1580_REV,0.0
r_1582_REV,0.0
r_1583_REV,0.0
r_1585_REV,0.0
r_1586_REV,0.0
r_1587_REV,0.0
r_1588_REV,0.0
r_1589_REV,0.0
r_1590_REV,0.0
r_1591_REV,0.0
r_1595_REV,0.0
r_1596_REV,0.000997716442268257
r_1597_REV,0.0
r_1598_REV,0.0
r_1599_REV,0.0
r_1600_REV,0.0
r_1601_REV,0.0
r_1604_REV,0.0
r_1605_REV,0.0
r_1606_REV,0.0
r_1607_REV,0.0
r_1608_REV,0.0
r_1609_REV,0.0
r_1610_REV,0.0
r_1611_REV,0.0
r_1621_REV,0.0
r_1622_REV,0.0
r_1625_REV,0.0
r_1627_REV,0.0
r_1628_REV,0.0
r_1629_REV,0.0
r_1630_REV,0.0
r_1631_REV,0.0
r_1632_REV,0.0
r_1633_REV,0.0
r_1634_REV,0.0
r_1635_REV,0.0
r_1637_REV,0.0
r_1639_REV,0.0
r_1640_REV,0.0
r_1641_REV,0.0
r_1642_REV,0.0
r_1643_REV,0.0
r_1644_REV,0.0
r_1645_REV,0.0
r_1647_REV,6.29005837685515e-33
r_1648_REV,0.0
r_1649_REV,0.0
r_1650_REV,0.0
r_1651_REV,0.0
r_1652_REV,0.0
r_1654_REV,0.0
r_1656_REV,0.0
r_1659_REV,6.29005837685515e-33
r_1660_REV,0.0
r_1661_REV,0.0
r_1669_REV,0.0
r_1671_REV,0.0
r_1672_REV,0.0
r_1675_REV,0.0
r_1676_REV,0.0
r_1677_REV,0.0
r_1678_REV,0.0
r_1679_REV,0.0
r_1680_REV,0.0
r_1681_REV,0.0
r_1683_REV,0.0
r_1684_REV,0.0
r_1686_REV,0.0
r_1687_REV,0.0
r_1688_REV,0.0
