uniprot	Gene_names	Xexp_1	Xexp_2	XNlim_1	XNlim_2
M7XD86	RHTO_06698		3.6071595300176225e-07		2.1619643683163985e-07
M7XC38	RHTO_01790	2.5097292053031677e-06	1.81319171650642e-06	6.944130326218024e-07	6.42971183677953e-07
M7XBC5	RHTO_01939	2.9673302962194423e-06	2.0461937948080022e-06	2.9287111440840326e-06	3.5361974737512375e-06
M7WYN4	RHTO_07835	2.425238629349711e-07	1.4557042064455352e-07		3.111971097186753e-07
M7X6V1	RHTO_04410	1.0556968544452078e-07	8.097453037225862e-08	6.538909488894191e-08	6.550905135989704e-08
M7XHE8	RHTO_07641		2.303864416685798e-07	7.004585793288884e-08	7.108918312729034e-08
M7WGM1	RHTO_04357	8.437677549303816e-08	6.247667392031639e-08	3.0454295315544384e-08	3.000291039540024e-08
M7XFW1	RHTO_05405	3.2806416256588494e-06	4.653302259644306e-07		1.7280642806517885e-07
M7WV90	RHTO_04696	2.4820703707750816e-08	3.646366397749617e-08		3.811192925262816e-08
M7X492	RHTO_05876	5.155354150662397e-07	5.227829531541762e-07	2.2737477398768945e-07	1.7837265807218167e-07
M7WX47	RHTO_00709	1.1450737204146131e-06	9.832853138296492e-07	1.1328893539569086e-06	8.46505288145143e-07
M7XKI3	RHTO_02616	9.294951731145679e-07	5.46335670938403e-07		1.566655748724886e-07
M7WKX1	RHTO_02003	7.45933407428579e-07	8.336240084153407e-07	3.2387659516192585e-07	2.9801844810553903e-07
M7XE50	NAT10	4.022944318783759e-08	3.788286192154186e-08	2.2121248910701217e-08	2.145529970429587e-08
M7XJL3	RHTO_06083	2.607952633253927e-07	3.79652449949089e-07	1.2128657661929492e-07	9.415828353381482e-08
M7WRZ8	RHTO_02447	2.0198627182220103e-06	2.3899902024898174e-06	1.2978097211287248e-06	8.582785007191487e-07
M7X692	RHTO_00284	8.667106335692152e-07	8.948504310867389e-07	1.763001908335969e-07	3.008949231531876e-07
M7XWH8	RHTO_04787		9.79799447169527e-08	3.086729773371947e-08	
M7WZI6	RHTO_07240	3.694068469963169e-07	3.3716166361807923e-07	2.623468803650351e-07	1.7349682383367423e-07
M7X7C7	RHTO_00418		1.6880528214790164e-08	6.447740331974953e-09	8.439706516515093e-09
M7XQP9	RHTO_00822	3.8483932429976944e-07	1.6642044463279627e-07	1.075524520214474e-07	1.0329154160072187e-07
M7X4V1	RHTO_03084	2.972707798946961e-07	1.57895535128995e-07	1.0506067112720659e-07	8.926133185778517e-08
M7XN27	RHTO_03032	1.1275953193574817e-06	8.822136785788142e-07		3.811230089939168e-07
M7X0U8	RHTO_06779		1.093844463428481e-06	3.813109510347172e-07	3.6881392269804336e-07
M7XQ93	RHTO_00652	2.0329033485641753e-07	9.115777102892892e-08	5.2910033003897056e-08	3.7891486730163194e-08
M7XIZ5	COQ5	4.149257002103295e-07	4.1007727283540137e-07		2.2326415442693775e-07
M7WSY2	RHTO_02047		1.5694309048536772e-08		1.2323835496783482e-08
M7WLA6	RHTO_02123		1.472004498149021e-07		8.408320613132719e-07
M7WQM6	RHTO_03607	8.287750367695335e-07	7.6595324825849e-07	5.031983080972953e-07	5.29614071040976e-07
M7X2R3	RHTO_04795	3.422779066684892e-07	2.3317966815623987e-07	3.050095166500182e-07	2.9609536710598377e-07
M7WHA9	RHTO_03890	1.829626262429011e-07	1.4025348062540786e-07		4.634490152872938e-08
M7XM27	RHTO_02094	8.873420639578795e-07	8.147247932539846e-07	3.641001910948998e-07	3.1695770157413876e-07
M7WQP6	RHTO_03740	1.5587222975896612e-06	1.286772633429747e-06		4.6084774863030325e-07
M7WH81	RHTO_04099	6.24386378402534e-07	6.989284158597442e-07		3.114055945545972e-07
M7X6A0	RHTO_00294	3.521239615461199e-08	5.2350814744004026e-08	3.194454265952914e-08	3.413661550679315e-08
M7XJM5	RHTO_03599	2.662593928004234e-07	3.251756060350792e-07	1.4012494617977015e-07	1.6462532067911126e-07
M7XJ93	RHTO_07033	1.1101617141572601e-07	1.7076760175372644e-07	3.1715777894506725e-08	4.166336694725309e-08
M7XNZ5	RHTO_00062	3.2429930473002304e-06	5.011595839023732e-06		1.1678650411751078e-06
M7X753	RHTO_00609	2.6047080704391704e-07	4.2526534857263997e-07	5.224045862342481e-07	5.149002035193346e-07
M7WNM2	RHTO_04181	1.3699436940493194e-07	1.0926392350618024e-07	1.3180929351388336e-07	1.4361946291263215e-07
M7WR54	RHTO_03596		7.852015666756887e-08		6.697360853686127e-08
M7X622	RHTO_00199	6.590462248896461e-07	6.355240384339878e-07	4.646567418223643e-07	5.295908911055737e-07
M7XWD9	RHTO_04747	1.0861648480139818e-07	6.73148648974941e-08	5.223673792413403e-08	6.577759012443928e-08
M7X8G9	RHTO_03762		1.6113423184168524e-06	1.4527326476303124e-06	1.1989582576085372e-06
M7XL13	RHTO_04748	6.180885616144573e-08	1.265522260238563e-07	6.722145037945209e-09	1.808935108722929e-08
M7XI29	RHTO_07288	3.0688183309918334e-09	4.634811607347285e-09	3.3360635718330282e-09	1.8191208594942456e-09
M7WPT1	RHTO_03913	3.091200520325174e-07	3.84707481995146e-07	2.4449848794488454e-07	2.658682274990416e-07
M7WMN9	RHTO_05283		6.3279071839341515e-06	4.233325700449533e-06	3.241589698399973e-06
M7XCR9	RHTO_01644	6.303462412521575e-08	6.816877502275657e-08	2.2516674074330537e-08	2.191244827237819e-08
M7WQ63	RHTO_08020	7.632957656743621e-07	8.342992544969547e-07	3.149951350365647e-07	3.8963639298194346e-07
M7XIA6	RHTO_07353	1.3262105000055333e-06	6.042689656163276e-07		1.4770262215564168e-07
M7WXR0	RHTO_07998	7.946305335795542e-07	6.557428355872184e-07	3.6322635077763686e-07	3.519129050650957e-07
M7X6X9	RHTO_00243		4.6846379655702544e-07		1.1632586467947726e-07
M7WKW7	RHTO_05882	3.6977202042235093e-08	6.571692656188341e-08	2.0791602772615164e-08	2.027241461600271e-08
M7XHR6	RHTO_04223		1.18184589618437e-07	1.4541496642419968e-07	1.5578363855940321e-07
M7WP23	RHTO_04088	2.8152567414256184e-06	2.511362223993974e-06		5.284916743264579e-06
M7XGZ3	RHTO_07486	4.249965273303616e-06	4.570726573189132e-06	5.519466528460266e-06	6.3142307059228495e-06
M7WX11	RHTO_02885	6.3841508813687415e-09	6.749729630975333e-08	1.5162126930953756e-08	2.423784471581712e-08
M7WVY3	RHTO_01230	4.892846080194731e-07	4.0233265497460984e-07	6.803957460040986e-07	2.171589281035278e-07
M7WKC7	RHTO_05908		9.200140165701048e-07	2.9335358968864463e-07	4.1501840935356856e-07
M7X5G5	RHTO_03058	1.3884301151653153e-07	1.369355724737476e-07		6.313998855403156e-08
M7X607	RHTO_00179		2.1475857580672593e-06		1.2187179631539268e-06
M7WPK7	RHTO_04072	5.726279370744757e-08	5.063183218371807e-08		1.868776025935094e-08
M7WTH4	RHTO_01847	2.950415502763755e-07	4.2581531839948683e-07	2.2971705568858935e-07	2.07311493743752e-07
M7XH02	RHTO_07496	4.135048732203306e-07	1.7556076071128945e-07		1.399393604533696e-07
M7WXR2	RHTO_07731	2.2274939094501426e-06	2.3949132537653267e-06	8.267440217583187e-07	8.907258409250804e-07
M7XGP7	RHTO_04480		2.6451739032736103e-06		4.915370017672878e-07
M7X4P2	RHTO_03019	3.68450577392426e-07	4.226353096091864e-07		1.2646330862373285e-07
M7WWT3	RHTO_00850	2.828124447787108e-07	2.924508736905697e-07		9.709840954757409e-08
M7WR42	RHTO_03581	1.354099335445259e-07	1.9306084565781005e-07	1.1611658312068339e-07	1.1565534294698767e-07
M7WKP3	RHTO_02315	2.4018730399583195e-06	2.8482830310654476e-06	1.8407099748037076e-06	1.795880114906907e-06
M7WVR8	RHTO_00935	5.4261763075052e-08	5.50429449141092e-08	1.601258354462278e-08	1.6806094509025977e-08
M7XFZ9	RHTO_05242	2.0459448898794356e-07	2.824906085445605e-07	1.3725497505793608e-07	1.1957892317339892e-07
M7WJP3	RHTO_06598	1.820371512871393e-06	1.757603671655767e-06	4.393612383165872e-07	3.6823143164149925e-07
M7XHK0	RHTO_07103	3.63346572989063e-07	3.502159881289301e-07	1.6447303453601392e-07	1.18499662811033e-07
M7XZK6	RHTO_00176	2.516652084571986e-08	1.3754406223113157e-08	4.305699519878972e-09	1.3982243844360223e-08
M7WM38	RHTO_01632		9.748388816024828e-07	5.070927112092112e-07	5.315289283040937e-07
M7WX69	RHTO_00734	4.3580507124211817e-07	5.343075735470622e-07	1.8469934195380177e-07	1.6809084712852554e-07
M7WRY9	RHTO_02603	1.341944509867392e-07		8.73780124261557e-08	8.559179875088209e-08
M7WRH3	RHTO_03399	6.267076621225941e-07	5.608608445240389e-07	4.150753595178397e-07	3.995054766220295e-07
M7X1R5	RHTO_06235	9.511726746281243e-06	7.711949008133689e-06	5.904042933746659e-06	6.320758402861536e-06
M7WLN7	RHTO_05348	6.77396802913026e-08		4.3644535697007905e-07	3.9992210136128146e-07
M7XC99	RHTO_01860	4.157936295049428e-08	2.9329064651107243e-08	1.1637802606665166e-08	1.0617363074071175e-08
M7XVV3	RHTO_06377	7.75542953827371e-08	8.65128457246689e-08	3.5108492554203245e-08	3.477695186117549e-08
M7XKS7	RHTO_02352	2.2932619362783377e-07	2.674604695433159e-07	7.775771576151036e-08	1.0718426023270126e-07
M7WWG9	RHTO_02678	3.1916591396521624e-07	6.573855414970734e-07	4.743849268035676e-07	3.8993548885982585e-07
M7WY13	RHTO_03251	2.3829788188756506e-07	2.7350800607727104e-07	1.986238712353885e-07	1.3753889217858192e-07
M7XMK5	RHTO_02861	9.203139906760086e-07	9.947209765450026e-07	1.2646842428758568e-07	3.0104529603753224e-07
M7XQJ0	RHTO_00602	1.6056455830079323e-07	4.200089612224212e-07	1.1192455208108492e-07	1.2343128192768404e-07
M7WTJ8	RHTO_01872	1.8998310450948984e-07	1.9250243192119927e-07	6.496611183741577e-08	5.8978453814318704e-08
M7WXC4	RHTO_08074	1.736397058458419e-07	9.515108323819216e-08	7.246168536267506e-09	7.80190803717344e-08
M7XFI8	RHTO_05451	6.692401206713895e-07	7.129526633565566e-07	1.813314962810934e-07	2.2430308619596625e-07
M7XIE8	RHTO_06718	5.854199552111667e-07	8.293123909706384e-07	2.0781386258785864e-07	2.7302378833284024e-07
M7X9N9	RHTO_03358		1.7668222873125598e-06		7.670469740340669e-07
M7XKA2	RHTO_06288	7.462558737219338e-08	1.1468408077103455e-07	3.208830871640856e-08	5.193971245756621e-08
M7X0W8	RHTO_07015	1.2125286644028227e-07	6.904824322326374e-08	3.615398946240324e-08	3.554633937598528e-08
M7WNT1	cyn1	1.7720266342655944e-06	1.738731239687526e-06	6.052533654080873e-07	6.772761650675043e-07
M7X302	RHTO_04669	9.583475880275267e-08	1.907214891168338e-07	5.621628424435252e-08	4.805581316818747e-08
M7XWQ0	RHTO_04868	5.814811065969219e-07	6.024703111174059e-07	2.520160231977333e-07	3.350122555900271e-07
M7XZL7	RHTO_00196	5.98077791903356e-07	6.096173388518853e-07		1.589037937213474e-07
M7WPZ4	RHTO_03660				1.9321482435393854e-06
M7WQR1	RHTO_03335		1.3022432554555976e-07	5.997848568626352e-08	5.250346602452969e-08
M7WWT1	RHTO_01039	3.793102160146008e-07	4.2073355049486e-07	1.7597844454346307e-07	5.865595986029498e-07
M7XMF9	RHTO_02821		1.2893229710985928e-06		4.506424314384954e-07
M7XQE0	RHTO_00557	2.785371630074228e-08	2.0220148731092777e-08	8.34240978810548e-09	1.146495355465678e-08
M7XJ39	RHTO_03722	3.2322676494323182e-06	2.6010527112776253e-06	1.1263878238933524e-06	1.9219967154044168e-06
M7WPG7	RHTO_03764	6.125879772566767e-08	8.480387750528513e-08		3.489845293830497e-08
M7X109	RHTO_06005	5.057185637391656e-07	6.244152278379139e-07		1.5064854884793008e-07
M7WPA9	RHTO_04225	9.565349433693411e-08	7.990153810166987e-08	2.6689567672951782e-08	2.4559566242614324e-08
M7X518	RHTO_03160	2.7325760354664407e-08	3.26206223224433e-08	1.143702443080236e-08	1.1039231113233106e-08
M7WW93	RHTO_00640	1.2412998826193003e-07	1.328142782960268e-07	5.1353790004469896e-08	3.759876772815737e-08
M7WN16	RHTO_01157	1.0684395733169342e-06	9.64368281940853e-07	4.2920759411943336e-07	4.20695371596153e-07
M7XED6	RHTO_05895	5.783019830246308e-07	4.0776949860774295e-07	2.550176113332985e-07	2.2850042183045898e-07
M7XFF4	RHTO_00848	2.321353423855979e-07			2.052396028147943e-07
M7WXZ0	RHTO_03226	5.437660238684172e-07	5.411305939334139e-07		1.4878156433363606e-07
M7XY00	RHTO_02886	8.827819565143972e-07	6.915746937522352e-07	4.818192396505585e-07	6.566183184686452e-07
M7WNB5	RHTO_01252	6.293534687812854e-07	5.017179959532279e-07		6.897637076704567e-08
M7X711	RHTO_00574	5.605995508636365e-07	4.2562826685436147e-07	4.151924178529193e-07	3.771394908578633e-07
M7XT98	RHTO_07187		1.7251346973649573e-06		5.381558959672409e-07
M7WLW1	RHTO_05567	1.0806844896840525e-07	9.242814511954117e-08	8.496880369074506e-08	9.917518961360258e-08
M7WI49	RHTO_03696		1.6239294928607802e-06		3.596511749573865e-07
M7X663	RHTO_00249		1.0514053398521386e-06		3.807208667580074e-07
M7XVQ9	RHTO_06322	5.053374792359904e-07	2.816730985015326e-07	1.9306181268867092e-07	1.9731949712236852e-07
M7XUV9	RHTO_06037	5.526555361572125e-06	5.155773346236485e-06		1.7084320996976385e-06
M7XN07	RHTO_01638		2.4542576416307837e-06		1.6475108831912318e-06
M7XL11	RHTO_02459	2.128413991145948e-07	2.6808756379376004e-07	9.105815685638446e-08	6.88453031695612e-08
M7XNE0	RHTO_01350	9.842270425731742e-09	1.3231893702397224e-08	6.296610489137504e-09	9.379608858421465e-09
M7XKN2	BNA1	1.6615159938927712e-06	1.812335075419185e-06		1.0525640826090354e-06
M7WVH2	RHTO_01502	1.9580186626932293e-07	1.9121715278199228e-07	9.913044201311582e-08	1.3221011296931219e-07
M7X3B2	RHTO_06643	9.362680580653345e-07	6.703423710042639e-07		5.887151945085381e-07
M7WUX9	RHTO_04570	5.428947271486107e-07	3.927486408996289e-07	1.4542972874875255e-07	1.5246911040528815e-07
M7WTJ2	RHTO_06951	2.6788396592708456e-06	8.703327607706651e-07	9.264173097117161e-07	6.536482836496015e-07
M7WWB7	RHTO_00665		1.1985320157874058e-07	2.5903353697946573e-07	5.1402812909442e-08
M7WX59	RHTO_08019	8.98532428259356e-08	1.0562306110376006e-07		4.486602283515261e-08
M7XHW6	RHTO_07233	1.990559364985606e-07	2.1692431604567824e-07		1.7176264017542427e-07
M7XMB1	RHTO_01759	1.656219619125277e-07	1.0444639443097952e-07	8.78293639409215e-08	9.088626365511595e-08
M7X6N8	RHTO_00454	3.8873994851058267e-07	3.0500561650564546e-07	1.4190569821326073e-07	1.2887755064591372e-07
M7X0J9	RHTO_07364	1.4287134087866666e-07	1.0092427427006351e-07	3.7049877681722485e-08	3.790514849360804e-08
M7X0S1	RHTO_06960	3.0375500225078066e-07	4.1355684726318055e-07	1.7509443507332773e-07	1.6515761561206628e-07
M7WJ30	RHTO_03426	4.826622640701259e-07	4.998486530182886e-07	1.4344772757433828e-07	2.351873866194702e-07
M7WFK5	RHTO_05149	1.2770437471670283e-06	1.3164809532925422e-06		5.006842251496798e-07
M7WQU7	RHTO_03380	1.5122088575444247e-06	1.6487236013356766e-06	1.085075437881669e-06	5.936947131874543e-07
M7XNT5	RHTO_00007	7.309687817974406e-07	6.41837549515313e-07	1.6151056074038323e-07	1.3819562914136973e-07
M7WMD1	RHTO_05382		4.198621131542559e-06		3.750654481407402e-06
M7WSB4	RHTO_02270	2.7230466071853825e-07	3.3358242931360164e-07	1.0224480808725628e-07	1.4227508988159449e-07
M7XDY7	RHTO_06451	2.659028091742343e-07	2.5840787653360923e-07	1.2595603210907905e-07	1.1969948239477555e-07
M7XMB0	RHTO_02776	9.092733909879898e-08	7.340615717333238e-08	2.086492986604568e-08	1.8766329168976707e-08
M7XLP8	RHTO_04999		1.0420088924642542e-07	1.4097777326396366e-07	9.774995239657174e-08
M7XQB5	RHTO_00677		7.46512476787683e-07		2.24725247536488e-07
M7WZB1	RHTO_00410	4.0085296132967797e-07	2.1432767871887282e-07		4.537166433366381e-08
M7X6J3	RHTO_00404	5.249200570615656e-08	7.157495772170346e-08	3.357992700657806e-08	3.0658093663785094e-08
M7XET6	RHTO_01093	1.187498069911712e-05	1.1985854990573221e-05	4.19014678015343e-06	3.897592305734488e-06
M7WU89	RHTO_01921		5.311063892898478e-07		1.4767675873436566e-07
M7WXI0	RHTO_08114	3.1930853004890245e-08	1.6921031536002336e-08	2.7411019965680445e-08	2.42398005943094e-08
M7WNC0	RHTO_04517	1.316733769115788e-06	1.32170836354102e-06	2.3627614127017333e-07	1.803522403505633e-07
M7WZG4	RHTO_00470	2.421218772453575e-07	2.758095314098222e-07		7.562946577895727e-08
M7X610	RHTO_03269	1.321786590406448e-06	1.537503299034399e-06		7.586883212024969e-07
M7XLB5	RHTO_04848	4.412040942794528e-07	2.821813140882315e-07		1.1734840748033075e-07
M7WTY3	RHTO_01801	2.3199297727710334e-07	2.243765224220842e-07	8.353909877174363e-08	1.7207063828879958e-07
M7WXE4	RHTO_00819	3.7391861097625454e-07	3.847214819820817e-07	1.3357245686694827e-07	1.2791978763897454e-07
M7WMY6	RHTO_01116		5.622991051735288e-07		1.9059402858144025e-07
M7XF71	RHTO_05663	2.7186397013112735e-08	2.904869981205799e-08	1.2316736037933178e-08	9.006257817733325e-09
M7XLN1	RHTO_04974	5.116418615086142e-07	4.316048018665335e-07		3.3352382141729954e-07
M7X201	RHTO_06335	2.236187520911874e-07	1.2546919994429224e-07	7.538070808979051e-08	1.339258921944974e-07
M7WLG0	RHTO_01793	6.427712085487753e-08	5.887179923165279e-08	1.284187705159731e-07	1.2141349342120054e-07
M7WQG2	RHTO_08100	1.4133969342957873e-07	1.7032057531802964e-07	6.44378232762653e-08	8.503138545848206e-08
M7XYR8	RHTO_03182	9.657223923289961e-07	1.0802385100991994e-06	5.103198955532637e-07	4.514835550763669e-07
M7XL28	RHTO_02479	1.1072974579320183e-06	9.814461690733896e-07		3.403451881571195e-07
M7XIV0	RHTO_03636	3.1570436632598315e-08	2.6353520884076472e-08	1.85776547317286e-08	1.5592961610581983e-08
M7XB15	RHTO_02236	8.0542054827148e-08	8.177292033411642e-08	3.776159723480373e-08	4.463580001424046e-08
M7XZ85	RHTO_00056	3.065656203951526e-07	3.594342074542991e-07	1.2846633517120768e-07	1.3559831213081266e-07
M7X3Y5	RHTO_02778	1.2884664649194896e-07	1.289973669076248e-07	3.727489045698293e-08	3.798509460049176e-08
M7XS74	RHTO_07420		1.2720943623791605e-06		5.434009381887397e-07
M7WP67	RHTO_01076	3.5655195612285214e-08	8.333820024614345e-08		2.617174393561636e-08
M7WW52	RHTO_01065	4.691636658551062e-08	1.914679539744904e-08	1.975149771405247e-08	2.0645537247881548e-08
M7XFR4	RHTO_05355	7.635619697146259e-08	5.332460589607887e-08	2.8107220685862584e-08	4.4169395254906836e-08
M7X6F0	RHTO_05176	4.679003030916097e-07	4.979480730157888e-07		6.698721886608038e-08
M7WZ08	RHTO_00290		1.155503120361947e-06		1.509458425188321e-06
M7WPB8	RHTO_00666	1.4959483144388207e-06	1.2155788896759029e-06		1.0768821386684827e-06
M7WLV7	RHTO_05562	5.305954706120047e-07	6.104644103087523e-07	2.1595770990636775e-07	2.7307294694015246e-07
M7XZP5	RHTO_00236	9.089721779750586e-08	9.096440994405008e-08	2.4210749487189694e-08	2.849624650738459e-08
M7WLE1	RHTO_05613	6.228447887135061e-07	7.356157095477406e-07	3.156068259613315e-07	2.9557696608087614e-07
M7X3Y6	RHTO_06407		3.461398710844086e-07	4.1486547439056695e-07	2.596824273433672e-07
M7WNN2	RHTO_00901	9.78364690725631e-08	1.1611026532955792e-07	3.001468528758897e-08	3.15612678302411e-08
M7WWC5	RHTO_05077	4.864755121277605e-08	6.620273072861082e-08		3.1094709721287046e-08
M7XEB5	RHTO_05870	7.501213111424381e-07	4.801450744380524e-07	2.1619940235308816e-07	2.8372029113823556e-07
M7XQJ6	RHTO_00762	2.4251566147025894e-07	1.944191396470763e-07		1.0876742934505928e-07
M7XPR8	RHTO_00957	1.3520776017091924e-07	8.648129490917071e-08		3.5294609099891857e-08
M7WG30	RHTO_04378		7.513066281636634e-09	5.672736315091813e-08	4.5601108871796836e-08
M7WND2	RHTO_01267		1.1932196618176622e-06		
M7WPU4	RHTO_00841	3.3403713685127794e-07	3.617477888924775e-07	1.655946190161188e-07	1.458686401758285e-07
M7WVU9	RHTO_01190	7.368098525487685e-08	6.386118991095336e-08	2.4809359456742293e-08	2.389592687136319e-08
M7X2T5	RHTO_04598	5.557381650341336e-06	5.0196637136317896e-06	3.4002687968433646e-06	2.7715085187704737e-06
M7WR15	YTM1	3.583994251058508e-07	3.3449674760644996e-07		9.00010284038395e-08
M7WXE3	RHTO_03005	1.2216139373129077e-07	1.25553152251692e-07		7.512030765789552e-08
M7XJR5	RHTO_06123		5.665515432337361e-08	3.719603851683788e-08	3.0436293123852025e-08
M7WW46	RHTO_04987		3.677143911001131e-07		2.1516577876593674e-07
M7XHL0	RHTO_04173	2.8833945953506594e-07	2.0450466752058563e-07		9.704181637411934e-08
M7WS79	RHTO_02159	3.51677683930317e-07		1.3480681207508103e-07	1.2904933469781219e-07
M7XGF4	RHTO_05160	3.824081766945266e-07	3.488459970804413e-07		1.5132513679102861e-07
M7XG05	RHTO_08117	3.690504334075018e-08	2.5823685039416353e-08	3.687812700518381e-08	3.032595952710131e-08
M7WW13	RHTO_01030	6.164451408995013e-07	5.412359409950421e-07	2.940895243902996e-07	3.8950061653580927e-07
M7WT71	RHTO_02132	2.1393473774435008e-06	2.306168984336936e-06	1.937312308322167e-06	1.9098809437181774e-06
M7X4F8	RHTO_02721	8.356531979353053e-08	1.1197016092301727e-07		
M7WWJ6	RHTO_00755				9.144038355572605e-06
M7XI87	RHTO_03901	8.555628223567915e-08	1.1233782245837033e-07	7.170981880504028e-08	7.898961957272759e-08
M7XYK8	RHTO_03111	1.5086671447059548e-07	1.5198000496777546e-07		4.51847236112415e-08
M7XI58	RHTO_04115		1.023967508049985e-06		5.608914000734747e-07
M7X5T6	RHTO_00119	1.9277561396862583e-07	2.0610977060596292e-07		7.587712383441433e-08
M7WPW6	RHTO_07935	4.378306404275379e-08	3.729836169995218e-08	5.042183698623927e-08	4.790210356632516e-08
M7WMQ8	RHTO_01444	9.733999783937186e-09		1.8214806549571476e-08	1.8869338937131988e-08
M7WTP5	RHTO_07021		1.245960327768645e-07	1.018262646812459e-07	
M7WEJ4	RHTO_05579	2.0366018400090213e-07	3.921547375342794e-07	8.974995251355963e-08	9.657328062031511e-08
M7WWD0	RHTO_00909		1.5847103326447302e-06		5.940776348428929e-07
M7WLK8	RHTO_01858		8.957113793723927e-06	1.4861675947091284e-06	1.8583546328230442e-06
M7XLV2	RHTO_05069				
M7WNN7	RHTO_04461	2.3561038190551852e-07	2.4307812178361923e-07	1.277645382144715e-07	1.437750056620321e-07
M7WW02	RHTO_04927	1.9603184565487146e-07	7.842283486511629e-08	1.0355204479948302e-07	1.0006387293699563e-07
M7XL66	RHTO_02311	1.6964130870422153e-07	1.6080321047399803e-07	7.315938063180528e-08	7.552187919638065e-08
M7WQH3	TRM8	4.401584602440405e-07	6.123500317245061e-07		1.8318461023122525e-07
M7WYA9	RHTO_07418		8.7926532886819e-07		4.3208674610566964e-07
M7XGK6	RHTO_07880			7.971404009808297e-07	6.751691127012443e-07
M7XB54	RHTO_02278	7.956781138423989e-08	1.0380986868919515e-07	2.967072571929495e-08	3.4993617504809074e-08
M7XQT8	RHTO_07941	3.491821391655628e-07	3.247418768314488e-07	7.829801643094693e-08	1.2794643543361005e-07
M7X2Q8	RHTO_04568		2.3561327895685967e-07		
M7WPM3	RHTO_04092	3.3185590032524284e-08	2.3410253924494693e-08	5.44261429410992e-09	6.613023254981052e-09
M7WXJ2	RHTO_07938	2.4514966147924567e-08	4.158807402566288e-08	1.0191425269248133e-08	1.0236163754798873e-08
M7X080	RHTO_07249	6.700863308486249e-08	7.334408965540424e-08		3.924429754867561e-08
M7XG80	LSM3	5.3798188685569775e-06	5.95325859685836e-06	5.099661317658785e-06	4.6632199499263135e-06
M7WU66	RHTO_01896	4.974021003888893e-08	5.06364291442348e-08	1.8108227180447044e-08	1.862883752235474e-08
M7XX64	RHTO_05018	3.98539993476894e-07	5.136010531457426e-07	1.4058906001619352e-07	1.3393395428927812e-07
M7XUB0	RHTO_06877	1.6232592417727265e-07	1.587584798821752e-07	8.052330024230256e-08	7.398993859563761e-08
M7X2D9	RHTO_04675	1.8105914566704602e-07		2.328055778309779e-07	3.5406672906504973e-07
M7XTT7	RHTO_07382		4.4461083947638486e-07		2.0008306316589571e-07
M7XMM2	RHTO_01889	1.601244416172025e-08	3.4601478240224566e-08	1.8455903794874444e-08	1.9321597258069525e-08
M7X4I5	RHTO_02751	1.2088276280085903e-07	1.373932906664009e-08		4.6375451611163876e-08
M7XL37	RHTO_02266	1.016501443321906e-07	1.8563136276076663e-07	5.696334697588832e-08	8.359399396691492e-08
M7WLK7	RHTO_05514	5.386435353766024e-07	4.4071506595806683e-07	2.7512757822692484e-07	1.7532239625487983e-07
M7X5P4	RHTO_05371		4.5777268405241953e-07	2.1273936158127294e-07	1.4475421310142852e-07
M7XMX4	RHTO_02962	3.021313202139277e-08	4.989666783188313e-08	2.4013384835345363e-08	2.1132718615717425e-08
M7WQP3	RHTO_07722	4.290165532486977e-08	5.1107814623619706e-08	2.153085191280469e-08	1.8024773429011634e-08
M7WTL8	RHTO_06986	5.18661418196243e-08	7.243309002254497e-08	5.864533701288521e-08	3.849897954361478e-08
M7XGL1	RHTO_07885	2.565233623405293e-07	2.1358135615379922e-07	7.091951620343622e-08	9.273627289853862e-08
M7XJU9	RHTO_03357	2.7557292845205183e-06	2.5479460944720933e-06	1.3261071838848265e-06	1.2445607969652874e-06
M7WL50	RHTO_05832	8.672916725165945e-09	8.6036157004256e-09	4.429863367404831e-09	6.098990130047732e-09
M7X0X4	RHTO_06789				1.603181593497817e-06
M7WU23	RHTO_01636	4.53743606102916e-07	6.777007906840105e-07	1.8752263381834505e-07	1.6818149865245243e-07
M7XI53	RHTO_07308	4.282652179315319e-07	4.5288413945096584e-07	2.0322530035445552e-07	1.6681141226758275e-07
M7WW75	RHTO_05022	1.437179171713404e-07		5.428152802421052e-08	4.759323833380898e-08
M7XEB1	RHTO_05999	2.8063683243462044e-07	1.468176948219168e-07	6.304324263115454e-08	3.688951713322117e-08
M7XCR6	RHTO_01639	2.1794604009740408e-07	2.3545052550096991e-07	8.391684532352283e-08	9.886421856023286e-08
M7WVC5	RHTO_01442	1.65084944157034e-08	1.9732554178735958e-08	9.19001343742414e-09	9.942082870712503e-09
M7XUT1	RHTO_06007		2.3547602039328796e-07	2.472723914615494e-07	2.626189417591571e-07
M7X4K3	RHTO_02969	5.648096376759286e-07	5.052891301503541e-07		2.393279878550477e-07
M7WZ98	RHTO_00395	4.2773694136275675e-07	4.601941365003004e-07	1.214220513090918e-07	1.246145468045098e-07
M7X998	RHTO_03490	5.157036310360001e-07	4.5715176834670715e-07		1.394262806399286e-07
M7WX71	RHTO_08029	1.0000357841632551e-07	7.073111121943797e-08	4.798743289852047e-08	6.661476518350184e-08
M7X795	RHTO_00378		6.417424600956924e-07		1.2251362568516789e-06
M7XWJ1	RHTO_04802	2.6621345184476654e-08	5.345903888094186e-08	1.630532273885465e-08	1.5618638880331625e-08
M7WWM7	RHTO_00790	1.984804208585572e-07	1.0985700051255471e-07		7.515415121256435e-08
