uniprot	Gene_names	GNlim_1	GNlim_2
M7XLJ5	RHTO_04924	4.233717191788953e-07	3.1117742553983743e-07
M7WKR4	RHTO_01947	3.9216780960389647e-07	3.269775019683946e-07
M7XKF7	RHTO_02596	5.515915129778345e-07	4.276306292478984e-07
M7XYP9	RHTO_03162	4.962167059388811e-07	4.295388679628311e-07
M7XID1	RHTO_07378	5.163445419131337e-07	4.3104362086500977e-07
M7X0E8	RHTO_07319	3.776069940967655e-06	3.377825203357999e-06
M7X0I8	RHTO_07354	1.1070679509108524e-06	8.18215575842833e-07
M7XQ05	RHTO_01032	2.2429205268540484e-06	1.8341309274613295e-06
M7X2E8	RHTO_04685	8.705779205507442e-07	4.522276471883883e-07
M7WF31	RHTO_05404	1.2462336177123764e-07	1.0912317691967491e-07
M7WT77	RHTO_06811	1.089395897852367e-06	9.252716114518348e-07
M7WPB5	RHTO_00661	1.0611371855815214e-06	8.299948253263484e-07
M7WUF2	RHTO_06216	2.783185587072667e-06	2.4279112605493604e-06
M7WWD6	RHTO_00685	1.5730523453497216e-07	1.3106593006976656e-07
M7XGU2	RHTO_07436	3.4263054335980466e-06	3.0152707288587507e-06
M7WS36	RHTO_02150	9.09053176443304e-07	8.03659791757919e-07
M7X709	RHTO_04465	2.230097491355282e-07	1.3833136710878955e-07
M7WVZ3	RHTO_01240	2.0050388654792137e-06	1.7633673521107526e-06
M7X4M5	RHTO_05727	7.759985601310591e-07	6.995843184866524e-07
M7WNU6	RHTO_04246	1.7888475165262484e-06	1.6759666031477708e-06
M7X7A8	RHTO_04334	5.305537212871227e-06	3.2545646549415314e-06
M7WI54	RHTO_03701	7.809273981040613e-07	7.398165807011804e-07
M7WJ97	RHTO_06700	8.394933283690703e-07	5.855346535238681e-07
M7X2J2	RHTO_06309	1.6215523921719813e-07	1.4292287263335e-07
M7WPL3	RHTO_00771	1.0935974443888047e-06	8.392025282276383e-07
M7WKA4	RHTO_05883	5.516478730982905e-07	4.296494122504939e-07
M7WS43	RHTO_02272	8.502819146575516e-07	6.771329241319326e-07
M7XW07	RHTO_04606	2.9863283128989225e-06	3.1119700242318928e-06
M7XN52	RHTO_01683	2.1766517653248035e-08	2.4194475974055858e-08
M7XML8	RHTO_01884	6.417940907568965e-07	5.394284985980434e-07
M7WFY9	RHTO_04519	1.0430399782164997e-06	7.859245137868954e-07
M7WW26	RHTO_04957	2.080482746330949e-07	2.0976262027227527e-07
M7XIH3	RHTO_06738	4.6698724927785275e-07	4.0358796065538337e-07
M7X7T4	RHTO_04244	1.2780950145670046e-05	1.0690315260950288e-05
M7X7H5	RHTO_04149	5.265739389122098e-06	1.7817939211943374e-06
M7XFZ0	RHTO_08097	4.1905458767090817e-07	3.3190575866216703e-07
M7WUS2	RHTO_06336	2.0622413904902935e-06	1.6920421714238892e-06
M7XF80	ADI1	2.7290696125105137e-06	2.2216478959880807e-06
M7WKS2	RHTO_05739	1.118358386907698e-07	1.394754017607453e-07
M7X6B9	RHTO_00058	3.325694447539e-07	2.93610466856252e-07
M7X413	RHTO_02808	3.485261234701104e-06	2.950092612886501e-06
M7X2S0	RHTO_04583	3.9197695036294324e-07	3.3906230688599225e-07
M7XYK4	RHTO_03106	4.411071003579887e-06	3.5886945471849347e-06
M7X982	RHTO_03470	1.9604546160859313e-06	1.65835136311733e-06
M7WS69	RHTO_07146	1.2525004796095188e-05	1.2202646394262954e-05
M7WG12	RHTO_04549	4.625082640674704e-06	4.398708422312315e-06
M7WS33	RHTO_02643	5.798181447402635e-07	4.1128831937570455e-07
M7WXT6	RHTO_07761	1.454001158184917e-06	1.2438047614300952e-06
M7X4M9	RHTO_03004		1.329693292728561e-07
M7XPM3	RHTO_00287	6.169004152435392e-07	5.739850638280621e-07
M7WR46	PRT1	2.432602163240058e-07	1.8044176249143055e-07
M7WLQ1	RHTO_05685	7.071907983454045e-07	6.765967001785332e-07
M7XJ70	RHTO_07003	5.023473781934673e-07	4.2685148437082877e-07
M7XLB3	RHTO_02143	4.830168084153945e-07	4.116752464416747e-07
M7X8P7	RHTO_03847	1.5761953436062063e-07	1.1685972880754889e-07
M7WUQ8	RHTO_06321	9.748295609976702e-07	7.529303079221065e-07
M7WEP1	RHTO_05460	1.2469261348034045e-05	5.830160495290107e-06
M7X5S2	RHTO_03169	6.093776343345534e-05	4.66554246511737e-05
M7XPD6	RHTO_00167	5.207019351200784e-07	4.0306018832337384e-07
M7XCN1	RHTO_01599	1.801869075856994e-07	1.3661295035125102e-07
M7XKJ8	RHTO_04577	8.604336316068218e-06	7.472569587350314e-06
M7XJQ5	RHTO_06113	9.262445745031228e-07	8.150120873488362e-07
M7WV38	RHTO_01166	6.30968238031084e-07	5.770798891175342e-07
M7WFT8	RHTO_05209	1.1134084104733534e-06	8.18100781576603e-07
M7XAV4	RHTO_02178	7.280530703583513e-07	6.061103966011803e-07
M7WRB3	RHTO_07439	1.5870692190153356e-07	1.2338512398917843e-07
M7WIL9	RHTO_03603	1.002260988586199e-06	8.888310110065954e-07
M7WCM1	RHTO_06672	1.511266996231366e-07	1.1236741308880545e-07
M7XMD3	RHTO_01784	9.341069732463053e-07	6.819619390421076e-07
M7XYH2	RHTO_03066	7.86933428832078e-07	6.101807352002832e-07
M7WSH3	RHTO_02257	3.9218380863649524e-07	3.3231675119315985e-07
M7WYH6	RHTO_07775	2.8261593526840637e-07	2.2254405134040717e-07
M7WTG7	RHTO_06921	4.7907829491554e-07	3.982674340662449e-07
M7XTB2	RHTO_07202	2.76403276562546e-06	2.745519848697543e-06
M7WYF4	RHTO_00085	4.968904428353825e-06	4.538496592612307e-06
M7WF27	RHTO_05399	1.0614357604181495e-05	1.0142813904697949e-05
M7XUU6	RHTO_06022	2.3389411110680402e-07	1.7817732040165867e-07
M7WXU2	RHTO_03166	1.6101373139338774e-05	1.4080347841013657e-05
M7XYL6	RHTO_03121	1.8462567430610996e-06	1.6197048873510784e-06
M7XSU5	RHTO_07625	9.586154000220048e-06	8.14029191731435e-06
M7X0T7	RHTO_06769	1.7115580818385146e-08	2.3621214775179035e-08
M7WIQ2	RHTO_03321	1.151419325450278e-06	9.821710279285066e-07
M7XVT2	RHTO_06352	3.0092131756717524e-08	2.8089171566939533e-08
M7XDG9	RHTO_01496	2.5227724630124266e-07	1.8506276765047257e-07
M7WI10	RHTO_03656	1.2087070937388569e-06	8.717547232246338e-07
M7WYB0	RHTO_07700	1.278355143610038e-07	8.200679855440802e-08
M7XMJ0	RHTO_01849	3.835985900845066e-07	3.2490062569971035e-07
M7WK23	RHTO_06449	7.941549267978794e-07	6.408340628883998e-07
M7WRH5	RHTO_02599	2.9666123452479325e-05	2.216206856583694e-05
M7X6U6	RHTO_04405	9.073731784029832e-08	7.51213032746272e-08
M7X9H8	RHTO_03600	7.598987413347366e-07	6.852486893004628e-07
M7XK44	RHTO_03457	3.0463658721402894e-06	2.270584110771888e-06
M7WXY7	RHTO_08068	2.741277895679323e-06	2.27200657935598e-06
M7X3E8	RHTO_06625	1.2060712021379886e-06	1.121724766673709e-06
M7X1C7	RHTO_06125	1.7365519870584066e-07	1.5775969512300015e-07
M7XLS6	RHTO_05039	7.410169855860705e-08	6.274853441162072e-08
M7WYK1	RHTO_00125	1.3059865988919735e-06	1.041664786417203e-06
M7WKZ4	RHTO_05912	8.397316933395347e-07	6.346998430293155e-07
M7X7J6	RHTO_00498	1.2186248378304756e-06	1.0571435209652155e-06
M7XII4	RHTO_06748	1.7095347963045445e-06	1.8531087414928657e-06
M7X6S6	RHTO_00178	9.375835643751816e-06	7.1699240908478585e-06
M7XN47	RHTO_01678	7.437003794450848e-07	5.32888422680475e-07
M7XBR4	RHTO_02070	4.843318999011043e-06	3.894360535344255e-06
M7XKT4	RHTO_04673	8.885486545520714e-07	6.40892343988952e-07
M7WCJ7	RHTO_06682	1.8294789406242582e-07	1.5325451929346082e-07
M7WVK0	RHTO_04801		
M7XXS3	RHTO_02800	2.875190246918108e-07	2.422007540412184e-07
M7X4F7	RHTO_05801	5.378774986887756e-07	3.9441562786322644e-07
M7X6G0	RHTO_00369	4.773374893497332e-07	3.787575355441027e-07
M7XP66	RHTO_01208	1.4567721217059653e-06	1.2313075340257445e-06
M7WX90	RHTO_00759	3.2884564946983226e-06	2.876754893803439e-06
M7XNG2	RHTO_01370	1.8639336911748634e-07	1.0703181498099537e-07
M7X3A8	RHTO_04971	6.456921460479607e-07	7.463681184912958e-07
M7XLT9	RHTO_02024	2.9382969685143197e-05	2.344315881923868e-05
M7WJU4	RHTO_06526	5.442013149930439e-06	5.089633954932335e-06
M7WQL8	RHTO_03597	2.1435504621848934e-07	1.5159460703121105e-07
M7WW82	RHTO_00625	3.619242419795172e-07	2.4155711752696463e-07
M7WFA3	RHTO_05270	6.442815464267421e-06	2.5752005148856427e-06
M7WZC3	RHTO_00425	1.6186403421834045e-06	1.2778517757862028e-06
M7XI91	RHTO_03906	1.578649379347457e-07	1.2470867799677773e-07
M7X456	RHTO_02848	2.0951208575794154e-07	1.8747172193469593e-07
M7WUN0	RHTO_01398	2.057269224840256e-07	1.5206668141621769e-07
M7XN72	RHTO_03087	4.366098834365576e-06	4.787739189449233e-06
M7WEK6	RHTO_05594	3.121400399236578e-06	2.721833308709982e-06
M7XJT3	RHTO_03342	3.554331553789025e-07	3.299857255632578e-07
M7WPA0	RHTO_00641	7.260068110268283e-07	7.15144871878776e-07
M7WJN6	RHTO_02645	2.920512135009301e-07	2.2545738870823846e-07
M7X2D0	RHTO_06239	1.1020249283152608e-06	9.260914593104998e-07
M7WVZ0	RHTO_04912	1.0587393582306898e-06	8.594230724586022e-07
M7WFU6	RHTO_05219	1.4560854683797968e-06	1.2162977848898675e-06
M7WLM7	RHTO_05338	3.677481864491827e-07	3.193258689627343e-07
M7XPI5	RHTO_00237	1.2554910811731596e-06	1.01710407809657e-06
M7XPD8	RHTO_00172	5.546872956760839e-07	4.4410638413611246e-07
M7XP52	RHTO_00112	6.490509689357986e-08	4.368108180211437e-08
M7X6U4	RHTO_00203	2.3091599282023664e-07	2.2036021617584538e-07
M7XNM9	RHTO_03258	3.175520117109578e-06	2.874998682141982e-06
M7WW73	RHTO_01090	1.0710388543016098e-07	1.4165332033675523e-07
M7XZN3	RHTO_00221	3.25603771841868e-07	2.633909138352128e-07
M7WH48	RHTO_04054	8.924628812556485e-06	7.71289050134752e-06
M7XD79	RHTO_06693	7.931443837566257e-07	6.157801473378563e-07
M7X6U8	RHTO_00208	4.1465659659373894e-07	3.4229176859444517e-07
M7X332	RHTO_07066	1.915782026245187e-06	1.5346057140087175e-06
M7XIX9	RHTO_06898	2.439891200638404e-06	2.387749703804066e-06
M7WYG4	RHTO_07765	4.817829017129616e-07	4.1275346010099787e-07
M7XXT6	RHTO_02815	3.9560849220143917e-07	3.2639751523036156e-07
M7WM80	RHTO_05523	1.2671248777738133e-06	7.705426574697965e-07
M7WJ06	RHTO_03406	4.59882210357001e-07	3.970732315563094e-07
M7WWU9	RHTO_00855	2.5764235559434834e-07	1.9322009842130888e-07
M7XMW0	RHTO_01583	9.000826396128258e-07	6.045282690697551e-07
M7WYD3	RHTO_07730	1.3288457908312006e-06	1.467498770528172e-06
M7WT26	RHTO_02087	2.985742648786131e-07	2.615284065221736e-07
M7WYS5	RHTO_07881	7.369661545630107e-05	6.150784690833728e-05
M7WNN9	RHTO_04196	9.855046835851925e-08	8.015626429139134e-08
M7WUV0	RHTO_01493	9.322198771415381e-08	8.705362277794963e-08
M7X6W7	RHTO_04425	4.844608529852462e-07	3.4520169790402583e-07
M7WQD3	RHTO_08080	1.0160181944586267e-06	8.247011537313168e-07
M7XKU3	RHTO_04683	1.4111124070035206e-06	1.254984948154723e-06
M7X3Q0	RHTO_04905	3.6884380051184163e-06	3.185581103909942e-06
M7WS84	RHTO_02277	5.917683232415996e-07	4.6695261412533614e-07
M7WUR2	RHTO_01443	8.754894034529133e-08	6.682709594302233e-08
M7WZ66	RHTO_07472	3.0539207487604326e-08	2.6662967596977474e-08
M7WTT0	RHTO_01735	2.13216435942814e-07	1.9068434099754782e-07
M7XCY6	RHTO_01709	4.844751726196204e-07	3.77320830009929e-07
M7X5E3	RHTO_03027	6.169528808147618e-07	5.15791777506871e-07
M7XGU4	RHTO_04535	1.4657762132891074e-06	1.4139427598713825e-06
M7WLX6	RHTO_05582	9.303069383797791e-09	8.186064849124813e-09
M7X0E7	RHTO_06810	1.583422728135386e-06	1.146015692090036e-06
M7WXF3	RHTO_03020	6.346494521178028e-07	5.107174582180244e-07
M7XN46	RHTO_03057	1.6416918795997272e-06	1.2265333141502314e-06
M7WZD3	RHTO_07185	1.5330212176268032e-07	1.0571461987597664e-07
M7XAL7	RHTO_02385	8.812453679902691e-07	8.604792598886719e-07
M7XAQ2	RHTO_02430	2.3145622976930087e-06	2.0530537031497035e-06
M7WQ90	RHTO_08045	4.941709141819151e-07	3.856071829740825e-07
M7XJC1	RHTO_06008	1.2147092829812138e-06	9.461367375710287e-07
M7WJX8	RHTO_02388	1.4237740912939795e-07	1.1647627967986185e-07
M7XUQ1	RHTO_07027	6.1673324824672895e-06	5.404374594234478e-06
M7WMQ2	RHTO_01434	1.0872899388607913e-05	1.219640546682489e-05
M7XCG8	RHTO_01529	1.3507167591515132e-06	1.101059660405855e-06
M7XB86	RHTO_02309	1.465114045049689e-06	9.670210297758478e-07
M7X2F3	RHTO_04690	7.118112571392456e-07	5.487526683490702e-07
M7X5A2	RHTO_02978	1.621180121056223e-07	1.2621939157082454e-07
M7WHP5	RHTO_03800	1.8729067284282648e-07	1.665483568100965e-07
M7WQH5	RHTO_08115	1.2759039105990493e-08	9.677965268233041e-09
M7WQC9	RHTO_03472	6.86005968051336e-07	4.866787681996169e-07
M7WN48	RHTO_05192	4.54051365138575e-07	4.098507817292678e-07
M7WSC3	RHTO_02179	5.28952112897027e-07	5.024230775313765e-07
M7WX53	RHTO_08014	4.701190876338342e-08	3.835095847026231e-08
M7WVJ4	RHTO_01527	1.1463473959470922e-07	7.658304750489838e-08
M7X786	RHTO_00368	8.788994105765286e-07	8.819421470391847e-07
M7WQK2	RHTO_03699	3.759401451048283e-06	4.247732579803379e-06
M7X192	RHTO_06919	2.7908113606617417e-06	2.557646852603532e-06
M7WIC5	RHTO_03473	1.1662959806647142e-06	9.388709350511432e-07
M7WV51	RHTO_01181	4.385387494083936e-06	4.271802677058542e-06
M7XJR2	RHTO_03322	1.4561677789332574e-07	1.3717236066079392e-07
M7WYY1	RHTO_07402	8.645378808190344e-07	7.146556517415736e-07
M7XKV7	RHTO_02389	9.193321385895824e-08	6.769797398314659e-08
M7XQJ1	RHTO_00757	4.2961590716434184e-07	3.4138449173132675e-07
M7XCW8	RHTO_01694	1.2130671609597e-05	1.1235855033136356e-05
M7WS41	RHTO_02648	2.6490614496294148e-08	3.960275356800152e-08
M7WHV7	RHTO_03865	3.422036659195522e-07	5.672018154634366e-07
M7WPS9	RHTO_03864	2.702860735074435e-08	5.2715317905117223e-08
M7WPP3	RHTO_03834	1.4971922681772102e-06	1.1293156477522828e-06
M7WPD1	RHTO_03970	5.965573779581753e-07	5.425273193733196e-07
M7XQ67	RHTO_00492	4.150501093514273e-07	3.236377902698411e-07
M7XQC4	RHTO_00542	4.630222160001176e-07	4.232091832955367e-07
M7WMR7	RHTO_04543	5.362650898150076e-07	4.687594216672849e-07
M7XZA1	RHTO_00076	1.0434772820581389e-06	8.714921844023867e-07
M7WZM7	RHTO_07607	8.102357317335426e-07	6.900109140237141e-07
M7X251	RHTO_06184	6.177079450163379e-07	5.38371168848024e-07
M7WQW0	RHTO_03491	1.3822070094452289e-06	1.232134693899464e-06
M7WJW0	RHTO_02361	6.465101441122129e-07	5.88518497273359e-07
M7XLR2	RHTO_05019	5.600604873609265e-07	4.963168865122087e-07
M7X296	RHTO_06224	5.180522447169861e-07	3.847400096292122e-07
M7WR81	RHTO_03309	1.5534008813749007e-06	1.2261670765905607e-06
M7WMW2	RHTO_05127	5.029837834042334e-07	4.488371695952269e-07
M7X504	RHTO_03144	1.4029037670654076e-06	1.122830334741754e-06
M7WTL5	RHTO_06981	7.189775198603752e-07	5.806468436612158e-07
M7WY75	RHTO_08138	2.0009999019682612e-07	1.9728084156933744e-07
M7WS60	RHTO_07136	2.172324850327688e-06	1.640398214019953e-06
M7XP46	RHTO_00107	4.628915168907273e-08	3.736579389971939e-08
M7XFQ9	RHTO_05345	2.1388230238771858e-07	1.7032789275061624e-07
M7WJI2	RHTO_06622	3.8166942047620194e-07	3.488973714546534e-07
M7X266	RHTO_06199	1.1676867567762518e-06	1.1020975290634888e-06
M7X7B6	RHTO_00403	4.4522039618888715e-07	4.065260937222765e-07
M7X097	RHTO_06780	5.74831990596733e-08	4.38910752050287e-08
M7WWY2	RHTO_00629	3.134658667188485e-07	2.405609505435994e-07
M7X860	RHTO_03892	4.606654277766787e-07	3.509085467599258e-07
M7XKT9	RHTO_04678	3.564664093171179e-07	2.757609853246156e-07
M7XKA4	RHTO_06293	6.312303282582887e-08	5.0166807886883726e-08
M7WYE8	RHTO_07750	8.355168579196869e-07	6.770593347092595e-07
M7XUJ0	RHTO_06967	4.037606372023795e-06	3.5107179063893176e-06
M7XVL0	RHTO_06257	1.1652086980294825e-07	8.60051308553085e-08
M7X928	RHTO_03733	3.722778729799772e-07	2.7543192096255114e-07
M7WMU5	RHTO_01494	4.037741862428189e-08	3.335535150625754e-08
M7X0K6	RHTO_07369	1.098565649597315e-07	9.248609776055592e-08
M7XZ93	RHTO_00066	2.870307330354462e-07	2.3919390120826505e-07
M7XVM0	RHTO_06272	2.1479694581872264e-06	2.2037256116156854e-06
M7WLR9	RHTO_05705	1.5765112648982049e-07	1.196903045836095e-07
M7WH68	RHTO_04079	3.458492800253597e-06	3.4118613192619897e-06
M7X3A0	RHTO_06633	8.395964816604731e-07	6.282112411077873e-07
M7WP05	RHTO_04068	3.7040521612240265e-06	3.3249115371551637e-06
M7WZV2	RHTO_07345	4.895265442013338e-07	4.088802992066681e-07
M7XFY4	RHTO_05435	2.132697976264854e-06	1.9103615498194897e-06
M7WMS6	RHTO_01469	4.9173828467438896e-08	4.1405968681660925e-08
M7XPF5	RHTO_00192	3.551963217509109e-07	3.271127616711161e-07
M7X8E9	RHTO_03988	6.091863696666172e-07	5.86269464107454e-07
M7WRV6	RHTO_02573	2.5020692293995863e-06	3.717607322738661e-06
M7WYZ8	RHTO_00280	1.630464164038217e-07	1.5683231327661588e-07
M7WNW9	RHTO_04330	4.682396354297817e-07	3.6087708433454715e-07
M7WQ95	GET3	6.815613412767483e-07	6.73449874998941e-07
M7WL19	RHTO_05797	1.356330090928141e-07	1.1900338554624433e-07
M7WXL7	RHTO_08159	2.2405358195237064e-07	1.6333893067498652e-07
M7XNX9	RHTO_01102	2.5018196815502483e-06	2.043416967281569e-06
M7WXZ3	RHTO_07831	4.758736637480797e-07	3.7695694645331096e-07
M7XF40	RHTO_00733	1.7579422265016756e-06	1.6832820479745438e-06
M7XLR5	RHTO_05024	5.468235389038733e-07	4.747597011879027e-07
M7XGX3	FEN1	5.145854958497434e-07	4.36242816664439e-07
M7XJ04	RHTO_06933	3.845532700530136e-07	3.121207998503909e-07
M7X318	RHTO_04689	5.961928084348279e-06	5.349898785456981e-06
M7X766	RHTO_04293	1.0280195647828094e-06	8.940349080250237e-07
M7X4R0	RHTO_05757	9.133148909378343e-08	7.307853024562926e-08
M7WYW5	RHTO_07593	1.1797704277002446e-06	1.0883534499888593e-06
M7WRR3	RHTO_07569	5.818316262204222e-07	4.7455592729971364e-07
M7WVR9	RHTO_01160	8.285526044670944e-06	6.623957626195224e-06
M7X5F0	RHTO_03038	1.585629789309534e-07	1.356846454867349e-07
M7Y0E0	RHTO_00476	5.125476344437229e-07	4.083683340083789e-07
M7X458	RHTO_05075	9.118629846983574e-08	7.507811794171862e-08
M7WJV1	RHTO_02351	2.2275099183687866e-07	1.3836263939230807e-07
M7Y0E4	RHTO_00481	7.701746512379246e-07	9.176219509386022e-07
M7XVS5	RHTO_06342	5.215701425546399e-07	4.0627166607293235e-07
M7WX33	RHTO_00694	1.610596910739501e-07	1.715780616930904e-07
M7X0I3	RHTO_06850	9.563409846435268e-07	6.925304090630587e-07
M7XL68	RHTO_04803	4.796767581006753e-07	9.690107739216944e-07
M7WIA6	RHTO_03756	2.779749601950534e-07	2.3505390084415416e-07
M7WSK1	RHTO_07286	1.091706544367283e-06	9.86235971596027e-07
M7WKV3	RHTO_05769	3.134554917470194e-08	1.5089181192898345e-08
M7XE45	RHTO_06426	3.696933489854383e-07	2.833390427050914e-07
M7XFZ3	RHTO_08102	9.149156479924816e-07	7.106997203044324e-07
M7X6B3	RHTO_00309	6.559546924561145e-07	2.121217573354188e-06
M7WP58	RHTO_01066	1.5292236398481707e-06	1.1839518001649905e-06
M7WGU3	RHTO_04201	1.7545743649525496e-06	1.7253241684055808e-06
M7XWU8	RHTO_04903	1.3589161915431114e-06	1.2262887219213485e-06
M7WVM1	RHTO_01114	1.180181849605415e-06	1.4136499822984382e-06
M7WDG6	RHTO_05983	5.99114696544684e-06	5.7287876616842545e-06
M7WS52	RHTO_02152	1.8334840121126291e-07	1.3798760441066915e-07
M7WFP5	RHTO_05174	3.951011592892766e-08	2.706292105775053e-08
M7XG51	RHTO_05286	1.8222680316451416e-07	1.542435069774851e-07
M7X1I2	RHTO_07024	5.5328132572227755e-06	4.748003287412812e-06
M7WSR6	RHTO_02296	1.9023504931948551e-06	1.5233078360095572e-06
M7WS48	RHTO_02321	4.374559908147887e-06	3.496136821274947e-06
M7XC49	RHTO_01805	3.376571382423723e-07	2.2448016392660978e-07
M7WVZ8	RHTO_04922	1.7195495747829956e-06	1.283450753547515e-06
M7X520	RHTO_02923	1.7859999730937838e-06	1.7316498253387768e-06
M7X6Z4	RHTO_04450	1.1526622377905286e-06	9.847981231702466e-07
M7X7Y2	TIF35	1.0734005167347119e-06	8.434161227381047e-07
M7WSD8	RHTO_02401	2.3273818387473663e-06	2.041145898887444e-06
M7XJD3	RHTO_06018	1.510479761880213e-07	1.1005287394851844e-07
M7X2C5	RHTO_04660	1.1981157257584788e-06	1.0127493943609481e-06
M7WLE9	RHTO_01778	1.0497562081554066e-07	1.1499642189024417e-07
M7WP35	RHTO_04103	1.772259228740741e-07	1.4986417744403252e-07
M7X304	RHTO_04876	8.28028311873681e-06	6.437999098362686e-06
M7XL44	RHTO_02250	9.976139228856582e-08	8.378085679200496e-08
M7XQ16	RHTO_00447	4.422946777286314e-08	3.5337176172197534e-08
M7XIA0	RHTO_03917	5.61287760816606e-07	5.821790173743952e-07
M7XGM1	RHTO_05200	6.661165544847445e-07	4.129127420300982e-07
M7XXQ1	RHTO_02775	2.5292538363248027e-06	2.306950614445845e-06
M7WVB6	RHTO_04721	5.25477404813363e-07	3.9480183918825907e-07
M7WZW7	RHTO_07119	2.9093361622943972e-06	2.749178160193382e-06
M7WVW4	RHTO_00975	4.8806353393143894e-08	3.896082888897475e-08
M7WU06	RHTO_01826	5.840607676436793e-07	4.448365671799368e-07
M7WCH0	RHTO_07387	7.705739698461496e-07	6.673248092237797e-07
M7XAK9	RHTO_02374	1.0312205758466608e-06	8.301138572178831e-07
M7X6K7	RHTO_04481	3.878717255724665e-07	3.542557105733517e-07
M7XNR2	RHTO_01460	3.23465279410867e-07	2.451255893911304e-07
M7WYL5	RHTO_07513	2.380126677016712e-06	2.2322046119359874e-06
M7X414	RHTO_06442	8.780982703543558e-07	7.118879974714336e-07
M7WVJ2	RHTO_04791	8.812274193382869e-07	7.404549252743903e-07
M7WY79	RHTO_08143	9.786414560446485e-08	1.1619685664046017e-07
M7WCI4	RHTO_07059	2.4564303968147425e-07	2.086395858625448e-07
M7WZL2	RHTO_07265	6.522153370644752e-07	5.315196594627744e-07
M7X5V2	MDE1	1.2583515095214276e-06	1.0377351791023883e-06
M7WDC1	RHTO_06445	5.422943481296368e-08	5.135858822248243e-08
M7WDS9	RHTO_05829	1.3963442412238345e-06	1.192675805490614e-06
M7XTV9	RHTO_06727	1.5382950689247794e-06	1.1881673669142665e-06
M7WMI5	RHTO_05193	8.27843399365116e-06	7.66168415234958e-06
M7X3B8	RHTO_04986	4.2642227167698e-06	4.3093693859436404e-06
M7XF55	RHTO_00748	3.701039750316454e-08	2.8635103590673368e-08
M7XMA7	RHTO_01754	7.358318814598219e-07	6.794736935508488e-07
M7XV13	RHTO_06092	2.9902427105460215e-07	2.812855898987644e-07
M7WRB9	RHTO_07444	5.299214608574254e-07	6.766849360489997e-07
M7WMI1	RHTO_01364	5.386290424830218e-06	5.255133701913235e-06
M7WRV8	RHTO_02402	4.0990183031721506e-07	3.657523469004928e-07
M7WLS9	RHTO_05715	2.704082204627399e-07	2.1979533943659392e-07
M7X1S1	RHTO_06069	4.093579486088938e-06	3.4398327957546824e-06
M7X586	RHTO_05571	5.064111691977095e-07	5.552061477223971e-07
M7X3R7	RHTO_04910	1.4343266693972297e-05	5.9945087843992046e-06
M7X8V9	RHTO_03653	6.068077322108149e-07	5.555342542780759e-07
M7WVN0	RHTO_04831	2.2880618866118684e-07	2.367286263588436e-07
M7X6W8	RHTO_00534	1.850851134786387e-06	1.7422502364862102e-06
M7XG83	RHTO_07729	2.1781834552435075e-06	1.7118482242449288e-06
M7WXH9	RHTO_03045	2.975928497580884e-07	2.43724283993175e-07
M7WUR1	RHTO_06326	2.1640457594062782e-07	1.9769468389505838e-07
M7X0R3	RHTO_06749	2.2840246644623828e-06	2.0121178428821563e-06
M7X939	RHTO_03743		
M7X2V7	RHTO_04624	6.781960866300442e-07	7.118119391788278e-07
M7WL93	RHTO_05728	2.45633102974386e-07	2.1185292748323972e-07
M7XMK1	RHTO_01864	8.83445838018254e-08	6.858601867841059e-08
M7WFF1	RHTO_05315	1.6750884355494927e-06	1.5931634164399594e-06
M7X7R6	RHTO_04229	1.7845293381064012e-06	1.5649624663589097e-06
M7WM43	RHTO_01637	9.290001279548195e-08	7.8595720618319e-08
M7XPI9	RHTO_00242	5.500496694064264e-07	7.580889308362656e-07
M7WCV9	RHTO_06589	8.236042526888098e-07	6.995868545016011e-07
M7WYU1	RHTO_00205	2.2391595388224087e-07	2.4136418344326406e-07
M7WYT7	RHTO_00200	4.1611283160107265e-06	4.2686289513961494e-06
M7X8Y2	RHTO_03678	1.518236779180519e-08	1.4263789321575564e-08
M7XZN8	RHTO_00226	1.9687284727123289e-07	1.416503960489599e-07
M7WD04	RHTO_06548	9.574924192804213e-08	7.299881348601202e-08
M7WRY8	RHTO_07649	1.6953689313313442e-07	1.3701125725531565e-07
M7WJ39	RHTO_03436	5.850850873897009e-06	5.280400820941918e-06
M7Y0N8	RHTO_00566	1.1343174505723905e-07	9.302332743273077e-08
M7XE78	RHTO_00878	4.5258728870115516e-08	3.5856708618541576e-08
M7WUW8	RHTO_06386	3.562248388505918e-06	3.457555675579275e-06
M7X7C0	RHTO_00408	7.994343544211217e-07	3.2583443344764716e-07
M7XJX0	RHTO_03377	3.6555076056680066e-07	2.3604552092325024e-07
M7XDY6	RHTO_01249	1.695374802453222e-07	1.460172213381487e-07
M7X226	RHTO_06370	0.00010135552600831429	6.220443445591213e-05
M7WQD1	RHTO_03633	6.623314682227345e-07	5.089481185170129e-07
M7XB28	RHTO_02297	2.1508174076729872e-07	1.9961261939419952e-07
M7XGP2	RHTO_05230	2.837150069363864e-07	2.9428756845883355e-07
M7XI48	RHTO_07303	5.662712535732404e-07	5.465438293593321e-07
M7XFS8	RHTO_08047	1.6358595552960808e-06	1.0745989697490988e-06
M7WVP5	RHTO_04846	1.2280883009095485e-06	1.1191598063144937e-06
M7XEW0	RHTO_05756	1.3879956466356538e-07	1.6107137029107124e-07
