uniprot	Gene_names	GNlim_1	GNlim_2
M7WJJ1	RHTO_02600	2.4906189806947977e-07	1.700748017520896e-07
M7XDI7	RHTO_06618	2.922733921027109e-08	3.285942871297275e-08
M7XH21	RHTO_07516	1.6277652090892579e-07	1.2393114496641085e-07
M7XLA9	RHTO_04843	3.7231576411921515e-08	3.1330017449810843e-08
M7XHZ2	RHTO_04030	4.1326442967648985e-06	3.922513644443321e-06
M7X683	RHTO_00274	1.7732020088166159e-06	1.5298395985088538e-06
M7XMS6	RHTO_02927	5.0211409171920583e-08	3.647829875255582e-08
M7WLK5	RHTO_01853	2.048511347229361e-07	1.5358019427397224e-07
M7XUB5	RHTO_06882	2.4376423867162606e-07	1.9040196770013094e-07
M7WWQ5	RHTO_00820	1.9502076429816706e-07	1.5716708352593417e-07
M7WP96	RHTO_03925	5.744251910996666e-07	4.807224469166235e-07
M7WMD7	RHTO_01732	1.969332928099342e-07	1.0989573865109302e-07
M7WT61	RHTO_02122	1.3354707947586781e-07	8.478455091990366e-08
M7XQN3	SEY1	9.237690985328611e-08	7.946623704532053e-08
M7XH83	RHTO_04292	3.8794050607017986e-07	3.622050645495979e-07
M7XNF6	RHTO_01365	4.138020656847461e-06	3.5402837241401196e-06
M7WLI2	RHTO_05640	2.196671808112368e-06	1.6489099945047281e-06
M7XQG8	RHTO_00582	3.406434547954188e-06	2.8318740930914426e-06
M7XQA4	RHTO_00662	8.504006220688402e-06	8.24615595492842e-06
M7XSM0	RHTO_07560	9.374913007910636e-08	8.084536803733894e-08
M7WVV7	RHTO_01200	1.7067334212926767e-06	1.5011315006980325e-06
M7XR65	RHTO_08066	1.0952140669179669e-07	8.735370092544906e-08
M7XJY8	RHTO_06183	5.767761194216055e-07	1.106699054286007e-06
M7X4N1	RHTO_05732	6.5324173317689244e-06	6.428991304897219e-06
M7XUV1	RHTO_06027	8.95105926195904e-07	9.076621323759495e-07
M7WUT5	RHTO_01690	9.376594669583682e-08	1.7619419886126599e-07
M7XG92	RHTO_05321	1.6706227209831551e-06	1.620363982007157e-06
M7WY18	RHTO_03256	3.45020864503457e-07	2.6073892507027897e-07
M7XN01	RHTO_01633	1.7754871713841157e-07	1.5741177303153102e-07
M7XIT0	RHTO_06833	5.2804469854307784e-08	4.6558687890881775e-08
M7WHX0	RHTO_03880	4.17478049364715e-07	3.095268808668818e-07
M7XQI3	RHTO_00747		2.223755102921116e-07
M7WKH4	RHTO_06453	7.618011016312955e-08	7.84641894053539e-08
M7WMM4	RHTO_05273	1.0356440644427984e-06	8.442172178056264e-07
M7XI13	RHTO_07273	1.0324673948459351e-07	9.30701634839793e-08
M7WII3	RHTO_03563	4.1151082163081916e-08	3.324390233989926e-08
M7XKC4	RHTO_02571	3.5608847251663925e-07	2.879946231177425e-07
M7XIU1	RHTO_06848	4.6451777127856716e-07	3.768646961465011e-07
M7WVF0	RHTO_04751	6.096419431679965e-07	5.124484158313738e-07
M7X7I7	RHTO_00488	1.6470428246267365e-07	1.0069542304092654e-07
M7WQN9	RHTO_03305	1.3970263043472221e-07	1.212170917410563e-07
M7WXQ2	RHTO_03120	9.845738351027865e-08	7.314255241578747e-08
M7XMY5	RHTO_02977	2.553625606206869e-07	2.3427466529907296e-07
M7WX28	RHTO_00689		
M7WV57	RHTO_04656	1.333663149261345e-07	9.527779119670179e-08
M7WIJ7	RHTO_03578	2.804129265213268e-06	2.2063286426348146e-06
M7XGP9	RHTO_07920	2.412741173573068e-07	2.22649349354372e-07
M7WGE7	RHTO_04281	4.58925138280132e-07	3.623121527051345e-07
M7X6U2	RHTO_00514	3.0075261364648275e-07	2.618728451845548e-07
M7XFQ7	RHTO_08022	4.612322853658517e-07	3.781527602494346e-07
M7WL38	RHTO_05661	4.1364840898280174e-07	4.031415012589899e-07
M7WKS6	RHTO_05966	1.5872852073636573e-07	1.3174692043412386e-07
M7WD80	RHTO_06490	2.4538032057619034e-07	2.403038928553515e-07
M7XNT9	RHTO_01490	1.9392457692339954e-07	1.8550706852050408e-07
M7WL33	RHTO_05812	9.298816587949739e-07	8.721469235472261e-07
M7WP76	RHTO_01086	1.0783937594978784e-06	8.402776825999333e-07
M7WJE2	RHTO_06630	1.4706377094889177e-07	1.1952404145522703e-07
M7XDH7	RHTO_01506	3.3249790627762087e-08	2.4013474468339485e-08
M7WSF3	RHTO_07236	7.360745966733858e-07	6.374335617859264e-07
M7WQ31	RHTO_03695	1.1178911332771458e-06	9.018388515059319e-07
M7X2V8	RHTO_04835	1.9689712653305732e-07	1.6436295423116362e-07
M7WQV4	RHTO_03385	2.0037023796349974e-07	1.6433718168840408e-07
M7WYF0	RHTO_07458	1.6254133472097704e-06	1.3946619573055796e-06
M7X1U6	RHTO_06270	2.0119040973812978e-07	1.2322696830762025e-07
M7X6E4	RHTO_00349	4.6083528015214175e-07	3.498195732649039e-07
M7X2Z7	RHTO_04871	3.228059417448419e-07	2.954145469551705e-07
M7WZU9	RHTO_00595	8.297613093118172e-08	7.260164958355086e-08
M7XHI7	RHTO_07088	3.2116591045353897e-07	2.712745150088181e-07
M7XHJ9	RHTO_04163	2.851253227833619e-07	2.23385409563079e-07
M7WK35	RHTO_02468	4.2362902805788645e-07	3.8558859414301107e-07
M7X0Y9	RHTO_06799	6.304716272295873e-08	4.265324576869275e-08
M7WN84	RHTO_04305	9.800922655225612e-07	7.66065400081718e-07
M7WK50	RHTO_05962	4.3289694522411145e-08	4.5533755737022506e-08
M7XGG1	RHTO_07829	2.314709840786175e-07	1.8472290619711336e-07
M7XIH0	RHTO_04002	3.8823470537682804e-08	3.2053401371342045e-08
M7WYQ4	RHTO_07856	4.202209144801441e-08	2.7062925724134305e-08
M7WKE8	RHTO_02299	2.8764722682923626e-07	2.2431599212581852e-07
M7X1T3	RHTO_06079	6.828205720558285e-08	5.9579000732427325e-08
M7WN54	RHTO_05197	1.0715081807611822e-07	8.656427445058706e-08
M7WK21	RHTO_02448	7.29121340314558e-07	6.406733568063526e-07
M7WS89	RHTO_07171	8.227220467102948e-08	5.365597642470206e-08
M7WL88	RHTO_05723	1.9041467473657158e-07	1.7375400981580458e-07
M7X698	NOP7	1.2186102239287827e-07	1.0222644990319537e-07
M7WPM4	RHTO_00781	1.5633775262619961e-06	1.497936659409527e-06
M7X9A6	RHTO_03495	1.2992393637391372e-08	1.2506324170745569e-08
M7X2L5	RHTO_04750	6.40077846457538e-09	5.128205031796392e-09
M7X6J9	RHTO_00128	5.424275149006866e-07	3.3246395584839985e-07
M7XXA4	RHTO_05068	1.9719811718865203e-06	1.7293701265944144e-06
M7WNK2	RHTO_04421	1.3278343000160666e-05	1.2447863278035928e-05
M7XI95	RHTO_03911	1.0852855962103314e-07	7.680065229846984e-08
M7XEL7	RHTO_05830	3.4372654485667555e-07	2.8130999306030985e-07
M7WK05	RHTO_06611	2.0916982213861673e-07	1.754453562368521e-07
M7WIW7	RHTO_03376	3.6491191180632804e-07	3.728263044739985e-07
M7X7F7	RHTO_00453	2.272104553362987e-07	2.1007826289435213e-07
M7XGQ3	RHTO_07925	4.7209510004545e-06	3.618461915934006e-06
M7XXM3	RHTO_02744	1.7303901694516957e-07	1.491798117134838e-07
M7X211	RHTO_06149	5.858146454191168e-07	5.410695995541875e-07
M7WQ25	RHTO_07985	7.012456042349948e-07	7.545486959772279e-07
M7WUE0	RHTO_01333	9.540659180366834e-07	8.793983775099723e-07
M7XMP2	RHTO_01914	1.116511799809881e-06	8.833375065280541e-07
M7WMC4	RHTO_05138	5.644706286694082e-07	3.997245828085868e-07
M7XGE2	RHTO_05150	8.09149582229005e-07	7.567895447636521e-07
M7X0M2	RHTO_06900	1.0952966960892317e-06	8.589064311577081e-07
M7XN14	RHTO_03012	3.3876422948821003e-07	3.3352930097911937e-07
M7XU92	RHTO_06852	3.109659161528677e-07	2.4887592546629135e-07
M7WIK5	RHTO_03588	2.770620933721449e-06	2.9130393096847364e-06
M7X268	RHTO_04594	4.368007940761692e-08	3.50507234575847e-08
M7WG40	RHTO_04388	2.165305004062645e-08	2.073970040055483e-08
M7WXC1	RHTO_02980	6.924290365181974e-08	7.011128159975635e-08
M7X3E3	RHTO_05016	1.1195144307378374e-06	9.385439086070325e-07
M7WEY0	RHTO_05354	5.331440045389782e-07	5.104244112924851e-07
M7XUE2	RHTO_06917	1.5164740797939127e-07	1.1544890321035631e-07
M7WKZ8	RHTO_02028	2.2134822884420916e-07	1.6868518699382902e-07
M7WKI1	RHTO_02167	1.1035444282122134e-07	8.75706118804596e-08
M7WNX4	RHTO_04023	1.6264125140926844e-07	1.3350651256323364e-07
M7WDH6	RHTO_05993	1.9120169270081218e-07	2.122621410903015e-07
M7X368	RHTO_04926	2.0686309839513508e-07	1.6012319395852477e-07
M7WUY3	RHTO_04575	2.2429231597111233e-07	1.50494908744607e-07
M7XI04	RHTO_04045	3.3168633761154477e-08	2.5625228199858472e-08
M7XN33	RHTO_03042	8.100356623729496e-07	6.226108700101589e-07
M7WN91	RHTO_04310	2.2987413266926833e-07	2.0251717589892559e-07
M7XMV4	RHTO_02952	8.438848430727057e-08	6.684742833711757e-08
M7X0F7	RHTO_06820	4.713021437605042e-06	2.751771931105158e-06
M7WVB0	RHTO_04716	2.401361045186948e-07	1.9995193414717003e-07
M7XIW2	RHTO_06878	1.953525527520237e-07	2.008054014643339e-07
M7XRD3	RHTO_08116	1.9131137147898075e-08	2.480043838454008e-08
M7X123	RHTO_06020	4.195676121115779e-07	3.6063886603602764e-07
M7WH87	RHTO_04109	6.281595818688857e-07	4.933319065141856e-07
M7WUL9	RHTO_06276	3.177277865491462e-07	2.9766615388785836e-07
M7XQG0	RHTO_00722	1.7846395216793226e-07	1.572371866086813e-07
M7WQD9	RHTO_03487	2.7173033561922258e-08	2.0395685079900315e-08
M7WNZ1	RHTO_04355	1.103822598396346e-07	8.128991901036367e-08
M7XNJ1	RHTO_01385	1.6821877004833822e-06	1.6952777793580515e-06
M7XMX5	RHTO_01603	8.76516342101536e-08	7.127120057416307e-08
M7WUZ4	RHTO_04590	3.3935648677031146e-07	2.468732592948724e-07
M7WUI0	RHTO_01605	6.984893988517674e-07	6.846134545176629e-07
M7XJN0	RHTO_03604	8.758784903608542e-06	5.593230941395168e-06
M7X3Z9	RHTO_05000	1.3623321529871248e-06	1.1903128297062573e-06
M7WZP3	RHTO_07627	3.83392241673685e-08	3.193792902224066e-08
M7XW26	RHTO_04627	1.910912907528425e-06	1.4180802963394397e-06
M7XGX8	RHTO_04389	1.3322512592826373e-07	1.104828816380356e-07
M7WNJ4	RHTO_04411	4.535852453030655e-07	2.9095772972428043e-07
M7X263	RHTO_04589	1.4808686275809764e-06	1.353055697873636e-06
M7WX55	RHTO_00719	1.7463599582673564e-07	1.543078817493769e-07
M7XJW0	RHTO_06158	1.2579929296034484e-06	1.1411693088838408e-06
M7WYV4	RHTO_00225	1.3244707775086771e-06	1.1515763727770904e-06
M7WW22	RHTO_01265	5.353365357852584e-07	4.805742261439976e-07
M7XB90	RHTO_02265	4.815423636071532e-06	4.413717176791427e-06
M7WLL9	RHTO_05660	7.278120636978254e-07	5.034720316321647e-07
M7WQT1	RHTO_03466	4.0591370477025365e-07	4.081121700416891e-07
M7X5H6	RHTO_03068	2.1625196108170455e-07	1.6716467987452015e-07
M7X3E9	RHTO_04809	2.5286565674112787e-07	2.412354964386105e-07
M7WJI1	RHTO_02590	1.0784784812134514e-07	9.982576171479667e-08
M7WX08	RHTO_00664	2.5784816099848624e-07	2.1157498898276738e-07
M7X569	RHTO_05546	8.539848614354019e-08	6.226947892173891e-08
M7WRD1	RHTO_02564	5.4232295782485904e-08	3.864987196573466e-08
M7WZ22	RHTO_07663	7.546196695421846e-07	5.862601817891775e-07
M7WUP1	RHTO_01660	2.1424656802380908e-07	1.9992080750162964e-07
M7XIT7	RHTO_06843	1.6647413824023552e-07	1.3777379279228022e-07
M7XBT1	RHTO_02090	5.062394107212425e-07	4.1960643402374897e-07
M7XWZ2	RHTO_04928	7.966340993005838e-09	8.01954367438748e-09
M7WKY0	RHTO_05621	1.6399566250477359e-06	1.5581620333787912e-06
M7XUQ9	RHTO_07037	3.718553385265161e-08	2.674466744214151e-08
M7WVD8	RHTO_04741	1.954354885002925e-07	1.3713015913694363e-07
M7XEK4	RHTO_05820	3.7010101484600125e-07	2.1501174206403382e-07
M7X536	RHTO_05684	6.480219149945924e-08	6.053145529510534e-08
M7WJJ6	RHTO_02605	2.330395597225384e-08	3.557165590055208e-08
M7XGV7	RHTO_07451	2.5040812011432514e-07	2.455404867270312e-07
M7X1W7	RHTO_06295	1.8155577498049396e-08	1.2845311192237216e-08
M7WR12	RHTO_03435	6.014547225806258e-08	5.786792782376289e-08
M7WJ92	RHTO_07058	1.0290061974272895e-06	1.1549402978508174e-06
M7X4C4	RHTO_02904	7.613490933653461e-07	1.0171368632462826e-06
M7XYR3	RHTO_03177	2.521200661684992e-07	2.1007583878371848e-07
M7X319	RHTO_04891		6.320957291911466e-07
M7X7N8	RHTO_00543	3.5008246365400293e-06	4.18807482181949e-06
M7X074	RHTO_07244	5.547632352893075e-07	1.3838802257228556e-07
M7X7W6	RHTO_00613	5.249089054909065e-08	4.938107497487166e-08
M7XLG8	RHTO_04904	2.219181328176944e-07	1.713629545506293e-07
M7WT15	RHTO_02077	1.2495520599595627e-06	1.3089091324837462e-06
M7X416	RHTO_05020	8.556702871749883e-07	6.6821316285789e-07
M7XB39	RHTO_02218	3.1240017809377787e-06	2.627368898826633e-06
M7WPB7	RHTO_04235	8.336915709926663e-08	7.04660717047329e-08
M7WR78	RHTO_02524	1.664208652871893e-07	1.1182511162722635e-07
M7X4F4	RHTO_02934	1.660424386695125e-07	1.2097518519355004e-07
M7X2N1	RHTO_06359		
M7WV75	RHTO_01211		
M7WR73	RHTO_02519	3.302457747633019e-07	2.7855188012844456e-07
M7WV46	RHTO_01176	6.579738445208614e-06	5.3467764068113385e-06
M7WRF8	RHTO_03384	5.12611627360521e-07	3.4022019560095535e-07
M7WW19	RHTO_04947	2.944821724732144e-06	2.8600240844560013e-06
M7X147	RHTO_06045	8.694897135645568e-07	6.758660164283667e-07
M7X6K2	RHTO_00414	3.566308865318358e-07	3.669420381148066e-07
M7XK23	RHTO_03432	1.412613796568896e-08	1.5813354279645033e-08
M7XLX5	RHTO_05094	1.9940311037253012e-07	1.6151912931588211e-07
M7WUS1	RHTO_01680	3.3550977064120424e-08	
M7WZN2	RHTO_00535	1.2732840397545126e-07	1.4097984597154208e-07
M7WQJ2	INT6	1.7830898133179863e-07	1.2732491687220708e-07
M7WXU0	RHTO_07766	1.8399352378611478e-07	1.763078274942453e-07
M7XE83	RHTO_00883	2.9592054242294417e-07	2.6474699579583827e-07
M7WZQ1	RHTO_00550	2.7005695608997353e-07	2.128715778624277e-07
M7X476	RHTO_05995	2.6112371334560016e-07	1.6840901829817478e-07
M7WQT3	RHTO_07777	7.746330887951881e-08	5.13188760552002e-08
M7XB81	RHTO_02149	1.0897635368160868e-06	2.6731310926267773e-06
M7X9U5	RHTO_03423	1.805656678628091e-06	1.5495972481988195e-06
M7X393	RHTO_04759	3.993278009349827e-08	2.2326526801436955e-08
M7XYY3	RHTO_03252		
M7WSE2	RHTO_02406	1.6591906621540682e-07	1.5587480701713121e-07
M7WNZ6	RHTO_04360	2.396940840593465e-07	1.8415285327587362e-07
M7X6C2	RHTO_00319	1.237650887439e-06	9.889271978577806e-07
M7WZI1	RHTO_07235	4.2551646047566785e-08	4.686598744641431e-08
M7WY14	RHTO_08083	1.1662356848158395e-06	8.108298697915156e-07
M7XE02	RHTO_01264	1.4209842013255402e-06	
M7X5F6	RHTO_00004	1.1581070970079534e-06	9.388881237804371e-07
M7XQG4	RHTO_00727	1.730075868913844e-08	1.5629881799269325e-08
M7XKA6	RHTO_02551	9.618959356630701e-07	8.662833807812162e-07
M7X6K6	RHTO_00133		
M7X5R0	RHTO_05386	2.041715469177017e-07	1.8877221516191157e-07
M7WSY7	RHTO_02052	1.5682457953482935e-07	1.0713491295678226e-07
M7WZ34	RHTO_07678	1.7338676620028254e-07	1.3968148296651194e-07
M7XDQ2	RHTO_01159	3.126816513481675e-07	2.1995455232274743e-07
M7WKJ0	RHTO_06473	3.586596929079278e-08	2.5056403151569004e-08
M7WXI5	RHTO_08119	1.3260902299295615e-07	1.1004900709966308e-07
M7WJH0	RHTO_02580	1.2118172479363846e-05	8.787075889674887e-06
M7XD86	RHTO_06698	3.1054743035575826e-07	2.9115949980105796e-07
M7XC38	RHTO_01790	7.332207995703944e-07	6.464352204697559e-07
M7XBC5	RHTO_01939	4.790680224697514e-06	3.938134665996148e-06
M7WYN4	RHTO_07835	5.140771357082499e-07	4.687570951278504e-07
M7X6V1	RHTO_04410	7.753350032542104e-08	6.936347923893419e-08
M7XHE8	RHTO_07641	8.132890897280897e-08	7.482037980700497e-08
M7WGM1	RHTO_04357	2.5802055627457287e-08	1.8869495744653177e-08
M7XFW1	RHTO_05405	2.5712890666881004e-07	2.2652948043717197e-07
M7WV90	RHTO_04696	3.731660186855505e-08	4.957037980757421e-08
M7X492	RHTO_05876	4.468320871707698e-07	3.188856054446555e-07
M7WX47	RHTO_00709	1.0063950882625285e-06	1.139507132575582e-06
M7XKI3	RHTO_02616	3.211611528232222e-07	2.1315558515124415e-07
M7WKX1	RHTO_02003	4.6457851788909466e-07	3.180529933920014e-07
M7XE50	NAT10	2.8079293589445527e-08	2.3426812954303497e-08
M7XJL3	RHTO_06083	9.985115896807034e-08	9.220115205921263e-08
M7WRZ8	RHTO_02447	1.9019780930221122e-06	1.256393965507987e-06
M7X692	RHTO_00284	3.9358115550730515e-07	3.1606011421146715e-07
M7XWH8	RHTO_04787	7.668082839814885e-08	7.711125371152256e-08
M7WZI6	RHTO_07240	1.9728642121438624e-07	1.8763982179127935e-07
M7X7C7	RHTO_00418	1.6835575704723454e-08	1.309532569987623e-08
M7XQP9	RHTO_00822	2.2442843886330205e-07	1.7711995803081304e-07
M7X4V1	RHTO_03084	1.358287819498265e-07	1.2524815155969658e-07
M7XN27	RHTO_03032	1.7794604784693219e-07	1.525051719977582e-07
M7X0U8	RHTO_06779	4.682436038717363e-07	3.8452019816300247e-07
M7XQ93	RHTO_00652	3.615323045187321e-08	
M7XIZ5	COQ5	4.0599935808379994e-07	3.947171245720324e-07
M7WSY2	RHTO_02047	2.5032689968483254e-08	2.1213666050704335e-08
M7WLA6	RHTO_02123	1.142760646126948e-06	9.841967620115802e-07
M7WQM6	RHTO_03607	5.948835325836135e-07	4.6102009987984216e-07
M7X2R3	RHTO_04795	4.810422938595209e-07	4.2813302616491226e-07
M7WHA9	RHTO_03890	8.546897733921056e-08	7.858937442004484e-08
M7XM27	RHTO_02094	4.146172823777317e-07	3.34966427783761e-07
M7WQP6	RHTO_03740	8.951620320325122e-07	5.562483256059197e-07
M7WH81	RHTO_04099		5.565701637348382e-07
M7X6A0	RHTO_00294	3.0182998268993404e-08	2.623062515719376e-08
M7XJM5	RHTO_03599	2.2506873782475893e-07	1.7926573121478732e-07
M7XJ93	RHTO_07033	5.558907229234395e-08	4.005846640145741e-08
M7XNZ5	RHTO_00062	1.3580884587766801e-06	1.076166523417721e-06
M7X753	RHTO_00609	9.225592264864146e-07	7.476630459824294e-07
M7WNM2	RHTO_04181	1.7205528269962267e-07	1.3018178142918621e-07
M7WR54	RHTO_03596	5.34456604400703e-08	7.376445706373109e-08
M7X622	RHTO_00199	1.3857902970520853e-06	1.2124525928233112e-06
M7XWD9	RHTO_04747	1.2056743023083336e-07	1.1836308301401267e-07
M7X8G9	RHTO_03762	1.215511593439547e-06	1.327948963332816e-06
M7XL13	RHTO_04748	1.1980376527929294e-07	2.2257476062074503e-08
M7XI29	RHTO_07288	2.170739478045542e-09	1.6175752749838839e-09
M7WPT1	RHTO_03913	3.2277864968595804e-07	2.499192126653709e-07
M7WMN9	RHTO_05283	5.069312762321948e-06	4.102341975017099e-06
M7XCR9	RHTO_01644	3.53498724444116e-08	2.7507536998968696e-08
M7WQ63	RHTO_08020	4.7575281084137793e-07	3.3316330139237166e-07
M7XIA6	RHTO_07353	1.5851028970109804e-07	7.089166198840914e-08
M7WXR0	RHTO_07998	7.489824467460639e-07	7.974950888502389e-07
M7X6X9	RHTO_00243	1.0756539407883008e-07	1.5894830104580858e-07
M7WKW7	RHTO_05882	2.59314963309252e-08	1.9803335464816572e-08
M7XHR6	RHTO_04223	2.0737126985000133e-07	2.0644246406016396e-07
M7WP23	RHTO_04088	4.160775560725348e-06	3.768972784573156e-06
M7XGZ3	RHTO_07486	3.4441721436869203e-06	5.901316519809592e-06
M7WX11	RHTO_02885	3.050429279132597e-08	2.628964620103434e-08
M7WVY3	RHTO_01230	4.5129695741110495e-07	4.360270404247913e-07
M7WKC7	RHTO_05908	8.049964575040457e-07	7.896085032437925e-07
M7X5G5	RHTO_03058	6.680323852423552e-08	4.7908894168890933e-08
M7X607	RHTO_00179	2.3903238295979173e-06	2.015462913742444e-06
M7WPK7	RHTO_04072	2.263833453016155e-08	1.686532148832847e-08
M7WTH4	RHTO_01847	2.498393269960209e-07	2.0922894421008244e-07
M7XH02	RHTO_07496	1.4204476652306711e-07	9.865666326160188e-08
M7WXR2	RHTO_07731	2.0080841513678746e-06	1.341680619920151e-06
M7XGP7	RHTO_04480	8.00824496322474e-07	6.848882166729473e-07
M7X4P2	RHTO_03019	1.6687047740718472e-07	1.6621456734861565e-07
M7WWT3	RHTO_00850	1.5281738136852912e-07	1.269471166681427e-07
M7WR42	RHTO_03581	1.2732427634594449e-07	1.1615976070785766e-07
M7WKP3	RHTO_02315	2.0412847666303025e-06	2.030118394527419e-06
M7WVR8	RHTO_00935	2.2142493287473594e-08	1.4085899678745319e-08
M7XFZ9	RHTO_05242	2.2179177498921408e-07	2.4872189486501314e-07
M7WJP3	RHTO_06598	4.966022990786939e-07	4.1257755896965054e-07
M7XHK0	RHTO_07103	1.7600120767193048e-07	1.300325977897091e-07
M7XZK6	RHTO_00176	1.7551684543310357e-08	1.4782701558571484e-08
M7WM38	RHTO_01632	9.756833141873195e-07	7.703701693088559e-07
M7WX69	RHTO_00734	2.1444065342668635e-07	2.338225593293996e-07
M7WRY9	RHTO_02603	1.363303713806508e-07	1.2014950401013083e-07
M7WRH3	RHTO_03399	6.25316941636167e-07	3.8725681489334476e-07
M7X1R5	RHTO_06235	5.3487030384818766e-06	4.261465466751833e-06
M7WLN7	RHTO_05348	5.167600852652433e-07	4.140190816506224e-07
M7XC99	RHTO_01860	1.2034975625110686e-08	9.614511329301163e-09
M7XVV3	RHTO_06377	4.6399094924882343e-08	5.9208337855971085e-08
M7XKS7	RHTO_02352	1.5667497653449228e-07	9.744716459245166e-08
M7WWG9	RHTO_02678	1.2567791090127984e-06	7.675247901985244e-07
M7WY13	RHTO_03251	7.539863452490578e-09	1.7324810861896486e-07
M7XMK5	RHTO_02861	1.7864064624471653e-07	3.1056064587307255e-07
M7XQJ0	RHTO_00602	2.5279804912390005e-08	2.499758182766018e-08
M7WTJ8	RHTO_01872	5.6709099243772916e-08	4.433573207920071e-08
M7WXC4	RHTO_08074	1.2563059491325322e-07	1.0091769421291238e-07
M7XFI8	RHTO_05451	2.71308730533347e-07	1.9576982463854366e-07
M7XIE8	RHTO_06718	2.3972767211562144e-07	1.6393802614240187e-07
M7X9N9	RHTO_03358	1.0567214098517522e-06	1.1106606586805224e-06
M7XKA2	RHTO_06288	1.2425091606607403e-08	2.214349889607639e-08
M7X0W8	RHTO_07015	4.192328353064295e-08	4.7430228481795505e-08
M7WNT1	cyn1	7.155376291543527e-07	7.286829519402468e-07
M7X302	RHTO_04669	1.1331812787957247e-07	1.2732131192761248e-07
M7XWQ0	RHTO_04868	5.092962020846403e-07	3.966111206477035e-07
M7XZL7	RHTO_00196	2.5916897968988675e-07	2.4249118077775194e-07
M7WPZ4	RHTO_03660	2.6511837307951426e-06	2.1409296138352696e-06
M7WQR1	RHTO_03335	7.603211318221095e-08	6.543352178132938e-08
M7WWT1	RHTO_01039	3.0169362312401956e-07	3.8566278341835017e-07
M7XMF9	RHTO_02821	6.909975644922645e-07	6.951381176626506e-07
M7XQE0	RHTO_00557	1.1120935245886716e-08	1.0058011268826547e-08
M7XJ39	RHTO_03722	8.76371046545629e-07	9.925018015308304e-07
M7WPG7	RHTO_03764	4.823603260932685e-08	2.4866147251324578e-08
M7X109	RHTO_06005	2.5782183468834535e-07	1.8870933095202846e-07
M7WPA9	RHTO_04225	4.4000489116353274e-08	2.6091045424937867e-08
M7X518	RHTO_03160	1.057645017182499e-08	1.3758308749876331e-08
M7WW93	RHTO_00640	5.848899934911236e-08	5.1094438193487936e-08
M7WN16	RHTO_01157	3.3466415377214945e-07	2.298206573985727e-07
M7XED6	RHTO_05895	3.967459383368592e-07	3.6789906645649724e-07
M7XFF4	RHTO_00848	2.512374372282755e-07	2.772305836293755e-07
M7WXZ0	RHTO_03226	1.8047341103709609e-07	1.352061270718852e-07
M7XY00	RHTO_02886	1.107367816255893e-06	8.560810422202583e-07
M7WNB5	RHTO_01252	7.172271766348543e-08	4.920614507576359e-08
M7X711	RHTO_00574	7.130342163396952e-07	4.83746024916632e-07
M7XT98	RHTO_07187	8.655655241769352e-07	8.566962856218294e-07
M7WLW1	RHTO_05567	1.5131687090580574e-07	1.239420384751136e-07
M7WI49	RHTO_03696	5.27647370786844e-07	4.841001104763983e-07
M7X663	RHTO_00249	4.937023544575408e-07	4.1281576247695244e-07
M7XVQ9	RHTO_06322	3.050003991586025e-07	1.9341738166401435e-07
M7XUV9	RHTO_06037	2.0152590967785697e-06	1.9457786952490226e-06
M7XN07	RHTO_01638	2.2480399919933746e-06	1.5093106883682439e-06
M7XL11	RHTO_02459	1.1779444058967033e-07	7.26369357289602e-08
M7XNE0	RHTO_01350	6.5985699549311606e-09	6.494681081112577e-09
M7XKN2	BNA1	1.576773249925351e-06	1.3615867132352793e-06
M7WVH2	RHTO_01502	1.5716450414124946e-07	9.566713531487512e-08
M7X3B2	RHTO_06643	5.323530064375398e-07	4.442926077545736e-07
M7WUX9	RHTO_04570	3.8730674592822735e-07	4.143415066938946e-07
M7WTJ2	RHTO_06951	9.762774752099725e-07	1.0157707159484203e-06
M7WWB7	RHTO_00665	1.5600699062322418e-07	1.3116061976988298e-07
M7WX59	RHTO_08019	4.795962216712603e-08	4.0219232246295276e-08
M7XHW6	RHTO_07233	1.9975052860830058e-07	1.991707326786787e-07
M7XMB1	RHTO_01759	1.5250016560707461e-07	1.3882055990677049e-07
M7X6N8	RHTO_00454	1.7262733995025335e-07	1.6467068552703849e-07
M7X0J9	RHTO_07364	3.103377024286828e-08	2.3573008487427384e-08
M7X0S1	RHTO_06960	3.0790785117345233e-07	2.596982840024169e-07
M7WJ30	RHTO_03426	2.672093093690611e-07	2.1840618132639385e-07
M7WFK5	RHTO_05149	6.268704843040008e-07	7.191074702556225e-07
M7WQU7	RHTO_03380	6.441437725250708e-07	6.146173059563206e-07
M7XNT5	RHTO_00007	1.3216703998332503e-07	1.3409972769635109e-07
M7WMD1	RHTO_05382	3.509612838000035e-06	5.194165518310464e-06
M7WSB4	RHTO_02270	3.117303062205748e-07	2.754265425970676e-07
M7XDY7	RHTO_06451	1.9221168341043753e-07	1.8653886012506417e-07
M7XMB0	RHTO_02776	3.390296744155173e-08	2.179197501657322e-08
M7XLP8	RHTO_04999	1.8215057384978484e-07	1.831489175659414e-07
M7XQB5	RHTO_00677	3.995214890078756e-07	3.966154031672915e-07
M7WZB1	RHTO_00410		6.347535409967254e-08
M7X6J3	RHTO_00404	4.321821113029575e-08	3.373969766768781e-08
M7XET6	RHTO_01093	5.642407894800495e-06	4.467059542988298e-06
M7WU89	RHTO_01921	4.485119356716764e-07	3.446257868372171e-07
