uniprot	Gene_names	XNlim_1	XNlim_2
M7WH81	RHTO_04099		3.663595230054085e-07
M7X6A0	RHTO_00294	3.758181489356375e-08	4.0160724125639e-08
M7XJM5	RHTO_03599	1.6485287785855331e-07	1.9367684785777795e-07
M7XJ93	RHTO_07033	3.731267987589031e-08	4.9015725820297764e-08
M7XNZ5	RHTO_00062		1.3739588719707153e-06
M7X753	RHTO_00609	6.145936308638222e-07	6.057649453168641e-07
M7WNM2	RHTO_04181	1.5506975707515712e-07	1.6896407401486136e-07
M7WR54	RHTO_03596		7.87924806316015e-08
M7X622	RHTO_00199	5.466549903792526e-07	6.230481071830279e-07
M7XWD9	RHTO_04747	6.145498579309893e-08	7.738540014639916e-08
M7X8G9	RHTO_03762	1.7090972325062517e-06	1.4105391265982792e-06
M7XL13	RHTO_04748	7.908405926994372e-09	2.12815895143874e-08
M7XI29	RHTO_07288	3.924780672744744e-09	2.140142187640289e-09
M7WPT1	RHTO_03913	2.876452799351586e-07	3.127861499988725e-07
M7WMN9	RHTO_05283	4.980383176999456e-06	3.813634939294086e-06
M7XCR9	RHTO_01644	2.6490204793330072e-08	2.577935090868022e-08
M7WQ63	RHTO_08020	3.7058251180772366e-07	4.5839575644934525e-07
M7XIA6	RHTO_07353		1.7376779077134315e-07
M7WXR0	RHTO_07998	4.273251185619262e-07	4.1401518242952436e-07
M7X6X9	RHTO_00243		1.3685395844644382e-07
M7WKW7	RHTO_05882	2.4460709144253165e-08	2.384989954823848e-08
M7XHR6	RHTO_04223	1.7107643108729394e-07	1.8327486889341552e-07
M7WP23	RHTO_04088		6.2175491097230344e-06
M7XGZ3	RHTO_07486	6.493490033482673e-06	7.428506712850411e-06
M7WX11	RHTO_02885	1.7837796389357387e-08	2.8515111430373083e-08
M7WVY3	RHTO_01230	8.004655835342347e-07	2.554810918865033e-07
M7WKC7	RHTO_05908	3.451218702219353e-07	4.882569521806689e-07
M7X5G5	RHTO_03058		7.428233947533125e-08
M7X607	RHTO_00179		1.4337858390046196e-06
M7WPK7	RHTO_04072		2.1985600305118758e-08
M7WTH4	RHTO_01847	2.7025535963363484e-07	2.438958749926494e-07
M7XH02	RHTO_07496		1.646345417098466e-07
M7WXR2	RHTO_07731	9.726400255980233e-07	1.0479127540295062e-06
M7XGP7	RHTO_04480		5.782788256085739e-07
M7X4P2	RHTO_03019		1.4878036308674452e-07
M7WWT3	RHTO_00850		1.1423342299714599e-07
M7WR42	RHTO_03581	1.36607744847863e-07	1.3606510934939727e-07
M7WKP3	RHTO_02315	2.165541146827894e-06	2.1128001351845965e-06
M7WVR8	RHTO_00935	1.883833358190918e-08	1.977187589297174e-08
M7XFZ9	RHTO_05242	1.6147644124463087e-07	1.4068108608635168e-07
M7WJP3	RHTO_06598	5.168955744901032e-07	4.332134489899991e-07
M7XHK0	RHTO_07103	1.934976876894284e-07	1.3941136801298e-07
M7XZK6	RHTO_00176	5.0655288469164436e-09	1.6449698640423795e-08
M7WM38	RHTO_01632	5.965796602461314e-07	6.253281509459926e-07
M7WX69	RHTO_00734	2.172933434750612e-07	1.9775393779826536e-07
M7WRY9	RHTO_02603	1.0279766167783035e-07	1.0069623382456717e-07
M7WRH3	RHTO_03399	4.883239523739296e-07	4.700064430847406e-07
M7X1R5	RHTO_06235	6.9459328632313714e-06	7.43618635630769e-06
M7WLN7	RHTO_05348	5.134651258471525e-07	4.7049658983680174e-07
M7XC99	RHTO_01860	1.3691532478429625e-08	1.2491015381260207e-08
M7XVV3	RHTO_06377	4.130410888729799e-08	4.0914061013147633e-08
M7XKS7	RHTO_02352	9.1479665601777e-08	1.260991296855309e-07
M7WWG9	RHTO_02678	5.580999138865507e-07	4.587476339527363e-07
M7WY13	RHTO_03251	2.3367514262986912e-07	1.6181046138656696e-07
M7XMK5	RHTO_02861	1.4878638151480688e-07	3.5417093651474384e-07
M7XQJ0	RHTO_00602	1.3167594362480596e-07	1.452132728560989e-07
M7WTJ8	RHTO_01872	7.643071980872452e-08	6.938641625213966e-08
M7WXC4	RHTO_08074	8.524904160314722e-09	9.178715337851106e-08
M7XFI8	RHTO_05451	2.1333117209540427e-07	2.638859837599603e-07
M7XIE8	RHTO_06718	2.4448689716218696e-07	3.2120445686216504e-07
M7X9N9	RHTO_03358		9.02408204745961e-07
M7XKA2	RHTO_06288	3.7750951431068936e-08	6.110554406772495e-08
M7X0W8	RHTO_07015	4.253410524988621e-08	4.1819222795276796e-08
M7WNT1	cyn1	7.120627828330449e-07	7.967954883147109e-07
M7X302	RHTO_04669	6.613680499335598e-08	5.653625078610291e-08
M7XWQ0	RHTO_04868	2.964894390561572e-07	3.9413206540003187e-07
M7XZL7	RHTO_00196		1.869456396721734e-07
M7WPZ4	RHTO_03660		2.2731155806345713e-06
M7WQR1	RHTO_03335	7.05629243367807e-08	6.176878355827023e-08
M7WWT1	RHTO_01039	2.070334641687803e-07	6.900701160034704e-07
M7XMF9	RHTO_02821		5.301675663982299e-07
M7XQE0	RHTO_00557	9.814599750712341e-09	1.348818065253739e-08
M7XJ39	RHTO_03722	1.3251621457568869e-06	2.2611726063581374e-06
M7WPG7	RHTO_03764		4.105700345682937e-08
M7X109	RHTO_06005		1.7723358687991775e-07
M7WPA9	RHTO_04225	3.1399491379943315e-08	2.8893607344252147e-08
M7X518	RHTO_03160	1.3455322859767496e-08	1.2987330721450713e-08
M7WW93	RHTO_00640	6.041622353467055e-08	4.4233844386067493e-08
M7WN16	RHTO_01157	5.049501107287458e-07	4.949357312895918e-07
M7XED6	RHTO_05895	3.0002071921564556e-07	2.6882402568289293e-07
M7XFF4	RHTO_00848		2.414583562526992e-07
M7WXZ0	RHTO_03226		1.7503713451016007e-07
M7XY00	RHTO_02886	5.668461642947754e-07	7.724921393748768e-07
M7WNB5	RHTO_01252		8.114867149064196e-08
M7X711	RHTO_00574	4.884616680622585e-07	4.4369351865630985e-07
M7XT98	RHTO_07187		6.331245834908717e-07
M7WLW1	RHTO_05567	9.996329845970019e-08	1.1667669366306184e-07
M7WI49	RHTO_03696		4.231190293616312e-07
M7X663	RHTO_00249		4.4790690206824405e-07
M7XVQ9	RHTO_06322	2.2713154433961308e-07	2.3214058484984532e-07
M7XUV9	RHTO_06037		2.0099201172913396e-06
M7XN07	RHTO_01638		1.938248097872037e-06
M7XL11	RHTO_02459	1.0712724336045243e-07	8.099447431713083e-08
M7XNE0	RHTO_01350	7.4077770460441304e-09	1.1034833951084076e-08
M7XKN2	BNA1		1.2383106854223946e-06
M7WVH2	RHTO_01502	1.1662404942719522e-07	1.5554130937566137e-07
M7X3B2	RHTO_06643		6.926061111865155e-07
M7WUX9	RHTO_04570	1.710937985279444e-07	1.7937542400622138e-07
M7WTJ2	RHTO_06951	1.0899027173079026e-06	7.68997980764237e-07
M7WWB7	RHTO_00665	3.0474533762290115e-07	6.047389754051999e-08
M7WX59	RHTO_08019		5.278355627665013e-08
M7XHW6	RHTO_07233		2.0207369432402858e-07
M7XMB1	RHTO_01759	1.0332866345990777e-07	1.0692501606484231e-07
M7X6N8	RHTO_00454	1.6694788025089516e-07	1.51620647818722e-07
M7X0J9	RHTO_07364	4.358809139026179e-08	4.459429234542122e-08
M7X0S1	RHTO_06960	2.0599345302744462e-07	1.9430307719066622e-07
M7WJ30	RHTO_03426	1.6876203244039815e-07	2.766910430817296e-07
M7WFK5	RHTO_05149		5.890402648819763e-07
M7WQU7	RHTO_03380	1.2765593386843176e-06	6.984643684558286e-07
M7XNT5	RHTO_00007	1.9001242440045108e-07	1.6258309310749382e-07
M7WMD1	RHTO_05382		4.412534684008709e-06
M7WSB4	RHTO_02270	1.202880095144193e-07	1.6738245868422882e-07
M7XDY7	RHTO_06451	1.4818356718715205e-07	1.4082292046444181e-07
M7XMB0	RHTO_02776	2.4546976312994947e-08	2.2078034316443183e-08
M7XLP8	RHTO_04999	1.658562038399574e-07	1.1499994399596677e-07
M7XQB5	RHTO_00677		2.643826441605741e-07
M7WZB1	RHTO_00410		5.337842862783978e-08
M7X6J3	RHTO_00404	3.950579647832717e-08	3.6068345486806e-08
M7XET6	RHTO_01093	4.929584447239334e-06	4.585402712628809e-06
M7WU89	RHTO_01921		1.7373736321690077e-07
M7WXI0	RHTO_08114	3.224825878315351e-08	2.851741246389341e-08
M7WNC0	RHTO_04517	2.779719309060866e-07	2.1217910629478035e-07
M7WZG4	RHTO_00470		8.897584209289091e-08
M7X610	RHTO_03269		8.925744955323495e-07
M7XLB5	RHTO_04848		1.380569499768597e-07
M7WTY3	RHTO_01801	9.828129267263968e-08	2.0243604504564656e-07
M7WXE4	RHTO_00819	1.571440669022923e-07	1.504938678105583e-07
M7WMY6	RHTO_01116		2.2422826891934148e-07
M7XF71	RHTO_05663	1.4490277691686107e-08	1.0595597432627441e-08
M7XLN1	RHTO_04974		3.923809663732936e-07
M7X201	RHTO_06335	8.868318598798893e-08	1.5755987316999698e-07
M7WLG0	RHTO_01793	1.5108090648938028e-07	1.4283940402494182e-07
M7WQG2	RHTO_08100	7.580920385442986e-08	1.0003692406880242e-07
M7XYR8	RHTO_03182	6.003763477097227e-07	5.311571236192552e-07
M7XL28	RHTO_02479		4.004061037142583e-07
M7XIV0	RHTO_03636	2.185606439026897e-08	1.8344660718331748e-08
M7XB15	RHTO_02236	4.442540851153386e-08	5.251270589910643e-08
M7XZ85	RHTO_00056	1.5113686490730336e-07	1.5952742603625018e-07
M7X3Y5	RHTO_02778	4.385281230233292e-08	4.4688346588813836e-08
M7XS74	RHTO_07420		6.392952213985172e-07
M7WP67	RHTO_01076		3.079028698307807e-08
M7WW52	RHTO_01065	2.32370561341794e-08	2.428886735044888e-08
M7XFR4	RHTO_05355	3.3067318453956015e-08	5.196399441753745e-08
M7X6F0	RHTO_05176		7.880849278362397e-08
M7WZ08	RHTO_00290		1.7758334413980247e-06
M7WPB8	RHTO_00666		1.2669201631393914e-06
M7WLV7	RHTO_05562	2.540678940074918e-07	3.2126229051782645e-07
M7XZP5	RHTO_00236	2.8483234690811434e-08	3.352499589104069e-08
M7WLE1	RHTO_05613	3.7130214818980214e-07	3.4773760715397197e-07
M7X3Y6	RHTO_06407	4.880770286947853e-07	3.0550873805102025e-07
M7WNN2	RHTO_00901	3.531139445598707e-08	3.713090332969541e-08
M7WWC5	RHTO_05077		3.658201143680828e-08
M7XEB5	RHTO_05870	2.5435223806245694e-07	3.3378857780968885e-07
M7XQJ6	RHTO_00762		1.2796168158242269e-07
M7XPR8	RHTO_00957		4.152306952928454e-08
M7WG30	RHTO_04378	6.673807429519789e-08	5.364836337858452e-08
M7WND2	RHTO_01267		
M7WPU4	RHTO_00841	1.9481719884249292e-07	1.716101649127394e-07
M7WVU9	RHTO_01190	2.9187481713814497e-08	2.8112855142780223e-08
M7X2T5	RHTO_04598	4.000316231580434e-06	3.260598257377028e-06
M7WR15	YTM1		1.0588356282804648e-07
M7WXE3	RHTO_03005		8.837683253870062e-08
M7XJR5	RHTO_06123	4.3760045313926974e-08	3.580740367512003e-08
M7WW46	RHTO_04987		2.531362103128668e-07
M7XHL0	RHTO_04173		1.1416684279308158e-07
M7WS79	RHTO_02159	1.585962495000955e-07	1.5182274670330845e-07
M7XGF4	RHTO_05160		1.7802957269532778e-07
M7XG05	RHTO_08117	4.338603177080453e-08	3.5677599443648605e-08
M7WW13	RHTO_01030	3.45987675753294e-07	4.582360194538933e-07
M7WT71	RHTO_02132	2.279190950967258e-06	2.2469187573155026e-06
M7X4F8	RHTO_02721		
M7WWJ6	RHTO_00755		1.0757692183026596e-05
M7XI87	RHTO_03901	8.436449271181221e-08	9.292896420320893e-08
M7XYK8	RHTO_03111		5.315849836616647e-08
M7XI58	RHTO_04115		6.598722353805586e-07
M7X5T6	RHTO_00119		8.926720451107569e-08
M7WPW6	RHTO_07935	5.93198082191051e-08	5.6355415960382546e-08
M7WMQ8	RHTO_01444	2.1429184175966465e-08	2.2199222278978808e-08
M7WTP5	RHTO_07021	1.1979560550734827e-07	
M7WEJ4	RHTO_05579	1.0558817942771735e-07	1.1361562425919427e-07
M7WWD0	RHTO_00909		6.989148645210504e-07
M7WLK8	RHTO_01858	1.7484324643636824e-06	2.186299568027111e-06
M7XLV2	RHTO_05069		
M7WNN7	RHTO_04461	1.503112214287902e-07	1.6914706548474364e-07
M7WW02	RHTO_04927	1.2182593505821546e-07	1.1772220345528898e-07
M7XL66	RHTO_02311	8.606985956682982e-08	8.884926964280077e-08
M7WQH3	TRM8		2.1551130615438264e-07
M7WYA9	RHTO_07418		5.083373483596114e-07
M7XGK6	RHTO_07880	9.37812236448036e-07	7.943166031779345e-07
M7XB54	RHTO_02278	3.490673614034704e-08	4.1168961770363615e-08
M7XQT8	RHTO_07941	9.211531344817297e-08	1.505252181571883e-07
M7X2Q8	RHTO_04568		
M7WPM3	RHTO_04092	6.403075640129325e-09	7.780027358801239e-09
M7WXJ2	RHTO_07938	1.1989912081468403e-08	1.2042545593881027e-08
M7X080	RHTO_07249		4.6169761821971316e-08
M7XG80	LSM3	5.9996015501868114e-06	5.48614111756037e-06
M7WU66	RHTO_01896	2.13037966828789e-08	2.1916279438064402e-08
M7XX64	RHTO_05018	1.6539889413669846e-07	1.57569357987386e-07
M7XUB0	RHTO_06877	9.473329440270902e-08	8.704698658310307e-08
M7X2D9	RHTO_04675	2.7388891509526845e-07	4.165490930177056e-07
M7XTT7	RHTO_07382		2.3539183901870084e-07
M7XMM2	RHTO_01889	2.171282799396996e-08	2.27312908918465e-08
M7X4I5	RHTO_02751		5.4559354836663384e-08
M7XL37	RHTO_02266	6.701570232457457e-08	9.834587525519403e-08
M7WLK7	RHTO_05514	3.2367950379638254e-07	2.0626164265279982e-07
M7X5P4	RHTO_05371	2.502816018603214e-07	1.7029907423697474e-07
M7XMX4	RHTO_02962	2.825104098275928e-08	2.4862021900844032e-08
M7WQP3	RHTO_07722	2.533041401506437e-08	2.1205615798837217e-08
M7WTL8	RHTO_06986	6.899451413280624e-08	4.529291711013504e-08
M7XGL1	RHTO_07885	8.343472494521919e-08	1.091014975276925e-07
M7XJU9	RHTO_03357	1.560126098688033e-06	1.4641891729003382e-06
M7WL50	RHTO_05832	5.211603961652747e-09	7.175282505938508e-09
M7X0X4	RHTO_06789		1.886095992350373e-06
M7WU23	RHTO_01636	2.2061486331570035e-07	1.9786058664994403e-07
M7XI53	RHTO_07308	2.390885886523009e-07	1.9624872031480325e-07
M7WW75	RHTO_05022	6.386062120495363e-08	5.59920450985988e-08
M7XEB1	RHTO_05999	7.416852074253484e-08	4.339943192143668e-08
M7XCR6	RHTO_01639	9.872570038061521e-08	1.1631084536497984e-07
M7WVC5	RHTO_01442	1.0811780514616648e-08	1.1696568083191182e-08
M7XUT1	RHTO_06007	2.9090869583711735e-07	3.0896346089312603e-07
M7X4K3	RHTO_02969		2.815623386529973e-07
M7WZ98	RHTO_00395	1.4284947212834347e-07	1.4660534918177624e-07
M7X998	RHTO_03490		1.64030918399916e-07
M7WX71	RHTO_08029	5.645580341002416e-08	7.83703119805904e-08
M7X795	RHTO_00378		1.4413367727666811e-06
M7XWJ1	RHTO_04802	1.918273263394667e-08	1.8374869270978382e-08
M7WWM7	RHTO_00790		8.841664848536983e-08
M7WQN8	RHTO_07717		2.97076268563758e-08
M7X5T2	RHTO_05406	3.8918278623047575e-07	4.44697532568081e-07
M7WL75	RHTO_05711		3.11235308921033e-07
M7X1R1	RHTO_06059	5.939549928081508e-09	4.210543280079142e-09
M7WTA4	RHTO_01767	1.4403499028099045e-06	1.4268000796159435e-06
M7WEF4	RHTO_05534	4.602755220592689e-07	4.0353866870311184e-07
M7WP48	RHTO_04118	8.003515869563337e-08	5.963556192232325e-08
M7XJ50	RHTO_03732		2.993738684104744e-08
M7WWR4	RHTO_00830	1.3981328332880312e-08	3.263540547315804e-08
M7WUM3	RHTO_01388	7.614517601061351e-08	8.186663994593637e-08
M7XH05	RHTO_04419		2.596960115625167e-07
M7X5A8	RHTO_03255		9.063572640050562e-08
M7XS16	RHTO_07889	1.6198182504250652e-07	2.955901791157791e-07
M7X150	RHTO_06869	1.279429117491631e-06	9.104888603791658e-07
M7X7X8	RHTO_04031	1.2265358420924385e-07	1.3089458226113692e-07
M7WHI3	RHTO_03981		4.7347189807530816e-08
M7WX10	RHTO_07984	3.226198869949728e-07	3.6702236561582346e-07
M7X011	RHTO_06720	2.85594657000374e-07	3.6658289030478505e-07
M7X373	RHTO_04931		7.535550014263882e-09
M7X5N2	RHTO_03128	8.143090381484794e-07	6.308662341525946e-07
M7XUR8	RHTO_07047		1.2924952020166398e-08
M7WX36	RHTO_02910		3.503105987715021e-07
M7WZ39	RHTO_07075		5.702606372400093e-08
M7XWN0	RHTO_04847		4.214493000538739e-07
M7XG60	RHTO_07704	1.6058466597714858e-09	2.128207015114127e-09
M7X787	RHTO_04313		1.5829461679170135e-06
M7XHV2	RHTO_07218	2.0677217774537707e-08	2.2854687282056394e-08
M7WXH5	RHTO_00849	5.283349487935573e-08	5.468197806081414e-08
M7WPS8	RHTO_00826	4.152645364072412e-08	3.807886536197574e-08
M7XFG5	RHTO_05600		1.502423143662426e-07
M7WK93	RHTO_02221	1.9630757206497674e-07	
M7X5S3	RHTO_00109	1.3516539323581618e-06	1.3562038766865578e-06
M7XK71	RHTO_02521	2.651352532676397e-08	3.263540740285055e-08
M7WUB7	RHTO_01545		3.41227457469619e-08
M7X252	RHTO_04574	9.09693976855297e-07	8.621330856301604e-07
M7WVA2	RHTO_01417		2.3485708243862872e-08
M7XY08	RHTO_02896	3.524015023641322e-08	3.416573707972583e-08
M7WLU4	RHTO_05398		2.447986487650071e-08
M7WN19	RHTO_01162	5.842809028311571e-08	6.92846410061881e-08
M7XES2	RHTO_05726	1.3097910243698755e-07	1.3198334032510656e-07
M7X374	RHTO_06664	1.4877306792687873e-07	1.7180943998971075e-07
M7WYG5	RHTO_00095	3.039925737306134e-08	2.460092134104682e-08
M7Y051	RHTO_00401	9.784936477566075e-08	1.321552509117185e-07
M7X774	RHTO_04298	1.8677669520480757e-07	1.4944662903853034e-07
M7XP16	RHTO_01148	7.554024256284318e-08	7.4334822628577e-08
M7XMF3	RHTO_01809	3.0588913186689356e-08	3.3276822967368453e-08
M7X6U9	RHTO_00519	4.662138000414195e-08	2.5784276127589853e-08
M7XCW0	RHTO_01684	2.1923040835179433e-08	2.7435617071946703e-08
M7XAE7	RHTO_02662	1.1897794770217577e-06	9.655458741822593e-07
M7WMS1	RHTO_04548	4.853980973864519e-08	2.809949294894239e-08
M7X0B3	RHTO_07284	1.0323893826304275e-08	8.969977452923333e-09
M7WQ81	RHTO_03739	1.1208210277781992e-07	1.1501889961664239e-07
M7XG56	RHTO_05291		1.760582146694323e-07
M7X1D8	RHTO_06974	1.4998178061662164e-07	1.8211970813278606e-07
M7XDH3	RHTO_01501		4.583108605695784e-08
M7WR49	RHTO_07903		2.0000575695893589e-07
M7X450	RHTO_05970		4.640558466514561e-09
M7X4E8	RHTO_02711	8.989988236436951e-07	9.91202968000169e-07
M7WLH8	RHTO_05484		2.076912595423954e-07
M7XGA7	RHTO_07759	2.3622278821234487e-07	1.9717744919499917e-07
M7WNL0	RHTO_04431	4.3438290796654116e-07	3.3552552429967613e-07
M7XYS1	RHTO_03187	4.456727374311395e-08	3.248654801572744e-08
M7WT69	RHTO_01960	7.54419415247668e-08	1.0939438258781473e-07
M7WK28	RHTO_05942	9.999700854230113e-08	7.712213026774537e-08
M7WMB2	RHTO_05128		4.377668218058692e-08
M7X7U0	RHTO_00588		4.965807999951343e-08
M7X924	RHTO_03728		3.1738188800319307e-07
M7XFN9	RHTO_05516	1.5028585480023105e-08	5.702440156408891e-09
M7XU53	RHTO_06802		1.7611913072589706e-08
M7WWX8	RHTO_00624	5.607650657442893e-08	5.5014954179737664e-08
M7WHB3	RHTO_03895	1.862160609604092e-07	2.070682267629083e-07
M7XD73	RHTO_01376		1.4836042782048305e-06
M7X5H7	RHTO_00024		1.2865680530243337e-07
M7WWT9	RHTO_01049	5.936165939001273e-07	1.3350197414021103e-06
M7X693	RHTO_05136	1.777429568747398e-07	2.0017459823907254e-07
M7X3V1	RHTO_04940		1.6487546979772515e-07
M7WS50	RHTO_07121	1.8716889144527332e-06	1.9319187840543253e-06
M7WUA2	RHTO_06171	4.0860078195294704e-08	6.570502817635419e-08
M7WTR8	RHTO_07046		6.875774243862496e-08
M7WWX1	RHTO_02844	1.2523101847334806e-07	1.220742392628833e-07
M7WVB4	RHTO_01251	2.9882941925569645e-08	2.4630703823725878e-08
M7XF64	RHTO_00758	4.011710278288575e-07	3.141651764753736e-07
M7WZC9	RHTO_07180	7.509781676350484e-08	5.082709842680182e-08
M7XFR2	RHTO_05350	6.414157083011655e-07	6.857992094150404e-07
M7WLH3	RHTO_05479	2.223289487245699e-08	4.158528077739384e-08
M7X3P7	RHTO_06550	1.3050502736688825e-07	1.0235183686889212e-07
M7XC90	RHTO_01850	1.5698051607289694e-07	1.781386690757494e-07
M7X642	RHTO_05312	1.7594306070410196e-08	9.372714703377017e-09
M7X2A3	RHTO_04635	2.0348566621076076e-07	2.0288715205131813e-07
M7XIU5	RHTO_06853	2.985085468370106e-07	3.174906138755332e-07
M7WML2	RHTO_05263	8.313486853212612e-08	7.335205969962399e-08
M7XGC1	RHTO_07779		1.5741145700134326e-07
M7WFG4	RHTO_05325	2.957066216174519e-07	2.7932725784269503e-07
M7X6H8	RHTO_00389	1.1519475868233414e-07	1.6403598723441084e-07
M7WE57	RHTO_05632	3.774632771912823e-08	2.6323347197380132e-08
M7WWB2	RHTO_00660		
M7X7D0	RHTO_00423	6.684801330594351e-08	2.575621964985925e-07
M7WYU5	RHTO_00210	6.508426655779728e-07	5.335892857001427e-07
M7X4H3	RHTO_02949		5.1962985130256117e-08
M7X419	RHTO_05025		1.8009520735271792e-07
M7XUP6	RHTO_07022		5.468125657780464e-07
M7XFU2	RHTO_05385	1.6001214008600714e-07	1.7081075727031137e-07
M7XR20	RHTO_08021		1.5490760436255286e-07
M7XRF2	RHTO_08141		1.2256911674048193e-06
M7XKX2	RHTO_04708	6.469885304792252e-08	7.117046128141255e-08
M7XK90	RHTO_02536		4.376942469436618e-08
M7WKJ1	RHTO_05818	1.4648722446046535e-07	1.3698517855613316e-07
M7XP69	RHTO_00127	6.925188102138952e-07	7.089379228270429e-07
M7XLP1	RHTO_04989	4.78321869864134e-07	5.835254009585089e-07
M7XBW2	RHTO_02105		3.00002985432979e-08
M7WYU3	RHTO_07901		
M7X8H2	RHTO_03767	6.605406877453877e-08	8.147830563844572e-08
M7WVJ9	RHTO_00875		5.49312004970541e-07
M7WKN8	RHTO_02274	5.281371550655775e-08	6.449248677558463e-08
M7XR05	RHTO_08006		5.286525886293638e-08
M7XRE2	RHTO_08131	5.720923034426901e-08	7.803479225307561e-08
M7X584	RHTO_05566	2.5824509158527134e-07	1.9053994884118988e-07
M7WDA2	RHTO_06420		9.012993056725672e-08
M7WWN7	RHTO_00800	2.292955044812033e-08	2.0409020089199932e-08
M7XJ61	RHTO_03742		1.9739002160211493e-07
M7X161	RHTO_06060	3.1744456880702416e-07	2.607376816185088e-07
M7XWW5	RHTO_04908	8.794678202112573e-08	1.0968729649040654e-07
M7XQR9	RHTO_00847	1.0640419726688836e-07	1.2793915342412657e-07
M7XLF1	RHTO_02286		6.749023356780913e-08
M7X4Q9	RHTO_03039	2.924513238382077e-08	3.3214191963488364e-08
M7WU30	RHTO_06101	1.4008881098590312e-08	1.1346748369278305e-08
M7WVG4	RHTO_01492		6.707015649311782e-08
M7X4T1	RHTO_03064	9.319189953494552e-07	1.0012002882733642e-06
M7WWJ9	RHTO_00974		4.807501811115925e-07
M7XFW0	RHTO_08072	1.0406539003956541e-07	9.843981844287472e-08
M7X8L9	RHTO_03817		1.0295591241108101e-06
M7X0L1	RHTO_07374	3.897582982659159e-07	4.065530912418661e-07
M7XFW7	RHTO_05410		2.443365568599292e-07
M7X5A1	RHTO_05586	2.6263717201928984e-07	3.3016582331532807e-07
M7X4L2	RHTO_05717	2.4232395150684397e-08	2.7351041261332697e-08
M7XGD6	RHTO_07799	5.4590925644634347e-08	3.3789655663565954e-08
M7WKX6	RHTO_05892	2.112961641689911e-08	2.20992521689156e-08
M7XI47	RHTO_04100	2.0631989505220868e-07	
M7WEX1	RHTO_05344	6.548322069135721e-08	4.551989998453764e-08
M7X5Y3	RHTO_05252	9.311166373538649e-08	8.408270030610831e-08
M7WZR8	RHTO_00565	1.8268163397939295e-07	1.8161331111118378e-07
M7X3H1	RHTO_04829		
M7WPP9	RHTO_00801	1.2271042562538682e-07	9.394889680815605e-08
M7XVG3	RHTO_06227		4.215923500556103e-07
M7X9K0	RHTO_03313		3.4005181843114666e-07
M7WSJ5	RHTO_02466		4.114582676641208e-08
M7WSM5	RHTO_07311	2.0976757312632203e-08	2.0630791661821624e-08
M7XD41	RHTO_07067	9.194332998031548e-08	1.0336055631448271e-07
M7WQ06	RHTO_07970		
M7X6P8	RHTO_00158	1.3657072658853707e-07	1.0239367337963904e-07
M7X101	RHTO_06809		9.931047144098349e-08
M7XDG5	RHTO_01491	9.777039678792442e-08	8.458306897748545e-08
M7WQC8	RHTO_03628		2.9257192398530474e-07
M7X8T9	RHTO_03632		1.3829689614433538e-08
M7WM95	RHTO_05342		1.2781377673435543e-07
M7WM84	RHTO_01677		2.2560340604960397e-07
M7WW43	RHTO_04982		2.3192578977533516e-08
M7XSV6	RHTO_07640	6.749443607395961e-08	7.288756633542927e-08
M7XNS0	RHTO_03293		1.8677524716310146e-07
M7WQT7	RHTO_03370		3.629602308427682e-08
M7WIM5	RHTO_03613		1.161787731147691e-08
M7WTF9	RHTO_02036	1.2999382337712486e-07	1.4431312570909716e-07
M7X0S4	RHTO_06965	4.365064555555278e-08	5.609227045379142e-08
M7WVV2	RHTO_01195	3.6085579697184406e-08	7.413874778312988e-08
M7XP63	RHTO_01203		1.0629223665706085e-07
M7WXL3	RHTO_08154	1.8410518906853667e-08	1.2607754106909379e-08
M7X1K9	RHTO_06004	3.772776479669219e-08	3.5564251269938214e-08
M7X2D3	RHTO_04670	5.7390476900297515e-08	5.173496279622442e-08
M7X2E6	RHTO_06254	9.573342802642903e-08	7.822140576856216e-08
M7X6M8	RHTO_00444		6.858458941421969e-07
M7WUB4	RHTO_01540	3.353692475686192e-08	2.9470390714246455e-08
M7XTX7	ERB1	2.246389790617372e-08	2.1517932230261922e-08
M7XMS4	RHTO_01543		2.887317591859003e-05
M7WGY5	RHTO_04247	2.0158755750408805e-07	1.4279375535534746e-07
M7XKS3	RHTO_04663		2.0798999619318652e-07
M7Y037	RHTO_00386		5.870941117557195e-07
M7WV33	RHTO_01161	2.5905492655773577e-08	3.534049493555343e-08
M7WR06	RHTO_03541	4.589699179259083e-08	3.961323854229072e-08
M7XLG2	RHTO_02327		9.066965225985072e-09
M7X6P2	RHTO_00459	3.3916073989874575e-07	4.1579193286543046e-07
M7XY30	RHTO_02926	5.846861522588391e-07	
M7WRM9	RHTO_03459		7.614255685258146e-08
M7XSZ4	RHTO_07082	1.1199887063146194e-07	9.81137027089863e-08
M7XVE8	RHTO_06217		2.3385029286875327e-07
M7WM40	RHTO_05478	1.3092974447428685e-07	8.108860406369259e-08
M7WKX3	RHTO_05887		
M7X4I3	RHTO_05831		
M7WQ20	RHTO_03768		9.028887466240547e-08
M7XRP3	RHTO_07763	1.790224222354402e-07	1.6498315368414736e-07
M7XA82	RHTO_02592		1.5465936378504321e-07
M7WRZ3	AIM41		8.501192461795377e-08
M7X3G0	RHTO_05036	9.939749484846314e-08	3.3009212298499686e-07
M7XVK5	RHTO_06252		7.464794285364789e-08
M7WQP1	RHTO_03734	3.140612873484185e-06	3.637351896721568e-06
