uniprot	Gene_names	XNlim_1	XNlim_2
M7WTE1	RHTO_01807	3.7707267001319344e-08	3.700582972025513e-08
M7WXJ4	RHTO_08129		
M7WEZ6	RHTO_05369	2.0066993967141565e-08	1.537777486165281e-08
M7WQY2	RHTO_07832		2.0917586313421606e-08
M7XXE8	RHTO_05118	1.1438407000129854e-07	1.4922143479538254e-07
M7WZZ1	RHTO_07380		1.2441793961837414e-07
M7XE79	RHTO_05954		1.404494241199126e-07
M7X4G8	RHTO_02731		3.734290856031962e-09
M7X668	RHTO_00254	3.002622538517587e-08	8.099304808546868e-09
M7X3L6	RHTO_04870	1.6720384428358055e-07	7.37109658387137e-08
M7WNU9	RHTO_04304	1.036356743785815e-06	1.0998296447300969e-06
M7WMP8	RHTO_01429	7.180119562104514e-08	8.453593413999899e-08
M7XZD9	RHTO_00116		
M7WQD7	RHTO_03638	1.8832384126702314e-08	2.110685055590775e-08
M7WNY8	RHTO_04350	8.517953803345112e-08	4.259975343034745e-08
M7X6P0	RHTO_04526	3.4657134156819396e-08	2.8586760248116126e-08
M7XIG2	RHTO_06728	5.201149610496202e-07	4.090524793604289e-07
M7XN78	RHTO_01708	2.0488357722855355e-07	2.5539161935084534e-07
M7WW24	RHTO_04952		6.851481347537882e-08
M7WNE8	RHTO_04361	8.574467866865013e-08	7.148166573233735e-08
M7X7G5	RHTO_00463		2.9004609758713085e-07
M7WN33	RHTO_04260		1.8188140465220954e-07
M7WTE0	RHTO_02021		
M7WEE9	RHTO_05712		
M7X3V2	RHTO_02747	9.628882725298106e-08	8.073605883523521e-08
M7WXG3	RHTO_08094	4.322649029662247e-08	5.742726965573677e-08
M7XYT4	RHTO_03202	3.8468865184530777e-07	4.1327958731956254e-07
M7WMK9	RHTO_01379		5.872359735454394e-09
M7WGW3	RHTO_04227	2.670069368531243e-07	3.4349485437184555e-07
M7X5J0	RHTO_00034	4.631750651369781e-09	7.236889296123558e-08
M7XRR1	RHTO_07783	3.0303583307272817e-07	2.114071779194956e-07
M7WML8	RHTO_05268		6.694571378329748e-08
M7X0H6	RHTO_07344	1.5080845243073916e-07	1.6476409148519065e-07
M7WQE9	RHTO_03502		2.4763007836195452e-08
M7WN50	RHTO_04275		
M7WRY6	LSM4		6.44767047646625e-07
M7XQT3	RHTO_07936		4.1737460171875536e-07
M7WZL4	RHTO_00520	7.35061973500925e-07	7.490288940496355e-07
M7WSS4	RHTO_07356	1.3019127917972283e-07	
M7XU66	RHTO_06817		6.216057555936109e-09
M7XEE5	RHTO_00948		1.9960736399434163e-07
M7XH75	RHTO_04277		1.495022616017002e-08
M7WRW9	RHTO_02583		
M7WQ36	RHTO_03788		3.131543285891489e-08
M7X437	RHTO_02833		5.257648889041973e-07
M7WX25	PSD1		4.337527031193982e-08
M7X3B1	RHTO_04976		9.593399266366738e-08
M7WCV4	RHTO_06584	3.571330487951261e-08	4.212847505346001e-08
M7WY32	RHTO_03271	4.270353595125564e-09	3.638220362292116e-09
M7WQB4	RHTO_08070	1.5644345894155106e-08	9.990720123603695e-08
M7WPH6	RHTO_00731		2.051083183989511e-08
M7WD95	RHTO_06410	2.234719057705007e-07	1.8289580794422766e-07
M7XKE6	RHTO_06343		8.552190974722202e-08
M7XA01	RHTO_02512	1.362690341479562e-07	1.8078909376595425e-07
M7XP89	RHTO_00142	7.698301607177103e-09	6.25674844009574e-09
M7XAB1	RHTO_02622	8.384324486531802e-08	2.9458501145808158e-08
M7WV26	RHTO_04626	8.816283039085697e-07	3.338945096117229e-07
M7WQU1	RHTO_03471		2.8814980551708936e-09
M7XFH9	RHTO_05441	7.808781816183268e-08	8.617174802474832e-08
M7X4R4	RHTO_02828		4.3309129033639436e-08
M7XQM1	RHTO_00787	1.9723545325898298e-08	2.1386654963211474e-08
M7Y0M2	RHTO_00551		1.5162085639447797e-07
M7XCV0	RHTO_01674		3.596621319409242e-08
M7WTA9	RHTO_01996	2.2400468763756876e-08	3.957728575133077e-08
M7X220	RHTO_06360		2.2216104922613774e-09
M7X4P6	RHTO_03024	1.0282226519725452e-07	8.396792615738186e-08
M7XHV7	RHTO_07223	2.1202741464839373e-07	2.1634973952123862e-07
M7XTB8	RHTO_07207	1.0733373043429534e-08	1.134037312696534e-08
M7XD01	RHTO_01724		3.130323677948412e-08
M7XPV1	RHTO_00382	4.553602344688927e-08	4.779181902230455e-08
M7WLY8	RHTO_05438		7.349569986873403e-08
M7WTQ1	RHTO_07026	3.5741342817587526e-08	3.158120665392857e-08
M7X5B9	RHTO_02998		9.951120364255032e-09
M7XT68	RHTO_07157	1.8250018029523592e-07	4.1716600409585906e-08
M7XSR7	RHTO_07590	1.6255766472036888e-07	1.7881961900454312e-07
M7XWD5	RHTO_04742	1.6683025408598116e-07	5.17420473263203e-08
M7WZJ8	RHTO_00505		7.578350149906136e-08
M7WH61	RHTO_04069	7.570045326079599e-08	7.270286610685105e-08
M7X1X4	RHTO_06118	1.6969430422909684e-07	1.4408663680546458e-07
M7X2F1	RHTO_06259	6.966764082494516e-08	6.682716482243187e-08
M7WUL1	RHTO_01640		1.976739885098382e-06
M7X0D2	RHTO_06796		7.253080834345694e-08
M7X3G7	RHTO_06608	1.7785227662313594e-06	1.9251798765659015e-06
M7WVC6	RHTO_01261	3.6970130070130154e-08	2.985518126925313e-08
M7WTV5	RHTO_01766	5.247886969789105e-08	5.8423761205145584e-08
M7Y086	RHTO_00431	1.886220670646925e-08	2.536800167584243e-08
M7WTN8	RHTO_07011	3.303383417528734e-09	3.6949208875682023e-09
M7XJL5	RHTO_03589	6.153073505108972e-08	4.6692967689703545e-08
M7WQ21	RHTO_03685	7.495281937250913e-08	1.307037355421211e-07
M7XN87	RHTO_03107	1.2318345263350219e-07	1.1426246697077398e-07
M7XKW9	RHTO_02409	3.1970296504944956e-08	1.268548271340076e-08
M7WVU2	RHTO_00955		3.6684041858389796e-08
M7WMM0	RHTO_01389		5.782498621827668e-09
M7X0N9	RHTO_06724		
M7XGD0	RHTO_05140		1.794468914709945e-08
M7WV71	RHTO_04671		7.034409454656667e-08
M7XT38	RHTO_07127	2.2037699194364667e-07	5.560123403327426e-07
M7WPT4	RHTO_03869	1.8377166120155657e-07	1.7701746801634348e-07
M7WZT2	RHTO_07325	1.6703917486246688e-07	1.3053517211582573e-07
M7WMZ5	RHTO_04447	6.974152437067494e-08	
M7WQ32	RHTO_03783	5.31768640393747e-07	4.594190330981085e-07
M7WN92	RHTO_04482		4.60272318207425e-07
M7X4E5	RHTO_02924	7.590840594824893e-08	8.90818214183458e-08
M7XBS7	RHTO_02085	3.190589972304264e-07	2.2161352946107876e-07
M7WXE2	RHTO_08079	6.929149547791149e-08	6.365641742650456e-08
M7XK08	RHTO_06198	1.989964702037861e-08	2.4620637627926305e-08
M7X558	RHTO_03200		8.903598796141495e-09
M7XLZ5	RHTO_02069	2.1250523165687377e-08	2.2792338291799712e-08
M7X5X5	RHTO_05241	5.096931374929176e-07	
M7WMC3	RHTO_01717	3.102548096380506e-08	3.117530781845591e-08
M7X8X2	RHTO_03668	3.906130700109601e-08	3.557187130700057e-08
M7XZ62	RHTO_00031		6.376842810259965e-08
M7XUY3	RHTO_06062		
M7XYX4	RHTO_03242		2.2033472322465514e-08
M7XFM3	RHTO_05496	2.843464096722179e-07	2.5348341558186946e-07
M7WMT3	RHTO_04564	9.193531516244989e-09	1.0185276679460879e-08
M7WVF1	RHTO_01286	1.265131047122395e-07	8.458059487960478e-08
M7WMX0	RHTO_05137		5.707677862679082e-08
M7X4S8	RHTO_03059		1.0154215898375136e-07
M7WXG9	RHTO_03035	1.8442430844841837e-08	1.0168785086057589e-08
M7WJW5	RHTO_06474	5.5846626704012047e-08	6.410672138925931e-08
M7WP65	RHTO_03889	1.8629163319680766e-08	1.2803182473838776e-08
M7XUD1	RHTO_06902		1.931798390727659e-07
M7WVP9	RHTO_04852		2.3848723366586977e-08
M7WK40	RHTO_02473		1.2729914224274325e-07
M7WXK9	RHTO_08149		
M7X443	RHTO_05055	9.37035405056801e-08	
M7WP02	RHTO_04063		3.960975904922933e-08
M7X6N6	RHTO_04521		1.515860931686526e-08
M7WUB9	RHTO_01726		
M7WGN8	RHTO_04137		3.270468802419841e-07
M7XI06	RHTO_07268	1.6049568516158405e-08	1.4078741467642794e-08
M7WJV8	RHTO_06675	3.8895371050154436e-07	4.895907803519017e-07
M7X3G4	RHTO_05041		2.9209949747374378e-08
M7XMB6	RHTO_02781	4.0209427006193203e-07	6.044137996158577e-07
M7WM81	RHTO_05314		8.311580470314658e-08
M7XVC8	RHTO_06202		
M7X136	RHTO_06854		1.0824685248772195e-07
M7WWX2	RHTO_07949	3.042693585234178e-08	2.3293085713042267e-08
M7XE48	RHTO_01309		8.326941059866918e-08
M7XPP0	RHTO_00312	3.283631209322916e-08	1.1884189758274082e-08
M7X5G0	RHTO_05477	3.1556243746042988e-09	2.9660070169606544e-09
M7WM58	RHTO_05498		
M7XG78	RHTO_07724		2.2224826565272796e-07
M7WMC6	RHTO_05377	2.908841517958275e-07	
M7WZ30	RHTO_07442	6.0185994823139675e-09	3.458079345323186e-09
M7WM91	RHTO_05324	8.142419362660849e-08	1.1604510253730991e-07
M7WRN5	RHTO_02654		1.9940467244566822e-07
M7XLU4	RHTO_02029		3.74714362856273e-08
M7XHD7	RHTO_07626		5.27607695201348e-08
M7WK61	RHTO_02183		9.610782019244881e-08
M7WVN3	RHTO_01130		4.3731199947497064e-07
M7X5M4	RHTO_05351	5.709941475629819e-08	6.041753987098181e-08
M7WNC7	RHTO_04341	7.872837065546225e-09	1.4810651727997024e-08
M7WSV0	RHTO_02292	3.674607820834778e-08	
M7WXP2	RHTO_07983	5.217265691902586e-07	4.921132769538618e-07
M7XM58	RHTO_02730		4.64024504391634e-08
M7X7V7	RHTO_00603	2.9158141285826216e-08	
M7WUA7	RHTO_01716		8.13129954298391e-08
M7WJE8	RHTO_06635	2.4861427323379647e-08	3.047424165401331e-08
M7X7U5	RHTO_04011		2.3550197079916333e-08
M7WZ12	RHTO_07427		2.530538832673031e-08
M7XFM1	RHTO_07987	1.3722773351233859e-08	2.459918136700403e-08
M7X4T6	RHTO_03069	6.511035711521458e-09	5.038368764104356e-09
M7X6H5	RHTO_00108	7.451628838346308e-09	7.389614084592595e-09
M7X4P1	RHTO_05742		4.761064971880105e-09
M7WX56	RHTO_02930		4.477946901689397e-08
M7WZC2	RHTO_07522	5.988015326222887e-08	4.247665511706701e-08
M7WNH2	RHTO_04141	9.632138450497472e-09	9.399131827405363e-09
M7XD67	RHTO_06683	1.524920752515664e-06	2.15800336429589e-06
M7WLZ2	RHTO_01587		1.4027201160136835e-08
M7WNJ0	RHTO_00861	1.741767496154443e-07	1.7547538306618627e-07
M7XBC2	RHTO_02267	5.2882986930418345e-09	5.108850749976997e-09
M7WIC9	RHTO_03483		3.5720255380125103e-08
M7WL92	RHTO_02108		5.199993034720971e-08
M7XIL3	RHTO_06778		6.013264662109187e-08
M7WL77	RHTO_05862	2.1675360389531785e-07	1.023295798580959e-07
M7WHN1	RHTO_03785		4.889100907953703e-08
M7WYX7	RHTO_00255	1.6521477365915678e-08	1.4610345946797069e-08
M7XKE2	RHTO_06338		2.3163199973181462e-08
M7WDI9	RHTO_05874		1.838827224234701e-08
M7WSV8	RHTO_02153		3.565178003271529e-07
M7XGJ1	RHTO_07865		5.4846657422566534e-08
M7XH40	MRI1	8.894413345566996e-08	8.451489766621421e-08
M7WXP1	RHTO_03105		1.1221685125147899e-08
M7X234	RHTO_06169		2.954340222503422e-08
M7WLQ6	RHTO_05690	1.1022183074821115e-08	9.704640695435016e-09
M7XTG0	RHTO_07242	1.4153911044506839e-08	1.2137064203126804e-08
M7XXG1	RHTO_02679	7.632968674899545e-07	3.5613845637282745e-07
M7XDP6	RHTO_01154		5.913848742627561e-08
M7X3K3	RHTO_06591	8.543048850148116e-09	1.0602043430068965e-08
M7WMJ9	RHTO_05248	9.430156288384298e-08	8.496552397891095e-08
M7XTD0	RHTO_07222		3.486622668497655e-08
M7XJV9	RHTO_03367		5.394851515562123e-07
M7XPT0	RHTO_00357		4.264313909423729e-08
M7XJN4	RHTO_03609	9.512928609566234e-08	7.629733887008987e-08
M7WP55	RHTO_04128	1.0444647182252614e-07	1.211901173300463e-07
M7XZL2	RHTO_00186	7.87899323342055e-09	8.881099186505553e-09
M7XQ08	RHTO_00442		1.757947524565918e-07
M7XIE3	RHTO_06713		6.931803238829591e-08
M7XA05	RHTO_02517		1.9517930540329335e-07
M7XKN4	RHTO_02661		2.0255787433941288e-07
M7X2H9	RHTO_04715	2.3826921710315368e-08	1.325079555273941e-08
M7WFX0	RHTO_04494		8.040410595196345e-09
M7XGP3	RHTO_07915	1.9937872955081253e-08	1.6730100905705997e-08
M7XIC1	RHTO_03942	1.9955051911718784e-08	2.4196777730826055e-08
M7WN88	RHTO_04477	6.515259428733677e-09	5.149295474750959e-09
M7WZF0	RHTO_00455		2.183816592861137e-07
M7WNQ0	RHTO_04206	2.1241880869547547e-08	2.375619425026136e-08
M7WID5	RHTO_03493		1.748868384233273e-07
M7WNY6	RHTO_04043	2.8014804278825317e-07	3.34604446142615e-07
M7WQ83	RHTO_08040	9.005647747288945e-08	5.96494598149574e-08
M7WJQ2	RHTO_02660		4.648166401032049e-09
M7XFC3	RHTO_05545		4.454298112974241e-08
M7WD18	RHTO_06492		2.7716276895803874e-07
M7Y0H1	RHTO_00506	3.629350071677697e-08	3.014647560219672e-08
M7WR32	RHTO_03571	1.4050427636932713e-08	1.586388439084359e-08
M7WUE7	RHTO_06211		6.418704429680288e-08
M7WKU2	RHTO_05759	2.7001815702186914e-07	3.052034724952369e-07
M7X3X1	RHTO_04965	8.25439629215045e-08	8.969955690991878e-08
M7XE90	RHTO_05969		1.3290890692532756e-07
M7WZE5	RHTO_00450	8.524241405947351e-08	8.042144408300802e-08
M7XLV1	RHTO_02034	4.0618187635179264e-08	4.838021656907421e-08
M7WNA7	RHTO_04502	5.653838451529607e-09	1.144053311882198e-08
M7WH84	RHTO_04104	2.8940175359839504e-08	1.732483512216907e-08
M7XFK1	RHTO_07967	8.103093220356279e-07	1.0214884635161595e-06
M7WTJ7	RHTO_02071	8.454183412233031e-07	8.318842069089933e-07
M7XCA3	RHTO_01865		1.0572371872432843e-08
M7WE46	RHTO_05622		4.598631594903298e-08
M7WVP2	RHTO_04841	5.726158238167191e-08	6.768431556401768e-08
M7WNH9	RHTO_01312		2.441370877335933e-09
M7XFN1	RHTO_05506	2.6808350882314884e-08	4.527836900141095e-08
M7X5P9	RHTO_05376	3.63926688880686e-07	2.5953117746237705e-07
M7XKT1	RHTO_02357		7.237978675993395e-08
M7X1V2	RHTO_06280	2.0343272413942096e-08	1.695966830621843e-08
M7XZX7	RHTO_00321		1.7254115773236446e-08
M7WGB6	RHTO_04473	1.543403114767341e-07	
M7WXF9	RHTO_08089	1.5251358074726406e-07	
M7WSN0	RHTO_07316		5.791254972605034e-09
M7XHN7	RHTO_07148		6.395225929825818e-09
M7XQ42	RHTO_01072	3.2281652770457956e-07	4.2151683340279257e-07
M7WNP6	RHTO_04202	1.0393350575046571e-07	8.909185786096202e-08
M7WGH2	RHTO_04306		
M7WU29	RHTO_01641		2.2655931792640382e-07
M7WVZ9	RHTO_01015		
M7XMY0	RHTO_01608	9.468379838354158e-07	1.093938208469639e-06
M7WWH7	RHTO_00735		3.524826485829581e-08
M7X4R8	RHTO_03049	2.848243234158303e-07	3.007670081807226e-07
M7WI85	RHTO_03736		3.298670691853128e-07
M7X1U9	RHTO_06275		2.7469769172548343e-07
M7WY30	RHTO_08088		1.3041305085359005e-07
M7WYM6	RHTO_07523		7.26184719982568e-08
M7X5V6	RHTO_05431		9.252266248294091e-08
M7WTW7	RHTO_01781		
M7X238	RHTO_06385		1.1756458944066293e-07
M7XNY4	RHTO_00052	8.168787022352364e-09	7.91853794129792e-09
M7XY18	RHTO_02911		4.914564152500152e-08
M7WXQ8	RHTO_03125		
M7WPC2	RHTO_00671		4.9815792313801726e-08
M7WD99	RHTO_06415		1.0437291203173346e-06
M7WNI4	RHTO_04401	8.813493528344486e-09	9.96249742136879e-09
M7XZA9	RHTO_00086	3.4286338997157694e-08	3.186209927082009e-08
M7X680	RHTO_05126		
M7WUX2	RHTO_01518	5.309702282200633e-08	
M7XDT7	RHTO_06544	1.9207629713977197e-08	2.052467022983972e-08
M7X597	RHTO_05581		2.33534684894177e-08
M7XHX2	RHTO_07238	2.3618475812855566e-07	1.7218164853209031e-07
M7WK67	RHTO_02144	4.661745481871587e-08	
M7WQA8	RHTO_03868		
M7WUC2	RHTO_01550	9.16012852663388e-08	9.797980176884608e-08
M7WNT9	RHTO_04294	3.440183154380663e-08	4.953133236545512e-08
M7X3J6	RHTO_05081		1.5831892022703684e-07
M7WNB2	RHTO_04507		1.8345285133781544e-09
M7WV13	RHTO_04610		
M7XBM0	RHTO_02030	4.4264350847674567e-10	6.792617006392361e-09
M7X7D5	RHTO_00428		6.364022714672224e-08
M7XPL5	RHTO_00907		9.766585068712841e-08
M7X719	RHTO_04475		8.982490972971401e-08
M7X0S0	RHTO_06754	4.2175098816984636e-08	5.16814665773389e-08
M7XKI2	RHTO_06383	6.125052325824763e-08	3.770575039264868e-08
M7XSS5	RHTO_07600	3.773721623846218e-07	4.2453917567410216e-07
M7XBZ9	RHTO_01745		
M7WTX9	RHTO_01796	4.003070214755874e-09	2.437818867157152e-08
M7XNU1	RHTO_00012		2.0932586700500817e-08
M7X755	RHTO_04283	1.6222154943358714e-06	1.3714961363592636e-06
M7X798	RHTO_04324	1.7217495201791046e-07	1.6832339149925615e-07
M7XHM9	RHTO_07138	3.748384951929421e-09	4.050972538135443e-09
M7X4B1	RHTO_02676	1.333693038500377e-08	1.255959183097875e-08
M7X570	RHTO_03215	1.1197697757070439e-07	
M7X7Q0	RHTO_04214		2.077679661112288e-08
M7XAM6	RHTO_02395		7.310885498694823e-09
M7XZL4	RHTO_00191		9.613888966131695e-07
M7XLD4	RHTO_04869		
M7WUA5	RHTO_01530		4.468295050151831e-07
M7X236	RHTO_06380		1.9234329640793393e-08
M7WDD0	RHTO_05943		
M7X7C4	RHTO_00413	6.640266474119274e-08	7.83781774987365e-08
M7X0H3	RHTO_06840	9.273200010829552e-09	6.425521905112441e-09
M7WK99	RHTO_02289		3.697688415009837e-08
M7WFB4	RHTO_05280		4.943787632595339e-09
M7X652	RHTO_00003	4.236437799093644e-08	
M7WM94	RHTO_01687		
M7WUP7	RHTO_01423	1.317153627376668e-07	
M7WLU2	RHTO_05547	2.5215869489761355e-07	
M7X422	RHTO_02818	6.742436802144903e-09	1.5834914587666782e-08
M7WPB1	RHTO_00656		4.0307836088076266e-08
M7X3S8	RHTO_04915		2.383859337984448e-07
M7WME9	RHTO_05402	1.6038096666203364e-07	1.600550325484568e-07
M7XKE4	RHTO_02586		6.082823359276927e-08
M7WR24	RHTO_03561	8.864157815790165e-09	1.7577776325245453e-08
M7XE43	RHTO_01304		4.299471964319606e-07
M7XKD7	RHTO_06333	1.4210840935938482e-07	9.531885845388559e-08
M7XYF1	RHTO_03041		1.1725813338763176e-07
M7WMI2	RHTO_05437	4.667643956107164e-09	1.92565355630549e-09
M7XBF2	RHTO_01964		1.040519685445919e-08
M7WWG5	RHTO_02673	5.12230420263345e-08	4.525745600495167e-08
M7WTH5	RHTO_06931		1.1698474368381003e-07
M7X1G6	RHTO_07004	2.1606039139943836e-08	1.9738598044972926e-08
M7WUD2	RHTO_06196	1.8363913994177367e-08	1.7451231913876945e-08
M7X429	RHTO_05040	8.913692073904449e-10	5.612952853247029e-08
M7WLI1	RHTO_05489		
M7WTB9	RHTO_06861		5.553273882506527e-08
M7XPT4	RHTO_00362		2.3559755439534864e-07
M7X2S8	RHTO_04810	9.47348911019156e-08	8.260055461134532e-08
M7X370	RHTO_04739		
M7X6U1	RHTO_04400		1.7830689266517012e-07
M7XFG9	RHTO_05605		
M7WVM6	RHTO_01119		6.308730748161245e-09
M7XDT6	RHTO_01199		2.942202321314554e-07
M7WJU6	RHTO_06665		6.904785688192727e-09
M7X6N3	RHTO_04516	4.682086111227314e-07	
M7XV31	RHTO_06107		
M7WRP7	RHTO_02508	2.406675827689691e-07	2.6570442154620226e-07
M7XEC6	RHTO_00928		7.522744078601276e-08
M7WKD9	RHTO_06566	2.1962218778024942e-10	
M7X874	RHTO_03907		2.8750458581794754e-07
M7XFE5	RHTO_05575	4.430566837844013e-09	
M7XCZ0	RHTO_01714	1.0676135356263848e-07	1.1844192616467293e-08
M7WJU0	RHTO_06521	5.152962068706836e-08	7.57886230084884e-08
M7WPJ9	RHTO_04062		9.05825955792879e-08
M7XN88	RHTO_01718	4.843454734209972e-08	4.310403186267202e-08
M7X0Q4	RHTO_06940		1.5934891752166056e-08
M7XM87	RHTO_02755	2.1816912544725365e-07	1.583142525893805e-07
M7WP31	RHTO_04098		7.829927485701255e-08
M7XFB1	RHTO_05713	9.349314575264931e-08	9.460271049777004e-08
M7Y024	RHTO_00371		
M7X534	RHTO_02933		3.953379516890348e-08
M7X9F0	RHTO_03555	2.9211894289480335e-09	2.247648576705875e-09
M7WWX0	RHTO_01089		6.187526999950797e-09
M7X3Z6	RHTO_04995		8.796048560960376e-08
M7X5D3	RHTO_03013		1.3143386325067771e-08
M7X431	RHTO_05950	2.5006387271178204e-08	2.4932524792981253e-08
M7X6H9	RHTO_05201		5.102726984794485e-09
M7WUT3	RHTO_01473		5.168297187623379e-09
M7X3K9	RHTO_06596	2.584548991647403e-08	1.9909303548984212e-08
M7WQQ8	RHTO_03330		3.3820787978374207e-09
M7WI15	RHTO_03661		3.55532685678404e-08
M7WV72	RHTO_01206		1.3205248416122026e-08
M7XQI7	RHTO_00752		6.349778145741799e-08
M7WRP2	RHTO_07559	1.4059918642822236e-07	
M7X8F9	RHTO_03998		
M7WVX9	RHTO_01225	1.0069434605045206e-08	7.294675944371265e-09
M7XKA1	RHTO_02546	8.606878304297829e-08	7.343963877728939e-08
M7WPQ4	RHTO_00806		5.7180868622961755e-08
M7X2N8	RHTO_06369		3.2021191411649804e-08
M7XQQ3	RHTO_00827		1.7466936020678545e-08
M7WN39	RHTO_05182	2.0933697621334692e-08	2.6599752295729206e-08
M7X4Z9	RHTO_03139	2.2349545180969458e-08	1.803375798923712e-08
M7XTQ6	RHTO_07347		
M7WY94	RHTO_07403	1.1642136835815427e-07	6.385611361393827e-08
M7WL39	RHTO_02073		
M7WWQ6	RHTO_02774	6.774578501507206e-08	4.232358925187573e-08
M7X3R2	RHTO_06499		
M7X3A3	RHTO_04769		2.806623466030406e-08
M7WF93	RHTO_05260	1.2528790640831152e-09	1.575316380731817e-09
M7WTX5	RHTO_01591		8.992872844051143e-08
M7XMA5	RHTO_02771		3.00242762431928e-07
M7WXB4	RHTO_02970	3.279093237849142e-08	3.184008153759791e-08
M7WHX9	RHTO_03625		2.039933649742698e-08
M7XU04	RHTO_06767	2.176700242745266e-07	3.713853617473895e-08
M7WT16	RHTO_02162		
M7XY34	RHTO_02931		
M7XJS1	RHTO_03332	2.5389855019967493e-08	2.76123723986993e-08
M7X528	RHTO_03170	2.8725034780771917e-08	2.9956398691290635e-08
M7X4V7	RHTO_03089	7.673188450875803e-07	8.381597886621436e-07
M7X7A3	RHTO_04329	1.7134719424339552e-08	1.5592243934402294e-08
M7WNC8	TRM5		4.07889901662161e-08
M7WQM0	RHTO_03714		2.7226661583076276e-08
M7XEZ9	RHTO_05786	3.5360949397942565e-08	
M7WGK5	RHTO_04342	4.8168412715010134e-08	1.5828270323551086e-08
M7X8P2	RHTO_03842		
M7WW17	RHTO_01260	1.2069414026889986e-07	1.2426870580190954e-07
M7WPA3	RHTO_00646	8.995820583061565e-09	9.61393394442041e-09
M7XS79	RHTO_07425	4.847976538719107e-08	4.845604427513323e-08
M7XD11	RHTO_01321		4.449682936629008e-09
M7WQM5	RHTO_03719	2.6018389789576984e-09	
M7WQS7	RHTO_03360	1.1226967660337016e-07	9.124634830417656e-08
M7WQA4	RHTO_03863		
M7WPK8	RHTO_00766	1.0276778451007863e-08	1.2362981776824286e-09
M7XGY3	RHTO_07476		3.91960392518191e-08
M7WSF0	RHTO_02416		2.1083049325974022e-09
M7WLC5	RHTO_05758		
M7X3G5	RHTO_04824		2.087323448559418e-07
M7WSL9	RHTO_01941		1.0656761347253238e-07
M7WUV4	RHTO_01498		1.6606142944231936e-08
M7XVN7	RHTO_06292		1.0726140115803516e-06
M7WNS1	RHTO_04274	4.084516549431743e-09	3.9152071469050166e-09
M7XPF1	RHTO_01308	6.107431203907634e-09	5.788870249255098e-09
M7WEJ9	RHTO_05584		8.381148760739064e-09
M7X6L8	RHTO_00143		8.647279955344156e-09
M7XZ28	RHTO_03297		
M7X6B0	RHTO_05151	3.908546201520593e-08	4.3913061119380586e-08
M7XRM8	RHTO_07743		9.712843706141417e-08
M7XH45	RHTO_07541		1.2432900538762558e-08
M7XM81	RHTO_02129	3.2703186461444145e-08	4.00173422455742e-08
M7WT89	RHTO_06826		
M7XJE2	RHTO_03509	4.326238549222548e-08	6.80275387959558e-08
M7WS62	RHTO_02334	4.945611231199589e-08	5.42254661541627e-08
M7X004	RHTO_07164	1.0091298297526477e-08	
M7WD07	RHTO_06553		9.982163647628666e-07
M7WXV8	RHTO_07786		3.007855544610048e-08
M7WTJ4	RHTO_01867		5.290915635404625e-08
M7XL01	RHTO_02449	2.726261109316961e-09	3.459832712814629e-09
M7XGQ8	RHTO_04490	6.47016019615315e-08	
M7WWM4	RHTO_00785		2.658489810730503e-07
M7WY84	RHTO_08148		
M7WX04	RHTO_07979		
M7WDQ9	RHTO_05804	2.230773835724018e-08	1.9283294687768938e-08
M7WQK5	RHTO_08155		
M7X591	RHTO_02968	3.17495319988114e-08	4.85945086217388e-08
M7XL62	RHTO_04798		9.307651403664409e-07
M7XNL4	RHTO_01405		4.007861672869811e-08
M7XH17	RHTO_04434		4.98159694302798e-08
M7XKI6	RHTO_06388	1.1127874681277934e-07	1.626244648236951e-07
M7WYV6	RHTO_00230		3.650028251238388e-08
M7XZV8	RHTO_00301		1.0225652275637935e-07
M7Y028	RHTO_00376		
M7XBY2	RHTO_02130	1.475557424686509e-08	8.935664184754595e-09
M7XWU2	RHTO_04898		
M7XN22	RHTO_03028	1.9674212615151606e-08	2.100874745537181e-08
M7WMS7	RHTO_05313	5.1276119066282965e-08	4.243187777825362e-08
M7XFU7	RHTO_08062	1.3413604258094922e-08	2.5171070691633454e-08
M7XDJ0	RHTO_01521		
M7X364	RHTO_06689	6.436414693704016e-09	4.4251532974255236e-09
M7WMY9	RHTO_04442	2.042028629252097e-08	1.5981374669204414e-08
M7WFI6	RHTO_05129		3.5236319230672235e-08
M7X9H5	RHTO_03595	4.813710981493237e-07	4.4909626276377084e-07
M7WNR6	RHTO_04221	1.0515957759057117e-08	4.0561775696081555e-09
M7WF64	RHTO_05439		2.6088500301939312e-08
M7XGN6	RHTO_05220		3.293442849186065e-08
M7WXN8	RHTO_07701	1.4825089378016209e-08	1.5527927776830154e-08
M7WT53	RHTO_01945		9.942600106984225e-09
M7WTX2	RHTO_01786		7.590006350698867e-08
M7Y0C4	RHTO_00461		1.1735975070841599e-07
M7XH78	RHTO_04282		
M7X1K7	RHTO_06195	9.952953825870001e-09	1.4552476140588331e-08
M7XNK5	RHTO_01395		1.646614107567623e-08
M7WVA4	RHTO_01241	5.1612082851435373e-08	
M7WMG6	RHTO_01349	3.7897705217297774e-08	2.2866319418066694e-08
M7WPJ4	RHTO_00751	5.020343136252692e-08	4.7633227961742e-08
M7XG24	RHTO_08142		
M7XEA7	RHTO_00908		1.4612848127751178e-09
M7WW05	RHTO_01250	5.906464674645117e-10	4.857307956956562e-10
