uniprot	Gene_names	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7X0Z1	RHTO_07040	1.2570455305249012e-06	9.779087106306347e-07	7.253747007510171e-07	6.967552149435629e-07	2.7208711853358706e-06	2.8580487580963437e-06	1.315719098337511e-06	1.1801298191002188e-06	5.194204184944867e-06	4.856094046530209e-06	1.0958326763803202e-06	8.541734002167554e-07
M7WQ42	RHTO_03705	6.361428883459691e-06	6.983455022819654e-06	3.3170697214276218e-06	3.5670509353224965e-06	6.050872356506915e-06	5.109102939350994e-06	2.294642439910182e-06	1.9870281940971447e-06	1.0385005861878369e-05	1.0133169348091027e-05	4.745330918806349e-06	4.201625894060362e-06
M7X9Y7	RHTO_02497	2.0623190622302312e-06	2.2537740671222357e-06	2.850158362339475e-06	2.4585321218977704e-06	2.0781080468985938e-06	2.344151523747733e-06	2.192746199079654e-06	1.7640929188287657e-06	6.369233440048937e-06	6.118717504844491e-06	3.836783935268657e-06	3.7682767210376563e-06
M7WUJ6	RHTO_01625	8.384312308488625e-07	8.348502917324427e-07	3.706173528509634e-07	2.3749220134238526e-07	2.8669581857169673e-06	3.563716105905452e-06	1.7780021118436417e-06	1.468843241762334e-06	8.756176409610205e-07	9.724708459029066e-07	2.661082721401961e-07	2.3658457991292386e-07
M7XYF6	RHTO_03046	9.60959451299278e-07	5.960174848718279e-07	1.0085556881797658e-06	1.1003121468870585e-06	5.169658607110396e-06	5.218786654562652e-06	2.668917110967609e-06	2.619400205759268e-06	2.821936034753262e-06	2.648835859704985e-06	1.758325548123076e-06	1.4118530083210492e-06
M7XIR7	RHTO_06818	1.9500461178277645e-06	1.4695167503762587e-06	1.3722138282301432e-06	1.390932308089016e-06	1.4628039554657098e-06	1.5661826904563575e-06	1.1151853192075734e-06	1.0872050111078082e-06	2.583824100741194e-06	2.401412026061228e-06	1.2120054006738358e-06	1.0814599640999012e-06
M7XP32	RHTO_01168	1.4384450131849507e-06	1.7810588880430343e-06	1.634094532439939e-06	1.5521474511167055e-06	5.297371375218767e-06	5.332378700285637e-06	3.6768542897041567e-06	3.3642837979678145e-06	6.864946550442356e-06	6.067273815287112e-06	3.6595158094435542e-06	2.7780287694379757e-06
M7WP10	RHTO_04073	2.6455697749112537e-06	3.3311552158907473e-06	2.2253511697398288e-06	2.29699865518313e-06	1.3565494280215767e-06	1.5086507563907782e-06	1.5237906194154215e-06	1.3663442531626027e-06	3.815066475186732e-06	3.276878975633591e-06	2.683298862496261e-06	2.1936722310023975e-06
M7XDY4	RHTO_06528	6.236396056128599e-06	7.121518006828809e-06	2.9056273491519088e-06	2.9547845047101645e-06	3.1438823368560792e-06	3.2381900441508295e-06	2.6724517103678658e-06	2.353365012045923e-06	5.16052731887906e-06	5.193873495953208e-06	2.738115646439652e-06	2.1290203325813864e-06
M7XJK1	RHTO_06073	2.6944641816469796e-06	2.242564752233982e-06	2.701556023627382e-06	2.7593412181062025e-06	2.794020066209477e-06	2.8016564403622626e-06	1.8259170099164654e-06	1.6515694313297471e-06	5.361809842513089e-06	5.334455265347691e-06	3.4291445434649824e-06	3.2069325894997754e-06
M7XLP5	RHTO_04994	2.7133130982554255e-06	3.051303575045094e-06	2.3548211910130644e-06	2.1795630366829576e-06	1.208169453980524e-06	1.44617402003854e-06	1.1609353721376462e-06	1.0018914350084725e-06	2.035230853213316e-06	2.211151054138125e-06	2.5182824525117023e-06	1.9461280679794095e-06
M7XGH5	RHTO_07844	1.266496006307752e-05	1.6187408300342727e-05	4.870964149323569e-06	4.085371353830634e-06	2.3808905851225987e-06	2.9887520439272324e-06	3.0567568779033867e-06	3.1991601554585203e-06	1.8409320311883806e-06	1.9029568326769438e-06	2.025469234487478e-06	1.9000166728308209e-06
M7X688	RHTO_00279	3.283271756897608e-06	3.84062550502438e-06	1.4764972497040343e-06	1.4709600111707115e-06	2.9693877006514443e-06	3.103260090647833e-06	1.5868977294417164e-06	1.4360475122053905e-06	7.086597420562763e-06	6.423767853415771e-06	1.6755924644175623e-06	1.2982145868906497e-06
M7WWH0	RHTO_00949	5.747217274493734e-06	7.102643350393259e-06	6.103926712692484e-06	2.7354796727063944e-06	4.1342227616768225e-07	4.723842384947501e-07	2.849310516375554e-07	2.530323751359304e-07	3.380099410615735e-07	3.2673019337191944e-07	1.722393103926606e-07	1.6236893221402464e-07
M7X2K8	RHTO_06329				2.453892511378641e-06	2.728446027243897e-06	2.8175436237020756e-06					2.700530918316687e-06	2.8239959797804645e-06
M7XZD3	RHTO_00111	2.9196756825996196e-06	3.194146154602319e-06	1.444927362746817e-06	1.2247862143387368e-06	1.4540000899750941e-06	1.4723385704159258e-06	9.74308386123966e-07	8.615093436471548e-07	3.4142383094600865e-06	2.9524994189858014e-06	1.45777695353775e-06	1.098860146035235e-06
M7WMF3	RHTO_05407	5.6288017610688495e-06	6.530668248842414e-06	2.6982619659591476e-06	2.3921498223475635e-06	8.603510716078403e-06	9.884770071775566e-06	6.535074097002847e-06	6.357421527914772e-06	6.540360929700522e-06	6.255477699071399e-06	3.432603561798585e-06	3.1362839485590665e-06
M7WRA8	RHTO_07434	1.4249274527966772e-06	1.3553364136744805e-06	2.0238293842654426e-06	2.1767567083855822e-06	1.133726863531382e-06	1.2417647729316433e-06	7.364629437897704e-07	7.592134281622096e-07	5.201535285688731e-07	1.2781647086822416e-06	1.6318565762576685e-06	1.0008874272602715e-06
M7XM07	RHTO_02079	1.719724902291764e-06	1.441462252515425e-06	7.749242561451839e-07	8.619478905320846e-07	3.3072642251567886e-06	3.2584374071957983e-06	1.2628957407275768e-06	1.3026382461587347e-06	8.178169531061056e-06	7.244746449172177e-06	1.8119347667517715e-06	1.4632791131180418e-06
M7WX81	RHTO_00749	1.9110956207574495e-06	2.1750554719985206e-06	1.391892270588071e-06	1.223082313347631e-06	1.426712724404062e-06	1.5466008621703897e-06	1.1079364965112615e-06	1.1144185518924946e-06	2.936629656846553e-06	3.2884275868960923e-06	1.7740664378137109e-06	1.4778560784009606e-06
M7WM06	RHTO_05244	2.45877282003974e-06	2.9773964257082344e-06	1.5107638582673373e-06	1.8620074096033107e-06	2.1922189337668824e-06	2.5178536316922873e-06	2.3567077045364156e-06	2.446444314114309e-06	3.046049040605668e-06	2.7185694413532133e-06	2.7184427746706036e-06	2.2797062155558274e-06
M7WSE0	RHTO_02328	3.493874377111273e-06	3.944154519559024e-06	1.6831368704714434e-06	1.500929943971452e-06	2.8581972935866955e-06	3.2810230423776365e-06	2.092572041150898e-06	1.801639399019588e-06	1.0867963180092243e-05	4.514808638856794e-06	2.1798996889498515e-06	1.787508023951951e-06
M7WF78	RHTO_05245	2.706007615751227e-06	2.620190902941536e-06	1.4350181996810815e-06	1.096855743724166e-06	1.5719221813850055e-06	1.6100261034474292e-06	9.819096457161513e-07	8.866471803989358e-07	3.4116055192611753e-06	3.117815188734316e-06	1.294142597270042e-06	1.2362225009389354e-06
M7WZ88	RHTO_00385	1.5643581951590372e-07	1.7635120163287398e-07	1.1026369686772561e-07	9.490709380696761e-08	8.059771337009849e-07	1.0471241417523435e-06	1.497662240026447e-06	1.3586572214739039e-06	1.3937362913125235e-07	1.317133948713354e-07	3.7575302879005827e-07	4.310217735683876e-07
M7WDP6	RHTO_05934	2.9466528476109583e-06	2.8736318579538584e-06	1.5056404448590513e-06	1.586677737817976e-06	4.410056620510621e-06	5.618670549475047e-06	3.1433733163567254e-06	2.7267308905995275e-06	4.979554248468782e-06	4.672280577346308e-06	2.3934150881966454e-06	2.0113528962923214e-06
M7WTD9	RHTO_06886	2.263398948365825e-06	2.415888178816213e-06	8.013945186369167e-07	8.375330423945271e-07	1.4961401464184939e-06	1.45277876300577e-06	8.861767697271111e-07	7.56227566358836e-07	2.710951905096904e-06	2.5188992140747443e-06	8.785868834234773e-07	7.517456353471734e-07
M7XKV3	RHTO_02384	1.2865326134593031e-06	1.3703058705120356e-06	4.350873162017493e-06	4.132705685750383e-06	2.8235218816219113e-06	3.25409311179196e-06	2.376787145468928e-06	2.310055559500226e-06	3.5351075792874384e-06	4.4041116623322445e-06	4.295150109945136e-06	3.451907637716967e-06
M7WVT6	RHTO_00950	4.825642111668285e-06	4.9491315685512125e-06	1.4171456196508486e-06	1.3534814765919951e-06	7.651855792852221e-07	7.560094991196713e-07	4.309065897774262e-07	4.110979145297978e-07	8.787831993737891e-07	8.960998800173001e-07	4.990876183593868e-07	4.3922142899676913e-07
M7WTL0	RHTO_06976	3.1503407125266627e-06	4.1001459909265805e-06	1.4427562642365218e-06	1.3552586420244315e-06	2.1839094521114436e-06	2.3538556322444766e-06	1.1881578053736168e-06	1.0406869310439966e-06	3.759993252359716e-06	3.5935781538668214e-06	1.2701258162946586e-06	1.0480964168991402e-06
M7X9N1	RHTO_03348	2.9000033009945364e-06	2.4950415171193562e-06	1.0572657323833908e-06	1.0206894495558113e-06	3.3226342225915322e-06	3.3986500702482612e-06	1.8539079935690984e-06	1.5947283796292719e-06	2.5416374683744334e-06	2.5074914382475244e-06	1.5180675541402286e-06	1.2907785477400148e-06
M7WD74	RHTO_06480	1.0992908201341784e-06	1.1273835768089774e-06	1.0195362765411812e-06	9.41159294245063e-07	9.784056182357448e-07	1.0806788892606154e-06	8.149660105725896e-07	7.785418585286105e-07	1.4941843620442707e-06	1.505117541877283e-06	1.2531439925458255e-06	1.023471948809548e-06
M7WE51	RHTO_05627	3.8057222983519256e-08	2.0973917147898735e-07	1.8621058419410067e-07	1.5936142991139706e-07		1.4645738439202748e-07	2.4087127908836273e-07	4.3696983770367306e-07	9.096320129455083e-07	5.848305286877318e-07	3.5007200553680245e-07	2.5337986857308757e-07
M7XEG0	RHTO_05920	3.6888709383312816e-06	4.493242916661883e-06	2.080431114170584e-06	1.6022015012444411e-06	5.361642806576898e-06	5.6520104428329635e-06	2.4105631769203022e-06	2.016424676281713e-06	1.0843077499468835e-05	1.133929178384438e-05	2.4291792416810784e-06	1.9692805313668052e-06
M7WTH2	RHTO_06926	2.3336452366259707e-06	2.9613685256804396e-06	2.2181796108050444e-06	2.1680693847121166e-06	1.4739998623894945e-06	1.608193239707468e-06	1.1770697834115776e-06	1.0367887786119656e-06	1.1692452671892536e-06	1.1043143216101692e-06	1.9388304301635223e-06	1.6209544266704265e-06
M7XPV9	RHTO_00392	7.986385751126275e-07	7.168540140630151e-07	5.349606158433178e-07	5.089666631930995e-07	9.78513663055351e-07	1.1438607829321587e-06	8.562086014541091e-07	8.00003787754279e-07	1.352747796600433e-06	1.3960586802130168e-06	6.802629414209704e-07	5.325841003149008e-07
M7XTU8	RHTO_06717		1.5921586034100474e-06	1.497451446463354e-06	8.638292840867193e-07	5.3265566113869266e-06	5.387295193770897e-06	3.9760724120097115e-06	3.310191780732731e-06	3.128638083065175e-06		1.2024376834934447e-06	1.0226541146339488e-06
M7Y0T1	RHTO_00606	2.516081604671173e-07	2.912896796553688e-07	3.400455953767676e-07	4.953989023117284e-08							4.675609737626395e-08	
M7XSX2	RHTO_07665	1.493572516346783e-06	1.589616018131935e-06	5.717626116714802e-07	5.512821145506386e-07	1.321448871167497e-06	1.481563696139306e-06	1.1302404390401564e-06	1.0057280632656484e-06	7.766844118480099e-07	7.333164039328237e-07	4.369407383891584e-07	3.420047656646324e-07
M7X4A9	RHTO_05896	1.8832478430261323e-06	1.4530087588584216e-06	9.293528474088217e-07	9.252099531153402e-07	1.80106047228932e-06	1.6435283394449568e-06	9.096250142942884e-07	7.567941302472915e-07	3.912980184271128e-06	3.4904906218848657e-06	1.0251953413267306e-06	8.154740868579068e-07
M7XIT2	RHTO_03621	1.681377522809724e-06	1.3018779755930726e-06	6.248494163060972e-07	5.561682000501988e-07	1.19363825774965e-06	1.2842425863567836e-06	6.214391145062109e-07	5.579826112396812e-07	2.12473636537966e-06	2.0685214704002785e-06	6.385850793440525e-07	4.870466054734284e-07
M7WYK3	RHTO_07503	5.066785460550649e-06	6.4596101402638574e-06		3.946904462377299e-06	5.045637621253637e-06	5.437358955501057e-06	3.5862056205460916e-06	4.0171172331864965e-06	5.97647082076051e-06	6.462754077379084e-06	7.898629147391687e-06	6.517058340186067e-06
M7WT46	RHTO_02102	3.1492308604272968e-06	3.752929905674958e-06	2.0976795006858125e-06	2.399683801541993e-06	2.203013744785384e-06	2.251757563631067e-06	1.7923938935246706e-06	1.869175489534534e-06	5.378413879490323e-06	4.4100412528536265e-06	4.3601433905840775e-06	3.825764708858988e-06
M7WX06	RHTO_02880	9.767942516848892e-07	7.758739802345028e-07	7.121175386439457e-07	6.231632360476322e-07	9.392506766309153e-07	1.0391531954235377e-06	6.530529424092513e-07	5.421657069385689e-07	1.700478363708042e-06	1.7282089036705846e-06	7.157571582601644e-07	5.983901886708506e-07
M7WQR0	RHTO_07747	3.5672277572346316e-07	5.763247461871526e-07	2.2394280487787007e-07	2.874674217588559e-07	1.9152169769193717e-06	1.8075927812874936e-06	1.822086791082065e-06	1.1235063657870675e-06	2.0833285040370993e-06	1.9536416078292402e-06	1.0217614668662639e-06	8.981681819452277e-07
M7XJK5	RHTO_03579	1.9100991921457843e-06	2.2900099078076617e-06	1.0319537327480016e-06	9.345433934674778e-07	1.8424980606774407e-06	2.0600797837546327e-06	1.0565665603605893e-06	1.0795500333271632e-06	3.3604377774265863e-06	3.1618008498454998e-06	1.1159872482506657e-06	8.909170601827404e-07
M7XPA1	RHTO_00152	2.6541673989147126e-06	2.899035716344131e-06	8.061004132542033e-07	8.053931258645558e-07	1.4473884172060407e-06	1.5082315026119925e-06	8.978422774364224e-07	7.126324000318792e-07	3.10471190543304e-06	2.9677630597035224e-06	8.349883752793635e-07	6.11710035829182e-07
M7X0J8	RHTO_06870	2.465099107650631e-06	3.1746006414165566e-06	1.512316527726182e-06	1.4736210580971152e-06	1.7954673516113717e-06	1.8588571663942982e-06	1.2468130906546696e-06	1.1721919982879774e-06	3.0802524451854597e-06	3.12720008476857e-06	1.6216732418522952e-06	1.2040154689210181e-06
M7WMN7	RHTO_01414	4.038648927768695e-06	4.0559381102945675e-06	5.6255293589269214e-06	6.07534032722377e-06	4.590141762314173e-06	4.828503481758201e-06	4.407448299452952e-06	4.45169881983081e-06	9.647192088812033e-06	8.207030467348726e-06	6.0280654521491265e-06	4.955287373104198e-06
M7WW40	RHTO_01050	1.4474549596823832e-06	1.2491213892555255e-06	6.544121838382009e-07	6.064674705490169e-07	7.49818402448808e-07	7.36270290987558e-07	4.779202605422764e-07	4.4656874100405103e-07	1.764397199358871e-06	1.856001597971329e-06	7.573719597994431e-07	5.477805534556024e-07
M7WS73	RHTO_07151	3.680710948059701e-06	3.6131550217930657e-06	5.702080667391063e-06	5.188534907731276e-06	6.947441767151506e-06	7.308100303821085e-06	3.6735252406812806e-06	3.418667829373252e-06	1.2963934311315212e-05	1.2737843941786447e-05	6.029619947268428e-06	5.110733288392097e-06
M7XM95	RHTO_01739	1.0657378763690476e-06	1.532365892054105e-06	7.226152681601815e-07	7.223306026942046e-07	1.81485107920162e-06	1.7851990462185326e-06	1.0027621655132656e-06	8.662734841423289e-07	2.8725375584182578e-06	3.1109436888445293e-06	1.047808520013835e-06	8.650644973821582e-07
M7XID0	RHTO_03952	2.7078799502308515e-06	2.7157930819940826e-06	9.506575450773325e-07	8.754752917534198e-07	1.1056454550984833e-06	1.2205484947923072e-06	7.338788796332081e-07	6.975149175936495e-07	2.33529196789585e-06	2.308549633197429e-06	8.727889080872079e-07	6.71564615519364e-07
M7WZJ7	RHTO_07250	3.774007056027037e-06	3.913991528609589e-06	1.990983558066224e-06	1.9671760243046933e-06	2.4058298344860156e-06	2.541239197153956e-06	1.8504882951074888e-06	1.7555457682400743e-06	5.006597406161266e-06	4.701703875335653e-06	2.377463605771542e-06	2.01105426145993e-06
M7X568	RHTO_05541	1.5259997819610802e-06	1.928440949389181e-06	1.5275682599705167e-06	1.1070727159137942e-06	6.276628398927545e-07	7.97540669059463e-07	1.24966256552349e-06	1.3469446851783605e-06	9.091036235342507e-07	8.016323648326534e-07	1.2731105405080013e-06	1.383369333671676e-06
M7XIZ1	RHTO_06913	7.910298968012597e-07	7.359125872000073e-07	3.646546646813326e-07	3.1997697313681114e-07	1.2937623730385965e-06	1.370196692194382e-06	1.1921544529900578e-06	1.0270752917454563e-06	7.050627594576896e-07	7.185145018019072e-07	4.178938759444339e-07	3.455991391897387e-07
M7XNS3	RHTO_01470	1.9181157017736274e-06	2.1017617113225074e-06	4.7284600688767927e-07	4.477454293479538e-07	2.9583041097157353e-06	3.3610100871047534e-06	1.4125376451986001e-06	1.3139921800116656e-06	4.111310755613106e-06	3.7906771303204794e-06	8.575477139485163e-07	6.83958753372293e-07
M7WXK0	RHTO_08139	2.1648949819484547e-06	1.9789943663244794e-06	1.1331753595561158e-06	1.0009836200256269e-06	1.5395150585623882e-06	1.679872016136521e-06	9.772689014525925e-07	9.252922196307778e-07	3.2021930059067864e-06	3.0087172547833757e-06	1.0766718408543785e-06	8.6192779168871e-07
M7XNP4	RHTO_01440	4.911400096225265e-06	3.8543160837679545e-06	2.1809793067500973e-06	2.352285596103252e-06	4.145575321056802e-06	4.462410275994707e-06	2.7139374702199644e-06	1.9283015950584434e-06	3.6802212002911817e-06	3.496710639149182e-06	2.5352484377889944e-06	2.346063974632952e-06
M7XLK7	RHTO_04939	8.072101318065131e-07	8.097497633041142e-07	4.916878146792308e-07	4.747402229540649e-07	8.055478069412215e-07	9.96202533113182e-07	7.114064392227305e-07	7.107928509806687e-07	1.6354299310148507e-06	1.586115742202026e-06	7.997556076515848e-07	6.505731940261087e-07
M7WKH8	RHTO_06458		1.5917739362206416e-06	2.4262478406401393e-06	2.510762140738352e-06	3.8970505702481395e-06	4.381266041853171e-06	3.1544062443501135e-06	3.0699688331952235e-06	3.5540834484369674e-06	3.478357931995684e-06	3.701936041864858e-06	3.334868131326285e-06
M7XIR2	RHTO_03866	3.7864763059944705e-06	4.2993313212746946e-06	1.9648216090756262e-06	1.890353595649984e-06	5.051408012206804e-06	5.8606550796565165e-06	4.637610817767484e-06	4.8378574794821476e-06	4.867244029166997e-06	4.528379517566011e-06	4.38011024167492e-06	4.12080922365086e-06
M7XZ45	RHTO_00011	2.5537623254205896e-06	3.573035652306683e-06	2.2753536157949953e-06	2.6382550914133987e-06	2.5288942616088184e-06	3.074753772627505e-06	2.0937189613660093e-06	1.9449277644636105e-06	5.73410988332521e-06	6.871815371864489e-06	3.410757927877883e-06	2.5799436000557554e-06
M7WZU3	RHTO_00590	3.378094344448725e-06	1.96841282744898e-06	2.1843472157387663e-06	2.3213804755044707e-06	2.5085540613466352e-06	2.486222065499123e-06	1.7797773822163256e-06	1.6203546141279042e-06	5.328019821111436e-06	5.010011233979623e-06	2.7279331487842557e-06	2.805748533216931e-06
M7XMM8	RHTO_02882		6.635801188631732e-06		4.7238302856932355e-06	3.7439653781178804e-06	4.304179810082425e-06	3.448168117390631e-06	3.5939983342265698e-06			6.0318742825906965e-06	4.887799248322425e-06
M7XW60	RHTO_04662	3.4894725679532254e-06	1.767650309238791e-06	2.5174208012071603e-06	2.2937366937300685e-06	2.2612458683727445e-06	2.5531368520317756e-06	2.1334152281398065e-06	2.0868867772051743e-06	4.498719588433119e-06	3.831106501760592e-06	2.7092686962868943e-06	2.2153518555691083e-06
M7XW21	RHTO_04622	1.7917953920280204e-06	2.258037880487471e-06	1.0528879645171217e-06	1.1431662464791908e-06	1.2493049530340165e-06	1.3350081209910988e-06	8.947535275428052e-07	7.973687179131434e-07	3.5201277250918235e-06	3.2313553086899776e-06	1.3985449381968244e-06	1.0867304706165304e-06
M7XEY4	RHTO_00673	1.1583347053200387e-06	1.4973330467773154e-06	1.2363906274140178e-06	1.232996562700887e-06	6.171973329361074e-07	8.7050078094394e-07	1.1676780705115898e-06	1.1189638711832174e-06	1.9166257060715077e-06	1.8054824303362978e-06	1.7109042298892078e-06	1.4006863930178286e-06
M7XHA1	RHTO_07576	1.0411261542624395e-06	8.858825668308812e-07	1.2186210750125342e-06	1.330070870226951e-06	2.5650436347286687e-06	2.763966086758587e-06	2.056200604271965e-06	2.1746153896078234e-06	2.244493911705509e-06	2.2870825881532613e-06	1.8429770533725501e-06	1.4875513634676914e-06
M7WLP6	RHTO_05680	2.2569912736790373e-06	2.065808867002044e-06	6.810870849711909e-07	6.750246505812328e-07	1.9409965829726757e-06	2.114082061107907e-06	1.4327671698701316e-06	1.2084552103555591e-06	1.2241679291300972e-06	1.3102831049015784e-06	7.821288925765469e-07	6.473082473662184e-07
M7WGQ1	RHTO_04152	4.5067255543405705e-06	5.241995917050431e-06	1.387670887731981e-06	1.651675818217486e-06	4.271829953983735e-06	4.91481188215675e-06	4.1512581853271874e-06	3.448330985617995e-06	5.0675006124949e-06	4.40887920485826e-06	1.6078379824686036e-06	1.6647207903753632e-06
M7X825	RHTO_04091	2.303312003459511e-06	2.155885753379456e-06	2.0834024355998106e-06	1.9942334085502787e-06	1.6118867460275556e-06	1.7895027911419674e-06	1.723161003356828e-06	1.551206493557886e-06	3.1832929570374603e-06	2.8635710014322707e-06	3.1847451857203525e-06	2.6936458350564106e-06
M7WPK3	RHTO_04067	1.7856183573711485e-06	1.4440633354650867e-06	5.86796747763743e-07	5.508021099266235e-07	1.0441887432066132e-06	1.0087444913432068e-06	5.925754223872554e-07	5.207670550382488e-07	2.213045378649223e-06	2.2352396447242517e-06	5.589148080919689e-07	4.2717317001302074e-07
M7X4W9	RHTO_03104	2.1221458638895955e-06	2.278041842391923e-06	1.0347182237954319e-06	9.571833049108174e-07	1.2356276843301895e-06	1.2191334798259792e-06	9.839964493567497e-07	8.540677091408917e-07	2.131883400235529e-06	1.8225328989254523e-06	1.0251483702744512e-06	7.6878371948114e-07
M7XCF7	RHTO_01920	4.829006988087356e-07	2.5661315862861077e-07		2.4019574231320764e-07	8.309863453758572e-07	8.736512282745637e-07	6.56196427160707e-07	5.130587249245149e-07	2.0030317639355062e-06	1.829121353956787e-06	3.405311855491229e-07	3.053026423967713e-07
M7X3T8	RHTO_06452		1.9718729477533908e-07	5.819894449048575e-08	5.278978514323018e-08	6.001006819701378e-08	1.3839238602756283e-07	6.47277733270126e-07	6.225240334938859e-07	3.012014194458954e-08	3.581421193126893e-08	1.9950780952248217e-07	5.269337871721315e-07
M7X4M7	RHTO_02797	4.646796361748156e-07	4.876020563388318e-07	1.938252287714691e-07	2.2964314557785624e-07	2.680314211837853e-07	2.9363979075679435e-07	2.2774518513482288e-07	1.855191858715004e-07	5.461828752003968e-07	5.162145296252497e-07	1.9973865242077153e-07	1.7192748590736516e-07
M7XY51	RHTO_02946	1.7715247044061675e-06	2.0236443959120997e-06	1.0655071069836904e-06	8.84006031307563e-07	1.1881693884555602e-06	1.2901512860361474e-06	1.3694701480219169e-06	1.0648399421619976e-06	2.551355161562743e-06	2.6195516368098963e-06	1.2706226763783352e-06	1.119160691398393e-06
M7WPT6	RHTO_03919	2.5757270331464735e-06	2.200619528968858e-06	1.5210535251154963e-06	1.3477662024804013e-06	1.7184770743516872e-06	2.0682393240338532e-06	1.5565028423670456e-06	1.5278578434863753e-06	2.5992321289924415e-06	2.4802465128745426e-06	1.6942908436373306e-06	1.3912187642062576e-06
M7XM82	RHTO_02750	6.586113830325258e-06	8.031038410290898e-06	4.929781263339736e-06	4.53439765229726e-06	8.559237046908692e-06	8.35682694283796e-06	3.546688918194611e-06	3.413238482817335e-06	1.71183858827916e-05	1.697944485569217e-05	6.117886687243242e-06	5.03150816295218e-06
M7X473	RHTO_05090	2.1660711606556038e-07	1.9023412335290868e-07	5.409512282956158e-08	5.628951766486506e-08	9.513600616125914e-07	9.183958828471546e-07	4.3452339971959917e-07	2.87630600647703e-07	5.997300173399788e-07	5.720818743815559e-07	1.3023521297722054e-07	1.1059374109967623e-07
M7XS31	RHTO_07904	1.0367539102824474e-06	7.743638541987932e-07	6.151952229499996e-07	5.911228712270582e-07	1.3852928944013352e-06	1.377564468943525e-06	7.178472470738856e-07	6.924147028682383e-07	2.783591242516124e-06	2.551570164533784e-06	7.327152810847292e-07	6.634178476053714e-07
M7XHN3	RHTO_04193	3.3064620722310038e-06	3.611430922740486e-06	1.584062642140118e-06	1.301771767507275e-06	2.130095095677395e-06	2.2985914409872328e-06	1.4607163486767976e-06	1.4341547972424234e-06	5.716133854216972e-06	5.261842466910801e-06	2.311389110375258e-06	1.9457691969089885e-06
M7XHQ6	RHTO_04213	1.8939135172490999e-06	1.7563024466846351e-06	6.765236126550863e-07	6.292799431390164e-07	1.5212605366291375e-06	1.536292921320495e-06	7.683927755071117e-07	6.519965664265627e-07	3.986275575486858e-06	3.3182171453465094e-06	8.493494840576106e-07	6.284505423427485e-07
M7X0P4	RHTO_06925	4.906006215620529e-07	5.264126383905054e-07	2.9106403897421986e-07	2.3110189285595322e-07	9.851211978028028e-07	1.2344841420357156e-06	8.253547084219757e-07	6.482924221168152e-07	1.4203021207872306e-06	1.294228465039764e-06	3.2876893965944603e-07	2.916459467567616e-07
M7XHL4	RHTO_04178	1.5896141615504272e-06	1.4023468438037607e-06	9.22534057653612e-07	9.441874837249505e-07	1.0444141165805905e-06	1.1205254941152978e-06	7.450125529390032e-07	6.571682161962491e-07	1.8711617651910808e-06	1.767438466830176e-06	8.227213620632429e-07	7.455061885981485e-07
M7WUZ9	RHTO_04595	2.771910184090926e-06	2.985990999719913e-06	1.7468848131442582e-06	1.659514961636968e-06	3.751979333228285e-06	4.217135135201486e-06	2.900285882578025e-06	2.967033711089504e-06	5.144724161236744e-06	4.903456855163973e-06	2.828216357127669e-06	2.3944647210981744e-06
M7WRC4	RHTO_07449	2.0758891562858988e-07	1.6715468600646889e-07	6.478576591864061e-08	6.493344156033289e-08	4.2926176741765195e-08	2.1366942466501278e-07	3.4597454255661455e-07	3.34890246499081e-07	4.224405941692417e-08	4.819665233981757e-08	3.030565960495302e-07	3.0341864644575105e-07
M7WSY9	RHTO_02273	4.3975045472656036e-07	4.016101365802166e-07	5.127965636316872e-07	5.149353940788969e-07	5.873567794277114e-07	5.789088359191911e-07	4.844234876761237e-07	4.6109654387125383e-07	8.360288157947624e-07	7.778348256546725e-07	6.662937263512008e-07	5.629449477600237e-07
M7XUJ6	RHTO_06972		5.232982946034011e-07		7.525676202880653e-07	6.016496229667864e-06	6.487505445897977e-06	3.992627856311965e-06	3.803131857846218e-06			1.95797100060924e-06	1.8718477597881088e-06
M7XDC5	RHTO_06642	4.03202924798937e-07	2.218215045235902e-06	1.3619753529238004e-06	1.143741601357313e-06	1.3190822893846498e-06	1.3226845155597163e-06	1.0210374410777157e-06	8.389140955123295e-07	3.4930572954310964e-06	3.3091737711725993e-06	1.1707405057300509e-06	1.0421696935305721e-06
M7WU19	RHTO_01841	2.1237559949953947e-06	2.2656547402563947e-06	1.615548956888427e-06	1.6930586159525972e-06	1.323174721375292e-06	1.678130984824754e-06	1.153853413598673e-06	1.0287415066443693e-06	2.5552644781720388e-06	2.6603918958403498e-06	2.346510385124706e-06	2.027724950337594e-06
M7XU58	RHTO_06807	2.7178928901758975e-06	2.3269881848981944e-06	7.990072266254713e-07	7.707547011510669e-07	1.204729416189322e-06	1.19883506300426e-06	6.79606243543115e-07	5.34906524317794e-07	2.357696274577853e-06	2.3440650942929573e-06	6.021328493850698e-07	5.5035733209769e-07
M7WM03	RHTO_01597	1.1694075713470813e-06	1.191136813849149e-06	5.053191677664852e-07	4.938645185322974e-07	9.926523983689328e-07	1.318069375009965e-06	9.659091973169036e-07	9.423380545114645e-07	1.1946995702071232e-06	1.1943087514108809e-06	5.601318015643443e-07	4.505492851883242e-07
