uniprot	Gene_names	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7WP67	RHTO_01076	4.348624165290165e-08	1.0164199221425695e-07		3.7467968183758396e-08	6.101479537086656e-08	9.030625355043542e-08	4.386583089143838e-08	3.1380086436581885e-08			3.777470010107074e-08	2.971652645590773e-08
M7WW52	RHTO_01065	5.810039789048874e-08	2.3711052493632918e-08	2.871132248513918e-08	3.001092303907427e-08	6.307006081646225e-08	5.061648910083987e-08	2.8904921997314444e-08	2.3391152176094847e-08	1.1573548793175496e-07	9.931198892480842e-08	1.8776329950127572e-08	2.3068625013272072e-08
M7XFR4	RHTO_05355	8.055394432368409e-08	5.625617179494337e-08	3.4806379676084214e-08	5.469686094145168e-08	7.636190450633085e-08	7.064360445784513e-08	4.1772102936270176e-08	3.522091787912038e-08	1.4125499281046717e-07	1.2872152924323792e-07	3.662511741854299e-08	3.933821102292908e-08
M7X6F0	RHTO_05176	3.2649268778984955e-07	3.474594986677546e-07		5.4866910831148256e-08	1.6672119265730705e-07	1.7196465401601565e-07		9.183150827836537e-08			8.101210895383919e-08	6.829569768166073e-08
M7WZ08	RHTO_00290		8.359923206421514e-07		1.2818899717637816e-06	6.72333793440178e-07	7.018623627616722e-07	3.141420382612084e-07	4.629345324523332e-07			3.449070822256175e-07	3.14660030476136e-07
M7WPB8	RHTO_00666	1.8162135454130953e-07	1.4758202697502854e-07		1.5346767868157332e-07		1.7336008074689357e-07		6.87458772637776e-08	2.3961004858431237e-07	1.839750423482904e-07	1.5871447732902257e-07	1.6186018394224895e-07
M7WLV7	RHTO_05562	2.8131537620554953e-07	3.2366093334348215e-07	1.3439932094620508e-07	1.699444703939853e-07	1.6281111567570413e-07	1.7023067159553424e-07	1.1177346699386696e-07	8.810169292176809e-08	1.9487709289252547e-07	2.876332919020624e-07		1.8726623193660612e-07
M7XZP5	RHTO_00236	1.2011045083630138e-07	1.2019923770139626e-07	3.7552328333667477e-08	4.4199391914266796e-08	1.0022468050001229e-07	1.0294631282000977e-07	7.34724603679821e-08	5.5414744750937325e-08	2.215047622662719e-07	2.227389789524088e-07	4.643938772789801e-08	3.962239822224012e-08
M7WLE1	RHTO_05613	2.637439787808268e-07	3.114968891215113e-07	1.5687275902610066e-07	1.4691689266363422e-07	9.615839811487765e-08	6.996784605193959e-08	3.7263874412796155e-08		5.449294182341653e-08	2.1214486451414202e-08	7.026900557668615e-08	4.336587844854624e-08
M7X3Y6	RHTO_06407		2.304246158913257e-07	3.241775735182926e-07	2.0291690771611543e-07	1.7379829896008082e-07	2.954777820512434e-08	8.591747407316362e-08	1.3686583701657762e-07	4.2197337403244223e-07	3.8466996449820836e-07	3.0561362718121166e-07	
M7WNN2	RHTO_00901	1.1649406060401975e-07	1.3825270284456288e-07	4.1950315927556286e-08	4.411191201462662e-08	5.7014529343486316e-08	6.724765948908761e-08	5.260451533968641e-08	3.7973105279073595e-08	8.247998386374524e-08	9.136951808553855e-08	4.90269572596271e-08	4.115790487615217e-08
M7WWC5	RHTO_05077	7.376848933269615e-08	1.0038892634468943e-07		5.5347096348546226e-08	7.73682668079428e-08	6.756139938368469e-08	4.504850132678192e-08	3.982679925719684e-08	1.399506626248645e-07	9.744150632289586e-08	7.310321457953864e-08	5.7362728540787075e-08
M7XEB5	RHTO_05870	4.520297198049246e-07	2.8933965778601184e-07	1.529284910401576e-07	2.0068934293529418e-07	2.1082372608055166e-07	2.5159258985308644e-07	2.5704140540697243e-07	1.8098675811034124e-07	3.9104913390796074e-07	4.6016008708336986e-07	2.1061097844084137e-07	1.3149200626700532e-07
M7XQJ6	RHTO_00762	1.3536459659681916e-07	1.0851863442334669e-07		7.126275306440457e-08	1.3034176820467788e-07	1.1313129486279438e-07	7.991941195522055e-08	6.69846017169605e-08	2.62029139324623e-07	2.0142279959755483e-07	7.415063846982523e-08	7.125018191703399e-08
M7XPR8	RHTO_00957	1.5225753652440617e-07	9.738663595688409e-08		4.6653473667962456e-08	5.755716876414307e-08	5.50909225642183e-08	4.198036744969009e-08	3.379587785120969e-08	1.0723656849846509e-07		3.928194155549678e-08	4.078508955863924e-08
M7WG30	RHTO_04378		6.87825531763056e-09	6.096100215707249e-08	4.900438063554715e-08	8.105497758108688e-08	5.926103795143255e-08	5.226060039130539e-08	3.768072690279359e-08	1.23433485205437e-07	1.2724681612500215e-07	6.279506189916597e-08	5.374471378236123e-08
M7WND2	RHTO_01267		2.752391608470015e-07			3.3982549207360436e-07	4.519104339398073e-07	2.3188607994409272e-07	2.7986555799466376e-07			9.293598536677225e-08	1.6453555939799868e-07
M7WPU4	RHTO_00841	1.5814492479518194e-07	1.7126412173355132e-07	9.202485792277933e-08	8.106266355347576e-08	1.7495033413404332e-07	1.4678087181810064e-07	1.412833176709863e-07	1.0342641556263764e-07	2.8613913579501414e-07	2.581770480212439e-07	1.0497500091024356e-07	1.0543659129723742e-07
M7WVU9	RHTO_01190	1.1513482966416419e-07	9.979029456669478e-08	4.550564542687755e-08	4.3830215659168605e-08	4.828022665138513e-08	6.100871433824218e-08	4.445987645536309e-08	4.1648990199212886e-08	8.977219796350452e-08	9.567195606878532e-08	4.681476859395919e-08	3.983505491062518e-08
M7X2T5	RHTO_04598	7.8990217614305e-07	7.134732757935601e-07	5.673025901097139e-07	4.623999028162874e-07	7.913160141428708e-07	8.282151475062174e-07	6.345165513380964e-07	6.268429759740703e-07	8.652709215490159e-07	1.1149112977237673e-06	6.351623497960223e-07	4.698155814691522e-07
M7WR15	YTM1	2.649335901356678e-07	2.472644151309897e-07		7.809363190997337e-08	2.8912977372409937e-07	9.545575111835136e-08	9.309042712754428e-08				9.075033811966438e-08	7.304660543953731e-08
M7WXE3	RHTO_03005	7.969357375382876e-08	8.190623153010903e-08		5.7523474534509385e-08	1.1392260774637216e-07	8.290572170140582e-08	4.785583656480264e-08	6.849047426516266e-08	2.0584385158702934e-07	1.6565788226723557e-07	7.222957788204992e-08	6.007559128202757e-08
M7XJR5	RHTO_06123		7.985164403668395e-08	6.153745805830159e-08	5.035407495643283e-08		2.6684510904758444e-08	4.333624422244804e-08	4.168884266449793e-08		1.9015361625715316e-08	6.166218050506843e-08	7.203057313450283e-08
M7WW46	RHTO_04987		1.1649173174853236e-07		8.001217994024934e-08	1.6082570554069843e-07	1.4092540125146785e-07	1.3369298162979805e-07	9.763941034529111e-08		2.2524510812609364e-07	6.8840095166417e-08	1.9675270562932028e-07
M7XHL0	RHTO_04173	1.47600751612228e-07	1.0468578488327341e-07		5.8309837958912005e-08	1.3901268921820372e-07	1.5073567350681752e-07	7.238698921362817e-08	8.180148220437502e-08	3.415251753835574e-07	1.8524408684616281e-07	7.934170494839714e-08	5.842300568706721e-08
M7WS79	RHTO_02159	2.512743129659384e-07		1.1306118968172447e-07	1.0823244822704869e-07	4.2803728227415757e-07	3.106025763604e-07	2.0657467988465027e-07	2.6239452125572263e-07		2.2612737694485195e-07	1.447051147479676e-07	1.1469869972827262e-07
M7XGF4	RHTO_05160	1.891957161249963e-07	1.7259089176771023e-07		8.788072533292218e-08	1.5041295751083833e-07	1.6403780282682356e-07	1.4891571318682272e-07	1.1434246128326469e-07			1.0499170663197239e-07	1.1141072375619269e-07
M7XG05	RHTO_08117	4.780286622091966e-08	3.344925380177839e-08	5.607063856065614e-08	4.6108521601711674e-08	5.130989976457642e-08	4.93692334131726e-08	5.279155781720209e-08	3.910948995810704e-08	7.046874334324143e-08	6.323184259219347e-08	4.590840082006152e-08	3.391735786425995e-08
M7WW13	RHTO_01030	2.886243795919687e-07	2.5341085089035826e-07	1.61627986453656e-07	2.140647495134545e-07	1.713485012000036e-07	1.8644339065522385e-07	1.3265623080698987e-07	1.5420864838036792e-07	2.970627731407676e-07	3.2257020180520783e-07	1.5729734228283182e-07	1.0975639612668365e-07
M7WT71	RHTO_02132	2.0859756931268634e-07	2.248635493371137e-07	2.2173078825013763e-07	2.185911921869261e-07	2.3404039399320764e-07	2.6784140923336856e-07	1.5616564963708542e-07	1.538595659428962e-07	2.5831061257898777e-07	2.3357071765906477e-07	1.8336666670079523e-07	1.8853467612045465e-07
M7X4F8	RHTO_02721	8.721232426810647e-08	1.1685682537801103e-07			1.0123585802063471e-07	1.3460772752775878e-07	7.193474428660564e-08	7.460757819572236e-08			8.490760234974068e-08	
M7WWJ6	RHTO_00755				1.040810743303669e-06	1.0768827242269022e-06		3.53016401643966e-07	6.847785008258212e-07			4.584035564838978e-07	6.007777293241254e-07
M7XI87	RHTO_03901	8.237583151412619e-08	1.0816180055607202e-07	8.104476380810576e-08	8.927222475583605e-08	1.0350797273361364e-07	1.0753043562226009e-07	6.910957742875101e-08	6.47301587256038e-08	2.4249854689341893e-07	2.259851984973316e-07	7.07852094449928e-08	7.706423403780452e-08
M7XYK8	RHTO_03111	1.4141948617436334e-07	1.4246306275536377e-07		4.971711065284216e-08	9.753248455057169e-08	7.429230871931636e-08	7.242694597640805e-08	5.217614321636539e-08	1.9883926446960637e-07	1.8953954896658963e-07	6.961710955173925e-08	5.0132221552783895e-08
M7XI58	RHTO_04115		4.4579438057729507e-07		2.866326267386693e-07	3.2137070632738315e-07	3.059505335087717e-07	1.8933613399687496e-07	1.3898770818994102e-07			3.2016133896286254e-07	2.481498787089221e-07
M7X5T6	RHTO_00119	1.58528651573797e-07	1.6949396937553345e-07		7.324280356604649e-08	1.0853957700857566e-07	9.048770778468764e-08	1.4019113992118948e-07	1.0893542494155001e-07			1.1878645890285157e-07	7.69426307224363e-08
M7WPW6	RHTO_07935	3.9012420613674424e-08	3.323429747672769e-08	5.273680796917942e-08	5.010138836842589e-08	6.824643140395688e-08	7.757776188626455e-08	4.657540754833922e-08	4.509304268645691e-08	1.3414540852599228e-07	1.269881509214648e-07	6.703625069181981e-08	7.402604880111049e-08
M7WMQ8	RHTO_01444	1.3391409263756094e-08		2.941426106780262e-08	3.047123559413872e-08	4.9662140501102584e-08	5.210731788538546e-08	2.9097418748930475e-08	2.4768081431580108e-08	1.033270472780883e-07	8.995764891290123e-08	2.7251665345698598e-08	2.4012437740399947e-08
M7WTP5	RHTO_07021		8.447921626559487e-08	8.104083430051495e-08		2.8983561370832736e-07	2.6520530577237493e-07	1.5122452111329904e-07	1.600802278012267e-07	2.41731773551114e-07	2.1365435255153015e-07	1.097003939466575e-07	
M7WEJ4	RHTO_05579	1.3345280209332468e-07	2.569679922212485e-07	6.903259854006736e-08	7.428086950522073e-08	5.639264936880208e-08	5.5457746717573945e-08	3.139445723022979e-08		9.294901445682344e-08	9.446474605308934e-08	2.4474826012457585e-08	4.309368227403642e-08
M7WWD0	RHTO_00909		7.531558326804986e-07		3.314183766939611e-07	3.4303787586260004e-07	3.9102688124322926e-07	3.3866655019311624e-07	3.187329932683888e-07	5.558211680893806e-07		2.965545050743803e-07	3.0091634720336484e-07
M7WLK8	RHTO_01858		8.557973091496673e-07	1.666744540350109e-07	2.0841542026075202e-07		5.824208517966618e-07	1.3927836907924753e-07	1.748015873786016e-07			4.018274451083634e-07	3.989679218379626e-07
M7XLV2	RHTO_05069							9.951780643125974e-07	1.5586647553118212e-07				6.3742557498528216e-09
M7WNN7	RHTO_04461	1.6714292492571235e-07	1.724405687549671e-07	1.0639037336918682e-07	1.1972239517559638e-07	1.0119394375341876e-07	1.4626253977602068e-07	1.204063789947456e-07	1.0694766684631953e-07	1.7412780946916547e-07	1.734160278632327e-07	1.6565421879749685e-07	1.182036400534266e-07
M7WW02	RHTO_04927	1.3618631476287644e-07	5.4481540169452564e-08	8.44430569600949e-08	8.159857527128817e-08	1.1064984488027889e-07	1.276789626803107e-07	1.0747194867625622e-07	7.111081607265896e-08	2.2144510083387114e-07	2.3742891126928111e-07	1.0446741223288356e-07	7.59593652184543e-08
M7XL66	RHTO_02311	1.9635390292770198e-07	1.861241122286185e-07	9.939770861430616e-08	1.0260750812183906e-07	1.4891628857013832e-07	1.7593527858567606e-07	1.1731273326134066e-07	1.143898043089884e-07	2.7547516191386014e-07		1.1409171837209571e-07	8.804529475402333e-08
M7WQH3	TRM8	2.458790712667104e-07	3.4206784758171816e-07		1.2011574071500513e-07	2.0137272459567676e-07	1.927975423552734e-07	1.314113211863263e-07	1.0675050676115067e-07	3.127135063156193e-07	3.711310960012315e-07	1.223146527841057e-07	1.192691820250116e-07
M7WYA9	RHTO_07418		1.9693171143574704e-07		1.135965339524428e-07	8.866703399220825e-07	7.974522629533403e-07	4.679562528101911e-07	3.600278435459061e-07			3.5192769120244155e-07	3.3223828999553175e-07
M7XGK6	RHTO_07880			1.4314031406614205e-07	1.2123826457785916e-07	1.3956478977294154e-07	1.1527511837420884e-07	8.627731560095572e-08	9.010202435218627e-08	8.590289281721981e-08		2.1714643934905967e-07	1.8641014580923898e-07
M7XB54	RHTO_02278	9.511965968548086e-08	1.2409992445345212e-07	4.163508667614335e-08	4.9104370136018165e-08	6.321697400846058e-08	6.332761352822568e-08	5.079060430322647e-08	4.4062936082957376e-08	1.1110227169540008e-07	1.0696372119388538e-07	4.5924319681748954e-08	3.696906487867727e-08
M7XQT8	RHTO_07941	2.7269750766855957e-07	2.536106246990999e-07	7.177584866628889e-08	1.1728859051203468e-07	1.0042832376088314e-07	1.2024904583038945e-07	1.0994867254985094e-07	8.26155326246271e-08	2.919668240527485e-07	2.568523421751583e-07	1.5334287618026476e-07	
M7X2Q8	RHTO_04568		2.1776484852695372e-07			1.676026349610982e-07	1.349575660310516e-07	7.666666764898719e-08	5.828449228999267e-08				
M7WPM3	RHTO_04092	7.643427844796434e-08	5.391936274897293e-08	1.471446963593794e-08	1.7878748084808697e-08	1.0359946803566454e-07	1.0558881146401776e-07	6.136480884521883e-08	4.599424259226204e-08	8.192828097424115e-08	6.632638650857652e-08	1.1595231383562718e-08	1.4325021527384457e-08
M7WXJ2	RHTO_07938	5.276401201118569e-08	8.951077575107845e-08	2.5747784507960603e-08	2.586081255406215e-08	3.636687738728526e-08	3.565962013607814e-08	2.4788554912969196e-08	2.490574001122219e-08	5.660825462532704e-08	7.135629805527847e-08	3.4724918826708294e-08	3.317959608760247e-08
M7X080	RHTO_07249	3.7390526850207364e-08	4.092568415910459e-08		2.5704301961064873e-08	6.784394436564115e-08	8.044735743378563e-08	3.901716803884095e-08	4.5509364011472404e-08	1.1010463461327158e-07	1.0718631795327042e-07	3.316424626675247e-08	3.469118751456415e-08
M7XG80	LSM3	7.94715865509054e-07	8.794253438630247e-07	8.842681702923653e-07	8.085903584446824e-07	5.325234283137585e-07	5.831481992473166e-07	4.64782642626394e-07	5.239932632884007e-07	1.254879898222936e-06	1.1569441986533575e-06	9.481890654633783e-07	7.811343978001344e-07
M7WU66	RHTO_01896	7.34269321093535e-08	7.474993857337701e-08	3.137777405601566e-08	3.2279882998918896e-08	7.547958004500402e-08	8.471651408254062e-08	5.369737516426903e-08	4.303488217392659e-08	9.02460899923916e-08	1.0744252241989728e-07	3.7425453330706393e-08	2.7020526287075333e-08
M7XX64	RHTO_05018	1.5728927023938154e-07	2.0269969429844744e-07	6.512941002661554e-08	6.204635996846149e-08	1.8126486206983917e-07	1.9697342310350592e-07	1.561864405627552e-07	1.5322338994114215e-07	3.0567022396580155e-07	3.0218463433201865e-07	9.887217418209642e-08	9.396314616612702e-08
M7XUB0	RHTO_06877	1.1595176462396974e-07	1.134034873644328e-07	6.751643041680976e-08	6.203839790103398e-08	9.69691208643323e-08	9.747162210407415e-08	6.321922997466555e-08	6.503350850745216e-08	1.71336657105117e-07	1.7345014145276493e-07	7.820067800564391e-08	6.47743780535997e-08
M7X2D9	RHTO_04675	9.639432179799555e-08		1.45486533315317e-07	2.2126592263767202e-07	1.1833008281086097e-07	1.2941755212207038e-07	6.940366274051087e-08	7.506035542322241e-08	3.037112323623283e-07	2.992610677044341e-07	3.1161306527293146e-07	2.2056119004877056e-07
M7XTT7	RHTO_07382		1.153058068938675e-07		6.090877838713172e-08	8.435770000266568e-08	1.3589002229683315e-07	5.872534790277871e-08	7.896952038413647e-08			8.624943869715124e-08	9.998601345076166e-08
M7XMM2	RHTO_01889	3.4452348272848736e-08	7.444848313273019e-08	4.661170046551166e-08	4.879807100850328e-08	6.934332335105993e-08	7.332773693893714e-08	5.461561206824831e-08	4.273203689076718e-08	1.2958076883654849e-07	1.0201182644550912e-07	6.710556783282169e-08	5.314191038927704e-08
M7X4I5	RHTO_02751	1.633799274174142e-07	1.856948446297155e-08		7.357341284658265e-08	9.74257404219148e-08	1.1767449379727708e-07	7.329722353818e-08	5.099625035696189e-08	2.2581530887007435e-07	2.429306606445892e-07	7.295252209594273e-08	6.375498209061323e-08
M7XL37	RHTO_02266	9.415184133252784e-08	1.7193811900430152e-07	6.19319488156847e-08	9.088544178854223e-08	3.464676946396996e-08		3.49190271407729e-08		2.208858153539606e-08		4.817495484933535e-08	2.983672820959982e-08
M7WLK7	RHTO_05514	2.5616855173529054e-07	2.0959564676751723e-07	1.5358786917085558e-07	9.787238862876082e-08	1.4192476758884e-07	2.193515349794764e-07	1.1421896614525046e-07	1.2966397169935436e-07	1.9327286637515738e-07	2.220510583679871e-07	1.2005711172933452e-07	1.0309246650807345e-07
M7X5P4	RHTO_05371		3.630465027461532e-07	1.9804262027291906e-07	1.3475411153379603e-07	3.809654598028341e-07	2.635740838032536e-07	1.5713659044109755e-07	1.815140323242951e-07		5.180904475442788e-07	1.9088313918424285e-07	1.8508190108622433e-07
M7XMX4	RHTO_02962	3.75833519149739e-08	6.206850799786014e-08	3.506320184677079e-08	3.0856990110917614e-08	9.452774664987352e-08	1.0014359975501652e-07	6.198926655379768e-08	4.617213912107518e-08	1.4331707450202504e-07	1.7690526425735705e-07	3.562300279136452e-08	2.5205917954478068e-08
M7WQP3	RHTO_07722	6.225680695473659e-08	7.416518837809703e-08	3.667519536884687e-08	3.070301582423959e-08	4.1949869087561246e-08	4.5123127312041284e-08	3.965440063216723e-08	3.1507904362550406e-08	7.02703171698656e-08	7.717443535949819e-08	4.128545171407271e-08	2.7675829044237795e-08
M7WTL8	RHTO_06986	4.224047618630527e-08	5.8990472529039546e-08	5.606305727763756e-08	3.680378705659152e-08	6.58091430543691e-08	5.9205026724843456e-08	3.3559956016061846e-08	4.2655080941553486e-08	1.489709173869611e-07	1.4134414703557917e-07	3.321428416986854e-08	2.558193924617658e-08
M7XGL1	RHTO_07885	2.983169155144383e-07	2.4837866928709535e-07	9.680886964713688e-08	1.2658988999365098e-07	1.4408286950141273e-07	1.3152059183263622e-07	9.545098681382571e-08	3.6897060715072184e-08	8.903640217032119e-08	1.3647525721462104e-07	9.117231319453896e-08	8.918961271047006e-08
M7XJU9	RHTO_03357	7.978516794904345e-07	7.376933148494531e-07	4.50674171188191e-07	4.2296083791848255e-07	4.6692580652644283e-07	7.571555607553171e-07	4.315758381361679e-07	5.282395341237464e-07	8.236189041090282e-07	6.850079857259413e-07	5.338765231087946e-07	3.750434174309867e-07
M7WL50	RHTO_05832	3.3253420764842596e-08	3.2987708985500974e-08	1.993700469900053e-08	2.744906214864917e-08	2.1590759124950866e-08	2.8092186004331112e-08	2.2553394718173084e-08	2.4047996367990354e-08	3.9096012875416835e-08	4.558276882017784e-08	3.0956502157330134e-08	2.4924122687176272e-08
M7X0X4	RHTO_06789				2.165826138815847e-07	1.3536833247981043e-07	1.2289017632003678e-07	1.0314535795607175e-07	1.1302738932820627e-07			1.9913384219225287e-07	1.9807248501290506e-07
M7WU23	RHTO_01636	2.779254258152695e-07	4.1510288694509495e-07	1.3482483095935148e-07	1.209189614319988e-07	1.4716754943081836e-07	2.352245594941383e-07	6.43710354133671e-08	7.84700584662374e-08	2.657600232309004e-07	3.416956449608512e-07	1.1332813637964367e-07	1.1214446863387994e-07
M7XI53	RHTO_07308	3.0764907197429107e-07	3.2533434745625335e-07	1.713637700388314e-07	1.4065882762538647e-07	1.7964828160411264e-07	2.1126374392779418e-07	1.405431316905042e-07	1.4621190689739807e-07	2.0692491007227745e-07	1.8487814589389242e-07	1.6073970382863767e-07	1.304532690185595e-07
M7WW75	RHTO_05022	8.289691006859835e-08		3.675174136256653e-08	3.2223381498600944e-08	3.1870849412056843e-07	4.1496067287735573e-07	2.218563304160157e-07	1.2572189561183382e-07	2.0147322061435363e-07	2.1771550078322858e-07		
M7XEB1	RHTO_05999	1.521526952400913e-07	7.960005742046013e-08	4.01210187318902e-08	2.347666373336175e-08	1.4701218795202073e-07	1.3088899513738134e-07	9.879109127187468e-08	7.237016164828125e-08	2.5146626205049323e-07	2.050468683621176e-07	4.3214769466848836e-08	
M7XCR6	RHTO_01639	1.8631123384895344e-07	2.0127494813333236e-07	8.420495289017542e-08	9.920364420628268e-08	1.3734005052926264e-07	1.6925457951345784e-07	1.1807476952476865e-07	9.666811375511884e-08	2.2126240420053452e-07	1.8993599827996112e-07	9.640834849310321e-08	8.805168544158261e-08
M7WVC5	RHTO_01442	3.794927781220139e-08	4.536065867768351e-08	2.4797655572667e-08	2.682698435443677e-08	2.8107848830546163e-08	3.283665443999675e-08	2.0019404401945835e-08	2.0469167444301034e-08	5.8052554103628274e-08	5.7484318484756124e-08	2.5418732457910443e-08	2.2542326154543225e-08
M7XUT1	RHTO_06007		7.6579029256608e-08	9.43924431704179e-08	1.0025075338558865e-07	1.5477968222961702e-07	1.3419434397813347e-07		1.0207151503023381e-07	2.1781914459540492e-07	2.2164951531002646e-07	1.6335091095217283e-07	1.5892723444433946e-07
M7X4K3	RHTO_02969	2.1262084047835435e-07	1.902145295877333e-07		1.0575371927900442e-07	2.47262208156103e-07	2.424955622575574e-07	1.581773403222391e-07	9.431980035018571e-08			1.3558866235404948e-07	1.0667522593179443e-07
M7WZ98	RHTO_00395	3.13232150848532e-07	3.370005843419139e-07	1.0437237534859207e-07	1.0711659136663843e-07	1.2424240371104428e-07	8.546924047350397e-08	9.35357076463061e-08		3.9075532842874974e-07	3.82052792832413e-07	9.418731637584859e-08	1.0360023743095555e-07
M7X998	RHTO_03490	3.349481046506887e-07	2.9691882920783846e-07		1.0629685282058364e-07	2.764706453858598e-07	3.1886448217507556e-07	1.241845557028147e-07	1.208142850368113e-07	3.811189237913303e-07	4.878279767843312e-07	9.961614725136375e-08	8.668628324938531e-08
M7WX71	RHTO_08029	4.518359786356864e-08	3.195771727765201e-08	2.545020095374081e-08	3.532923221776777e-08	3.6035821643882735e-07	3.399523003256831e-07	1.8473335900788563e-07	1.0424208050239028e-07	2.344671589757396e-07	2.2826943279479272e-07	6.159476547911022e-08	5.576815747575307e-08
M7X795	RHTO_00378		1.4469411275337685e-07		3.242447162367125e-07	4.3409772397558e-07	3.8960430735224845e-07	2.3511103902145455e-07	2.3533204611324022e-07	6.110375632777112e-07	5.734598476806191e-07	5.285869633268368e-07	6.230721624637121e-07
M7XWJ1	RHTO_04802	3.956701699405193e-08	7.945559043805668e-08	2.8446650762419624e-08	2.724864590103487e-08	4.3276713034320136e-08	4.3246834641369156e-08	1.9797162759763305e-08	1.816669777158889e-08	9.162459613341962e-08	1.0206193233250521e-07	2.4155667555679598e-08	1.8787230259868122e-08
M7WWM7	RHTO_00790	1.2545116036073995e-07	6.943600849109253e-08		5.575815740991674e-08	2.3354108275802534e-07	1.84522270850437e-07	1.5051831542114513e-07	1.7789145906599727e-07	2.8166091560243353e-07	3.038579862652564e-07	1.1764112689882954e-07	1.0109510532743458e-07
M7WQN8	RHTO_07717	1.4121775467786583e-07	7.637677174651964e-08		4.035276143601887e-08	6.763534863855898e-08	6.335649219404743e-08	3.681106798416259e-08	2.6877325531897013e-08	1.114612846814048e-07	1.1930646395510187e-07	3.444844342076895e-08	2.486263454023992e-08
M7X5T2	RHTO_05406	3.6745662909119144e-07	3.6912992749887776e-07	1.739724350851185e-07	1.9878862928792788e-07	1.4940067519137938e-07	1.910812994891072e-07	1.3726839395699673e-07	1.4369784075469613e-07	3.2865084985481504e-07	3.440125296287357e-07	1.5672352126765262e-07	1.4716499658753407e-07
M7WL75	RHTO_05711		7.289564436252563e-07		1.246440250194726e-07	6.801685099967354e-07	6.686651355842258e-07	2.408920889363104e-07	2.2766827126432124e-07			1.5336320563522775e-07	
M7X1R1	RHTO_06059	2.632797197724449e-08	3.447296162918359e-08	1.567439015192243e-08	1.1111565509616513e-08	2.4308851944646763e-08	2.4477017280014597e-08	1.8886276101894305e-08	1.936506066932268e-08	4.2410468987530856e-08	3.693934562832881e-08	1.2154887333672442e-08	1.0965229281234453e-08
M7WTA4	RHTO_01767	3.066803373340586e-07	3.8362717769278177e-07	2.3377150919668293e-07	2.315723473046866e-07	3.148753197916027e-07	3.1268237512533335e-07	1.3092501931753164e-07	1.2481583173167671e-07	1.0740140250005854e-07	9.125589156748851e-08	1.1062938777169096e-07	1.1181251153905244e-07
M7WEF4	RHTO_05534		4.712081423973403e-07	1.818056209493063e-07	1.593949595937421e-07	2.970401814577172e-07	3.128793941952324e-07	1.7729122225146958e-07	1.2923469494555173e-07	3.6284469881670947e-07	4.113786240219789e-07	2.079303195169442e-07	1.6921247696360943e-07
M7WP48	RHTO_04118	4.392590276746468e-08	1.0206974255853255e-07	6.499298515199697e-08	4.842738183712777e-08	7.788031263919106e-08	6.837667179058511e-08	5.0714859483416075e-08	5.4251744028302904e-08	1.5057839973287835e-07	1.2792082784291354e-07	9.43452821053268e-08	6.803747988730339e-08
M7XJ50	RHTO_03732	8.088252133388054e-08	9.26463995094801e-08		3.557712086950038e-08	5.7369638265663156e-08		4.668245843059935e-08	4.506635829743401e-08	1.38383970045444e-07	1.2301224129037424e-07	4.300594453812642e-08	3.424887951602308e-08
M7WWR4	RHTO_00830	2.1384839413560608e-08	4.306603216896462e-08	2.24729953525287e-08	5.2456769347256966e-08	5.327087307790454e-08	4.6260964784876255e-08	4.1156922012715974e-08	4.684523664538673e-08	1.0008595332539e-07	9.749128656949247e-08	6.596850599498107e-08	4.818648224048537e-08
M7WUM3	RHTO_01388	8.149880058624308e-08	6.605434264432261e-08	5.0981024792428405e-08	5.4811682360217436e-08	4.263375667084382e-08	2.9551711376429332e-08	2.969875421502302e-08	2.7800175271132868e-08	6.940192735273468e-08	6.794347600544178e-08	7.349768411034377e-08	6.021974275705347e-08
M7XH05	RHTO_04419	2.549223440594905e-07	2.3122584688847573e-07		1.238541818771903e-07	2.4092783791494436e-07	2.6986232671128134e-07	1.3843606626496285e-07	1.5604536804333993e-07	5.98907866846525e-07	5.874421207365463e-07	1.3818285037162898e-07	1.0769574469381416e-07
M7X5A8	RHTO_03255		8.300897485550056e-08		1.0019602465871271e-07	5.6989555207766994e-08	7.14233200629761e-08	6.274951451710841e-08	5.8771125726593955e-08			1.1494890380411972e-07	9.928679281445174e-08
M7XS16	RHTO_07889	5.048056615945545e-08	6.510874963046e-08	9.09396020145117e-08	1.6594981098115956e-07	1.6699280853633182e-07	1.4752300733641286e-07	6.736310353984105e-08	6.519850069096036e-08	2.9468074499239624e-08		1.8649153379449838e-07	1.1094468855537176e-07
M7X150	RHTO_06869	4.610929586034299e-07	3.7274567977539026e-07	3.7558197666987315e-07	2.672779611171734e-07	8.134040942797171e-07	1.0113353699793698e-06	3.160992317635928e-07	3.126401660410413e-07	8.57456185188311e-07	7.56133078187115e-07	5.410405432524162e-07	3.9537850131771173e-07
M7X7X8	RHTO_04031	1.717262940681125e-07	1.3702153966812182e-07	8.284030101051508e-08	8.840627581383804e-08	1.4292972816198408e-07	1.8106222946854082e-07	1.0176607789794537e-07	1.1073753257129235e-07	1.7715429530255666e-07	1.630572961161186e-07	1.127605153019594e-07	9.843221214055319e-08
