Gene_names	mmol_gDCW_average
RHTO_06614	1.2060965307283491e-06
RHTO_07804	1.4180220659527297e-05
RHTO_00185	1.6446521954057006e-06
RHTO_05290	9.206144630462747e-06
RHTO_01064	1.67779449293571e-06
RHTO_02048	5.04074273967773e-06
RHTO_05301	8.469652705821826e-06
RHTO_07596	1.4735191561142295e-05
RHTO_01392	2.2831661950280727e-06
RHTO_07620	3.2576388523283602e-06
RHTO_04874	5.2813581678764575e-06
RHTO_01933	2.024865218705694e-05
RHTO_00443	5.511120740515694e-06
RHTO_05007	7.125329642178977e-07
RHTO_05264	2.948991264759401e-06
RHTO_06639	3.5656832205827313e-06
RHTO_06068	2.7694214275340513e-06
RHTO_00070	2.1498767786971838e-05
RHTO_06930	8.972865621274692e-06
RHTO_03853	4.809198824406968e-06
RHTO_00391	4.827761580014353e-06
RHTO_02312	4.133762866074579e-06
RHTO_00906	2.6323052423130824e-06
RHTO_04216	9.471792636718303e-06
RHTO_08013	2.2031043185594944e-06
RHTO_01852	3.0245618962493945e-06
RHTO_01776	5.56046498492481e-06
RHTO_01354	8.615929483209331e-06
RHTO_01402	7.6908670467005e-06
RHTO_01017	8.927023255618876e-06
RHTO_02909	3.9710713799938056e-06
RHTO_04781	4.0726936475651475e-06
RHTO_06773	4.4377794483168844e-06
RHTO_05191	3.86182223776728e-06
RHTO_01139	3.94524642667214e-06
RHTO_05064	8.4535704831299e-06
RHTO_01907	2.9406759825204242e-06
RHTO_03763	5.791957024428206e-06
RHTO_05549	1.1330785276226308e-06
RHTO_04819	2.5273878225908455e-06
RHTO_03081	2.155006079025097e-05
RHTO_07734	4.657086208075089e-06
RHTO_02759	2.5422248275729457e-06
RHTO_06193	3.243986945572889e-06
RHTO_06286	8.044971675221974e-06
RHTO_07248	2.5410403901723023e-06
RHTO_05101	5.2032269939175065e-06
RHTO_02446	3.3066200010152104e-06
RHTO_04703	1.5647929824738309e-06
RHTO_03559	2.1295294746144183e-06
RHTO_02458	1.994927607759473e-06
ALA1	1.2987189965855565e-06
RHTO_05591	4.6944480360155774e-06
RHTO_07748	3.328234440309087e-06
RHTO_00025	5.577007103213964e-07
RHTO_00168	3.1479995978392503e-06
RHTO_07334	8.575521350515171e-06
RHTO_07923	3.124963517046301e-06
RHTO_07812	1.0795018843988015e-05
RHTO_00462	2.0049197587313163e-06
RHTO_01903	5.821019542405928e-07
RHTO_06694	1.8798027916066925e-06
RHTO_03294	1.5489441733506417e-06
RHTO_00177	3.210130443589647e-06
RHTO_06477	1.2184445060840129e-06
RHTO_02888	8.293163583595984e-06
RHTO_01629	4.241285642580809e-06
RHTO_00114	6.722134528229817e-06
RHTO_02113	8.365537413776653e-07
RHTO_06035	2.1904001740393987e-06
RHTO_03982	1.2626943825689145e-06
RHTO_01051	1.9846476913056712e-06
RHTO_01205	3.3642653407314305e-06
RHTO_02712	4.9437163131737756e-06
RHTO_06514	1.6779119514156092e-05
RHTO_03637	4.9779548154087854e-06
RHTO_01869	3.6908223745080016e-06
RHTO_02974	1.4955234562744985e-06
RHTO_07939	5.6547195114544175e-06
RHTO_02032	5.243722583360922e-07
RHTO_00296	1.1894030961184669e-06
RHTO_07771	6.321505970740928e-06
RHTO_00667	1.3317732259559742e-06
RHTO_03666	7.283750481451547e-06
RHTO_06344	1.931722815670155e-06
RHTO_07690	1.380002202636502e-06
RHTO_05368	1.2048098905733188e-05
RHTO_05087	9.548390135776942e-07
RHTO_01053	1.8386446136579273e-06
RHTO_07040	1.9610679591380305e-06
RHTO_03705	5.383713671453357e-06
RHTO_02497	3.1504036348681476e-06
RHTO_01625	1.182152243159353e-06
RHTO_03046	2.3137760420162388e-06
RHTO_06818	1.5467021260658308e-06
RHTO_01168	3.5864991049404615e-06
RHTO_04073	2.33016825937922e-06
RHTO_06528	3.7861848326461886e-06
RHTO_06073	3.0456379363962082e-06
RHTO_04994	1.9669838297213503e-06
RHTO_07844	4.712871297693103e-06
RHTO_00279	2.9436416395669556e-06
RHTO_00949	1.9794749992665667e-06
RHTO_06329	2.6792860907131357e-06
RHTO_00111	1.8541631404228885e-06
RHTO_05407	5.6203793893237835e-06
RHTO_07434	1.2624445119684458e-06
RHTO_02079	2.696437175483529e-06
RHTO_00749	1.766470264514768e-06
RHTO_05244	2.4046270111013645e-06
RHTO_02328	3.2946862766292355e-06
RHTO_05245	1.8156805959452981e-06
RHTO_00385	5.236379932482377e-07
RHTO_05934	3.212462408585791e-06
RHTO_06886	1.4681454721742944e-06
RHTO_02384	3.1068963713257883e-06
RHTO_00950	1.4563579230591643e-06
RHTO_06976	2.1863338565110465e-06
RHTO_03348	2.1082837596668926e-06
RHTO_06480	1.0837557340757316e-06
RHTO_05627	3.0233730791743024e-07
RHTO_05920	4.450359865210487e-06
RHTO_06926	1.7181822830601888e-06
RHTO_00392	8.513264826166839e-07
RHTO_06717	2.626786781499873e-06
RHTO_00606	1.664375286955355e-07
RHTO_07665	9.444744651821481e-07
RHTO_05896	1.6152299035573046e-06
RHTO_03621	1.086349564872507e-06
RHTO_07503	5.343590221401908e-06
RHTO_02102	3.09910654699247e-06
RHTO_02880	9.096225577575713e-07
RHTO_07747	1.1606689251203115e-06
RHTO_03579	1.7124882268101516e-06
RHTO_00152	1.5893302301150558e-06
RHTO_06870	1.9588518967597847e-06
RHTO_01414	5.530338437337283e-06
RHTO_01050	9.333261759292664e-07
RHTO_07151	6.311535306550763e-06
RHTO_01739	1.43788135391791e-06
RHTO_03952	1.4207536348174177e-06
RHTO_07250	2.834364726853629e-06
RHTO_05541	1.1975617964197386e-06
RHTO_06913	7.669201748808532e-07
RHTO_01470	1.9355410958162827e-06
RHTO_08139	1.6154689509589906e-06
RHTO_01440	3.1934667145422008e-06
RHTO_04939	8.661933532946358e-07
RHTO_06458	3.0280653170190063e-06
RHTO_03866	4.155433144241888e-06
RHTO_00011	3.2454053082464596e-06
RHTO_00590	2.8272623182852357e-06
RHTO_02882	4.831255690653375e-06
RHTO_04662	2.6769555649057905e-06
RHTO_04622	1.6312837778210054e-06
RHTO_00673	1.2995242375511776e-06
RHTO_07576	1.8113525985035276e-06
RHTO_05680	1.3506672196107392e-06
RHTO_04152	3.4976872386220712e-06
RHTO_04091	2.242864182778666e-06
RHTO_04067	1.07220621124525e-06
RHTO_03104	1.35635682069984e-06
RHTO_01920	7.100729322063231e-07
RHTO_06452	2.3062879160617175e-07
RHTO_02797	3.128040701871888e-07
RHTO_02946	1.5045899564404897e-06
RHTO_03919	1.875184929145434e-06
RHTO_02750	7.698870264778796e-06
RHTO_05090	3.733209201375049e-07
RHTO_07904	1.1513875506630812e-06
RHTO_04193	2.6732732473282904e-06
RHTO_04213	1.504022596331531e-06
RHTO_06925	7.074824736478349e-07
RHTO_04178	1.1275053719229852e-06
RHTO_04595	3.163730773992148e-06
RHTO_07449	1.774281448902386e-07
RHTO_02273	5.641242967423467e-07
RHTO_06972	2.6515883626172914e-06
RHTO_06642	1.5359539216100325e-06
RHTO_01841	1.8580271344183386e-06
RHTO_06807	1.330540678618375e-06
RHTO_01597	9.075318784638293e-07
RHTO_04672	2.5886640749587556e-07
RHTO_06042	2.629996197625798e-06
RHTO_04065	1.4873328655656158e-06
RHTO_02614	4.996401338612195e-06
RHTO_00180	1.1801755582895472e-06
RHTO_02305	9.775567747074814e-07
PIM1	5.463387974850779e-07
RHTO_00615	1.0532097482417673e-06
RHTO_06289	3.6793224661696218e-06
RHTO_07587	1.3965231881001931e-06
RHTO_00286	2.4935588937195354e-06
RHTO_08104	2.158167373078805e-06
RHTO_00300	1.5880147240347272e-06
RHTO_06879	1.1733924694734956e-06
RHTO_05913	1.2509006748133431e-06
RHTO_03331	4.6796281840819055e-07
RHTO_02062	5.493112722153834e-07
RHTO_07718	8.15425070895706e-07
RHTO_04786	1.4254514608324054e-06
RHTO_01686	1.0871230756692542e-06
RHTO_04157	1.763914751677905e-06
RHTO_03989	1.5575649334238812e-06
RHTO_05253	6.135902313679042e-07
RHTO_00558	1.507376903149392e-06
RHTO_00518	1.4775808088545011e-06
RHTO_02531	6.931934643220323e-07
RHTO_04212	9.743404182293158e-07
RHTO_07462	1.4247803793417407e-06
RHTO_06875	1.3857670362747578e-06
RHTO_00008	2.041277530530375e-06
RHTO_00769	1.4053877393982681e-06
RHTO_03548	7.078131006007969e-07
RHTO_04951	4.267894494227889e-07
RHTO_01122	1.0750399030253264e-06
RHTO_03568	4.0922348667268747e-07
RHTO_02851	1.3965231607711228e-05
RHTO_05609	1.5306685416787941e-06
RHTO_04720	1.2321169771893863e-06
RHTO_00202	1.0071080388684288e-06
RHTO_05984	2.7127412987343017e-06
RHTO_07606	2.61890971516176e-06
RHTO_01547	7.28518623532197e-07
RHTO_03397	3.9969064949862503e-07
RHTO_04183	3.5758403846339462e-06
RHTO_07000	2.2147313237221625e-06
RHTO_02745	5.251430502825131e-07
RHTO_07304	1.2339700123821027e-06
RHTO_06117	8.414817448866816e-07
RHTO_05630	5.47331483160609e-06
RHTO_06867	2.219149993366133e-06
RHTO_06311	2.020229778995304e-06
RHTO_00314	2.1983551231337655e-06
RHTO_05228	1.7930470123651952e-06
RHTO_03327	1.3664522882062812e-06
RHTO_05854	1.1536969559241978e-06
RHTO_07803	3.6190092361517435e-07
RHTO_01725	1.6085666266902668e-06
RHTO_04513	4.580238455708683e-07
RHTO_05343	1.323414785177397e-06
RHTO_02839	1.0373924178740168e-06
RHTO_06752	1.093003783330597e-06
RHTO_04179	1.456015362407753e-06
RHTO_05198	1.846314528423887e-06
RHTO_01067	1.0705677778301843e-06
RHTO_01480	3.8838585826272935e-07
RHTO_03075	1.8149786046275153e-06
RHTO_01046	1.2175524382477985e-06
RHTO_07686	2.597439017607709e-07
RHTO_03776	3.389634004669723e-07
RHTO_06393	2.0187915860302973e-06
RHTO_02881	1.320054631665221e-06
RHTO_02209	1.2067333830127911e-06
NIP1	7.848614255419301e-07
RHTO_03298	9.22163631863037e-07
RHTO_06384	4.6584320177664485e-06
RHTO_01048	9.612518093831665e-06
RHTO_00838	9.057101514000822e-07
RHTO_02301	1.0277864478958187e-06
RHTO_07118	8.427003822353443e-07
RHTO_03757	1.1045500442857561e-06
RHTO_03731	1.3055884500289354e-06
RHTO_07550	2.312708713955582e-06
RHTO_05802	6.997992742051134e-07
RHTO_06058	8.019742836194611e-07
RHTO_07196	1.5122481589634181e-06
RHTO_02961	1.0415273482114374e-06
RHTO_06504	5.207367130394907e-07
MEF1	6.04623442251398e-07
RHTO_01303	2.1571707028464655e-06
RHTO_03922	1.383400311793078e-06
RHTO_04210	4.5664047911980363e-07
TIF32	6.669020290920005e-07
RHTO_06536	8.193923378034685e-07
RHTO_01341	2.3504715959147863e-07
RHTO_00710	1.0298590269649695e-06
RHTO_07695	1.2575263205467727e-06
RHTO_03558	1.2144472366219223e-06
RHTO_03126	8.616573063834577e-07
RHTO_05784	1.3503964819630645e-06
RHTO_02358	6.91312469704855e-07
RHTO_05134	9.89092017149698e-07
RHTO_01016	1.142745395784659e-05
RHTO_04563	8.531657628819484e-07
RHTO_05737	1.0739261566629503e-06
RHTO_00409	1.6022542226207208e-06
RHTO_04933	2.4177179208010276e-06
RHTO_05017	4.97013433057586e-07
RHTO_00183	1.868149689792361e-06
RHTO_06989	8.747164793252209e-07
RHTO_06702	7.511655683682854e-07
RHTO_03928	8.967736399928653e-07
RHTO_02463	1.7555767250550594e-06
RHTO_05872	1.329011282465699e-06
RHTO_03085	1.000018194300176e-06
RHTO_03515	1.7594337733901352e-06
RHTO_01927	6.051878670392723e-07
RHTO_05117	1.7157184058044273e-06
RHTO_01311	4.137277408226811e-07
RHTO_00612	7.270564303360678e-07
RHTO_00197	3.2419653853299833e-07
RHTO_00556	7.777374351957074e-07
RHTO_00947	2.9276773791951154e-07
RHTO_00568	2.157113004200564e-07
RHTO_07269	2.0638278423553287e-06
RHTO_02591	8.933688713214547e-07
RHTO_02331	7.55248717939897e-07
RHTO_00388	1.6542584580332275e-06
RHTO_06273	6.672287910862971e-07
RHTO_05520	2.090603761298967e-06
RHTO_02799	2.4084818099040436e-06
RHTO_07813	5.442755074183551e-07
RHTO_07795	2.026520775825079e-06
RHTO_08140	1.4870917230093498e-06
RHTO_00494	9.655389828848096e-07
RHTO_04436	1.1752181256273698e-06
RHTO_03795	8.739176449229994e-07
RHTO_08030	5.300002501110025e-07
RHTO_00824	1.5301883118288866e-06
RHTO_00234	5.042792094430242e-07
RHTO_00987	2.941683463229406e-07
RHTO_01562	1.2710915843154227e-06
RHTO_01843	1.0912827424724346e-06
RHTO_07721	1.8040888110981573e-06
RHTO_06231	6.133446526824754e-07
RHTO_06168	5.96923020857905e-07
RHTO_01057	5.088234264599152e-07
RHTO_03047	7.162863752637466e-07
RHTO_05161	9.751629200695342e-07
RHTO_03630	2.84280043614642e-06
RHTO_04588	5.969906722806655e-07
RHTO_00181	1.3021045475811545e-06
RHTO_03086	2.787638004903024e-07
RHTO_06525	2.512990073420705e-07
TIF34	1.1371812398988105e-06
RHTO_07863	1.8558649410469875e-06
RHTO_05458	1.2435266675095252e-06
RHTO_04328	1.1547326943167917e-06
RHTO_02528	1.4556832904699513e-06
RHTO_04258	1.0805773571603645e-06
RHTO_05318	4.850829196821416e-07
RHTO_00216	1.683402479997344e-06
RHTO_07719	1.160777582072632e-06
RHTO_02877	7.145994159555916e-07
RHTO_02671	4.341759536033484e-07
RHTO_07573	3.3282736036978595e-07
RHTO_00856	1.1853384080478564e-06
RHTO_00098	5.734889739417386e-07
RHTO_05194	7.356490684940437e-07
RHTO_01906	1.576267107217207e-06
RHTO_00370	2.248834479706708e-06
RHTO_02050	3.4737532922326817e-07
RHTO_06450	1.3157352632700937e-06
RHTO_02621	1.3626466600673331e-06
RHTO_05647	2.5845227943381066e-06
RHTO_01358	1.2729921709875654e-06
RHTO_04226	1.3976870225142376e-06
RHTO_00027	6.353999801409644e-07
RHTO_00397	4.921598023998904e-07
RHTO_05003	1.6568295486830366e-06
RHTO_04665	1.0745632306665636e-06
RHTO_02453	6.557934887469418e-07
RHTO_06137	3.969479458685727e-07
RHTO_06072	8.86962319976125e-07
RHTO_03712	4.208075845454429e-07
RHTO_06481	9.757848206245689e-07
RHTO_02900	3.564846377160843e-07
RHTO_07601	1.2516399240218126e-06
RHTO_01105	2.0768636888648227e-06
RHTO_06757	7.774195930536294e-07
RHTO_02581	1.2674965884252434e-06
RHTO_05740	3.740689299704586e-07
RHTO_04142	9.785934510912785e-07
RHTO_04924	6.457121484398176e-07
RHTO_01947	5.723970974097151e-07
RHTO_02596	4.859230612152765e-07
RHTO_03162	4.3774647957860063e-07
RHTO_07378	2.946630734946011e-07
RHTO_07319	1.4795021021646225e-06
RHTO_07354	8.163818173139433e-07
RHTO_01032	1.0806183553449646e-06
RHTO_04685	8.210161452092055e-07
RHTO_05404	4.097866197516837e-07
RHTO_06811	1.241656728714429e-06
RHTO_00661	3.397272518458069e-07
RHTO_06216	1.104715164977711e-06
RHTO_00685	3.9897614431746237e-07
RHTO_07436	1.6707815530702223e-06
RHTO_02150	9.042436102185478e-07
RHTO_04465	3.7908020059871747e-07
RHTO_01240	1.2432329165155978e-06
RHTO_05727	7.025285381067274e-07
RHTO_04246	9.542545302783534e-07
RHTO_04334	9.129294796225971e-07
RHTO_03701	1.1469140182919638e-06
RHTO_06700	1.073722444578098e-06
RHTO_06309	3.8237197146514005e-07
RHTO_00771	6.938625722760113e-07
RHTO_05883	7.454410181642393e-07
RHTO_02272	9.58283849984438e-07
RHTO_04606	9.328365990032095e-07
RHTO_01683	1.2474026289920919e-07
RHTO_01884	3.947501698592933e-07
RHTO_04519	9.927046359670533e-07
RHTO_04957	5.214786571250106e-07
RHTO_06738	8.334903906228164e-07
RHTO_04244	1.7694712996376116e-06
RHTO_04149	1.4449346096638163e-06
RHTO_08097	8.28773528171229e-07
RHTO_06336	1.017599753194273e-06
ADI1	7.022452618017447e-07
RHTO_05739	4.22135528857717e-07
RHTO_00058	3.9719002854746955e-07
RHTO_02808	7.823230005408897e-07
RHTO_04583	4.899363633364465e-07
RHTO_03106	1.840802003571384e-06
RHTO_03470	1.4565471939960446e-06
RHTO_07146	1.7954484394890597e-06
RHTO_04549	9.301535067389653e-07
RHTO_02643	5.325209115733729e-07
RHTO_07761	7.694822564307015e-07
RHTO_03004	3.913641643598353e-07
RHTO_00287	6.443451950198944e-07
PRT1	5.705237180744308e-07
RHTO_05685	7.906055168836048e-07
RHTO_07003	4.159030482779073e-07
RHTO_02143	4.217163999996033e-07
RHTO_03847	2.906792599103782e-07
RHTO_06321	9.64973444434959e-07
RHTO_05460	1.186176223140617e-06
RHTO_03169	2.0647599781465087e-06
RHTO_00167	6.343665640886003e-07
RHTO_01599	4.0802042618751926e-07
RHTO_04577	1.8478305783749811e-06
RHTO_06113	1.305938224718998e-06
RHTO_01166	1.0701143995538636e-06
RHTO_05209	1.2865195252137717e-06
RHTO_02178	7.626976650231883e-07
RHTO_07439	2.9231969628914695e-07
RHTO_03603	6.073235232740821e-07
RHTO_06672	2.8265103130558645e-07
RHTO_01784	1.0352387557902323e-06
RHTO_03066	6.730832497227948e-07
RHTO_02257	4.197999142043864e-07
RHTO_07775	4.5773742020461106e-07
RHTO_06921	4.0825999591506024e-07
RHTO_07202	1.262469537007478e-06
RHTO_00085	1.1766097690586687e-06
RHTO_05399	1.9627899405832538e-06
RHTO_06022	4.672270618208306e-07
RHTO_03166	2.6115523532306237e-06
RHTO_03121	1.345623585375531e-06
RHTO_07625	8.719744558297671e-07
RHTO_06769	1.532069931320186e-07
RHTO_03321	6.508133196200137e-07
RHTO_06352	2.8200218349305686e-07
RHTO_01496	4.308388894042134e-07
RHTO_03656	6.934211845990489e-07
RHTO_07700	3.0132960032606156e-07
RHTO_01849	4.152840744884915e-07
RHTO_06449	9.584108354092959e-07
RHTO_02599	1.8771796312516655e-06
RHTO_04405	3.5661134705220887e-07
RHTO_03600	6.904216554764108e-07
RHTO_03457	1.7417564429516876e-06
RHTO_08068	9.422468304433797e-07
RHTO_06625	1.283216868035706e-06
RHTO_06125	3.1478784603813337e-07
RHTO_05039	2.091037413912039e-07
RHTO_00125	9.063785837747844e-07
RHTO_05912	1.3659334414622155e-06
RHTO_00498	7.55910178311075e-07
RHTO_06748	9.694951303449911e-07
RHTO_00178	1.5696738052153032e-06
RHTO_01678	3.254462442241373e-07
RHTO_02070	1.859226731617079e-06
RHTO_04673	1.4240348856425061e-06
RHTO_06682	4.982031137161679e-07
RHTO_04801	3.2444006784612206e-07
RHTO_02800	4.670698315154795e-07
RHTO_05801	8.642369411522877e-07
RHTO_00369	4.5234885340946247e-07
RHTO_01208	7.388306473143873e-07
RHTO_00759	1.213386099825637e-06
RHTO_01370	2.746736368249694e-07
RHTO_04971	7.38911968946349e-07
RHTO_02024	3.3586687783652433e-06
RHTO_06526	1.1874528396857265e-06
RHTO_03597	1.019516802289489e-06
RHTO_00625	5.90983179542512e-07
RHTO_05270	1.4210401077816807e-06
RHTO_00425	7.451297845139872e-07
RHTO_03906	3.536267355907765e-07
RHTO_02848	3.952802587487846e-07
RHTO_01398	4.002774000227504e-07
RHTO_03087	6.667126721435003e-07
RHTO_05594	1.8022314034427155e-06
RHTO_03342	4.390299406733777e-07
RHTO_00641	8.486116277985946e-07
RHTO_02645	3.7486514014711323e-07
RHTO_06239	5.206058783376007e-07
RHTO_04912	7.607584150377455e-07
RHTO_05219	5.806730315100731e-07
RHTO_05338	7.233689959729974e-07
RHTO_00237	7.686098457100218e-07
RHTO_00172	6.518116172850004e-07
RHTO_00112	1.526436963048378e-07
RHTO_00203	7.568570389759226e-07
RHTO_03258	1.554243799270874e-06
RHTO_01090	3.389102774270979e-08
RHTO_00221	3.8274882851350424e-07
RHTO_04054	1.6442496016520952e-06
RHTO_06693	7.751727640247617e-07
RHTO_00208	2.696971690277311e-07
RHTO_07066	7.765656130938077e-07
RHTO_06898	1.256318807302141e-06
RHTO_07765	4.3410538269237446e-07
RHTO_02815	4.1388581480840477e-07
RHTO_05523	1.1407864411541774e-06
RHTO_03406	7.62849122854305e-07
RHTO_00855	3.094386893652008e-07
RHTO_01583	4.886259803750167e-07
RHTO_07730	1.8270706788758043e-06
RHTO_02087	4.226494175924902e-07
RHTO_07881	4.348111305194458e-06
RHTO_04196	3.821754159001057e-07
RHTO_01493	1.858702233875058e-07
RHTO_04425	3.65699315474195e-07
RHTO_08080	7.797750446340218e-07
RHTO_04683	7.755154176349785e-07
RHTO_04905	8.430195924511421e-07
