uniprot	Gene_names	Aexp_1	Aexp_2
M7WUI0	RHTO_01605	1.0820333217590337e-06	1.2063904003045612e-06
M7XJN0	RHTO_03604	7.637126550156234e-06	5.5601058077512106e-06
M7X3Z9	RHTO_05000	4.009948729338987e-07	4.148399382923516e-07
M7WZP3	RHTO_07627	4.986585464645267e-08	5.201436323464999e-08
M7XW26	RHTO_04627	3.4562046222486678e-06	
M7XGX8	RHTO_04389	2.3649782997417992e-07	2.064393731325974e-07
M7WNJ4	RHTO_04411	5.240638770872563e-07	5.924779374460408e-07
M7X263	RHTO_04589	1.1244100428841124e-06	1.4407228008737976e-06
M7WX55	RHTO_00719	2.551758057462738e-07	2.3469350207284498e-07
M7XJW0	RHTO_06158	1.2346170812074102e-06	1.2865170266703292e-06
M7WYV4	RHTO_00225	5.00941850568072e-07	5.480656597386143e-07
M7WW22	RHTO_01265	1.0288173322213481e-06	7.502730596479002e-07
M7XB90	RHTO_02265	3.1224680387734203e-06	3.5978303885388178e-06
M7WLL9	RHTO_05660	8.45380873219331e-07	9.931870934878223e-07
M7WQT1	RHTO_03466		3.9634055417805925e-07
M7X5H6	RHTO_03068	9.759775859804726e-07	9.122731689148533e-07
M7X3E9	RHTO_04809	4.07050396422648e-07	4.52309956951459e-07
M7WJI1	RHTO_02590	2.2323304234193547e-07	2.523622982293739e-07
M7WX08	RHTO_00664	5.666734975143111e-07	5.264944332901957e-07
M7X569	RHTO_05546	1.678326598655066e-07	1.6467103078114732e-07
M7WRD1	RHTO_02564	1.600649832272148e-07	1.4387086852651476e-07
M7WZ22	RHTO_07663	8.452424956729061e-07	8.771524751881646e-07
M7WUP1	RHTO_01660	6.98804635882486e-07	6.962376262821862e-07
M7XIT7	RHTO_06843	1.5238519692853869e-07	1.7567275898335259e-07
M7XBT1	RHTO_02090	6.420715592758126e-07	7.384182015322451e-07
M7XWZ2	RHTO_04928	2.130382129564855e-08	2.186516906106051e-08
M7WKY0	RHTO_05621	1.1435936804725411e-06	1.0288008902843486e-06
M7XUQ9	RHTO_07037	1.7257493772246018e-08	1.951357984803603e-08
M7WVD8	RHTO_04741	4.1355266927591764e-07	5.78956519047025e-07
M7XEK4	RHTO_05820		5.135083852136976e-07
M7X536	RHTO_05684	1.602180585126544e-07	1.5211716543409205e-07
M7WJJ6	RHTO_02605	3.4216787576063995e-07	3.4889278403513565e-07
M7XGV7	RHTO_07451	1.0434352017579813e-06	1.1271037304489291e-06
M7X1W7	RHTO_06295	3.70147064197931e-08	4.450638902665621e-08
M7WR12	RHTO_03435	3.017363099903683e-07	3.6471064421897114e-07
M7WJ92	RHTO_07058	1.6407459142165172e-06	1.491818419223552e-06
M7X4C4	RHTO_02904	8.50987079762256e-07	7.904285378072482e-07
M7XYR3	RHTO_03177	3.254993171222054e-07	2.7234769288554226e-07
M7X319	RHTO_04891	3.2898043079547466e-06	4.159631939288011e-06
M7X7N8	RHTO_00543	3.0337686059348965e-06	2.9775688878628877e-06
M7X074	RHTO_07244	6.7404298512981e-07	5.613617797103522e-07
M7X7W6	RHTO_00613	2.315769678612681e-08	2.8971042646570942e-08
M7XLG8	RHTO_04904	9.9997494532885e-07	1.0553983434065418e-06
M7WT15	RHTO_02077	2.132776595487243e-06	2.4107270551680747e-06
M7X416	RHTO_05020	1.6041698529592497e-06	1.5961380236358397e-06
M7XB39	RHTO_02218	4.280555271520198e-06	2.766978301868503e-06
M7WPB7	RHTO_04235	1.5598022076929129e-07	1.7214332460841616e-07
M7WR78	RHTO_02524	3.2568350079921527e-07	3.867970945371441e-07
M7X4F4	RHTO_02934	4.0574993829482515e-07	3.7239830052929797e-07
M7X2N1	RHTO_06359	1.0672203009787714e-07	3.129421897199636e-07
M7WV75	RHTO_01211	5.0436247650746355e-08	4.907287533264278e-08
M7WR73	RHTO_02519	5.784705027556944e-07	6.583495990782142e-07
M7WV46	RHTO_01176	1.7684511463632792e-06	1.3673483587376188e-06
M7WRF8	RHTO_03384	1.0048472363113858e-06	1.1057610857045879e-06
M7WW19	RHTO_04947	2.134570264058009e-06	1.415287775896154e-06
M7X147	RHTO_06045	7.193557267110682e-07	7.213806062229648e-07
M7X6K2	RHTO_00414	6.116628883657935e-07	7.6398200126e-07
M7XK23	RHTO_03432	3.883801268422199e-08	3.403374144299852e-08
M7XLX5	RHTO_05094	1.6103906872993366e-07	2.1145338783824952e-07
M7WUS1	RHTO_01680		
M7WZN2	RHTO_00535	5.298404173416707e-07	5.215751429116483e-07
M7WQJ2	INT6	4.122478545264629e-07	3.880294719260018e-07
M7WXU0	RHTO_07766	1.6902298646842192e-07	2.0386020839205999e-07
M7XE83	RHTO_00883	3.271915293663763e-07	4.702912000595995e-07
M7WZQ1	RHTO_00550	3.7116656118805616e-07	3.932218979391577e-07
M7X476	RHTO_05995	4.427214749658728e-07	4.77104084418435e-07
M7WQT3	RHTO_07777	8.899235018298067e-08	1.0191535348165758e-07
M7XB81	RHTO_02149	1.9300944792455925e-06	1.5435887481335167e-06
M7X9U5	RHTO_03423	2.4123497361347775e-06	2.355862765889379e-06
M7X393	RHTO_04759	1.709383320167551e-08	2.6187090565099868e-08
M7XYY3	RHTO_03252		
M7WSE2	RHTO_02406	2.307319753114196e-07	2.1118613387996673e-07
M7WNZ6	RHTO_04360	2.102390042007925e-07	2.4812086888327426e-07
M7X6C2	RHTO_00319	1.1044190946690794e-06	1.216654505294352e-06
M7WZI1	RHTO_07235		
M7WY14	RHTO_08083	1.0879341337941445e-06	1.006211170501857e-06
M7XE02	RHTO_01264	2.150882896438771e-06	
M7X5F6	RHTO_00004	1.0896341716743124e-06	1.116126294870991e-06
M7XQG4	RHTO_00727	1.4301032470295235e-08	1.684500000763809e-08
M7XKA6	RHTO_02551	1.5677763205087914e-06	1.7568079536885912e-06
M7X6K6	RHTO_00133		
M7X5R0	RHTO_05386	9.793892740794662e-08	1.354548899283361e-07
M7WSY7	RHTO_02052	1.451739443184012e-07	1.7368060904958773e-07
M7WZ34	RHTO_07678	1.5241345531922894e-07	2.1595820723253446e-07
M7XDQ2	RHTO_01159	3.6234930751397137e-07	3.9884019198828093e-07
M7WKJ0	RHTO_06473	8.268876215073422e-08	6.734008591487741e-08
M7WXI5	RHTO_08119	1.4903048919565247e-07	1.8617952848783073e-07
M7WJH0	RHTO_02580	1.3574148457437193e-05	1.258565759150082e-05
M7XD86	RHTO_06698	3.372555695979213e-07	4.280562636564656e-07
M7XC38	RHTO_01790	1.3353992649756255e-06	1.062367154635478e-06
M7XBC5	RHTO_01939	4.178412347461424e-06	3.551022273459321e-06
M7WYN4	RHTO_07835	4.913362471703881e-07	4.7231412029575287e-07
M7X6V1	RHTO_04410	9.476282985300732e-08	9.647788515755627e-08
M7XHE8	RHTO_07641	1.368255393627804e-07	2.1897327363171974e-07
M7WGM1	RHTO_04357	2.5220084770228682e-08	3.0409246186962204e-08
M7XFW1	RHTO_05405	4.5916241215843926e-07	4.5290902427270766e-07
M7WV90	RHTO_04696	2.038967508885819e-08	2.3031025846441183e-08
M7X492	RHTO_05876	5.213878638877997e-07	7.062211417729104e-07
M7WX47	RHTO_00709	9.936775047053655e-07	9.717348885558223e-07
M7XKI3	RHTO_02616	3.6136078361043736e-07	3.002222610382293e-07
M7WKX1	RHTO_02003	8.816248644006877e-07	8.300439313808021e-07
M7XE50	NAT10	3.419218066170723e-08	3.633298218202635e-08
M7XJL3	RHTO_06083	2.2659542632117997e-07	2.4921096889379103e-07
M7WRZ8	RHTO_02447	1.3776329607232838e-06	1.1400452194224432e-06
M7X692	RHTO_00284	3.382536981431352e-07	3.471403047569685e-07
M7XWH8	RHTO_04787	2.8801121384607167e-07	2.966580950981932e-07
M7WZI6	RHTO_07240	2.404157024241886e-07	3.429474829161436e-07
M7X7C7	RHTO_00418	2.8698723466485825e-08	2.7268328456793372e-08
M7XQP9	RHTO_00822	4.1988338271921865e-07	4.1244890760283115e-07
M7X4V1	RHTO_03084	3.0290963703096356e-07	3.434149531062586e-07
M7XN27	RHTO_03032	2.874218516146292e-07	3.381657068930974e-07
M7X0U8	RHTO_06779	7.033602530490985e-07	9.146580643897594e-07
M7XQ93	RHTO_00652		2.4634986067308584e-07
M7XIZ5	COQ5	9.295510070432282e-07	1.0135456990512599e-06
M7WSY2	RHTO_02047	1.4731279294944021e-07	1.657871443060573e-07
M7WLA6	RHTO_02123	8.371209690571656e-07	7.998693333966742e-07
M7WQM6	RHTO_03607	6.978895006537188e-07	6.945454631994212e-07
M7X2R3	RHTO_04795	4.735346603880603e-07	4.006017044291136e-07
M7WHA9	RHTO_03890	1.9858938699395738e-07	2.2064527897963792e-07
M7XM27	RHTO_02094	4.822893208898758e-07	5.05237480179397e-07
M7WQP6	RHTO_03740	2.188518594024668e-06	2.179194875084765e-06
M7WH81	RHTO_04099	9.320681367542566e-07	8.90388931848772e-07
M7X6A0	RHTO_00294	7.091242053151068e-08	5.56818934577004e-08
M7XJM5	RHTO_03599	3.51547797185232e-07	2.887650474697989e-07
M7XJ93	RHTO_07033	1.0270661272240075e-07	9.650184149702958e-08
M7XNZ5	RHTO_00062	1.5710382764610631e-06	1.6022261123448866e-06
M7X753	RHTO_00609	4.367018603068465e-07	4.4860087497674104e-07
M7WNM2	RHTO_04181	1.4017975237512435e-07	1.4920928249020966e-07
M7WR54	RHTO_03596	5.216555601479208e-08	7.5874671774554e-08
M7X622	RHTO_00199	1.2271572891329033e-06	9.81812376951398e-07
M7XWD9	RHTO_04747	1.8147272832115545e-07	8.94078105856963e-08
M7X8G9	RHTO_03762	1.478545696070364e-06	9.531026397495706e-07
M7XL13	RHTO_04748	3.0421069254423796e-07	2.7370860023867185e-07
M7XI29	RHTO_07288	3.631476026614575e-09	4.069135081093657e-09
M7WPT1	RHTO_03913	1.7775656108526635e-07	1.4501014734670057e-07
M7WMN9	RHTO_05283	5.985054268591531e-06	7.054512084357358e-06
M7XCR9	RHTO_01644	3.59227163739846e-08	3.3962286405066046e-08
M7WQ63	RHTO_08020	5.196041454578425e-07	4.77774701204048e-07
M7XIA6	RHTO_07353	2.0797844421724532e-07	2.1344627917197034e-07
M7WXR0	RHTO_07998	1.3650748569929322e-06	9.866529346712098e-07
M7X6X9	RHTO_00243	3.0041606306957904e-07	3.785834867466881e-07
M7WKW7	RHTO_05882	3.604710300709914e-08	4.018467653986504e-08
M7XHR6	RHTO_04223	1.8450089601232484e-07	2.2377798720936435e-07
M7WP23	RHTO_04088	7.188434574529507e-06	8.839472186896797e-06
M7XGZ3	RHTO_07486	3.1120274093605068e-06	3.5339006649423725e-06
M7WX11	RHTO_02885	3.8875000573873255e-08	3.9079138600872943e-08
M7WVY3	RHTO_01230	5.734049947664735e-07	6.030333711633702e-07
M7WKC7	RHTO_05908	8.199081671619425e-07	9.204548752349743e-07
M7X5G5	RHTO_03058	6.857992989375617e-08	7.386766868156219e-08
M7X607	RHTO_00179	2.1845814002980693e-06	2.6062560763065533e-06
M7WPK7	RHTO_04072	2.439351193273689e-08	4.033672772657636e-08
M7WTH4	RHTO_01847	2.2851378985264322e-07	4.0677078937427033e-07
M7XH02	RHTO_07496	1.510220421225008e-07	1.836367638020568e-07
M7WXR2	RHTO_07731	2.727824815584201e-06	2.9723021144137326e-06
M7XGP7	RHTO_04480	3.0810378074450818e-06	4.039952118741726e-06
M7X4P2	RHTO_03019	1.783632129191122e-07	1.4646947360787828e-07
M7WWT3	RHTO_00850	3.8387088176346333e-07	4.4648745451178853e-07
M7WR42	RHTO_03581	1.0329627561329853e-07	1.0676095583654478e-07
M7WKP3	RHTO_02315	2.8660235318473265e-06	3.1595278281861445e-06
M7WVR8	RHTO_00935	2.4704336627840714e-08	2.9532033054677998e-08
M7XFZ9	RHTO_05242	3.1424414938387004e-07	3.269691987965627e-07
M7WJP3	RHTO_06598	1.5516836827630778e-06	1.3690456221346594e-06
M7XHK0	RHTO_07103	2.1700368592229235e-07	2.396420767400685e-07
M7XZK6	RHTO_00176	2.3384909976295537e-08	3.236066076084438e-08
M7WM38	RHTO_01632	1.575012354612316e-06	1.342740234630964e-06
M7WX69	RHTO_00734	4.42948786528154e-07	5.406097867299677e-07
M7WRY9	RHTO_02603	8.290484018413278e-08	9.830132995523256e-08
M7WRH3	RHTO_03399	3.6067796670365304e-07	3.8753234673191245e-07
M7X1R5	RHTO_06235	1.5029144756514079e-05	2.0099601258685857e-05
M7WLN7	RHTO_05348	5.654693152114402e-07	5.146607317719641e-07
M7XC99	RHTO_01860	2.997504635390212e-08	3.514478459808462e-08
M7XVV3	RHTO_06377	1.0733758866830582e-07	1.6639471185821144e-07
M7XKS7	RHTO_02352	2.4203178161837265e-07	1.7785750329533943e-07
M7WWG9	RHTO_02678	2.424031480748447e-06	2.350538994378193e-06
M7WY13	RHTO_03251	1.8906700796702036e-07	2.0773162735523238e-07
M7XMK5	RHTO_02861	5.471678608621587e-07	4.2136683349684244e-07
M7XQJ0	RHTO_00602		
M7WTJ8	RHTO_01872	8.919547700728376e-08	1.0800393124515616e-07
M7WXC4	RHTO_08074	9.149041190451767e-08	7.992772312742603e-09
M7XFI8	RHTO_05451	2.7964889987755654e-07	3.624766136847631e-07
M7XIE8	RHTO_06718	2.76748756101933e-07	3.136219833571393e-07
M7X9N9	RHTO_03358	1.4161693431849812e-06	1.808727085398575e-06
M7XKA2	RHTO_06288	1.886683380183657e-08	1.546873396932009e-08
M7X0W8	RHTO_07015	6.094003993761982e-08	6.593136218140363e-08
M7WNT1	cyn1	3.6984591606731016e-07	4.189039649512808e-07
M7X302	RHTO_04669	8.978343711783336e-08	7.840556709577092e-08
M7XWQ0	RHTO_04868	4.1012690400415996e-07	4.911423867527744e-07
M7XZL7	RHTO_00196	4.6583652617230905e-07	4.6857822222426715e-07
M7WPZ4	RHTO_03660	6.5551315462984885e-06	1.0602776812876407e-05
M7WQR1	RHTO_03335	9.681543436167236e-08	1.4762123392265112e-07
M7WWT1	RHTO_01039	9.118269453286207e-07	8.412474893840192e-07
M7XMF9	RHTO_02821	5.283654725736854e-07	5.590317065895125e-07
M7XQE0	RHTO_00557	1.5218943316980005e-08	2.231349391857319e-08
M7XJ39	RHTO_03722	3.2827032651115545e-06	2.592102885465292e-06
M7WPG7	RHTO_03764	1.3588133567862935e-07	1.5130526340920666e-07
M7X109	RHTO_06005	3.562046478283131e-07	4.237897577745255e-07
M7WPA9	RHTO_04225	5.9579483956419535e-08	5.84668789691648e-08
M7X518	RHTO_03160	4.061040468787092e-08	3.496032189945613e-08
M7WW93	RHTO_00640	7.709165132662205e-08	7.383282145563546e-08
M7WN16	RHTO_01157		6.56597146488381e-07
M7XED6	RHTO_05895	4.3156298373262654e-07	3.9953417014863365e-07
M7XFF4	RHTO_00848		
M7WXZ0	RHTO_03226	1.5164789048322894e-07	3.0599427919261043e-07
M7XY00	RHTO_02886	1.64723604595125e-06	1.9759688347381583e-06
M7WNB5	RHTO_01252	1.9328005170670317e-07	2.529674611160982e-07
M7X711	RHTO_00574	6.596077551192714e-07	8.369294243499241e-07
M7XT98	RHTO_07187	1.0427267733124059e-06	1.0915866224006769e-06
M7WLW1	RHTO_05567	1.215314491059625e-07	1.5038873870344407e-07
M7WI49	RHTO_03696	1.7477890037471174e-06	1.8461704841060344e-06
M7X663	RHTO_00249		5.262392214761782e-07
M7XVQ9	RHTO_06322	7.087266653065368e-07	6.605810526146499e-07
M7XUV9	RHTO_06037	9.542838785544859e-07	8.792299158314228e-07
M7XN07	RHTO_01638	2.125221972843166e-06	2.29489158527243e-06
M7XL11	RHTO_02459	1.0870526506615875e-07	7.22991802419414e-08
M7XNE0	RHTO_01350	1.6895889688659325e-08	1.468147925671944e-08
M7XKN2	BNA1	1.363387814601748e-06	1.5634588724630981e-06
M7WVH2	RHTO_01502	1.828769483685367e-07	1.7100510620064848e-07
M7X3B2	RHTO_06643	7.970676668278674e-07	8.446321651094752e-07
M7WUX9	RHTO_04570	1.9972684751931858e-06	1.757134788467691e-06
M7WTJ2	RHTO_06951	1.3030306343174932e-06	8.285160896825255e-07
M7WWB7	RHTO_00665		4.705337793905155e-08
M7WX59	RHTO_08019	5.227675938203019e-08	5.568858671122448e-08
M7XHW6	RHTO_07233	2.0566486908227158e-07	2.0175742527057735e-07
M7XMB1	RHTO_01759	5.812825533622193e-07	6.222074037471812e-07
M7X6N8	RHTO_00454	1.8705665079212084e-07	2.076668067376498e-07
M7X0J9	RHTO_07364	4.681433863549622e-08	4.267832206244111e-08
M7X0S1	RHTO_06960	5.152288377370166e-07	3.5994778820873556e-07
M7WJ30	RHTO_03426	5.157181419220385e-07	4.0436124666522455e-07
M7WFK5	RHTO_05149	9.290101977995054e-07	9.72212231541558e-07
M7WQU7	RHTO_03380	1.8177383935118574e-06	2.3192042011452162e-06
M7XNT5	RHTO_00007	3.905750429607077e-07	3.764078606412093e-07
M7WMD1	RHTO_05382	2.2984491083715634e-06	2.237032898407322e-06
M7WSB4	RHTO_02270	4.2660020180677634e-07	6.806882890377284e-07
M7XDY7	RHTO_06451	2.715742353700227e-07	3.264031627583631e-07
M7XMB0	RHTO_02776	5.20439532599293e-08	6.915908440051067e-08
M7XLP8	RHTO_04999	2.192680606613351e-07	2.0828071711459952e-07
M7XQB5	RHTO_00677	5.107754482808742e-07	6.598461803736142e-07
M7WZB1	RHTO_00410	4.1510449726488675e-07	4.4626535045898164e-07
M7X6J3	RHTO_00404	2.448164310962373e-08	3.4556411680411743e-08
M7XET6	RHTO_01093	1.4057529055294677e-05	1.5307439502855467e-05
M7WU89	RHTO_01921	9.416586495757625e-07	1.3331936504882703e-06
M7WXI0	RHTO_08114	2.4165138578994903e-08	2.5488717570885956e-08
M7WNC0	RHTO_04517	1.6578569984751916e-07	
M7WZG4	RHTO_00470	1.5515943449999995e-07	1.5947715039850577e-07
M7X610	RHTO_03269	7.983229888118348e-07	8.205181169748829e-07
M7XLB5	RHTO_04848	1.6161647928923565e-07	2.037900999650481e-07
M7WTY3	RHTO_01801	8.295253777115485e-08	1.2565813967391802e-07
M7WXE4	RHTO_00819	2.797448900865254e-07	3.574380167863147e-08
M7WMY6	RHTO_01116	4.924238785021101e-07	6.670667638245771e-07
M7XF71	RHTO_05663	8.921558940721488e-09	1.3523291786509326e-08
M7XLN1	RHTO_04974	2.9322852641078407e-07	2.436957028514424e-07
M7X201	RHTO_06335	1.9258088736722688e-07	2.528120673520684e-07
M7WLG0	RHTO_01793	1.8557459793850397e-07	2.1597463598261547e-07
M7WQG2	RHTO_08100	1.6559986871092772e-07	1.829370873099941e-07
M7XYR8	RHTO_03182	5.205027895010706e-07	5.727553882664545e-07
M7XL28	RHTO_02479	7.960870626187206e-07	7.868485164025741e-07
M7XIV0	RHTO_03636	3.477699296273259e-08	3.796599725615211e-08
M7XB15	RHTO_02236	4.1725135659954794e-08	5.2589364682851246e-08
M7XZ85	RHTO_00056	1.5100410880745294e-07	1.2498892343147985e-07
M7X3Y5	RHTO_02778	7.121592829783303e-08	7.597411667605626e-08
M7XS74	RHTO_07420	7.427102258272213e-07	8.451237933538007e-07
M7WP67	RHTO_01076	5.111585228751314e-08	7.565511101143234e-08
M7WW52	RHTO_01065	5.2037690414632123e-08	4.176252814104763e-08
M7XFR4	RHTO_05355	7.395775665820868e-08	6.841948929546238e-08
M7X6F0	RHTO_05176	2.4412945107167124e-07	2.518074392315087e-07
M7WZ08	RHTO_00290	9.495181574587396e-07	9.912205276327423e-07
M7WPB8	RHTO_00666		1.458976436727162e-06
M7WLV7	RHTO_05562	3.1376436557650617e-07	3.280630960187298e-07
M7XZP5	RHTO_00236	7.749862061685997e-08	7.960311972400349e-08
M7WLE1	RHTO_05613	2.3202458270228892e-07	1.6882831454185186e-07
M7X3Y6	RHTO_06407	2.667581984396685e-07	4.535206690201403e-08
M7WNN2	RHTO_00901	4.892513462594206e-08	5.7706357163132165e-08
M7WWC5	RHTO_05077	5.213176884392099e-08	4.5523770930337934e-08
M7XEB5	RHTO_05870	3.5746497730703174e-07	4.2659116739113e-07
M7XQJ6	RHTO_00762	2.385985521794119e-07	2.0709373159689842e-07
M7XPR8	RHTO_00957	5.222419343347602e-08	4.998645795473402e-08
M7WG30	RHTO_04378	9.046240228796015e-08	6.613900854887692e-08
M7WND2	RHTO_01267	1.5052742388962358e-06	2.0017601691596122e-06
M7WPU4	RHTO_00841	3.7757546733838447e-07	3.167805111511945e-07
M7WVU9	RHTO_01190	3.156948526528998e-08	3.989239160500408e-08
M7X2T5	RHTO_04598	5.688481710751374e-06	5.953736099046928e-06
M7WR15	YTM1	3.996433537461315e-07	1.3194163997685183e-07
M7WXE3	RHTO_03005	1.7843091097122726e-07	1.2985081486935918e-07
M7XJR5	RHTO_06123		1.9344802970231956e-08
M7WW46	RHTO_04987	5.187050661358342e-07	4.545213672814439e-07
M7XHL0	RHTO_04173	2.77472185458385e-07	3.0087150309585546e-07
M7WS79	RHTO_02159	6.12107658318508e-07	4.441720933128571e-07
M7XGF4	RHTO_05160	3.1063516707541947e-07	3.387734084287453e-07
M7XG05	RHTO_08117	4.047458900531618e-08	3.894374070255344e-08
M7WW13	RHTO_01030	3.739307925732967e-07	4.068721018830758e-07
M7WT71	RHTO_02132	2.452519024546174e-06	2.806721269342735e-06
M7X4F8	RHTO_02721	9.911333405254972e-08	1.317855246684817e-07
M7WWJ6	RHTO_00755	1.1347040637760946e-05	
M7XI87	RHTO_03901	1.098437610199472e-07	1.1411244139869569e-07
M7XYK8	RHTO_03111	1.063121653780096e-07	8.097995500962311e-08
M7XI58	RHTO_04115	7.542361995164469e-07	7.180460542617337e-07
M7X5T6	RHTO_00119	1.3485962664012416e-07	1.1243031181519523e-07
M7WPW6	RHTO_07935	7.825871260893195e-08	8.895902170130603e-08
M7WMQ8	RHTO_01444	3.6884167226558554e-08	3.870020517076424e-08
M7WTP5	RHTO_07021	4.3677280071707147e-07	3.996557313477544e-07
M7WEJ4	RHTO_05579	8.793270478679543e-08	8.647491694112725e-08
M7WWD0	RHTO_00909	7.374908207375969e-07	8.406615008718077e-07
M7WLK8	RHTO_01858		6.228501724830182e-06
M7XLV2	RHTO_05069		
M7WNN7	RHTO_04461	1.4575063175712154e-07	2.106633735582204e-07
M7WW02	RHTO_04927	1.6273968431438883e-07	1.877854786209972e-07
M7XL66	RHTO_02311	1.3145701867503465e-07	1.553082434749335e-07
M7WQH3	TRM8	3.6833045947183916e-07	3.526456102897828e-07
M7WYA9	RHTO_07418	4.044976223935335e-06	3.637964752100688e-06
M7XGK6	RHTO_07880	9.321732763540675e-07	7.699390723964815e-07
M7XB54	RHTO_02278	5.403191090351198e-08	5.412647513674361e-08
M7XQT8	RHTO_07941	1.3139431204215274e-07	1.5732653955500295e-07
M7X2Q8	RHTO_04568	1.852858809372173e-07	1.4919652973838943e-07
M7WPM3	RHTO_04092	4.5958770077061e-08	4.68412821107762e-08
M7WXJ2	RHTO_07938	1.7264300970249217e-08	1.6928547589000602e-08
M7X080	RHTO_07249	1.2423093743882586e-07	1.4730939838363533e-07
M7XG80	LSM3	3.68335848315933e-06	4.033519940029992e-06
M7WU66	RHTO_01896	5.224337265583573e-08	5.8636738740181237e-08
M7XX64	RHTO_05018	4.692842033720927e-07	5.099527558241689e-07
M7XUB0	RHTO_06877	1.387054350525414e-07	1.3942421699519993e-07
M7X2D9	RHTO_04675	2.27098194776896e-07	2.483771815350173e-07
M7XTT7	RHTO_07382	3.323556731028583e-07	5.353846753408277e-07
M7XMM2	RHTO_01889	3.293009246678234e-08	3.482223004447575e-08
M7X4I5	RHTO_02751	7.365273737504475e-08	8.896056165299179e-08
M7XL37	RHTO_02266	3.822006548649347e-08	
M7WLK7	RHTO_05514	3.0491818748262883e-07	4.712656825427369e-07
M7X5P4	RHTO_05371	4.908205272780443e-07	3.3957821492817966e-07
M7XMX4	RHTO_02962	7.764420400964298e-08	8.225701304865377e-08
M7WQP3	RHTO_07722	2.953706341548254e-08	3.1771366679088e-08
M7WTL8	RHTO_06986	8.256402795249513e-08	7.4278515941162e-08
M7XGL1	RHTO_07885	1.2659334975982468e-07	1.1555594596430985e-07
M7XJU9	RHTO_03357	1.647827568026316e-06	2.6720772098219223e-06
M7WL50	RHTO_05832	5.753687361951826e-09	7.48624236171162e-09
M7X0X4	RHTO_06789	1.2017776803544996e-06	1.090998672516522e-06
M7WU23	RHTO_01636	2.4549564688152906e-07	3.92386810942869e-07
M7XI53	RHTO_07308	2.555228606966103e-07	3.0049113594566083e-07
M7WW75	RHTO_05022	5.645672856226702e-07	7.350705269809902e-07
M7XEB1	RHTO_05999	2.770561914656616e-07	2.466707488862436e-07
M7XCR6	RHTO_01639	1.641559551292653e-07	2.0230185625360456e-07
M7WVC5	RHTO_01442	1.2493411928538241e-08	1.4595277381316758e-08
M7XUT1	RHTO_06007	4.8629553302886e-07	4.216193565864364e-07
M7X4K3	RHTO_02969	6.711251443368578e-07	6.581873972362355e-07
M7WZ98	RHTO_00395	1.7335236494939074e-07	1.192531255348929e-07
M7X998	RHTO_03490	4.3493182762899396e-07	5.016240035350624e-07
M7WX71	RHTO_08029	8.149269087561505e-07	7.687802430778709e-07
M7X795	RHTO_00378	1.9671927779344585e-06	1.7655627692685408e-06
M7XWJ1	RHTO_04802	2.9750923672625728e-08	2.973038353161621e-08
M7WWM7	RHTO_00790	3.7753374636105097e-07	2.982917753849444e-07
M7WQN8	RHTO_07717	5.0761598157708475e-08	4.755023611429603e-08
M7X5T2	RHTO_05406	3.40716051539036e-07	4.357708946193092e-07
M7WL75	RHTO_05711	1.73141338543572e-06	1.7021307942207858e-06
M7X1R1	RHTO_06059	9.390618267248813e-09	9.455581288695392e-09
M7WTA4	RHTO_01767	1.97779785701423e-06	1.9640235120945555e-06
M7WEF4	RHTO_05534	7.666420347566981e-07	8.075220470918641e-07
M7WP48	RHTO_04118	9.777073167846766e-08	8.583988692592572e-08
M7XJ50	RHTO_03732	4.9214384142159495e-08	
M7WWR4	RHTO_00830	3.378657280892191e-08	2.934060143203244e-08
M7WUM3	RHTO_01388	6.491637931621058e-08	4.499697551793249e-08
M7XH05	RHTO_04419	5.150014377335935e-07	5.768510913857375e-07
M7X5A8	RHTO_03255	5.255463806834903e-08	6.586516988709474e-08
M7XS16	RHTO_07889	3.0323397627449735e-07	2.67879727867799e-07
M7X150	RHTO_06869	2.8247804211135397e-06	3.512153888070933e-06
M7X7X8	RHTO_04031	2.157386697652675e-07	2.732960107921479e-07
M7WHI3	RHTO_03981	3.977254604036063e-08	4.595149168357569e-08
M7WX10	RHTO_07984	5.234804823208815e-07	4.793077072990488e-07
M7X011	RHTO_06720	8.161947340873264e-07	8.398765467256052e-07
M7X373	RHTO_04931	2.441148047972129e-08	2.5325189185876127e-08
M7X5N2	RHTO_03128	1.0657995718943942e-06	1.0918609185033008e-06
M7XUR8	RHTO_07047	3.51165729799314e-08	3.57944661442971e-08
M7WX36	RHTO_02910	3.3587156631344354e-06	
M7WZ39	RHTO_07075	5.817331358075689e-08	8.28615499285857e-08
M7XWN0	RHTO_04847	1.7349829538257055e-06	1.7253446489571707e-06
M7XG60	RHTO_07704	3.1037817891553863e-09	2.8447135731032266e-09
M7X787	RHTO_04313	1.1948180372478299e-06	1.7745885013841877e-06
M7XHV2	RHTO_07218	3.662413680599579e-08	7.989184034035229e-08
M7WXH5	RHTO_00849	9.424127994007495e-08	8.442215013177617e-08
M7WPS8	RHTO_00826		1.0235436350696433e-08
M7XFG5	RHTO_05600		1.2929769385100886e-07
M7WK93	RHTO_02221	8.421721063882365e-07	1.0748393972585197e-06
M7X5S3	RHTO_00109		4.943613581899681e-06
M7XK71	RHTO_02521	5.033171269307026e-08	4.8942539455022875e-08
M7WUB7	RHTO_01545	3.9126064855751844e-08	3.063267291183383e-08
