protID	geneID	protName	capUse_Xexp	capUse_XNlim	absUse_Xexp	absUse_XNlim	UB_Xexp	UB_XNlim
M7WKC7	RHTO_05908	RHTO_05908	0	0	0	0	Inf	5.23e-07
M7WKC9	RHTO_06556	RHTO_06556	0	0	0	0	Inf	Inf
M7WKF8	RHTO_02312	RHTO_02312	0.0953	0.115	4.43e-07	2.1e-07	4.65e-06	1.83e-06
M7WKH8	RHTO_06458	RHTO_06458	0	0	0	0	Inf	7.25e-06
M7WKI7	RHTO_06468	RHTO_06468	0.000117	8.76e-05	4.26e-09	1.42e-09	3.65e-05	1.62e-05
M7WKJ2	RHTO_02268	RHTO_02268	0	0	1.84e-10	4.1e-11	Inf	Inf
M7WKL7	RHTO_05838	RHTO_05838	0	0	0	0	1.84e-05	5.87e-06
M7WKR4	RHTO_01947	RHTO_01947	0.0804	0.0474	8.38e-08	1.87e-08	1.04e-06	3.95e-07
M7WKS9	RHTO_01962	RHTO_01962	0	0	9.26e-08	9.05e-07	Inf	Inf
M7WKT2	RHTO_05749	RHTO_05749	0	0	5.39e-10	1.79e-10	Inf	Inf
M7WKV3	RHTO_05769	RHTO_05769	0	0	0	0	4.95e-08	2.68e-08
M7WKX0	RHTO_05784	RHTO_05784	0.98	0.456	5.57e-06	5.58e-07	5.68e-06	1.22e-06
M7WKY2	RHTO_02013	RHTO_02013	0	0	1.43e-07	4.05e-08	Inf	Inf
M7WKZ4	RHTO_05912	RHTO_05912	0.0646	0.0448	1.87e-07	4.18e-08	2.9e-06	9.34e-07
M7WL03	RHTO_02033	RHTO_02033	0	0	4.01e-06	1.33e-06	Inf	Inf
M7WL18	RHTO_02048	RHTO_02048	0.171	0.16	1.48e-06	4.91e-07	8.69e-06	3.07e-06
M7WL19	RHTO_05797	RHTO_05797	0	0	0	0	2.91e-07	8.37e-08
M7WL24	RHTO_05802	RHTO_05802	0.345	0.231	3.4e-07	8.15e-08	9.87e-07	3.53e-07
M7WL39	RHTO_02073	RHTO_02073	0	0	4.58e-07	1.52e-07	Inf	Inf
M7WL95	RHTO_02113	RHTO_02113	0.0264	0.0122	1.19e-08	1.2e-09	4.51e-07	9.76e-08
M7WLD5	RHTO_05768	RHTO_05768	0	0	0	0	6.6e-07	2.05e-07
M7WLF3	RHTO_05449	RHTO_05449	0	0	0	0	Inf	Inf
M7WLF7	RHTO_01788	RHTO_01788	0	0	0	0	Inf	Inf
M7WLI2	RHTO_05640	RHTO_05640	0.000728	0.00027	2.81e-09	5.06e-10	3.86e-06	1.87e-06
M7WLN5	RHTO_01888	RHTO_01888	0	0	0	9.09e-09	Inf	Inf
M7WLP6	RHTO_05680	RHTO_05680	0	0	0	0	3.04e-06	7.33e-07
M7WLQ0	RHTO_01903	RHTO_01903	0	0	0	0	1.18e-07	6.65e-08
M7WLR9	RHTO_05705	RHTO_05705	0	0	0	0	3.57e-07	1.14e-07
M7WLS9	RHTO_05715	RHTO_05715	0	0	0	0	1.46e-06	4.71e-07
M7WLV7	RHTO_05562	RHTO_05562	0	1.25e-05	0	4.04e-12	6.81e-07	3.24e-07
M7WLX6	RHTO_05582	RHTO_05582	0	0	0	0	4.02e-07	1.86e-07
M7WLY9	RHTO_05597	RHTO_05597	0	0	0	0	Inf	Inf
M7WLZ2	RHTO_01587	RHTO_01587	0	0	0	0	Inf	Inf
M7WM30	RHTO_05264	RHTO_05264	0.151	0.171	6.26e-07	3.9e-07	4.15e-06	2.28e-06
M7WMC4	RHTO_05138	RHTO_05138	1.61e-05	1.44e-05	1.74e-11	5.75e-12	1.08e-06	3.99e-07
M7WMD7	RHTO_01732	RHTO_01732	0.0028	0	1.4e-09	0	5.01e-07	1.16e-07
M7WME7	RHTO_01329	RHTO_01329	0.00267	0.000855	5.32e-08	1.3e-08	2e-05	1.52e-05
M7WMF3	RHTO_05407	RHTO_05407	0	0	0	0	1.65e-05	5.7e-06
M7WMG1	RHTO_05417	RHTO_05417	0	0	0	0	Inf	Inf
M7WMJ7	RHTO_05208	RHTO_05208	0.115	0.066	4.13e-06	1.7e-06	3.6e-05	2.57e-05
M7WMN2	RHTO_05278	RHTO_05278	0	0	0	0	Inf	Inf
M7WMR9	RHTO_01459	RHTO_01459	0	0	0	0	1.96e-06	1.19e-06
M7WMS7	RHTO_05313	RHTO_05313	0	0	0	0	9.32e-08	5.02e-08
M7WMT2	RHTO_05318	RHTO_05318	0.49	0.456	1.23e-06	1.24e-07	2.51e-06	2.71e-07
M7WMU5	RHTO_01494	RHTO_01494	0.041	0.0167	7.16e-09	7.18e-10	1.75e-07	4.29e-08
M7WMW4	RHTO_01519	RHTO_01519	0	0	0	0	Inf	Inf
M7WMY0	RHTO_05147	RHTO_05147	0.0238	0.00589	2.79e-07	2.79e-08	1.17e-05	4.74e-06
M7WMY6	RHTO_01116	RHTO_01116	0	0	0	0	Inf	Inf
M7WMZ5	RHTO_04447	RHTO_04447	0	0	0	0	Inf	Inf
M7WN54	RHTO_05197	RHTO_05197	0.0903	0	2.02e-08	4.51e-09	2.24e-07	Inf
M7WN91	RHTO_04310	RHTO_04310	0	0	0	0	1.01e-06	3.65e-07
M7WN97	RHTO_04315	RHTO_04315	0.0105	0.00617	3.02e-08	7.32e-09	2.89e-06	1.19e-06
M7WNA2	RHTO_04320	RHTO_04320	0	0	0	0	Inf	Inf
M7WNB5	RHTO_01252	RHTO_01252	0.949	0	1.53e-06	5.06e-07	1.61e-06	Inf
M7WNE2	RHTO_04356	RHTO_04356	0	0	0	1.12e-09	Inf	Inf
M7WNF8	RHTO_01292	RHTO_01292	0	0	0	0	Inf	Inf
M7WNN8	RHTO_00906	RHTO_00906	0.0013	0.00131	5.82e-09	2.32e-09	4.46e-06	1.76e-06
M7WNN9	RHTO_04196	RHTO_04196	0.0516	0.0443	1.03e-08	1.71e-09	1.99e-07	3.86e-08
M7WNV7	RHTO_04314	RHTO_04314	0	0	0	8.88e-07	Inf	Inf
M7WNY8	RHTO_04350	RHTO_04350	0	0.179	4.24e-08	1.87e-08	Inf	1.04e-07
M7WNZ9	RHTO_04058	RHTO_04058	0.0292	0.0178	5.91e-07	1.44e-07	2.03e-05	8.12e-06
M7WP06	RHTO_01001	RHTO_01001	0	0	4.56e-10	1.29e-10	Inf	Inf
M7WP29	RHTO_01031	RHTO_01031	0	0	0	0	Inf	Inf
M7WP35	RHTO_04103	RHTO_04103	0.116	0.0495	7.43e-08	8.47e-09	6.43e-07	1.71e-07
M7WP44	RHTO_01051	RHTO_01051	0.184	0.0448	5.77e-07	5.79e-08	3.13e-06	1.29e-06
M7WP55	RHTO_04128	RHTO_04128	0	0	0	0	4.61e-07	1.16e-07
M7WP57	RHTO_04175	RHTO_04175	0	0	0	0	Inf	Inf
M7WPA0	RHTO_00641	RHTO_00641	0	0.00718	0	1.65e-08	5.93e-06	2.3e-06
M7WPA3	RHTO_00646	RHTO_00646	0	0	0	0	Inf	8.64e-09
M7WPA9	RHTO_04225	RHTO_04225	1	0.0754	1.1e-07	2.16e-09	1.1e-07	2.86e-08
M7WPB7	RHTO_04235	RHTO_04235	0	0	0	0	2.77e-07	1.13e-07
M7WPH1	RHTO_00726	RHTO_00726	0	0	1.82e-10	1.76e-11	Inf	Inf
M7WPN2	RHTO_04102	RHTO_04102	0	0	0	0	Inf	Inf
M7WPU4	RHTO_00841	RHTO_00841	0	0	0	0	3.86e-07	1.83e-07
M7WPW0	RHTO_00856	RHTO_00856	0.0468	0.0447	1.71e-07	5.66e-08	3.65e-06	1.27e-06
M7WPZ4	RHTO_03660	RHTO_03660	0	0	0	0	Inf	Inf
M7WQ02	RHTO_03994	RHTO_03994	0	0	0	0	Inf	Inf
M7WQ19	RHTO_07980	RHTO_07980	0	0	0	0	Inf	Inf
M7WQ31	RHTO_03695	RHTO_03695	0	0.0355	1.61e-07	3.59e-08	Inf	1.01e-06
M7WQ32	RHTO_03783	RHTO_03783	0.00102	0.000683	1.02e-09	3.46e-10	1e-06	5.06e-07
M7WQ70	RHTO_03730	RHTO_03730	0	0	0	0	Inf	Inf
