protID	geneID	protName	capUse_Xexp	capUse_XNlim	absUse_Xexp	absUse_XNlim	UB_Xexp	UB_XNlim
M7X450	RHTO_05970	RHTO_05970	0	0	0	0	4e-08	Inf
M7X456	RHTO_02848	RHTO_02848	0	0	0	0	7.06e-07	1.46e-07
M7X469	RHTO_02858	RHTO_02858	0	0	0	0	Inf	Inf
M7X476	RHTO_05995	RHTO_05995	9.44e-05	5.37e-05	5.81e-11	1.3e-11	6.15e-07	2.41e-07
M7X4A4	RHTO_02671	RHTO_02671	0.234	0.0928	1.85e-07	1.85e-08	7.91e-07	2e-07
M7X4E5	RHTO_02924	RHTO_02924	0	0.00204	7.83e-10	1.75e-10	Inf	8.56e-08
M7X4E9	RHTO_02929	RHTO_02929	0	0	0	0	Inf	Inf
M7X4H7	RHTO_02741	RHTO_02741	0	0	5.38e-08	9.68e-09	Inf	Inf
M7X4I3	RHTO_05831	RHTO_05831	0	0	0	0	Inf	Inf
M7X4L7	RHTO_02988	RHTO_02988	0.00172	0.000812	2.47e-09	3.79e-10	1.44e-06	4.66e-07
M7X4N6	RHTO_05737	RHTO_05737	0	0	0	0	2.86e-06	7.91e-07
M7X4V7	RHTO_03089	RHTO_03089	0	0	0	0	Inf	7.66e-07
M7X4W9	RHTO_03104	RHTO_03104	0	0	0	0	3.12e-06	1.22e-06
M7X4X3	RHTO_03109	RHTO_03109	0.00253	0.000937	1.45e-08	1.45e-09	5.74e-06	1.55e-06
M7X4Z9	RHTO_03139	RHTO_03139	0	0	0	0	Inf	2.22e-08
M7X531	RHTO_05679	RHTO_05679	0	0	0	0	Inf	4.05e-07
M7X540	RHTO_02938	RHTO_02938	0	0	0	0	Inf	Inf
M7X560	RHTO_05714	RHTO_05714	0.137	0.172	5.8e-07	3.03e-07	4.24e-06	1.77e-06
M7X586	RHTO_05571	RHTO_05571	0	0	0	0	1.26e-06	4.84e-07
M7X597	RHTO_05581	RHTO_05581	0	0	0	0	Inf	Inf
M7X5E3	RHTO_03027	RHTO_03027	1	1	1.27e-06	5.17e-07	1.27e-06	5.17e-07
M7X5F4	RHTO_03043	RHTO_03043	0.0207	1	6.79e-07	1.29e-05	3.28e-05	1.29e-05
M7X5G5	RHTO_03058	RHTO_03058	0	0	0	0	1.41e-07	Inf
M7X5H7	RHTO_00024	RHTO_00024	0.0237	0	1.76e-08	1.77e-09	7.45e-07	Inf
M7X5J0	RHTO_00034	RHTO_00034	0	0	0	0	Inf	Inf
M7X5K1	RHTO_03098	RHTO_03098	0	0	0	0	Inf	9.47e-09
M7X5Q7	RHTO_03153	RHTO_03153	0	0	0	0	Inf	Inf
M7X5U7	RHTO_05421	RHTO_05421	0	0	0	0	Inf	Inf
M7X5V2	RHTO_00134	RHTO_00134	0	0	0	5.4e-09	2.41e-06	Inf
M7X5X1	RHTO_05237	RHTO_05237	0	0	0	0	Inf	Inf
M7X622	RHTO_00199	RHTO_00199	0	0	0	0	6.8e-07	5.87e-07
M7X646	RHTO_00229	RHTO_00229	0	0	0	0	Inf	Inf
M7X655	RHTO_00239	RHTO_00239	0	0	2.86e-11	6.39e-12	Inf	Inf
M7X666	RHTO_05332	RHTO_05332	0	0	3.02e-13	0	Inf	Inf
M7X688	RHTO_00279	RHTO_00279	0.000141	0.000198	8.18e-10	3.35e-10	5.81e-06	1.69e-06
M7X689	RHTO_00033	RHTO_00033	0.00683	0.0036	1.17e-07	3.54e-08	1.71e-05	9.82e-06
M7X693	RHTO_05136	RHTO_05136	0	0	0	0	Inf	1.87e-07
M7X6A5	RHTO_05146	RHTO_05146	0	0	0	0	Inf	Inf
M7X6B9	RHTO_00058	RHTO_00058	0.0829	0.0653	4.31e-08	1.91e-08	5.2e-07	2.93e-07
M7X6D9	RHTO_00339	RHTO_00339	0	0	0	0	Inf	Inf
M7X6F0	RHTO_05176	RHTO_05176	0.0424	0	2.22e-08	7.37e-09	5.25e-07	Inf
M7X6G2	RHTO_00098	RHTO_00098	0.23	0	9.35e-08	0	4.07e-07	4.63e-07
M7X6H1	RHTO_05191	RHTO_05191	0.00127	0	1.5e-08	0	1.18e-05	4.68e-06
M7X6K6	RHTO_00133	RHTO_00133	0	0	0	0	Inf	Inf
M7X6L4	RHTO_04491	RHTO_04491	0	0	6.81e-13	1.52e-13	Inf	Inf
M7X6L5	RHTO_00429	RHTO_00429	0	0	0	0	4.37e-08	Inf
M7X6L8	RHTO_00143	RHTO_00143	1	0	4.39e-08	0	4.39e-08	Inf
M7X6P0	RHTO_04526	RHTO_04526	0	0	0	0	Inf	3.4e-08
M7X6P2	RHTO_00459	RHTO_00459	0	0	0	0	Inf	4.11e-07
M7X6P6	RHTO_00464	RHTO_00464	0	0	0	0	1.77e-08	Inf
M7X6R2	RHTO_04556	RHTO_04556	0	0	4.8e-08	1.49e-08	Inf	Inf
M7X6S3	RHTO_00494	RHTO_00494	0.128	0.0534	1.23e-07	3.03e-08	9.57e-07	5.68e-07
M7X6U2	RHTO_00514	RHTO_00514	0.167	0.0513	1.33e-07	1.33e-08	7.94e-07	2.6e-07
M7X6U6	RHTO_04405	RHTO_04405	0.0658	0.0259	3.1e-08	3.11e-09	4.72e-07	1.2e-07
M7X6W7	RHTO_04425	RHTO_04425	0.243	0	1.89e-07	0	7.79e-07	3.35e-07
M7X6W8	RHTO_00534	RHTO_00534	0.137	0.172	5.8e-07	3.03e-07	4.24e-06	1.77e-06
M7X6X3	RHTO_00539	RHTO_00539	0.715	0.431	5.39e-06	1.21e-06	7.54e-06	2.82e-06
M7X6X6	RHTO_04435	RHTO_04435	0	0	0	0	Inf	Inf
M7X6Z4	RHTO_04450	RHTO_04450	2.1e-06	1.59e-06	4.33e-12	9.66e-13	2.07e-06	6.07e-07
M7X711	RHTO_00574	RHTO_00574	0.00139	0.000686	9.44e-10	3.08e-10	6.8e-07	4.49e-07
M7X749	RHTO_00323	RHTO_00323	0.0365	0.0203	1.32e-06	4e-07	3.63e-05	1.97e-05
M7X759	RHTO_00614	RHTO_00614	0	0	0	0	Inf	Inf
M7X774	RHTO_04298	RHTO_04298	0	0	0	0	4.61e-07	1.87e-07
M7X791	RHTO_00373	RHTO_00373	0	0	0	0	8.3e-05	2.35e-05
M7X7A4	RHTO_00388	RHTO_00388	0	0	0	0	2.65e-06	7.71e-07
M7X7I4	RHTO_00483	RHTO_00483	0	0	0	0	Inf	Inf
M7X7J9	RHTO_04169	RHTO_04169	0	0	0	0	Inf	Inf
M7X7L3	RHTO_00518	RHTO_00518	0.0155	0.00388	4.43e-08	4.44e-09	2.87e-06	1.14e-06
M7X7Q0	RHTO_04214	RHTO_04214	0	0	0	0	Inf	Inf
M7X7Q5	RHTO_00558	RHTO_00558	0.000499	0.000132	1.64e-09	1.64e-10	3.29e-06	1.24e-06
M7X7R6	RHTO_04229	RHTO_04229	0.123	0.0851	4.54e-07	1.01e-07	3.71e-06	1.19e-06
M7X7W6	RHTO_00613	RHTO_00613	0	0	0	0	9.02e-08	6.22e-08
M7X852	RHTO_04131	RHTO_04131	0.00172	0.000521	2.32e-08	2.45e-09	1.35e-05	4.71e-06
M7X896	RHTO_03928	RHTO_03928	0.00158	0.000878	1.43e-09	4.05e-10	9.03e-07	4.62e-07
M7X8A4	RHTO_03938	RHTO_03938	0	0	0	0	Inf	Inf
M7X8C7	RHTO_03963	RHTO_03963	0.000129	3.97e-06	3.9e-08	3.73e-10	0.000302	9.39e-05
M7X8E9	RHTO_03988	RHTO_03988	0	0	2.06e-08	2.07e-09	Inf	Inf
M7X8V9	RHTO_03653	RHTO_03653	0.0735	0.0176	8.46e-08	8.48e-09	1.15e-06	4.83e-07
M7X998	RHTO_03490	RHTO_03490	9.69e-05	0	5.5e-11	1.23e-11	5.68e-07	Inf
M7X9L7	RHTO_03333	RHTO_03333	0	0	0	0	Inf	Inf
M7X9Q9	RHTO_03383	RHTO_03383	0	0	0	0	Inf	Inf
M7XA01	RHTO_02512	RHTO_02512	0	0	0	0	2.37e-07	1.87e-07
M7XA05	RHTO_02517	RHTO_02517	0	0	0	0	Inf	Inf
M7XA12	RHTO_02522	RHTO_02522	0	0	0	0	Inf	Inf
M7XA42	RHTO_02552	RHTO_02552	0	0.0837	1.94e-08	1.94e-09	Inf	2.32e-08
M7XAC9	RHTO_02642	RHTO_02642	0	0	2.47e-08	8.19e-09	Inf	Inf
M7XAE2	RHTO_02657	RHTO_02657	0	0	0	1.31e-08	Inf	Inf
M7XAF7	RHTO_02338	RHTO_02338	0	0	0	0	Inf	Inf
M7XAJ6	RHTO_02358	RHTO_02358	0	0	0	0	1.84e-06	Inf
M7XAZ3	RHTO_02269	RHTO_02269	0	0	0	0	Inf	Inf
M7XB28	RHTO_02297	RHTO_02297	0.0878	0.027	4.23e-08	4.72e-09	4.82e-07	1.75e-07
M7XB86	RHTO_02309	RHTO_02309	0.00176	0.000789	3.05e-09	6.8e-10	1.73e-06	8.62e-07
M7XBA0	RHTO_02305	RHTO_02305	0.244	0.177	3.38e-07	1.12e-07	1.39e-06	6.33e-07
M7XBT5	RHTO_02095	RHTO_02095	0	0	0	0	Inf	Inf
M7XBY2	RHTO_02130	RHTO_02130	0	0	1.87e-07	0	Inf	1.69e-08
M7XBZ9	RHTO_01745	RHTO_01745	0.949	0	3.41e-06	1.13e-06	3.6e-06	Inf
M7XC53	RHTO_01810	RHTO_01810	0	0	0	0	Inf	Inf
M7XC95	RHTO_01855	RHTO_01855	0	0	0	0	Inf	Inf
M7XCF3	RHTO_01915	RHTO_01915	0	0	0	0	Inf	Inf
M7XCG4	RHTO_01930	RHTO_01930	0	0	0	0	Inf	Inf
M7XCG8	RHTO_01529	RHTO_01529	0.18	0.14	4.4e-07	1.46e-07	2.44e-06	1.04e-06
M7XCL8	RHTO_01584	RHTO_01584	0	0	0	0	Inf	Inf
M7XCQ6	RHTO_01629	RHTO_01629	0	0	0	0	3.08e-05	6.76e-06
M7XCR6	RHTO_01639	RHTO_01639	0	0	0	0	2.51e-07	1.12e-07
M7XCY6	RHTO_01709	RHTO_01709	0.0351	0.00286	4.29e-08	1.57e-09	1.22e-06	5.49e-07
M7XD32	RHTO_01341	RHTO_01341	0	0	0	0	7.44e-08	Inf
M7XD79	RHTO_06693	RHTO_06693	0	0.00782	6.22e-08	7e-09	Inf	8.95e-07
M7XDB8	RHTO_06637	RHTO_06637	0	0	0	0	Inf	Inf
M7XDH5	RHTO_06605	RHTO_06605	0	0	0	0	Inf	Inf
M7XE28	RHTO_01289	RHTO_01289	0	0.621	0	2.62e-06	1.28e-05	4.22e-06
M7XE29	RHTO_06406	RHTO_06406	0.0202	0.028	3.75e-07	1.79e-07	1.86e-05	6.4e-06
M7XE45	RHTO_06426	RHTO_06426	0	0	0	0	9.6e-07	2.56e-07
M7XE69	RHTO_05944	RHTO_05944	0	0.0698	6.01e-08	6.02e-09	Inf	8.64e-08
M7XEA2	RHTO_05984	RHTO_05984	0.00191	0.00071	1.78e-08	4e-09	9.32e-06	5.64e-06
M7XEG0	RHTO_05920	RHTO_05920	0.00188	0.00153	1.84e-08	6.14e-09	9.78e-06	4.01e-06
M7XEQ0	RHTO_01048	RHTO_01048	0	0	0	0	3.82e-05	5.08e-05
M7XEQ5	RHTO_01053	RHTO_01053	0	0	0	0	2.72e-06	1.18e-06
M7XES9	RHTO_01083	RHTO_01083	0	0	0	0	Inf	Inf
M7XEU6	RHTO_05746	RHTO_05746	0.0159	0.0212	1.37e-07	6.92e-08	8.64e-06	3.26e-06
M7XEX0	RHTO_00658	RHTO_00658	0	0	6.18e-13	1.38e-13	Inf	Inf
M7XEY0	RHTO_00668	RHTO_00668	0	0	5.82e-09	2.32e-09	Inf	Inf
M7XEY4	RHTO_00673	RHTO_00673	0.106	0.0257	3.33e-07	4.74e-08	3.14e-06	1.85e-06
M7XF32	RHTO_00723	RHTO_00723	0.137	0.172	5.8e-07	3.03e-07	4.24e-06	1.77e-06
M7XF80	RHTO_05673	RHTO_05673	0	0.000261	0	3.43e-10	2.29e-06	1.31e-06
M7XFA9	RHTO_00803	RHTO_00803	0	0	0	0	Inf	Inf
M7XFB7	RHTO_00813	RHTO_00813	0	0	0	0	Inf	Inf
M7XFE4	RHTO_00838	RHTO_00838	0	0	0	0	4.87e-06	2.19e-06
M7XFN1	RHTO_05506	RHTO_05506	0	1	0	5.24e-08	9.98e-08	5.24e-08
M7XFP4	RHTO_05521	RHTO_05521	0	0	0	0	Inf	Inf
M7XFP7	RHTO_08012	RHTO_08012	0	0	0	0	Inf	Inf
M7XFR0	RHTO_08027	RHTO_08027	0.0023	0	5.03e-09	0	2.19e-06	1.15e-06
M7XFU7	RHTO_08062	RHTO_08062	0.289	0	3.29e-08	0	1.14e-07	3.02e-08
M7XFW1	RHTO_05405	RHTO_05405	0	0	0	0	Inf	Inf
M7XFZ0	RHTO_08097	RHTO_08097	0.0195	0.0227	3.14e-08	7.51e-09	1.61e-06	3.31e-07
M7XG92	RHTO_05321	RHTO_05321	0	0	0	0	4.98e-07	Inf
M7XG99	RHTO_07749	RHTO_07749	0	0	0	0	Inf	Inf
M7XGD3	RHTO_07794	RHTO_07794	0	0	0	0	Inf	1.22e-08
M7XGF4	RHTO_05160	RHTO_05160	0	0	0	0	4.12e-07	Inf
M7XGH5	RHTO_07844	RHTO_07844	0.00315	0.00265	1.09e-07	2.25e-08	3.46e-05	8.49e-06
M7XGI7	RHTO_07860	RHTO_07860	0.27	1	3.34e-07	3.67e-07	1.24e-06	3.67e-07
M7XGU7	RHTO_04540	RHTO_04540	0.118	0.0428	8.56e-07	8.91e-08	7.24e-06	2.08e-06
M7XH05	RHTO_04419	RHTO_04419	0.00219	0	1.27e-09	1.27e-10	5.77e-07	Inf
M7XH17	RHTO_04434	RHTO_04434	0	0	0	0	Inf	Inf
M7XH40	RHTO_04459	RHTO_04459	0	0	0	0	3.72e-07	7.89e-08
M7XH91	RHTO_04302	RHTO_04302	0	0	0	0	Inf	Inf
M7XHB5	RHTO_04328	RHTO_04328	0.98	1	8.82e-06	1.51e-06	9e-06	1.51e-06
M7XHE8	RHTO_07641	RHTO_07641	0	0	0	0	Inf	7.2e-08
M7XHF8	RHTO_04363	RHTO_04363	0.0141	0.0115	7.18e-07	2.34e-07	5.1e-05	2.04e-05
M7XHH2	RHTO_07676	RHTO_07676	0	0	0	0	Inf	Inf
M7XHJ1	RHTO_07093	RHTO_07093	0	0	0	0	Inf	Inf
M7XHL0	RHTO_04173	RHTO_04173	0.058	0	2.1e-08	4.7e-09	3.63e-07	Inf
M7XHL1	RHTO_07118	RHTO_07118	0	0	0	0	2.13e-06	Inf
M7XHM9	RHTO_07138	RHTO_07138	0	0	0	0	7.09e-09	3.67e-09
M7XHN3	RHTO_04193	RHTO_04193	0.0108	0.0089	9.84e-08	3.26e-08	9.1e-06	3.66e-06
M7XHQ6	RHTO_04213	RHTO_04213	0.0102	0.00336	1.88e-08	1.88e-09	1.85e-06	5.61e-07
M7XHR0	RHTO_04218	RHTO_04218	0	0	0	0	Inf	Inf
M7XHU8	RHTO_04010	RHTO_04010	0	0	0	0	Inf	Inf
M7XHV2	RHTO_07218	RHTO_07218	0.767	0.565	6.82e-08	1.19e-08	8.89e-08	2.11e-08
M7XI04	RHTO_04045	RHTO_04045	0.949	1	5.84e-07	1.93e-07	6.15e-07	1.93e-07
M7XI20	RHTO_04065	RHTO_04065	0.000319	0.000145	5.39e-10	1.79e-10	1.69e-06	1.23e-06
M7XI50	RHTO_04105	RHTO_04105	0	0	0	0	Inf	Inf
M7XI63	RHTO_04120	RHTO_04120	0	0	0	0	Inf	Inf
M7XI95	RHTO_03911	RHTO_03911	0.949	1	1.18e-06	3.9e-07	1.24e-06	3.9e-07
M7XIA6	RHTO_07353	RHTO_07353	0.00146	0	2.87e-09	2.87e-10	1.97e-06	Inf
M7XIC1	RHTO_03942	RHTO_03942	0	0	0	0	8.89e-08	2.38e-08
M7XID1	RHTO_07378	RHTO_07378	0	0	0	0	5.38e-07	2.46e-07
M7XIE8	RHTO_06718	RHTO_06718	0	0	0	0	1.05e-06	3.31e-07
M7XIH3	RHTO_06738	RHTO_06738	0	0	0	0	2.31e-06	3.49e-07
M7XII3	RHTO_03771	RHTO_03771	0	0	6.22e-08	7e-09	Inf	Inf
M7XII9	RHTO_06753	RHTO_06753	0	0	0	0	1.62e-08	Inf
M7XIQ8	RHTO_06808	RHTO_06808	0	0	0	0	Inf	Inf
M7XIS4	RHTO_03876	RHTO_03876	0	0	0	0	Inf	Inf
M7XIT2	RHTO_03621	RHTO_03621	0.98	0.456	2.04e-06	2.05e-07	2.08e-06	4.49e-07
M7XIT7	RHTO_06843	RHTO_06843	0	0	0	0	2.47e-07	1.17e-07
M7XIX2	RHTO_03657	RHTO_03657	0	0	0	2.97e-13	Inf	Inf
M7XIY2	RHTO_06903	RHTO_06903	0	0	0	0	Inf	Inf
M7XIZ5	RHTO_06918	RHTO_06918	0	0	0	0	4.19e-07	Inf
M7XJ01	RHTO_03687	RHTO_03687	0	0	0	0	Inf	Inf
M7XJ24	RHTO_06958	RHTO_06958	0	0	0	0	Inf	Inf
M7XJ70	RHTO_07003	RHTO_07003	0.968	0.499	3.1e-06	3.4e-07	3.2e-06	6.81e-07
M7XJ78	RHTO_03757	RHTO_03757	0	0	0	0	2.27e-06	1.18e-06
M7XJ86	RHTO_07023	RHTO_07023	0	0	0	0	1.06e-07	Inf
M7XJB2	RHTO_03474	RHTO_03474	0	0	1.22e-09	1.22e-10	Inf	Inf
M7XJD3	RHTO_06018	RHTO_06018	0	0	0	0	6.03e-07	1.81e-07
M7XJI6	RHTO_03559	RHTO_03559	0	0	0	0	6.75e-06	3.58e-06
M7XJJ4	RHTO_06068	RHTO_06068	0.137	0.172	5.8e-07	3.03e-07	4.24e-06	1.77e-06
M7XJK5	RHTO_03579	RHTO_03579	0.0394	0.0109	1.64e-07	1.64e-08	4.16e-06	1.51e-06
M7XJM1	RHTO_03594	RHTO_03594	0	0	0	0	8.94e-07	2.56e-07
M7XJX2	RHTO_06168	RHTO_06168	0.0442	0.0136	4.7e-08	4.71e-09	1.06e-06	3.47e-07
M7XK01	RHTO_06193	RHTO_06193	0	0	0	0	7.43e-06	3.18e-06
M7XK58	RHTO_02506	RHTO_02506	0	0	0	0	Inf	Inf
M7XK83	RHTO_02531	RHTO_02531	0.0921	0.0435	8.71e-08	8.73e-09	9.46e-07	2.01e-07
M7XK91	RHTO_06273	RHTO_06273	0.0036	0.00121	3.91e-09	3.92e-10	1.09e-06	3.25e-07
M7XKA2	RHTO_06288	RHTO_06288	0	0	0	0	1.5e-07	6.95e-08
M7XKA8	RHTO_06298	RHTO_06298	0.115	0.066	4.13e-06	1.7e-06	3.6e-05	2.57e-05
M7XKB7	RHTO_06308	RHTO_06308	0	0	0	0	Inf	Inf
M7XKF0	RHTO_02591	RHTO_02591	0	0.21	0	1.35e-07	1.68e-06	6.44e-07
M7XKI3	RHTO_02616	RHTO_02616	0.00201	0	2.55e-09	2.56e-10	1.27e-06	Inf
M7XKI7	RHTO_02621	RHTO_02621	0	0	0	0	5.57e-06	2.21e-06
M7XKJ8	RHTO_04577	RHTO_04577	0.115	0.066	4.13e-06	1.7e-06	3.6e-05	2.57e-05
M7XKL7	RHTO_04602	RHTO_04602	0	0	0	0	5.56e-08	1.09e-08
M7XKN2	RHTO_04617	RHTO_04617	0	0	0	0	1.95e-06	Inf
M7XKN4	RHTO_02661	RHTO_02661	0	0	0	0	5.61e-07	Inf
M7XKR8	RHTO_04658	RHTO_04658	0	0	0	0	Inf	Inf
M7XKV7	RHTO_02389	RHTO_02389	0.971	0.838	3.22e-07	7.17e-08	3.31e-07	8.56e-08
M7XKW6	RHTO_04703	RHTO_04703	0.00538	0.00311	4.17e-09	1.19e-09	7.74e-07	3.82e-07
M7XKX2	RHTO_04708	RHTO_04708	0	0	0	0	1.71e-07	6.54e-08
M7XKZ3	RHTO_02439	RHTO_02439	0	0	0	0	Inf	Inf
M7XL11	RHTO_02459	RHTO_02459	0	0	0	0	3.17e-07	1.11e-07
M7XL58	RHTO_04793	RHTO_04793	0	0	9.51e-08	0	Inf	Inf
M7XLA4	RHTO_04838	RHTO_04838	0	0	0	0	Inf	Inf
M7XLD5	RHTO_02304	RHTO_02304	0	0	0	0	Inf	Inf
M7XLF1	RHTO_02286	RHTO_02286	0	0	0	0	Inf	Inf
M7XLK0	RHTO_01938	RHTO_01938	0	0	0	0	Inf	Inf
M7XLM3	RHTO_04964	RHTO_04964	0	0	0	0	Inf	Inf
M7XLQ4	RHTO_01994	RHTO_01994	0	0	0	0	Inf	Inf
M7XLR4	RHTO_02004	RHTO_02004	0.000888	0.000203	1.16e-10	4.28e-11	1.31e-07	2.1e-07
M7XLR5	RHTO_05024	RHTO_05024	0	0	0	0	1.07e-06	5e-07
M7XLS3	RHTO_05034	RHTO_05034	0	0	0	5.72e-10	Inf	Inf
M7XLS6	RHTO_05039	RHTO_05039	0	0	0	0	1.74e-07	7.22e-08
M7XM07	RHTO_02079	RHTO_02079	0.0714	0.0176	4.23e-07	4.24e-08	5.93e-06	2.41e-06
M7XM58	RHTO_02730	RHTO_02730	0	0	2.36e-09	2.37e-10	Inf	Inf
M7XM89	RHTO_02139	RHTO_02139	0.192	0.0839	4.47e-08	1.66e-08	2.33e-07	1.98e-07
M7XMA7	RHTO_01754	RHTO_01754	0.378	0.365	3.77e-07	1.71e-07	9.98e-07	4.68e-07
M7XME8	RHTO_02811	RHTO_02811	0	0	2.85e-07	2.86e-08	Inf	Inf
M7XMJ4	RHTO_01854	RHTO_01854	0.115	0.066	4.13e-06	1.7e-06	3.6e-05	2.57e-05
M7XMK5	RHTO_02861	RHTO_02861	0	0	0	0	1.06e-06	4.56e-07
M7XMV1	RHTO_01573	RHTO_01573	0	0	0	0	Inf	Inf
M7XMV4	RHTO_02952	RHTO_02952	0	0	0	0	1.73e-07	9.14e-08
M7XMW4	RHTO_01588	RHTO_01588	0	0	0	0	Inf	Inf
M7XN27	RHTO_03032	RHTO_03032	0	0	0	0	1.34e-06	Inf
M7XN51	RHTO_03062	RHTO_03062	0	0	0	0	3.64e-05	1.94e-05
M7XN88	RHTO_01718	RHTO_01718	0	0.591	1.2e-07	2.67e-08	Inf	4.52e-08
M7XN95	RHTO_03117	RHTO_03117	0.0129	0.0013	1.58e-07	1.19e-08	1.23e-05	9.14e-06
M7XNA4	RHTO_01320	RHTO_01320	0	0	0	0	Inf	Inf
M7XNE0	RHTO_01350	RHTO_01350	0	0	0	0	1.62e-08	1.21e-08
M7XNF8	RHTO_03188	RHTO_03188	0	0	0	0	Inf	Inf
M7XNG2	RHTO_01370	RHTO_01370	0	0	0	0	1.88e-07	3.79e-07
M7XNG3	RHTO_03193	RHTO_03193	0	0	0	0	Inf	Inf
M7XNL9	RHTO_03248	RHTO_03248	0.12	0.0571	3.32e-06	8.95e-07	2.76e-05	1.57e-05
M7XNP4	RHTO_01440	RHTO_01440	0	0	0	0	6.43e-06	2.34e-06
M7XNS5	RHTO_03298	RHTO_03298	0.224	0.085	2.01e-07	2.01e-08	8.95e-07	2.37e-07
M7XNY3	RHTO_01107	RHTO_01107	0	0	0	0	Inf	Inf
M7XP29	RHTO_01163	RHTO_01163	0	0	0	0	Inf	Inf
M7XPA1	RHTO_00152	RHTO_00152	0.0174	0.00792	4.46e-08	4.48e-09	2.56e-06	5.65e-07
M7XPE3	RHTO_00177	RHTO_00177	0.00303	0.00141	2.86e-08	3.85e-09	9.44e-06	2.73e-06
M7XPG3	RHTO_00202	RHTO_00202	0	0	0	0	1.51e-06	7.24e-07
M7XPJ7	RHTO_00892	RHTO_00892	0	0	0	0	1.35e-08	Inf
M7XPM3	RHTO_00287	RHTO_00287	0	0	0	0	1.37e-06	Inf
M7XPP0	RHTO_00312	RHTO_00312	0	0	0	0	9.06e-08	4.37e-08
M7XPQ0	RHTO_00942	RHTO_00942	0	0	0	0	Inf	Inf
M7XPW4	RHTO_00397	RHTO_00397	0	0	0	0	8.64e-07	2.44e-07
M7XQ01	RHTO_01027	RHTO_01027	0.163	0.141	9.7e-07	2.79e-07	5.94e-06	1.98e-06
M7XQ21	RHTO_00452	RHTO_00452	0	0	0	0	Inf	Inf
M7XQ28	RHTO_01057	RHTO_01057	0.334	0.122	9.03e-08	9.06e-09	2.71e-07	7.43e-08
M7XQ33	RHTO_01062	RHTO_01062	0	0	0	0	Inf	Inf
M7XQ37	RHTO_01067	RHTO_01067	0.00451	0.000148	7.78e-09	9.9e-11	1.73e-06	6.67e-07
M7XQH4	RHTO_00737	RHTO_00737	0	0	0	0	Inf	Inf
M7XRC2	RHTO_08101	RHTO_08101	0	0	0	0	Inf	Inf
M7XRJ2	RHTO_07703	RHTO_07703	0	0	0	0	Inf	Inf
M7XRK5	RHTO_07718	RHTO_07718	0	0	0	0	5.69e-07	3.93e-07
M7XRP3	RHTO_07763	RHTO_07763	0.827	0.127	2.06e-07	2.06e-08	2.49e-07	1.63e-07
M7XRQ3	RHTO_07773	RHTO_07773	0	0	0	0	1.64e-05	1.47e-05
M7XRW5	RHTO_07838	RHTO_07838	0	0	0	0	Inf	Inf
M7XRX5	RHTO_07849	RHTO_07849	0	0	0	0	Inf	Inf
M7XS16	RHTO_07889	RHTO_07889	0	0	0	0	1.39e-07	3.52e-07
M7XSC4	RHTO_07480	RHTO_07480	0	0	0	0	2.44e-07	6.94e-08
M7XSI3	RHTO_07535	RHTO_07535	0	0	0	2.87e-08	Inf	Inf
M7XSX2	RHTO_07665	RHTO_07665	0	0	0	0	1.23e-06	3.68e-07
M7XTB2	RHTO_07202	RHTO_07202	0	0	0	0	1.29e-05	3.43e-06
M7XTH3	RHTO_07257	RHTO_07257	0	0	0	0	Inf	Inf
M7XTR5	RHTO_07357	RHTO_07357	0	0	0	0	Inf	Inf
M7XTU8	RHTO_06717	RHTO_06717	0	0.00213	6.67e-08	6.68e-09	Inf	3.13e-06
M7XTZ9	RHTO_06762	RHTO_06762	0	0	0	0	Inf	Inf
M7XU83	RHTO_06842	RHTO_06842	0	0	0	0	Inf	Inf
M7XUF7	RHTO_06932	RHTO_06932	0	0	0	0	Inf	Inf
M7XUH0	RHTO_06947	RHTO_06947	0	0	0	0	Inf	Inf
M7XUQ1	RHTO_07027	RHTO_07027	0.000556	0.000475	5.82e-09	2.32e-09	1.05e-05	4.88e-06
M7XUQ9	RHTO_07037	RHTO_07037	0.172	0.423	7.7e-09	1.28e-08	4.49e-08	3.03e-08
M7XUW4	RHTO_06042	RHTO_06042	0	0	0	0	1.66e-05	4.45e-06
M7XUZ4	RHTO_06072	RHTO_06072	0	0	0	0	2.11e-06	Inf
M7XV41	RHTO_06117	RHTO_06117	0	0	0	0	8.27e-07	4.01e-07
M7XVK5	RHTO_06252	RHTO_06252	0	0	0	0	4.21e-07	Inf
M7XVT2	RHTO_06352	RHTO_06352	0	0	0	0	2.41e-07	Inf
M7XVW7	RHTO_04566	RHTO_04566	0.623	0.221	1.37e-05	1.37e-06	2.19e-05	6.18e-06
M7XW21	RHTO_04622	RHTO_04622	0.0234	0.0199	9.41e-08	3.12e-08	4.02e-06	1.57e-06
M7XWH3	RHTO_04782	RHTO_04782	0	0	0	0	Inf	Inf
M7XWK0	RHTO_04812	RHTO_04812	0	0	0	0	Inf	Inf
M7XWU8	RHTO_04903	RHTO_04903	0	0	1.29e-07	2.88e-08	Inf	Inf
M7XX10	RHTO_04953	RHTO_04953	0	0	3.99e-11	8.91e-12	Inf	Inf
M7XX48	RHTO_04998	RHTO_04998	0	0	5.87e-11	1.95e-11	Inf	Inf
M7XX64	RHTO_05018	RHTO_05018	0	0	0	0	6.16e-07	1.46e-07
M7XXB6	RHTO_05083	RHTO_05083	0	0	0	0	Inf	Inf
