Gene name	mmol_gDW_P1
RHTO_00100	6.547454189042374e-08
RHTO_06153	2.9089825940467188e-08
RHTO_07666	1.1299405272632763e-08
RHTO_07245	2.736828016894633e-07
RHTO_03895	1.609844039851929e-07
RHTO_02148	6.145450604406526e-09
RHTO_02267	1.1938618564166539e-08
RHTO_01708	5.639185884934245e-07
RHTO_08035	7.49166436653733e-09
RHTO_04310	1.0471410413410299e-06
RHTO_07601	2.2511875054232205e-06
RHTO_03068	1.1172944234228677e-06
RHTO_03309	3.7572939698201105e-06
RHTO_04065	1.8417485903730364e-06
RHTO_05192	7.550039588195289e-07
RHTO_03637	1.0941625204919454e-05
RHTO_00794	2.81494465990164e-06
RHTO_06608	2.161823471090946e-06
RHTO_04402	3.23689037433277e-08
RHTO_05942	1.3944844156542218e-07
RHTO_07573	2.9230603887589626e-07
RHTO_03071	0.0
RHTO_03923	5.593434068114686e-07
RHTO_05545	1.0898867702412479e-07
RHTO_07767	5.291351802976244e-09
RHTO_01306	1.758597840333412e-07
RHTO_01752	1.9554089421786583e-06
RHTO_07207	1.6457858121422665e-08
RHTO_02561	4.194551906824829e-08
RHTO_04959	3.141016293430826e-08
RHTO_05896	3.4987800477483862e-06
RHTO_06688	3.4972069974530453e-08
RHTO_06589	3.1496605941145804e-06
RHTO_00622	1.723597846602441e-07
RHTO_08143	4.3503717480611377e-07
RHTO_02968	8.813116956165304e-08
RHTO_02648	2.7908598354631287e-08
RHTO_03502	1.5212509879994377e-07
RHTO_00878	8.499979403318541e-08
RHTO_01927	3.958684017658735e-07
RHTO_00957	1.0030681730433164e-07
RHTO_06691	2.198634130293586e-09
RHTO_03630	2.9364903556528426e-06
RHTO_02833	1.7704422226338622e-06
RHTO_04952	3.3474829081506856e-07
RHTO_04513	8.769198243701607e-07
RHTO_03997	2.4775451900612433e-08
RHTO_05127	9.293209535880829e-07
RHTO_01866	3.6409348096844345e-06
RHTO_06978	2.8933320084022056e-08
RHTO_05959	6.944069919625368e-08
RHTO_07863	3.546662279053545e-06
RHTO_03609	1.0001123361108199e-06
RHTO_06193	6.395163297684122e-06
RHTO_04388	5.600630079968724e-08
RHTO_03541	7.118955582714355e-08
RHTO_02949	1.7181920838316673e-07
RHTO_00883	5.918548990686139e-07
RHTO_02671	6.756810685097369e-07
RHTO_04342	6.341620017882464e-08
RHTO_06548	2.508363712084551e-07
RHTO_05766	8.314774306681011e-08
RHTO_03589	8.737098393919087e-08
RHTO_04595	4.403023693979802e-06
RHTO_03555	9.378849955152513e-09
RHTO_04330	1.427985588962383e-06
RHTO_05892	2.865140837023991e-08
RHTO_01921	7.126933441549506e-07
RHTO_02447	9.03269601043991e-07
RHTO_04671	2.024234782437611e-08
RHTO_03206	4.3792723921988534e-05
RHTO_05296	2.7321464995825057e-07
RHTO_04212	2.519561354566232e-06
RHTO_02590	8.449428855099088e-07
RHTO_05059	1.0785132235884814e-05
RHTO_07625	1.7970937882027247e-06
RHTO_01064	3.678102281242662e-06
RHTO_04912	1.7638347687150625e-06
NOP7	2.341365869350309e-07
RHTO_04999	2.9116453163247113e-07
RHTO_00924	3.0528898319008896e-08
RHTO_01443	3.1374649485671565e-07
RHTO_07673	1.1055605883605184e-08
RHTO_06837	2.3681636181167004e-07
RHTO_04434	2.4446558524062183e-07
RHTO_02473	3.025485988697348e-07
RHTO_01852	6.0387913724137325e-06
RHTO_00492	8.124141300302081e-07
RHTO_00947	1.938609326345672e-08
RHTO_07620	8.198291474358731e-06
RHTO_06499	7.238593436442929e-07
RHTO_02661	7.615605504987803e-07
RHTO_01240	3.6420068259009505e-06
RHTO_01358	3.1092623316241365e-06
RHTO_07724	5.610640433834334e-07
RHTO_07777	1.7071586915139407e-07
RHTO_05596	9.395739951710932e-07
RHTO_03367	1.0969642202430098e-06
RHTO_01714	1.0086126212029229e-07
RHTO_07771	3.947424309059539e-05
RHTO_06848	8.988708572193177e-07
RHTO_07013	5.9422207298823884e-08
RHTO_06333	5.900459750419207e-07
RHTO_00370	7.279602491043543e-06
RHTO_02117	3.5945539309497235e-08
RHTO_01289	1.5352813504380238e-05
RHTO_02717	2.348598634768913e-08
RHTO_07761	1.5675139446910512e-06
RHTO_07075	2.677801332724563e-07
RHTO_07923	5.4924064338973154e-06
RHTO_06216	4.49060364878264e-06
RHTO_01860	4.948161600080289e-08
RHTO_06113	2.5112296272829583e-06
RHTO_00455	1.0389599537453359e-06
RHTO_06252	6.763654703233501e-07
RHTO_03877	0.0
RHTO_07103	3.924628372677625e-07
RHTO_02815	8.58282776322796e-07
RHTO_02392	2.0493984359236116e-08
RHTO_03246	1.3463826350170216e-07
RHTO_02082	3.787279953456522e-09
RHTO_02605	2.4513361475415637e-07
RHTO_07795	2.2691208425671585e-06
RHTO_04656	2.404885350670533e-07
RHTO_02721	2.0614223034109475e-07
RHTO_05830	7.70715730410526e-07
RHTO_04637	1.2220144644016028e-08
RHTO_01998	7.328277800544412e-08
RHTO_00011	6.66669497068115e-06
RHTO_07812	0.00017555532964812822
RHTO_06807	1.9342501286064178e-06
RHTO_07670	1.3306554277857774e-09
RHTO_01637	1.904155194818525e-07
RHTO_02581	1.2871947886761384e-06
RHTO_02069	2.96005902281972e-08
RHTO_03880	9.7404406852235e-07
RHTO_07250	4.8135186550691714e-06
RHTO_00279	7.096823620995604e-06
RHTO_04638	1.6301993228110764e-08
RHTO_01647	0.0
RHTO_03896	1.4104743097579136e-05
RHTO_02628	7.50520521322519e-07
RHTO_07835	5.011875389868739e-07
RHTO_05129	1.825846026902339e-07
SEY1	2.825377587874144e-07
RHTO_02194	1.309237074208402e-08
RHTO_06982	4.366878232375021e-09
RHTO_00006	2.0079080604045487e-07
RHTO_03066	5.31004448403768e-07
RHTO_01502	3.146914876695688e-07
RHTO_03596	1.1949836186255286e-07
RHTO_06401	2.1374181087043126e-07
RHTO_01629	3.677496638643933e-05
RHTO_02067	8.924169245179666e-05
RHTO_00556	3.5625469611774104e-06
RHTO_00476	1.7941642260641068e-06
RHTO_00152	1.6703570308985744e-06
RHTO_00673	2.747762839164991e-06
RHTO_00337	5.4435535965551e-07
RHTO_01920	1.3167144916471173e-06
RHTO_08030	4.5584966583025396e-07
RHTO_07903	1.5454624297648795e-07
RHTO_00805	8.793985634106274e-08
RHTO_01896	5.749959865135158e-08
RHTO_07979	7.984636371441503e-08
RHTO_02774	9.716221317575887e-08
RHTO_00200	4.341579282682181e-06
RHTO_05325	6.064539979356646e-07
RHTO_08066	1.1631785551861711e-07
RHTO_01608	2.530828132754153e-06
RHTO_04976	2.1233205714240683e-07
RHTO_01990	5.06048810802736e-09
RHTO_06989	1.0376645191955064e-06
RHTO_07804	0.0001356546537795143
RHTO_07600	1.1794543582804426e-06
RHTO_04360	2.6767815185982086e-07
RHTO_04876	8.160336848727929e-06
RHTO_03864	1.3504481143468579e-08
RHTO_05314	4.3015078363933407e-07
RHTO_02373	0.00012930981778933157
RHTO_04598	5.545379110284671e-06
RHTO_07235	6.9599970606764705e-09
RHTO_04933	2.9597749758066943e-06
RHTO_01766	1.255535238851847e-07
RHTO_05684	4.948684430587973e-07
RHTO_03032	1.860539252193058e-06
RHTO_05950	2.090093285630634e-07
RHTO_04202	9.453823174644767e-07
RHTO_05784	3.0997455346996043e-06
RHTO_06168	6.639763066025613e-07
RHTO_05039	1.5309577885273247e-07
RHTO_00338	3.171661349084837e-08
RHTO_03376	1.5257785524463063e-06
RHTO_06158	2.21686674056876e-06
RHTO_02007	1.2269149137162284e-08
RHTO_03074	1.7907583575570214e-07
RHTO_03866	7.497563446026196e-06
RHTO_04329	1.3571661846714202e-07
RHTO_00055	8.297320633944257e-08
RHTO_00157	5.1139518507132964e-08
RHTO_02446	6.198735571047148e-06
RHTO_03035	3.505347823058162e-08
RHTO_04331	5.8470998942647403e-08
RHTO_07646	0.0
RHTO_08161	1.6898687579764484e-07
RHTO_03087	4.941006913377514e-06
RHTO_00565	1.6234055911497335e-08
RHTO_01417	2.2423630486449295e-08
RHTO_02051	1.408742102100182e-08
RHTO_06933	8.132775156210857e-07
RHTO_04225	7.422484671194536e-08
RHTO_01254	1.537406031632947e-08
RHTO_02269	3.40248185112293e-08
RHTO_07304	2.7372211681289937e-06
RHTO_04142	1.7070701954728948e-06
RHTO_00474	5.48703010031882e-05
RHTO_06248	7.487018942007166e-05
RHTO_07823	6.274481621013924e-09
RHTO_05902	4.736643181686395e-08
RHTO_04951	3.75170157404101e-07
RHTO_01545	4.6782408637373624e-08
RHTO_00762	7.946848342742519e-07
RHTO_02073	3.051226281459486e-07
RHTO_05761	2.6221071371299453e-09
RHTO_06256	7.01950950691185e-08
RHTO_05036	3.7177035144760424e-07
RHTO_00138	4.143958083659368e-09
RHTO_03734	1.8859361589899926e-05
RHTO_00766	1.1078779742639593e-08
RHTO_00907	4.4530730693582156e-07
RHTO_05556	2.7114629734066644e-07
RHTO_01032	2.8054787040876886e-06
RHTO_06211	1.090945614864831e-07
RHTO_02327	8.509931533518264e-08
RHTO_01627	4.042646798960332e-09
RHTO_01149	7.248179614549024e-08
RHTO_02277	4.1152593888900376e-07
RHTO_04475	1.4715836231457728e-07
RHTO_06725	1.1864623273437682e-08
RHTO_02123	6.0438349590797404e-06
RHTO_01225	3.433163236032731e-08
RHTO_04073	4.196415916702689e-06
RHTO_00414	8.318327982597691e-07
RHTO_01367	9.990092710122496e-05
RHTO_06344	6.510484800492076e-06
RHTO_06054	4.891099745655397e-08
RHTO_03432	4.9452989231393955e-08
RHTO_07954	6.155197691832615e-05
RHTO_07233	2.7180491000132646e-07
RHTO_04298	6.16544666181114e-07
RHTO_04069	1.280021583492295e-07
RHTO_03911	2.0083711860998177e-07
RHTO_08077	5.395516492173397e-08
RHTO_05591	1.1250008134806272e-05
RHTO_02453	2.1262755373370373e-06
RHTO_05690	4.7591340260938e-08
RHTO_05818	6.144420799586709e-07
RHTO_02315	4.033404684825621e-06
RHTO_05071	2.8018839974663348e-08
RHTO_06257	2.9642780694208815e-07
RHTO_00545	1.531732367433735e-05
RHTO_03242	7.28510189813175e-08
RHTO_00677	2.9659962549352667e-07
RHTO_07773	3.847761522878269e-05
RHTO_00964	1.0558020723691746e-08
RHTO_04315	6.232401360063314e-06
RHTO_01321	3.051699376170652e-08
RHTO_02865	0.0
RHTO_01027	7.920267998910873e-06
RHTO_02083	2.3160816726073223e-08
RHTO_00085	4.96292559539733e-06
RHTO_04294	1.2615235454537187e-07
RHTO_07222	4.49842625048813e-08
RHTO_00351	2.973668583099935e-09
RHTO_04445	2.9534005321235786e-08
RHTO_07465	5.352427369322506e-09
RHTO_06720	1.5203691682496865e-06
COQ3	2.8037962355392687e-07
RHTO_00731	4.017063187329739e-07
RHTO_00949	2.709412052464994e-05
RHTO_06085	4.969531158730749e-08
RHTO_01131	1.3300638287422684e-07
RHTO_00564	5.2322528349114734e-08
RHTO_05912	4.161203482456953e-06
RHTO_03616	6.864175258023328e-08
RHTO_04114	3.528175086245376e-05
RHTO_07793	2.4601587742819785e-08
RHTO_04149	1.3683963491433935e-05
RHTO_07495	3.3990881353227835e-08
RHTO_03661	1.6092348162066754e-07
RHTO_00403	8.936326011968041e-07
RHTO_00384	1.0590109622837722e-05
RHTO_05408	9.008142432874942e-08
RHTO_08166	1.3727239175149224e-08
RHTO_03909	1.2834218787471363e-08
RHTO_03942	6.104953785559041e-08
RHTO_01364	1.6758258162296266e-05
RHTO_06462	5.128858108452818e-08
RHTO_02776	1.7837412372473317e-07
RHTO_02679	1.5117063174532375e-07
RHTO_06117	4.38436551478284e-07
RHTO_00187	2.3863249726024123e-08
RHTO_07197	6.278248989352279e-08
RHTO_01139	1.6158108511784983e-05
RHTO_00827	2.8198890626051042e-08
RHTO_00727	3.502183279034289e-08
RHTO_00341	1.1450134398608018e-07
RHTO_06789	4.442805881596564e-06
RHTO_05485	3.7579492774753104e-08
RHTO_04894	2.568956295439785e-08
RHTO_06853	5.32223586454839e-07
RHTO_01280	2.918366649209489e-07
RHTO_03024	8.574765436355402e-08
RHTO_07721	7.03529600236066e-06
PAN3	1.2837362090382095e-07
RHTO_04820	2.52233712316273e-07
RHTO_00515	3.1939886843702735e-08
RHTO_01314	3.132410953979945e-07
RHTO_05737	1.3508973407497395e-06
RHTO_04090	3.9477686333551784e-07
RHTO_05443	7.614748372284112e-09
RHTO_00255	4.88735261217308e-08
RHTO_00306	3.842567555410074e-08
RHTO_00052	3.7162968103766416e-08
RHTO_07449	5.163691357593954e-07
RHTO_03293	2.6869709257236155e-07
RHTO_00215	9.529061188503449e-09
RHTO_01654	2.1761297058214259e-07
RHTO_00838	3.329520029739899e-06
RHTO_03008	8.081588310200115e-08
RHTO_00637	4.4455372558579846e-07
RHTO_01309	1.7139250989020746e-07
RHTO_03933	1.2651396203670032e-06
RHTO_05149	1.2260358505698605e-06
RHTO_04519	2.2473411876851206e-06
RHTO_00442	3.5848866390305316e-07
RHTO_06962	2.3000814392840141e-07
RHTO_07843	8.105398024149717e-05
RHTO_06045	1.0385828534305458e-06
RHTO_00344	4.679334567380114e-08
RHTO_03607	1.7388667167877232e-06
RHTO_02780	6.768646810717891e-09
RHTO_06106	5.655921130069969e-07
RHTO_00855	3.4971381000626225e-07
RHTO_05867	1.5921171625247835e-06
RHTO_03290	3.6189720585680387e-09
RHTO_06597	6.742337395339503e-08
RHTO_03746	5.3985009873934135e-05
RHTO_01105	2.2774495038637658e-06
RHTO_05245	3.83376390523529e-06
RHTO_07458	1.279084212503896e-06
RHTO_06543	1.0918045428725179e-07
RHTO_06241	2.1801777696419465e-08
RHTO_04570	4.673251206362586e-07
RHTO_06295	1.0731134269083214e-07
RHTO_02877	1.3140519474428533e-06
RHTO_01913	5.584057236605124e-09
RHTO_06858	7.250288236545768e-08
RHTO_00789	2.258287476919201e-05
RHTO_04247	6.378547693355541e-07
RHTO_07149	3.146514102596491e-09
RHTO_00551	4.628374569798889e-07
RHTO_00974	1.0881943916486581e-06
RHTO_02818	1.610604758953248e-07
RHTO_01181	5.730990958680991e-06
RHTO_06233	1.4490547687053967e-07
RHTO_02144	2.1657307317784922e-07
RHTO_03321	1.846769815580384e-06
EFM4	3.9672009944042834e-07
RHTO_06772	7.437521328463009e-08
RHTO_02732	1.4130216749038753e-07
RHTO_06861	1.2626928837441878e-07
RHTO_07330	1.0892315251030588e-07
RHTO_03618	3.8165838420009433e-08
RHTO_00107	9.280703316745207e-08
RHTO_05244	8.389802558731366e-06
RHTO_07044	1.5065760611363335e-08
RHTO_06466	5.578295675811936e-08
RHTO_05111	1.5987540942040566e-07
RHTO_06727	1.8459127552146794e-06
RHTO_02971	1.7773566396722324e-07
CIA1	4.058668348674297e-08
RHTO_01768	6.175776876942159e-08
RHTO_02782	9.484417453391215e-08
RHTO_07242	2.6411105077805053e-08
RHTO_00369	1.4299013610712251e-06
RHTO_03374	6.517257673678041e-09
ERB1	2.132361801270791e-08
RHTO_05996	1.55342243952556e-09
RHTO_05174	4.558135237011145e-08
RHTO_04562	7.780182166073449e-08
RHTO_06886	2.482408252159093e-06
RHTO_03817	7.812480792301765e-07
RHTO_00607	2.473759091424612e-08
RHTO_03106	6.49658359991072e-06
RHTO_05944	1.9585003413875558e-07
RHTO_07728	1.9083787643408797e-08
RHTO_00531	7.110337119614903e-07
RHTO_07319	8.262257157096366e-06
RHTO_06718	3.5706881819519044e-07
RHTO_00800	4.253282354927043e-08
RHTO_03121	4.360905792749563e-06
RHTO_06018	2.6191614823053485e-07
RHTO_07025	1.394628712749412e-05
RHTO_02357	1.5352298853188007e-07
RHTO_07168	8.650774344886011e-09
RHTO_03058	1.0499661025457009e-07
RPS1	5.371700173730189e-05
RHTO_04530	1.1448489740912333e-07
RHTO_04517	5.710656954202164e-07
RHTO_07522	8.995310986160858e-08
RHTO_06001	6.585528858638486e-09
RHTO_06926	7.905494626172181e-07
RHTO_07627	1.2199225326759633e-07
RHTO_03536	1.545670370538411e-07
RHTO_07691	2.8788148379375436e-05
RHTO_07756	9.835966012388474e-05
RHTO_06749	2.192692636977304e-06
RHTO_02250	4.775233567006464e-07
RHTO_03120	2.471205505732386e-07
RHTO_03732	9.450224197196354e-08
RHTO_08119	2.7661783835512904e-07
RHTO_00385	4.560329513643713e-07
RHTO_02923	4.1409918576892835e-06
RHTO_00291	4.8904733625276e-08
RHTO_07127	1.2952655111592338e-06
RHTO_04669	1.6176425403990437e-07
RHTO_04655	2.3507790304974262e-07
RHTO_07151	2.9290097587665795e-05
RHTO_03965	3.908303345832984e-05
RHTO_06642	4.706988870255497e-06
RHTO_05223	9.580871833881677e-09
RHTO_05477	7.960329763557426e-09
RHTO_01349	9.868778293816238e-08
RHTO_02180	2.7225744317552218e-08
RHTO_01597	1.5116921205526639e-06
RHTO_03718	1.9115640633647555e-09
RHTO_05711	1.0887253775839664e-06
RHTO_08021	6.736070620349419e-07
RHTO_02944	4.562495319685825e-10
RHTO_01543	4.758551123893941e-05
RHTO_00287	1.6231215035746913e-06
RHTO_07557	1.1527840783999019e-07
RHTO_03227	2.234543321455851e-08
RHTO_05978	1.0296937579379457e-08
RHTO_05478	8.103936133987591e-07
RHTO_05759	4.991072159752511e-07
RHTO_05310	2.837313395755233e-07
RHTO_02600	3.703945791780832e-07
RHTO_05801	4.233238139548288e-07
RHTO_02404	3.009069011609592e-07
RHTO_01850	6.249484583828545e-07
RHTO_00254	5.940758999386848e-08
RHTO_05351	2.4224569455785195e-08
RHTO_00503	7.524568404969623e-08
RHTO_03215	0.0
RHTO_04696	9.66479596435333e-08
RHTO_02946	9.923411004611908e-07
RHTO_02575	1.0455270816385516e-07
RHTO_01939	1.1184667774978229e-05
RHTO_04739	9.517831284884897e-08
RHTO_01275	0.0
RHTO_00488	1.1215767466425772e-07
RHTO_05415	1.3411898191313778e-08
RHTO_06288	2.2917205101757835e-08
RHTO_04629	2.6569951830933597e-06
RHTO_04520	8.225214786263533e-08
RHTO_06037	1.4480355023447638e-06
RHTO_05128	3.7806501405624666e-07
RHTO_00128	2.7708887961489506e-07
RHTO_04497	5.624339111018806e-08
RHTO_02379	4.7264386754069595e-08
RHTO_07977	6.377370869202109e-08
RHTO_03327	4.2682739885985e-06
RHTO_04526	5.3292151574319894e-08
RHTO_05064	6.8734819435972825e-06
RHTO_07641	1.912034075819555e-07
RHTO_05559	1.7964453047753382e-09
RHTO_04481	2.824924682857334e-06
RHTO_05406	5.609454040483461e-07
RHTO_01413	1.6841654751621032e-07
RHTO_04791	1.603290728425854e-06
RHTO_08058	2.010287070649974e-09
RHTO_05794	1.9032168456476377e-08
RHTO_06367	1.5237261502277663e-08
RHTO_04672	3.610415482931147e-07
RHTO_01250	3.261978782801103e-09
RHTO_01991	2.2345124418140758e-08
RHTO_04648	1.665159016920905e-07
RHTO_03421	4.5823441706992816e-08
RHTO_01695	5.7342591187032496e-05
RHTO_07011	8.24491483147913e-09
RHTO_02584	9.203689152042687e-05
RHTO_03329	7.81900089969566e-07
RHTO_02312	2.602265419396021e-06
RHTO_00354	9.225837938071636e-05
RHTO_04905	3.3984483850564992e-06
RHTO_08051	6.335244941838547e-07
RHTO_01168	3.4199462967860686e-05
RHTO_00142	5.197009043582639e-08
RHTO_07238	7.50193961853578e-07
RHTO_03258	4.367612666344226e-06
RHTO_07355	8.851072821617482e-08
RHTO_05113	8.116646331102213e-08
RHTO_03666	3.816425639298164e-05
RHTO_04245	7.94518973720517e-09
RHTO_00216	1.2410926699865267e-05
RHTO_00191	1.7958109910111128e-06
RHTO_08095	2.2574612916608817e-08
RHTO_06406	5.2722755589671134e-05
RHTO_04134	5.122287148618777e-08
RHTO_03248	1.72022829825644e-05
RHTO_07689	3.7959563175951084e-08
RHTO_06342	9.339015399378658e-07
RHTO_02711	5.60114952930734e-07
RHTO_02077	2.3741224490214434e-06
RHTO_01842	1.0507367999102406e-08
RHTO_02270	9.356225721338553e-07
RHTO_00968	1.7050159171910202e-08
RHTO_03742	1.608867078424209e-06
RHTO_04663	3.0795317932149924e-07
RHTO_01638	4.866391330075953e-06
RHTO_07414	1.7347306553850632e-08
RHTO_02321	6.333699135509956e-06
RHTO_03588	8.664144828172513e-06
RHTO_01263	5.876404884849769e-07
RHTO_00155	0.0001602625110541423
RHTO_00661	1.92136119191929e-07
RHTO_06550	4.3997588516431206e-07
RHTO_05661	1.0984864136340367e-06
RHTO_06277	1.5574549525354152e-07
RHTO_05983	6.933956560173011e-06
RHTO_05660	6.612391922878848e-07
RHTO_01493	1.48942069386969e-07
RHTO_00543	2.554732461374877e-06
RHTO_07590	1.722725942647636e-07
RHTO_07525	4.102073759308543e-07
RHTO_06450	1.6975184918852743e-06
RHTO_04721	2.7843279371688774e-06
RHTO_05140	3.4871778246748114e-08
RHTO_00722	8.465574972917901e-07
RHTO_08054	3.30662434723616e-08
RHTO_05101	1.0916484033441405e-05
RHTO_04927	1.9422242232707963e-07
RHTO_07050	3.991654811755745e-07
RHTO_03319	1.993460179513556e-09
RHTO_05007	2.229380951583824e-06
RHTO_07820	4.247625841553309e-06
RHTO_00588	1.2334318563737978e-07
RHTO_01329	1.888899279960978e-05
RHTO_07164	8.538012725218037e-08
RHTO_05740	1.9029025804703648e-07
RHTO_03655	0.0003224091262029544
RHTO_04490	6.118321897373126e-08
RHTO_00144	1.2272887371392238e-07
RHTO_04575	8.372753758255827e-07
RHTO_01371	2.5252980682618414e-08
RHTO_03890	1.4849328353173597e-07
RHTO_07991	3.207705238117765e-08
RHTO_06620	9.90429596386498e-08
RHTO_02352	3.173087557925857e-07
RHTO_01897	3.849411731631993e-09
RHTO_01176	2.8571279851119124e-06
RHTO_06370	1.4997385261226254e-06
RHTO_05410	1.6726716623567406e-07
KAE1	4.4656977984509475e-08
RHTO_07254	2.291138370152108e-09
RHTO_01641	5.350305094812942e-07
RHTO_03644	2.3714716919213548e-07
RHTO_01301	3.1634519969131854e-07
RHTO_02026	2.2144742705324995e-09
RHTO_05897	7.730143575202675e-09
RHTO_07775	6.845321474169657e-07
RHTO_00579	3.4307212918509693e-09
RHTO_01053	1.4436254810541708e-06
RHTO_01767	9.80800222296698e-07
RHTO_06645	1.605694231032779e-07
RHTO_01200	8.462310661974686e-07
RHTO_08135	1.7596301164176498e-07
RHTO_08008	0.0
RHTO_02771	1.3501307428916645e-06
RHTO_03756	3.8090045330070874e-07
RHTO_04410	1.726415950536832e-07
RHTO_03925	1.2830277306429434e-06
RHTO_03988	3.547659099442717e-06
RHTO_01509	1.7984004373051616e-08
SPB1	1.9629984917355852e-08
RHTO_00790	4.6760746845130785e-07
RHTO_02301	6.152370129866058e-07
RHTO_00079	1.0164785871446254e-07
RHTO_02433	9.205648088593763e-08
RHTO_03621	1.1220915619200254e-06
RHTO_03045	4.929454749485599e-07
RHTO_07472	5.4688594622891423e-08
RHTO_00431	2.5214346719826884e-08
RHTO_01973	9.652476260489914e-08
RHTO_01527	3.536327188707448e-07
RHTO_04178	1.8731259307125613e-06
RHTO_01392	1.5355472262729097e-06
RHTO_04482	7.0912524904087836e-09
RHTO_06902	5.581026546296186e-07
RHTO_05506	1.19983130140405e-07
RHTO_05201	3.870332715187237e-08
RHTO_08031	8.572682221658719e-07
RHTO_04196	5.098503476815225e-07
RHTO_00360	2.5669022126962933e-08
RHTO_02727	2.0044298520352744e-08
RHTO_06324	3.020052343728525e-08
RHTO_06383	2.4896459988331917e-08
RHTO_02478	0.0
RHTO_08127	1.5827687266431094e-08
RHTO_06369	1.319463795687249e-07
RHTO_03556	3.1303621371200553e-09
RHTO_01354	6.805187228080108e-06
RHTO_02816	5.098775900540717e-08
RHTO_04518	3.3972736364757075e-08
RHTO_06639	6.506254371158055e-06
RHTO_00899	1.6761421461270246e-08
RHTO_04626	1.4506665247228362e-06
RHTO_05090	2.6012294736473204e-07
RHTO_03362	1.956572597204948e-08
RHTO_06818	2.8647988203937768e-06
LSM5	4.741537127018154e-06
RHTO_00755	2.8446361168795454e-05
RHTO_02927	1.8841083583241394e-07
RHTO_03187	1.7283190020382774e-07
RHTO_06812	1.7352180590495247e-07
RHTO_05236	1.8949453081324492e-08
RHTO_04378	5.347326056978068e-07
RHTO_01206	2.556747666315613e-07
RHTO_05966	3.0942143160795803e-07
RHTO_05327	7.734185684245681e-08
RHTO_06005	1.286659549411383e-06
RHTO_04924	1.4136551404599243e-06
RHTO_07080	3.765641478648034e-05
RHTO_00749	1.9873635270522164e-06
RHTO_08124	9.340880882338187e-08
RHTO_02710	6.714402228195531e-08
RHTO_07090	1.344189113148862e-07
RHTO_04507	7.499512529939032e-09
RHTO_01945	2.4961763194422264e-08
RHTO_02839	2.116445423110206e-06
RHTO_00481	9.233599443562722e-07
RHTO_08083	8.113887292848595e-06
RHTO_07444	1.6706580120164251e-06
RHTO_03181	4.6554487741490727e-07
RHTO_07560	2.128134059789084e-07
RHTO_01076	1.0685118318353572e-07
RHTO_02734	4.6872895291015595e-08
RHTO_02162	4.1068953066729484e-08
RHTO_05584	3.2929665016756165e-08
RHTO_01057	3.0696341188384556e-07
RHTO_03608	1.9105905589364528e-07
RHTO_05371	2.422175225250887e-07
RHTO_07403	1.1018731948892029e-06
RHTO_03202	7.854591403187495e-07
RHTO_00689	1.2078291264352226e-08
RHTO_01398	1.1677524820568595e-07
RHTO_01599	4.7183287696461077e-07
RHTO_02569	3.3064586356662084e-05
RHTO_05917	0.00010442908569112192
RHTO_06059	9.764184013518636e-09
RHTO_00757	1.5057124697881704e-06
RHTO_02885	3.66746770256254e-07
RHTO_01161	4.333382437932331e-08
RHTO_00823	3.39036624228125e-08
RHTO_07102	0.0
RHTO_07344	5.64153810481379e-07
RHTO_03764	1.2644387927199125e-07
RHTO_00582	1.1000319408436635e-06
RHTO_00182	2.441437434261026e-08
RHTO_03490	4.226366828215398e-07
RHTO_07936	1.1916303009418633e-06
RHTO_07380	2.975913864911044e-07
RHTO_04157	3.693306351612867e-06
RHTO_07778	2.3611708552994876e-08
RHTO_04109	8.487931846027389e-07
RHTO_00874	8.532927788891336e-08
RHTO_01312	3.107658528375087e-08
RHTO_01157	2.299277832984707e-06
RHTO_07378	2.302856481992425e-07
RHTO_04338	5.378826808651466e-09
RHTO_06849	5.064523916658178e-08
RHTO_02322	6.751858779852937e-08
RHTO_01657	1.2430058481873696e-07
RHTO_03599	2.0356447627684413e-07
RHTO_05108	2.6014998328301935e-08
RHTO_04491	3.8455464597175564e-08
RHTO_05621	5.104426719170506e-06
RHTO_04480	4.405692924650444e-06
RHTO_05291	1.4485315037309382e-06
RHTO_03046	4.838015742070217e-06
RHTO_05354	2.1942174782408794e-06
RHTO_06058	1.2961763556783574e-06
RHTO_06004	8.569414144701705e-08
RHTO_02421	3.622190828469463e-07
RHTO_07009	8.773299020406691e-09
RHTO_02909	7.687877066049839e-06
RHTO_03603	1.82502278314308e-06
RHTO_01458	1.668288553167523e-07
RHTO_02650	1.2201862721379064e-07
RHTO_07425	1.8515593359428593e-07
RHTO_00095	3.708407606054072e-07
RHTO_02358	9.852750976086733e-07
RHTO_03169	7.457892136308943e-07
RHTO_05431	4.765849868606266e-07
RHTO_08141	2.3625261252638512e-06
RHTO_04211	4.020741070830234e-07
RHTO_05715	1.793290171100017e-06
RHTO_03633	1.1418948883477408e-06
RHTO_05562	8.646002951321096e-07
RHTO_05398	2.0125477400580743e-07
RHTO_07262	2.5312289860875036e-07
RHTO_05200	1.0435423386210932e-06
RHTO_02800	1.8696615905159547e-06
RHTO_01230	6.68771595951997e-07
RHTO_02970	7.398030126230649e-08
RHTO_00642	1.1329213581536287e-08
RHTO_05042	1.3961224295780627e-05
RHTO_01960	2.98950043715913e-07
RHTO_01429	1.2389459303403333e-07
COQ7	1.0984480567410643e-07
RHTO_01093	4.813644917765461e-05
RHTO_05385	5.699052156046063e-07
