uniprot	Gene_names	Xexp_1	Xexp_2
M7WRF4	RHTO_02584	0.0003339091273526219	0.00035937832382515683
M7X3I2	RHTO_04839	4.911017200636753e-05	5.2234540561791206e-05
M7X6E8	RHTO_00354	0.000111713485471982	0.0001134676718131679
M7X3N3	RHTO_04890	4.244515631515553e-05	3.920158388792591e-05
M7XJM1	RHTO_03594	7.2476943064785e-07	5.334745485319271e-07
M7XQH9	RHTO_00592	2.456731283153115e-06	2.370486584811819e-06
M7WK47	RHTO_02483	0.0003119601023435661	0.0002898750530597113
M7WUD3	RHTO_01560	1.3615631580091348e-05	1.3231962734509385e-05
M7XN95	ADK1	1.1452595766860698e-05	1.1881047163760677e-05
M7WS17	RHTO_02628	9.525361064215777e-07	1.0448036056731112e-06
M7XK72	RHTO_06248	0.00010567066135149058	0.00010103112931009276
M7XB33	RHTO_02232	3.508875260787529e-05	3.528265288438525e-05
M7WV44	RHTO_01367	7.606968916499802e-05	7.861105477647478e-05
M7X0X5	RHTO_07025	3.182596212455407e-05	3.61841246354341e-05
M7XGI7	RHTO_07860	1.0602059392949094e-06	1.154117561778787e-06
M7WU96	RPS0	9.601295334060298e-05	0.00010240068606745466
M7XRG0	RHTO_08151	0.0004478378783984106	0.0004648754899686702
M7XLR4	RHTO_02004	1.1563891968401589e-07	1.2382855962682763e-07
M7WMY0	RHTO_05147	8.930294732299895e-06	1.0400923301183419e-05
M7WY54	RHTO_03291	2.0278359869109947e-06	3.574082739213308e-06
M7XGU7	RHTO_04540	6.486967783649705e-06	6.8880806440013254e-06
M7WQF1	RHTO_03507	7.641425019510368e-07	8.611773829586876e-07
M7X2W2	RHTO_04629	3.5248525738914926e-06	3.3084017953348103e-06
M7XB76	RHTO_02176	7.164665949950775e-05	7.321630061599038e-05
M7WNY9	RHTO_04048	5.354021969215938e-05	4.897824646820994e-05
M7WZN9	RHTO_00540	7.533323163966058e-06	7.136640055484339e-06
M7X428	RHTO_05035	0.00017888831796241818	0.0001915810330620889
M7X347	RHTO_06703	5.127366039034782e-06	4.965822078839998e-06
M7XCH4	RHTO_01534	4.301487979733507e-06	4.856275332241065e-06
M7WUR7	RHTO_06331	9.290548647239869e-06	9.043565320035209e-06
M7WD54	RHTO_06455	6.16491889977338e-06	7.63454365104829e-06
M7WUI5	RHTO_01610	8.963800671482015e-06	1.0755453088791898e-05
M7WT79	RHTO_01970	2.5867455204359356e-05	2.793163287430706e-05
M7WRL6	RHTO_03444	1.1926202780715189e-05	1.530708949809644e-05
M7WRH8	RHTO_03404	7.837048263630276e-06	6.975689697413114e-06
M7X4X3	RHTO_03109	5.1216851183676056e-06	5.45105852084412e-06
M7WW42	RHTO_01290	1.3670060649421264e-05	8.55171240870621e-06
M7XAZ8	RHTO_02175	0.00011972790945946211	0.0001305463171310021
M7WYL9	RHTO_07820	6.16052840031353e-06	6.681494711706881e-06
M7WXC3	RHTO_00794	2.058900138495074e-06	1.9646952796522848e-06
M7X9Q1	RHTO_03373	0.0001416705701015805	0.0001373592861658453
M7X791	RHTO_00373	7.254039126359361e-05	7.809332934094762e-05
M7X710	RHTO_00278	1.3913017281277187e-05	1.5135705120391424e-05
M7WKI7	RHTO_06468	2.8245742712126177e-05	1.8942365316552514e-05
M7WKC4	RHTO_06551	1.0691600701557947e-05	1.0151267497057594e-05
M7WS38	RHTO_07106	7.7309420589147e-08	1.0122395832791145e-07
M7X9L2	RHTO_03328	4.7585902494791315e-05	5.441649797533261e-05
M7WG58	MET3	4.7929127029126424e-06	4.871105444998917e-06
M7WEI6	RHTO_05569	7.754270584425115e-05	7.204878651470556e-05
M7WQF0	RHTO_03654	2.9673644719035044e-05	2.2009564881288273e-05
M7WJY9	RHTO_02403		8.705740279139295e-05
M7WT18	RHTO_06766	8.68956957999528e-05	8.7012852859301e-05
M7XKL5	RHTO_02646	2.3649059810906495e-05	2.2931834494328478e-05
M7WQS8	RHTO_07772		2.84636969422484e-05
M7XLS1	RHTO_02009	8.813992713832056e-05	9.211746879483153e-05
M7X1F6	RHTO_06994	0.00011337378930696401	0.00013776131363927858
M7X1E3	RHTO_06979	1.0993015062905695e-05	9.567692339269933e-06
M7WUE8	RHTO_01338	1.6499617870929116e-05	1.638715769043795e-05
M7WXP8	RHTO_07988	3.305004118748209e-06	2.6515096006238694e-06
M7X4L7	RHTO_02988	1.384605248028806e-06	1.3264833361815503e-06
M7WJJ9	RHTO_06614	6.974369445331093e-07	6.978336761549585e-07
M7XGE1	RHTO_07804	0.000124576280470621	0.0001430132152334421
M7WYS7	RHTO_00185	8.246057752425866e-07	6.812688718560947e-07
M7WFC5	RHTO_05290	1.568831344188503e-05	1.1407724812304811e-05
M7WWV0	RHTO_01064	1.2569067883352445e-06	1.4139737039826983e-06
M7WL18	RHTO_02048	8.154378967642197e-06	8.439175895651172e-06
M7XG68	RHTO_05301	3.321470728708933e-05	3.5277047532786925e-05
M7XHB6	RHTO_07596	5.107977910113723e-05	4.4949398599842524e-05
M7WV85	RHTO_01392	1.1219545424731307e-06	6.551130751078002e-07
M7XSU0	RHTO_07620	3.4731433829561772e-06	4.611269084972329e-06
M7XLD8	RHTO_04874	1.7596328206509932e-05	1.9873093135247003e-05
M7WLT0	RHTO_01933	0.00010833003073676669	0.0001311448520582788
M7X7E9	RHTO_00443	1.886657700930847e-05	2.1397768034678125e-05
M7WW62	RHTO_05007	2.1584706266146714e-07	2.1368843310288714e-07
M7WM30	RHTO_05264	3.95220534325315e-06	4.058984104935981e-06
M7WJX3	RHTO_06639	7.177236996072649e-06	8.167599548031211e-06
M7XJJ4	RHTO_06068	4.52555756725322e-06	5.066490924644855e-06
M7WYE0	RHTO_00070	7.440436559976025e-05	6.614543613803257e-05
M7X0P7	RHTO_06930	1.9998207540914908e-05	2.1596983630818403e-05
M7WQ96	RHTO_03853	2.754265664006347e-05	1.5706464025013185e-05
M7Y042	RHTO_00391	9.554567692305515e-06	1.0846314682077399e-05
M7WKF8	RHTO_02312	3.943466562859214e-06	4.31933814054194e-06
M7WNN8	RHTO_00906	4.417467641991903e-06	4.368036664841611e-06
M7WNR0	RHTO_04216	4.442750641044949e-05	4.4173176098964104e-05
M7WXS9	RHTO_08013	2.1250667579148e-06	1.7424781052449818e-06
M7WTI0	RHTO_01852	5.3904749864713145e-06	5.828966428252462e-06
M7WTW2	RHTO_01776	2.2206320831641396e-05	1.7251276597783565e-05
M7WMH0	RHTO_01354	7.055959615790189e-06	5.878041880970524e-06
M7WV92	RHTO_01402	2.05203272798202e-05	1.0541276138542865e-05
M7XPZ4	RHTO_01017	2.976942424412948e-05	3.027958330962961e-05
M7X4D0	RHTO_02909	1.6851397787361388e-05	1.6982208217175355e-05
M7WVH9	RHTO_04781	6.23871248452085e-06	7.78141620910937e-06
M7XIK9	RHTO_06773	8.251306812817483e-06	6.713000269870179e-06
M7X6H1	RHTO_05191	9.963124008503396e-06	1.092875358281535e-05
M7XDN2	RHTO_01139	1.3427216639077544e-05	1.3855404022481558e-05
M7XLU8	RHTO_05064	1.01496188622779e-05	1.0336065193433745e-05
M7WTM4	RHTO_01907	4.672361314731547e-06	4.786811300660778e-06
M7WQ15	RHTO_03763	1.5680246866634528e-05	1.7297955905395414e-05
M7WEG7	RHTO_05549	3.965692838693403e-07	3.8993080356612855e-07
M7X3F9	RHTO_04819	2.948618251822256e-06	3.1809358453611086e-06
M7XYI4	RHTO_03081	0.00023827611981372374	0.00022689037201371355
M7XG88	RHTO_07734	1.6815678140994362e-05	1.8355141051252915e-05
M7XXN8	RHTO_02759	3.1031613326968092e-06	1.2619594238293374e-06
M7XK01	RHTO_06193	6.315229423470029e-06	5.056236041499606e-06
M7WUM6	RHTO_06286	3.1998752449309296e-05	2.7482770089960064e-05
M7XHY3	RHTO_07248	4.727006911568168e-06	5.581277037660764e-06
M7X3L3	RHTO_05101	3.979358332034015e-06	4.7327962465330835e-06
M7WSH7	RHTO_02446	7.665770873873654e-06	6.849982514046033e-06
M7XKW6	RHTO_04703	7.673747634457805e-07	7.595401729817438e-07
M7XJI6	RHTO_03559	5.216326792968254e-06	6.029741185788768e-06
M7WK27	RHTO_02458	7.953052215775345e-07	7.771438512436579e-07
M7X1R6	ALA1	1.3788628238106723e-06	1.4478321240536062e-06
M7X5A4	RHTO_05591	5.867774864181528e-06	4.4442406137673335e-06
M7XRN2	RHTO_07748	5.980063320509713e-06	6.847968553735146e-06
M7WY92	RHTO_00025	2.200099075268714e-07	2.261878366191753e-07
M7X6R9	RHTO_00168	4.243466017191376e-06	3.948870665691089e-06
M7X0G6	RHTO_07334	3.971855477808759e-05	5.0483792331035286e-05
M7WR65	RHTO_07923	5.215529613688571e-06	5.357459616925548e-06
M7WQW2	RHTO_07812	9.07054427811226e-05	9.216470418768746e-05
M7XQ32	RHTO_00462	2.4534328556446445e-06	3.961067757760162e-06
M7WLQ0	RHTO_01903	1.0173844017063725e-07	1.1059728948847858e-07
M7X369	RHTO_06694	2.0108870027520557e-06	2.0020225585258473e-06
M7X639	RHTO_03294	9.812284241550915e-06	1.2088458214997563e-05
M7XPE3	RHTO_00177	6.678360461343452e-06	8.141105967700483e-06
M7X3V9	RHTO_06477	9.80353112853805e-07	9.627181510005027e-07
M7X4Y4	RHTO_02888	2.8518614912960937e-05	2.3802069848649685e-05
M7XCQ6	RHTO_01629	2.7216776670626926e-05	2.9102902417688427e-05
M7X5S9	RHTO_00114	2.1743307597394582e-05	2.4610223530997006e-05
M7WL95	RHTO_02113	3.895594891322185e-07	4.2239920406332577e-07
M7X137	RHTO_06035	3.59390504357373e-06	3.544196981344388e-06
M7XIF3	RHTO_03982	6.804123756228815e-07	6.637454670734441e-07
M7WP44	RHTO_01051	2.089761315713691e-06	2.642989152728695e-06
M7WVW2	RHTO_01205	6.579275002546782e-06	7.396146164047212e-06
M7X3R8	RHTO_02712	1.1838631291297897e-05	9.93003982006103e-06
M7X3S2	RHTO_06514	3.878262177215153e-05	4.541814470204878e-05
M7X8U4	RHTO_03637	2.1335580460242546e-05	2.548969664801713e-05
M7XMK6	RHTO_01869	8.527376220710736e-06	9.227345073378666e-06
M7X4K6	RHTO_02974	1.599586808229881e-06	1.8112729762500258e-06
M7WWW0	RHTO_07939	1.3461458529518452e-05	1.5363620430607516e-05
M7WSW5	RHTO_02032	2.632227040472916e-07	3.381453050313143e-07
M7XZV4	RHTO_00296	1.1359253367501243e-06	1.3696153015658645e-06
M7WXU4	RHTO_07771	3.222021517873877e-05	3.1885848789198896e-05
M7XQA8	RHTO_00667	1.0419602485495104e-06	1.0814686276964393e-06
M7WI20	RHTO_03666	3.0505308789542862e-05	3.285341995647564e-05
M7X207	RHTO_06344	4.855635077688227e-06	2.6532376429719235e-06
M7WYA2	RHTO_07690	1.8728835175396925e-06	1.0947792289643325e-06
M7WLQ9	RHTO_05368	4.853792558515122e-05	5.722389202589994e-05
M7WWD3	RHTO_05087	8.456723794858539e-07	8.574137366098546e-07
M7XEQ5	RHTO_01053	2.2958421107328116e-06	2.520970032290023e-06
M7X0Z1	RHTO_07040	1.0800534632157974e-06	8.40219120133604e-07
M7WQ42	RHTO_03705	3.0408654565307783e-05	3.338203968819579e-05
M7X9Y7	RHTO_02497	4.946645090704308e-06	5.4058659636451e-06
M7WUJ6	RHTO_01625	1.2141691296534024e-06	1.2089834142716847e-06
M7XYF6	RHTO_03046	1.8117006276664826e-06	1.1236741050650199e-06
M7XIR7	RHTO_06818	2.4286445043479162e-06	1.8301791671594355e-06
M7XP32	RHTO_01168	6.966636553632098e-06	8.625974465397627e-06
M7WP10	RHTO_04073	4.9361080069870565e-06	6.215274338862069e-06
M7XDY4	RHTO_06528	1.9439963655311945e-05	2.219904733076607e-05
M7XJK1	RHTO_06073	7.964048856662958e-06	6.628366178579117e-06
M7XLP5	RHTO_04994	2.378512661431073e-06	2.6747979036333993e-06
M7XGH5	RHTO_07844	2.2663313718351552e-05	2.8966558976149666e-05
M7X688	RHTO_00279	4.400598068625761e-06	5.147624208754219e-06
M7WWH0	RHTO_00949	1.0829958783140149e-05	1.338410069817299e-05
M7X2K8	RHTO_06329		
M7XZD3	RHTO_00111	3.756231763406846e-06	4.109344511921383e-06
M7WMF3	RHTO_05407	1.267624038059452e-05	1.4707272361377824e-05
M7WRA8	RHTO_07434	1.0710964007098378e-06	1.018785869826917e-06
M7XM07	RHTO_02079	5.183839218374641e-06	4.3450603910185036e-06
M7WX81	RHTO_00749	2.5751766716885545e-06	2.9308591628184202e-06
M7WM06	RHTO_05244	1.0848251211905444e-05	1.3136449256418187e-05
M7WSE0	RHTO_02328	3.0524706746623337e-06	3.445864020229882e-06
M7WF78	RHTO_05245	5.223030159779016e-06	5.057390094093659e-06
M7WZ88	RHTO_00385	1.783734626448462e-07	2.0108166131118864e-07
M7WDP6	RHTO_05934	5.267458625243326e-06	5.136925759077925e-06
M7WTD9	RHTO_06886	2.8829669235416743e-06	3.0771975552657893e-06
M7XKV3	RHTO_02384	4.8254631769729385e-06	5.139675784483986e-06
M7WVT6	RHTO_00950	5.106742589965774e-06	5.237425482373178e-06
M7WTL0	RHTO_06976	5.4528793880550615e-06	7.096883671356522e-06
M7X9N1	RHTO_03348	6.522438476123345e-06	5.611633195453081e-06
M7WD74	RHTO_06480	1.2273899905749033e-06	1.2587563658040678e-06
M7WE51	RHTO_05627	8.958767508562372e-08	4.937313675074111e-07
M7XEG0	RHTO_05920	6.929620752982013e-06	8.440650237976255e-06
M7WTH2	RHTO_06926	2.40868621701507e-06	3.056594652588135e-06
M7XPV9	RHTO_00392	7.195684606419698e-07	6.458810724633442e-07
M7XTU8	RHTO_06717		2.844104587709865e-06
M7Y0T1	RHTO_00606	4.7225512348590824e-07	5.467352226590243e-07
M7XSX2	RHTO_07665	1.0938635449691494e-06	1.1642039430309229e-06
M7X4A9	RHTO_05896	2.314936025251247e-06	1.7860752281452571e-06
M7XIT2	RHTO_03621	1.2623629150187262e-06	9.77438114863114e-07
M7WYK3	RHTO_07503	2.1375739590036025e-05	2.7251784249896016e-05
M7WT46	RHTO_02102	1.172961802651235e-05	1.397815410327506e-05
M7WX06	RHTO_02880	8.77240111732405e-07	6.967974841550865e-07
M7WQR0	RHTO_07747	5.486451561736985e-07	8.863963892895328e-07
M7XJK5	RHTO_03579	3.0237532759185265e-06	3.625165116603436e-06
M7XPA1	RHTO_00152	2.1823349576429695e-06	2.3836729325438534e-06
M7X0J8	RHTO_06870	3.101422837444297e-06	3.994070217500571e-06
M7WMN7	RHTO_01414	2.4226799747462483e-05	2.4330513036322937e-05
M7WW40	RHTO_01050	1.1900275647410275e-06	1.0269672814191495e-06
M7WS73	RHTO_07151	1.4925180707146092e-05	1.465124330168379e-05
M7XM95	RHTO_01739	1.9436476966960715e-06	2.7946641501884812e-06
M7XID0	RHTO_03952	3.4514596572214097e-06	3.4615457229056513e-06
M7WZJ7	RHTO_07250	6.1016584461514205e-06	6.32797954910202e-06
M7X568	RHTO_05541	1.8013422508025664e-06	2.276397546956623e-06
M7XIZ1	RHTO_06913	7.780154260846291e-07	7.238049375968209e-07
M7XNS3	RHTO_01470	3.958060110828108e-06	4.337016366822494e-06
M7WXK0	RHTO_08139	2.3726103571129422e-06	2.168873118262611e-06
M7XNP4	RHTO_01440	5.397285907296474e-06	4.235624358352576e-06
M7XLK7	RHTO_04939	6.239986785242243e-07	6.259618931024345e-07
M7WKH8	RHTO_06458		5.241358524094841e-06
M7XIR2	RHTO_03866	1.3175897679387375e-05	1.4960492289155615e-05
M7XZ45	RHTO_00011	4.779710797837279e-06	6.687418370296131e-06
M7WZU3	RHTO_00590	9.705403356432413e-06	5.655330643373606e-06
M7XMM8	RHTO_02882		3.287900975682736e-05
M7XW60	RHTO_04662	4.8242784671031005e-06	2.443818416154159e-06
M7XW21	RHTO_04622	2.6991361826537475e-06	3.4014775192206773e-06
M7XEY4	RHTO_00673	2.0249322331292803e-06	2.6175490868257647e-06
M7XHA1	RHTO_07576	3.367675483078518e-06	2.865517294891624e-06
M7WLP6	RHTO_05680	2.829496359326748e-06	2.5898189046691168e-06
M7WGQ1	RHTO_04152	9.056148679781277e-06	1.0533655495816252e-05
M7X825	RHTO_04091	6.310720423912985e-06	5.906795186687752e-06
M7WPK3	RHTO_04067	1.6036916904805721e-06	1.2969357993286253e-06
M7X4W9	RHTO_03104	2.744120868113257e-06	2.945708051700666e-06
M7XCF7	RHTO_01920	6.813495687151566e-07	3.62068776022809e-07
M7X3T8	RHTO_06452		5.984424511469126e-07
M7X4M7	RHTO_02797	1.195686970878993e-07	1.2546696268799048e-07
M7XY51	RHTO_02946	1.352282673732692e-06	1.5447367161077828e-06
M7WPT6	RHTO_03919	3.9733886497117675e-06	3.3947373095888446e-06
M7XM82	RHTO_02750	4.265917004390299e-05	5.201814636064322e-05
M7X473	RHTO_05090	9.062783210396313e-08	7.959344321104318e-08
M7XS31	RHTO_07904	1.1720385916312349e-06	8.754095953571387e-07
M7XHN3	RHTO_04193	7.74986849456558e-06	8.464671336623463e-06
M7XHQ6	RHTO_04213	1.7350854281615565e-06	1.6090147490542427e-06
M7X0P4	RHTO_06925	2.914783862626717e-07	3.1275522207411727e-07
M7XHL4	RHTO_04178	1.8414692402709477e-06	1.624531687951845e-06
M7WUZ9	RHTO_04595	6.419815316629129e-06	6.915631994622309e-06
M7WRC4	RHTO_07449	2.3798561768534922e-07	1.9163070955784405e-07
M7WSY9	RHTO_02273	7.923221253588115e-07	7.236026559170734e-07
M7XUJ6	RHTO_06972		3.3292318794992797e-06
M7XDC5	RHTO_06642	6.642856391565849e-07	3.654557813155945e-06
M7WU19	RHTO_01841	3.6015577956647517e-06	3.842195860204228e-06
M7XU58	RHTO_06807	3.689531339652344e-06	3.1588793900656526e-06
M7WM03	RHTO_01597	9.92608463643259e-07	1.0110525292920417e-06
M7XW70	RHTO_04672	7.162633083294196e-08	7.930522667025713e-08
M7XUW4	RHTO_06042	1.459729022285621e-05	1.5649021159044405e-05
M7XI20	RHTO_04065	1.5256134309521964e-06	1.3402873129610798e-06
M7WRJ3	RHTO_02614	7.565150693836393e-06	1.6855123768486298e-06
M7WYS3	RHTO_00180		7.088796464299726e-07
M7XBA0	RHTO_02305	1.1944917238013386e-06	9.7638533593934e-07
M7X643	PIM1	1.7726039284323393e-07	1.5035980692233115e-07
M7WZX2	RHTO_00615	1.336455528297598e-06	7.89542637638486e-07
M7X2H6	RHTO_06289	2.6484340765529888e-05	3.1086963583582954e-05
