uniprot	Gene_names	Xexp_1	Xexp_2
M7XFR0	RHTO_08027	2.190343308686224e-06	2.393860349710702e-06
M7XJ98	RHTO_07038	6.91984526716321e-05	5.0277182785858125e-05
M7XVW7	RHTO_04566	2.4206157525863127e-05	2.5039860952199732e-05
M7XJ56	RHTO_03737	0.00011444148605309313	0.00013327594555183534
M7WNA8	RHTO_04326	9.288305433864076e-05	9.141335593152195e-05
M7WPC7	RHTO_03965	6.512620122632317e-05	6.352428746306607e-05
M7WIG9	RHTO_03543	1.1124585551084212e-05	1.1758089665490229e-05
M7WR40	RHTO_07893	9.222743635666878e-06	1.022592882544711e-05
M7WR16	RHTO_07868	7.029646856121566e-05	6.789068828811144e-05
M7X2P0	RHTO_04775	3.60579644019948e-06	3.784142955115836e-06
M7WXT8	RHTO_03161	0.00012270938997089816	0.00012434276724315963
M7WR01	RHTO_07853	1.3646768667909362e-05	1.411584929917066e-05
M7XFJ5	RHTO_05461	4.226659013306548e-05	7.297206159918225e-05
M7XXD2	RHTO_05103	5.995816893119232e-05	5.598166686396218e-05
M7XSC4	RHTO_07480	1.8382490020006778e-07	2.3832173206856e-07
M7XM89	RHTO_02139	1.8068095165394873e-07	2.3002723541756864e-07
M7WMX7	RHTO_04427	3.9987895868212e-05	3.129680655009327e-05
M7XA66	RHTO_02577	0.0001329828336738644	0.00016085936743577399
M7WP66	RHTO_04185	0.00014893438733104775	0.0001110825336016864
M7WTN9	RHTO_01922	7.159669843671182e-05	8.615072864593017e-05
M7WZ44	RHTO_07080	1.998472321122436e-05	1.6966293747815236e-05
M7XI84	RHTO_03896	1.5090732334232857e-05	1.8592119504773015e-05
M7X852	RHTO_04131	1.4603582525658453e-05	1.3121131256169987e-05
M7XE28	RHTO_01289	1.3062762256887231e-05	1.0803634621784187e-05
M7X3J1	RHTO_06581	5.832137765702804e-06	5.223529534014741e-06
M7XRX0	RHTO_07843	5.662828184939073e-05	4.6323547175353194e-05
M7WME7	RHTO_01329	1.975979698362769e-05	1.5564013309298893e-05
M7WH92	RHTO_04114	5.6084848063339125e-05	5.6935406110707735e-05
M7X560	RHTO_05714	3.891055935426287e-06	4.694350275463809e-06
M7WHD4	RHTO_03921	1.2824550029425964e-05	2.154523819127121e-05
M7XMJ4	RHTO_01854	5.7403961778875196e-05	6.449562135009659e-05
M7WU42	RHTO_01866	7.399476550509428e-06	7.147142497785444e-06
M7XEU6	RHTO_05746	8.311915678444854e-06	9.291597939781633e-06
M7WN97	RHTO_04315	3.0782081455746918e-06	2.71586592662636e-06
M7XRJ6	RHTO_07708	1.4575105943894538e-05	1.4324249655403738e-05
M7XIE1	RHTO_03967	0.0002002661084546311	0.00021235688858831252
M7WN01	RHTO_05162	6.793233514520382e-06	6.229371808408701e-06
M7WGA7	RHTO_04463	3.7677509976073673e-06	4.392875901254597e-06
M7XQ01	RHTO_01027	5.420134008792043e-06	6.250010378015943e-06
M7WRF4	RHTO_02584	0.00039283426747367244	0.00042279802802959834
M7X3I2	RHTO_04839	5.777667294866763e-05	6.145240066093113e-05
M7X6E8	RHTO_00354	0.0001314276299670375	0.00013349137860372757
M7X3N3	RHTO_04890	4.993547801782999e-05	4.611951045638364e-05
M7XJM1	RHTO_03594	8.526699184092344e-07	6.276171159199171e-07
M7XQH9	RHTO_00592	2.890272097827192e-06	2.7888077468374473e-06
M7WK47	RHTO_02483	0.0003670118851100774	0.0003410294741878973
M7WUD3	RHTO_01560	1.60183900942251e-05	1.5567014981775818e-05
M7XN95	ADK1	1.3473642078659632e-05	1.3977702545600864e-05
M7WS17	RHTO_02628	1.1206307134371493e-06	1.2291807125566073e-06
M7XK72	RHTO_06248	0.00012431842511940056	0.00011886015212952145
M7XB33	RHTO_02232	4.128088542102971e-05	4.150900339339461e-05
M7WV44	RHTO_01367	8.949375195882113e-05	9.248359385467663e-05
M7X0X5	RHTO_07025	3.7442308381828284e-05	4.2569558394628555e-05
M7XGI7	RHTO_07860	1.2473011050528335e-06	1.3577853667985793e-06
M7WU96	RPS0	0.00011295641569482692	0.00012047139537347667
M7XRG0	RHTO_08151	0.0005268680922334237	0.0005469123411396146
M7XLR4	RHTO_02004	1.3604578786354797e-07	1.456806583845038e-07
M7WMY0	RHTO_05147	1.0506229096823396e-05	1.2236380354333491e-05
M7WY54	RHTO_03291	2.385689396365874e-06	4.2048032226039125e-06
M7XGU7	RHTO_04540	7.631726804293763e-06	8.103624287060422e-06
M7WQF1	RHTO_03507	8.989911787659248e-07	1.0131498623043433e-06
M7X2W2	RHTO_04629	4.146885381048811e-06	3.892237406276265e-06
M7XB76	RHTO_02176	8.429018764647963e-05	8.613682425410674e-05
M7WNY9	RHTO_04048	6.298849375548157e-05	5.762146643318844e-05
M7WZN9	RHTO_00540	8.862733134077705e-06	8.396047124099264e-06
M7X428	RHTO_05035	0.0002104568446616682	0.0002253894506612821
M7X347	RHTO_06703	6.032195340040914e-06	5.842143622164732e-06
M7XCH4	RHTO_01534	5.060574093804122e-06	5.7132650967542214e-06
M7WUR7	RHTO_06331	1.0930057232046893e-05	1.063948861180618e-05
M7WD54	RHTO_06455	7.252845764439263e-06	8.981816060056857e-06
M7WUI5	RHTO_01610	1.0545647848802363e-05	1.2653474222108174e-05
M7WT79	RHTO_01970	3.0432300240422747e-05	3.2860744558008455e-05
M7WRL6	RHTO_03444	1.4030826800841383e-05	1.80083405859959e-05
M7WRH8	RHTO_03404	9.220056780741492e-06	8.206693761662527e-06
M7X4X3	RHTO_03109	6.025511903961883e-06	6.413010024522525e-06
M7WW42	RHTO_01290	1.6082424293436766e-05	1.0060838127889708e-05
M7XAZ8	RHTO_02175	0.0001408563640699553	0.00015358390250706203
M7WYL9	RHTO_07820	7.2476804709570885e-06	7.860582013772838e-06
M7WXC3	RHTO_00794	2.4222354570530264e-06	2.3114062113556397e-06
M7X9Q1	RHTO_03373	0.0001666712589430357	0.00016159916019511288
M7X791	RHTO_00373	8.534163678069826e-05	9.187450510699765e-05
M7X710	RHTO_00278	1.6368255625031972e-05	1.7806711906342936e-05
M7WKI7	RHTO_06468	3.3230285543677826e-05	2.2285135666532473e-05
M7WKC4	RHTO_06551	1.2578353766538748e-05	1.1942667643597229e-05
M7WS38	RHTO_07106	9.095225951664345e-08	1.1908700979754346e-07
M7X9L2	RHTO_03328	5.598341469975443e-05	6.401940938274455e-05
M7WG58	MET3	5.638720826956045e-06	5.730712288234048e-06
M7WEI6	RHTO_05569	9.122671275794244e-05	8.47632782525952e-05
M7WQF0	RHTO_03654	3.491017025768826e-05	2.5893605742692213e-05
M7WJY9	RHTO_02403		0.00010242047387222748
M7WT18	RHTO_06766	0.00010223023035288556	0.00010236806218741341
M7XKL5	RHTO_02646	2.7822423306948788e-05	2.697862881685716e-05
M7WQS8	RHTO_07772		3.348670228499827e-05
M7XLS1	RHTO_02009	0.00010369403192743586	0.00010837349269980229
M7X1F6	RHTO_06994	0.00013338092859642813	0.0001620721336932697
M7X1E3	RHTO_06979	1.29329588975361e-05	1.125610863443527e-05
M7WUE8	RHTO_01338	1.9411315142269534e-05	1.9279009047574152e-05
M7WXP8	RHTO_07988	3.888240139703771e-06	3.119423059557508e-06
M7X4L7	RHTO_02988	1.628947350622123e-06	1.5605686308018315e-06
M7WJJ9	RHTO_06614	8.205140523918924e-07	8.209807954764257e-07
M7XGE1	RHTO_07804	0.00014656032996543633	0.00016825084145110917
M7WYS7	RHTO_00185	9.701244414618655e-07	8.014927904189388e-07
M7WFC5	RHTO_05290	1.8456839343394136e-05	1.3420852720358663e-05
M7WWV0	RHTO_01064	1.4787138686296983e-06	1.6634984752737707e-06
M7WL18	RHTO_02048	9.593387020755516e-06	9.928442230177894e-06
M7XG68	RHTO_05301	3.907612622010505e-05	4.150240886210246e-05
M7XHB6	RHTO_07596	6.009385776604374e-05	5.288164541157969e-05
M7WV85	RHTO_01392	1.3199465205566229e-06	7.707212648327097e-07
M7XSU0	RHTO_07620	4.08605103877197e-06	5.425022452908648e-06
M7XLD8	RHTO_04874	2.070156259589402e-05	2.338010957087894e-05
M7WLT0	RHTO_01933	0.00012744709498443128	0.00015428806124503464
M7X7E9	RHTO_00443	2.2195972952127594e-05	2.517384474668027e-05
M7WW62	RHTO_05007	2.539377207781964e-07	2.5139815659163316e-07
M7WM30	RHTO_05264	4.649653345003702e-06	4.775275417571765e-06
M7WJX3	RHTO_06639	8.443808230673698e-06	9.608940644742648e-06
M7XJJ4	RHTO_06068	5.324185373239077e-06	5.960577558405741e-06
M7WYE0	RHTO_00070	8.753454776442374e-05	7.781816016239166e-05
M7X0P7	RHTO_06930	2.3527302989311636e-05	2.5408216036257065e-05
M7WQ96	RHTO_03853	3.2403125458898175e-05	1.847819297060384e-05
M7Y042	RHTO_00391	1.1240667873300596e-05	1.2760370214208763e-05
M7WKF8	RHTO_02312	4.639372426893189e-06	5.081574282990541e-06
M7WNN8	RHTO_00906	5.1970207552845865e-06	5.138866664519567e-06
M7WNR0	RHTO_04216	5.2267654600528764e-05	5.196844246936978e-05
M7WXS9	RHTO_08013	2.500078538723292e-06	2.0499742414646945e-06
M7WTI0	RHTO_01852	6.341735278201541e-06	6.857607562649988e-06
M7WTW2	RHTO_01776	2.6125083331342794e-05	2.029561952680429e-05
M7WMH0	RHTO_01354	8.301128959753157e-06	6.9153433893771205e-06
M7WV92	RHTO_01402	2.4141561505670798e-05	1.2401501339462251e-05
M7XPZ4	RHTO_01017	3.5022852051916996e-05	3.5623039187799714e-05
M7X4D0	RHTO_02909	1.9825173867483966e-05	1.9979068490794633e-05
M7WVH9	RHTO_04781	7.339661746495111e-06	9.154607304834596e-06
M7XIK9	RHTO_06773	9.707419779785268e-06	7.897647376317896e-06
M7X6H1	RHTO_05191	1.1721322362945164e-05	1.2857357156253415e-05
M7XDN2	RHTO_01139	1.5796725457738274e-05	1.6300475320566615e-05
M7XLU8	RHTO_05064	1.1940728073268103e-05	1.2160076698157403e-05
M7WTM4	RHTO_01907	5.496895664390051e-06	5.631542706659765e-06
M7WQ15	RHTO_03763	1.8447349254864136e-05	2.035053635928882e-05
M7WEG7	RHTO_05549	4.665520986698117e-07	4.587421218425064e-07
M7X3F9	RHTO_04819	3.4689626492026506e-06	3.742277465130733e-06
M7XYI4	RHTO_03081	0.0002803248468396747	0.0002669298494278995
M7XG88	RHTO_07734	1.9783150754110997e-05	2.159428358970941e-05
M7XXN8	RHTO_02759	3.6507780384668304e-06	1.4846581456815808e-06
M7XK01	RHTO_06193	7.429681674670617e-06	5.948512989999566e-06
M7WUM6	RHTO_06286	3.764559111683443e-05	3.233267069407082e-05
M7XHY3	RHTO_07248	5.561184601844899e-06	6.56620827960093e-06
M7X3L3	RHTO_05101	4.6815980376870705e-06	5.567995584156594e-06
M7WSH7	RHTO_02446	9.018553969263115e-06	8.058802957701255e-06
M7XKW6	RHTO_04703	9.027938393479763e-07	8.935766740961734e-07
M7XJI6	RHTO_03559	6.136855050550881e-06	7.0938131597515255e-06
M7WK27	RHTO_02458	9.356532018559222e-07	9.142868838160724e-07
M7X1R6	ALA1	1.622191557424319e-06	1.7033319106513095e-06
M7X5A4	RHTO_05591	6.903264546095907e-06	5.228518369138065e-06
M7XRN2	RHTO_07748	7.035368612364361e-06	8.05643359262962e-06
M7WY92	RHTO_00025	2.5883518532573077e-07	2.661033371990311e-07
M7X6R9	RHTO_00168	4.992312961401613e-06	4.645730194930715e-06
M7X0G6	RHTO_07334	4.6727711503632414e-05	5.93926968600418e-05
M7WR65	RHTO_07923	6.1359171925747835e-06	6.302893666971263e-06
M7WQW2	RHTO_07812	0.00010671228562485	0.00010842906375022105
M7XQ32	RHTO_00462	2.88639159487605e-06	4.660079715011977e-06
M7WLQ0	RHTO_01903	1.1969228255369075e-07	1.3011445822174014e-07
M7X369	RHTO_06694	2.3657494150024164e-06	2.355320657089243e-06
M7X639	RHTO_03294	1.15438638135893e-05	1.4221715547056025e-05
M7XPE3	RHTO_00177	7.856894660404053e-06	9.577771726706497e-06
M7X3V9	RHTO_06477	1.1533566033574166e-06	1.1326095894123614e-06
M7X4Y4	RHTO_02888	3.355131166230695e-05	2.8002435116058588e-05
M7XCQ6	RHTO_01629	3.201973725956106e-05	3.423870872669243e-05
M7X5S9	RHTO_00114	2.558036187928772e-05	2.8953204154114257e-05
M7WL95	RHTO_02113	4.583052813320213e-07	4.969402400745032e-07
M7X137	RHTO_06035	4.228123580674974e-06	4.169643507464006e-06
M7XIF3	RHTO_03982	8.004851477916246e-07	7.808770200864085e-07
M7WP44	RHTO_01051	2.4585427243690457e-06	3.109399003210244e-06
M7WVW2	RHTO_01205	7.740323532407972e-06	8.701348428290882e-06
M7X3R8	RHTO_02712	1.3927801519173983e-05	1.168239978830715e-05
M7X3S2	RHTO_06514	4.5626613849589994e-05	5.343311141417529e-05
M7X8U4	RHTO_03637	2.510068289440297e-05	2.998787840943206e-05
M7XMK6	RHTO_01869	1.003220731848321e-05	1.0855700086327896e-05
M7X4K6	RHTO_02974	1.8818668332116233e-06	2.1309093838235698e-06
M7WWW0	RHTO_07939	1.5837010034727573e-05	1.807484756542069e-05
M7WSW5	RHTO_02032	3.0967376946740163e-07	3.9781800591919514e-07
M7XZV4	RHTO_00296	1.336382749117792e-06	1.6113121194892602e-06
M7WXU4	RHTO_07771	3.790613550439852e-05	3.751276328141064e-05
M7XQA8	RHTO_00667	1.2258355865288345e-06	1.2723160325840523e-06
M7WI20	RHTO_03666	3.588859857593275e-05	3.8651082301736233e-05
M7X207	RHTO_06344	5.712511856103792e-06	3.1214560505552184e-06
M7WYA2	RHTO_07690	2.2033923735761066e-06	1.2879755634874562e-06
M7WLQ9	RHTO_05368	5.710344186488373e-05	6.732222591282377e-05
M7WWD3	RHTO_05087	9.949086817480625e-07	1.0087220430704219e-06
M7XEQ5	RHTO_01053	2.700990718509187e-06	2.9658470968118068e-06
M7X0Z1	RHTO_07040	1.2706511331950544e-06	9.88493082510127e-07
M7WQ42	RHTO_03705	3.577488772389147e-05	3.927298786846582e-05
M7X9Y7	RHTO_02497	5.8195824596521215e-06	6.3598423101707365e-06
M7WUJ6	RHTO_01625	1.4284342701804718e-06	1.42233342855493e-06
M7XYF6	RHTO_03046	2.131412503137036e-06	1.3219695353706177e-06
M7XIR7	RHTO_06818	2.8572288286446043e-06	2.153151961364052e-06
M7XP32	RHTO_01168	8.196043004273048e-06	1.0148205253409021e-05
M7WP10	RHTO_04073	5.807185890573001e-06	7.312087457484821e-06
M7XDY4	RHTO_06528	2.287054547683756e-05	2.611652627148962e-05
M7XJK1	RHTO_06073	9.369469243132887e-06	7.79807785715194e-06
M7XLP5	RHTO_04994	2.7982501899189075e-06	3.1468210630981313e-06
M7XGH5	RHTO_07844	2.666272202159004e-05	3.4078304677823296e-05
M7X688	RHTO_00279	5.177174198383243e-06	6.056028480887344e-06
M7WWH0	RHTO_00949	1.2741127980164871e-05	1.5746000821380065e-05
M7X2K8	RHTO_06329		
M7XZD3	RHTO_00111	4.4190961922433444e-06	4.834522955201651e-06
M7WMF3	RHTO_05407	1.491322397717001e-05	1.7302673366326936e-05
M7WRA8	RHTO_07434	1.2601134125998081e-06	1.1985716115610847e-06
M7XM07	RHTO_02079	6.098634374558395e-06	5.11183575413944e-06
M7WX81	RHTO_00749	3.029619613751237e-06	3.4480696033158052e-06
M7WM06	RHTO_05244	1.2762648484594627e-05	1.5454646184021467e-05
M7WSE0	RHTO_02328	3.5911419701909778e-06	4.053957670858705e-06
M7WF78	RHTO_05245	6.144741364445895e-06	5.949870698933745e-06
M7WZ88	RHTO_00385	2.0985113252334827e-07	2.3656666036610544e-07
M7WDP6	RHTO_05934	6.197010147345083e-06	6.04344206950347e-06
M7WTD9	RHTO_06886	3.3917257924019663e-06	3.6202324179597695e-06
M7XKV3	RHTO_02384	5.677015502321098e-06	6.0466773935106e-06
M7WVT6	RHTO_00950	6.007932458783258e-06	6.161677038086121e-06
M7WTL0	RHTO_06976	6.415152221241244e-06	8.349274907478301e-06
M7X9N1	RHTO_03348	7.673457030733338e-06	6.60192140641542e-06
M7WD74	RHTO_06480	1.443988224205767e-06	1.4808898421224398e-06
M7WE51	RHTO_05627	1.0539726480661603e-07	5.808604323616627e-07
M7XEG0	RHTO_05920	8.152495003508244e-06	9.930176750560346e-06
M7WTH2	RHTO_06926	2.8337484906059623e-06	3.5959937089272347e-06
M7XPV9	RHTO_00392	8.465511301670227e-07	7.598600852509969e-07
M7XTU8	RHTO_06717		3.3460053973057406e-06
M7Y0T1	RHTO_00606	5.555942629245974e-07	6.432179090106199e-07
M7XSX2	RHTO_07665	1.2868982881989984e-06	1.3696516976834453e-06
M7X4A9	RHTO_05896	2.723454147354406e-06	2.1012649742885484e-06
M7XIT2	RHTO_03621	1.4851328411985003e-06	1.1499271939566105e-06
M7WYK3	RHTO_07503	2.5147928929454125e-05	3.206092264693664e-05
M7WT46	RHTO_02102	1.379955061942628e-05	1.644488718032368e-05
M7WX06	RHTO_02880	1.0320471902734168e-06	8.197617460648113e-07
M7WQR0	RHTO_07747	6.454648896161153e-07	1.0428192815171026e-06
M7XJK5	RHTO_03579	3.557356795198263e-06	4.264900137180533e-06
M7XPA1	RHTO_00152	2.5674528913446673e-06	2.8043210971104296e-06
M7X0J8	RHTO_06870	3.6487327499344633e-06	4.698906138235989e-06
M7WMN7	RHTO_01414	2.850211734995584e-05	2.8624132983909474e-05
M7WW40	RHTO_01050	1.4000324291070897e-06	1.2081968016695934e-06
M7WS73	RHTO_07151	1.755903612605421e-05	1.7236756825510423e-05
M7XM95	RHTO_01739	2.286644349054199e-06	3.2878401766923475e-06
M7XID0	RHTO_03952	4.060540773201654e-06	4.072406732830198e-06
M7WZJ7	RHTO_07250	7.1784217013546065e-06	7.444681822473e-06
M7X568	RHTO_05541	2.1192261774147822e-06	2.678114761125452e-06
M7XIZ1	RHTO_06913	9.153122659819157e-07	8.515352207021465e-07
M7XNS3	RHTO_01470	4.6565413068565925e-06	5.102372196261783e-06
M7WXK0	RHTO_08139	2.791306302485812e-06	2.551615433250143e-06
M7XNP4	RHTO_01440	6.349748126231141e-06	4.983087480414819e-06
M7XLK7	RHTO_04939	7.341160923814397e-07	7.364257565911031e-07
M7WKH8	RHTO_06458		6.16630414599396e-06
M7XIR2	RHTO_03866	1.5501056093396898e-05	1.760057916371257e-05
M7XZ45	RHTO_00011	5.623189173926205e-06	7.86755102387784e-06
M7WZU3	RHTO_00590	1.1418121595802827e-05	6.653330168674861e-06
M7XMM8	RHTO_02882		3.8681187949208834e-05
M7XW60	RHTO_04662	5.675621726003642e-06	2.875080489593142e-06
M7XW21	RHTO_04622	3.175454332533818e-06	4.0017382579066974e-06
M7XEY4	RHTO_00673	2.38227321544621e-06	3.079469513912679e-06
M7XHA1	RHTO_07576	3.961971156562959e-06	3.3711968175195736e-06
M7WLP6	RHTO_05680	3.328819246266759e-06	3.046845770198975e-06
M7WGQ1	RHTO_04152	1.0654292564448552e-05	1.2392535877430947e-05
M7X825	RHTO_04091	7.424376969309387e-06	6.9491708078679775e-06
M7WPK3	RHTO_04067	1.88669610644773e-06	1.5258068227395665e-06
M7X4W9	RHTO_03104	3.2283774918979465e-06	3.465538884353742e-06
M7XCF7	RHTO_01920	8.015877279001837e-07	4.259632659091891e-07
M7X3T8	RHTO_06452		7.040499425257828e-07
M7X4M7	RHTO_02797	1.4066905539752849e-07	1.4760819139763658e-07
M7XY51	RHTO_02946	1.590920792626695e-06	1.817337313067988e-06
M7WPT6	RHTO_03919	4.67457488201384e-06	3.993808599516307e-06
M7XM82	RHTO_02750	5.018725887517994e-05	6.119781924781584e-05
M7X473	RHTO_05090	1.0662097894583889e-07	9.363934495416889e-08
M7XS31	RHTO_07904	1.3788689313308635e-06	1.0298936415966388e-06
M7XHN3	RHTO_04193	9.117492346547732e-06	9.958436866615886e-06
M7XHQ6	RHTO_04213	2.0412769743077114e-06	1.8929585282991185e-06
M7X0P4	RHTO_06925	3.4291574854431934e-07	3.679473200871985e-07
M7XHL4	RHTO_04178	2.1664344003187605e-06	1.9112137505315917e-06
M7WUZ9	RHTO_04595	7.552723901916615e-06	8.136037640732167e-06
M7WRC4	RHTO_07449	2.799830796298224e-07	2.2544789359746465e-07
M7WSY9	RHTO_02273	9.321436768927187e-07	8.512972422553846e-07
M7XUJ6	RHTO_06972		3.91674338764623e-06
M7XDC5	RHTO_06642	7.815125166548049e-07	4.299479780183485e-06
M7WU19	RHTO_01841	4.2371268184291155e-06	4.520230423769702e-06
M7XU58	RHTO_06807	4.340625105473343e-06	3.7163286941949027e-06
M7WM03	RHTO_01597	1.1677746631097153e-06	1.189473563872996e-06
M7XW70	RHTO_04672	8.426627156816692e-08	9.330026667089116e-08
M7XUW4	RHTO_06042	1.7173282615124933e-05	1.841061312828762e-05
M7XI20	RHTO_04065	1.794839330531994e-06	1.5768086034836307e-06
M7WRJ3	RHTO_02614	8.900177286866336e-06	1.9829557374689854e-06
M7WYS3	RHTO_00180		8.339760546235012e-07
M7XBA0	RHTO_02305	1.40528438094275e-06	1.1486886305168762e-06
M7X643	PIM1	2.0854163863909853e-07	1.76893890496861e-07
M7WZX2	RHTO_00615	1.5723006215265845e-06	9.288736913393998e-07
M7X2H6	RHTO_06289	3.11580479594469e-05	3.657289833362718e-05
M7WZL1	RHTO_07587	2.9381903401082226e-06	2.1772634506578126e-06
