uniprot	Gene_names	Gexp_1	Gexp_2
M7XNS3	RHTO_01470	1.013964177567548e-05	9.348869612013356e-06
M7WXK0	RHTO_08139	4.194419032426849e-06	3.940993217265732e-06
M7XNP4	RHTO_01440	4.833689566439041e-06	4.592662455173738e-06
M7XLK7	RHTO_04939	1.5109974450219601e-06	1.4654353503785791e-06
M7WKH8	RHTO_06458	1.3987007949588067e-05	1.3688992043147588e-05
M7XIR2	RHTO_03866	2.024243780790083e-05	1.8833130248986033e-05
M7XZ45	RHTO_00011	1.28269049906533e-05	1.537189287992884e-05
M7WZU3	RHTO_00590	1.8295419386635663e-05	1.7203437625029786e-05
M7XMM8	RHTO_02882		
M7XW60	RHTO_04662	7.43354930111548e-06	6.330405462897571e-06
M7XW21	RHTO_04622	6.3376686021656675e-06	5.817760229649494e-06
M7XEY4	RHTO_00673	4.004501459400272e-06	3.7722842828935133e-06
M7XHA1	RHTO_07576	8.67720849910766e-06	8.841856228072678e-06
M7WLP6	RHTO_05680	1.8342350150947692e-06	1.9632658996428785e-06
M7WGQ1	RHTO_04152	1.2170571293644651e-05	1.0588766098121238e-05
M7X825	RHTO_04091	1.0424074359076212e-05	9.377106491387545e-06
M7WPK3	RHTO_04067	2.375512273744864e-06	2.3993358934395285e-06
M7X4W9	RHTO_03104	3.2947781381280357e-06	2.8166838536925895e-06
M7XCF7	RHTO_01920	3.3778060595536933e-06	3.0845328088632374e-06
M7X3T8	RHTO_06452	1.0925346030932352e-07	1.2990730883475918e-07
M7X4M7	RHTO_02797	1.6797190905947294e-07	1.5875550838824204e-07
M7XY51	RHTO_02946	2.327694133214678e-06	2.3899122585976876e-06
M7WPT6	RHTO_03919	4.792266927157026e-06	4.572890278734984e-06
M7XM82	RHTO_02750	0.00013251977928753332	0.00013144418522327545
M7X473	RHTO_05090	2.999020126479463e-07	2.860762352489984e-07
M7XS31	RHTO_07904	3.7610266775606894e-06	3.447533284306868e-06
M7XHN3	RHTO_04193	1.601282290153227e-05	1.4740199181347906e-05
M7XHQ6	RHTO_04213	4.364784033699695e-06	3.6332915128648818e-06
M7X0P4	RHTO_06925	1.0085413769068268e-06	9.190178195606226e-07
M7XHL4	RHTO_04178	2.59071000872769e-06	2.447100304745513e-06
M7WUZ9	RHTO_04595	1.4240990534519549e-05	1.3573144151625112e-05
M7WRC4	RHTO_07449	5.7882451826900294e-08	6.60386441498019e-08
M7WSY9	RHTO_02273	1.8003272528657089e-06	1.675010727378953e-06
M7XUJ6	RHTO_06972		
M7XDC5	RHTO_06642	6.878149669074628e-06	6.516066171852508e-06
M7WU19	RHTO_01841	5.17912449865234e-06	5.392201457603946e-06
M7XU58	RHTO_06807	3.825264288099251e-06	3.8031482642030772e-06
M7WM03	RHTO_01597	1.2120080452808434e-06	1.2116115644105814e-06
M7XW70	RHTO_04672	3.391969282968011e-08	3.8344314007279795e-08
M7XUW4	RHTO_06042	1.21647548414501e-06	1.840766730873865e-06
M7XI20	RHTO_04065	1.7430777527932363e-06	1.7027226700369574e-06
M7WRJ3	RHTO_02614		3.560386205245278e-05
M7WYS3	RHTO_00180	1.9517763741881194e-06	1.7955585149179623e-06
M7XBA0	RHTO_02305	2.467375313793363e-06	2.2802519408676503e-06
M7X643	PIM1	6.883898420205077e-07	6.553731125582404e-07
M7WZX2	RHTO_00615	3.4658902616301284e-06	3.3014625007448126e-06
M7X2H6	RHTO_06289	1.0209841303044013e-05	9.661258887528558e-06
M7WZL1	RHTO_07587	5.630647314399726e-06	5.449432489733675e-06
M7XZU4	RHTO_00286	1.833865911487586e-05	1.5729276018066033e-05
M7WXH3	RHTO_08104	5.579469812028248e-06	5.520791613556532e-06
M7WZ16	RHTO_00300	1.807165066956858e-06	1.9474881198045913e-06
