chain,FA,formula,MW,comp,Xexp_avg,Xexp_std,XNlim_avg,XNlim_std,Aexp_avg,Aexp_std,ANlim_avg,ANlim_std,GexpUrea_avg,GexpUrea_std,GNlimUrea_avg,GNlimUrea_std
16:0,palmitate,C16H32O2,256.42,c,0.26583426111261277,0.0010427794930334465,0.28787967336634673,0.004652567768891823,0.15895325980234773,0.0014862571486175512,0.18445883584124667,0.007983279213384063,0.15240611341895643,0.0011778844795980131,0.23490244011162414,0.0054973810859286045
18:0,stearate,C18H36O2,284.48,c,0.07792843665391168,0.00045209448338711424,0.08390979408091048,0.002437840418542875,0.1528972029772701,0.0030581133371586425,0.16270551586653606,0.00449800589805139,0.054578247670840685,0.004341843726530615,0.10025752752475661,0.002602243054549754
18:1,oleate,C18H34O2,282.46,c,0.42171950639733524,0.0013989910557592816,0.4265760174968576,0.004503579271266608,0.41449253155915106,0.028943130383843822,0.5005313385026766,0.004717141264191585,0.31830389358480227,0.010410255277603097,0.5223760881605484,0.00308724319281662
18:2,linoleate,C18H32O2,280.44,c,0.18426214011709385,0.003321019910651586,0.15289830236274424,0.0019586841266424617,0.21494683549743288,0.022952979857820518,0.12311874441208565,0.000995809214818495,0.3640700381903492,0.008198080378444042,0.11198065293624625,0.00028207863528688934
18:3,linolenate,C18H30O2,278.43,c,0.030707862597798306,4.7729031514533025e-05,0.02458477339065418,0.0003527381831373333,0.0587101701637982,0.007562006714564536,0.029185565377455047,0.00023605873404037824,0.11064170713505134,0.007731903105287666,0.023850229194463488,0.00040127873607629917
