uniprot	Gene_names	ANlim_1	ANlim_2
M7WDA2	RHTO_06420	1.0677805957168171e-07	8.0308276484688e-08
M7WWN7	RHTO_00800	2.8995138984136437e-08	2.369419175533951e-08
M7XJ61	RHTO_03742	3.093833305943508e-07	3.541344864791255e-07
M7X161	RHTO_06060	1.96911625961154e-07	1.8562141901312843e-07
M7XWW5	RHTO_04908	9.774053658682678e-08	7.257627090525656e-08
M7XQR9	RHTO_00847	2.459603838604921e-07	2.2124932071020435e-07
M7XLF1	RHTO_02286	2.1501275726044644e-07	1.6902804719447668e-07
M7X4Q9	RHTO_03039	3.7797857472520674e-08	4.168545162050314e-08
M7WU30	RHTO_06101	6.8134445698784014e-09	9.279567114774105e-09
M7WVG4	RHTO_01492	4.79654942277605e-08	4.3901332911798414e-08
M7X4T1	RHTO_03064	6.117619941897028e-07	6.162176175505873e-07
M7WWJ9	RHTO_00974	7.501516132002555e-07	4.658864202828487e-07
M7XFW0	RHTO_08072	6.306716340951348e-08	7.125660169029163e-08
M7X8L9	RHTO_03817	2.2681346032756676e-07	3.229783926161285e-07
M7X0L1	RHTO_07374	7.67590687779151e-07	6.345194173882203e-07
M7XFW7	RHTO_05410	1.873415174723159e-07	1.3360885639334817e-07
M7X5A1	RHTO_05586	1.9678966437171427e-07	1.4331164161354527e-07
M7X4L2	RHTO_05717	5.891838295356258e-08	5.235528387230379e-08
M7XGD6	RHTO_07799	3.081403545526581e-08	3.036108078648924e-08
M7WKX6	RHTO_05892	2.6858850663959224e-08	1.8381697483298128e-08
M7XI47	RHTO_04100	3.886504187974677e-07	
M7WEX1	RHTO_05344	5.3245414928243235e-08	
M7X5Y3	RHTO_05252	8.628346073496994e-08	7.213326386902337e-08
M7WZR8	RHTO_00565	1.0361947323762897e-07	1.3590905209141998e-07
M7X3H1	RHTO_04829		
M7WPP9	RHTO_00801	1.290857453861863e-07	9.617352338821141e-08
M7XVG3	RHTO_06227	8.587096537538537e-07	5.382703572932008e-07
M7X9K0	RHTO_03313	2.66407282275762e-07	5.949890321956715e-07
M7WSJ5	RHTO_02466	8.495278998198416e-08	
M7WSM5	RHTO_07311	1.718121493436715e-08	2.0348340374020848e-08
M7XD41	RHTO_07067	2.151145196670455e-07	2.2002445113389238e-07
M7WQ06	RHTO_07970	3.1011510623971714e-08	2.208439140141695e-08
M7X6P8	RHTO_00158	1.2849387726285806e-07	9.360081075970865e-08
M7X101	RHTO_06809	8.543110181364815e-08	7.970053607751699e-08
M7XDG5	RHTO_01491	8.798051410342805e-08	9.095120191670828e-08
M7WQC8	RHTO_03628	1.3626916307107022e-07	1.2500578012951075e-07
M7X8T9	RHTO_03632	1.1252058866569402e-08	1.1164715621161938e-08
M7WM95	RHTO_05342	2.207493783221038e-07	1.461235369359879e-07
M7WM84	RHTO_01677	2.1861184787822488e-07	2.1346606674790745e-07
M7WW43	RHTO_04982	3.146878222307967e-08	
M7XSV6	RHTO_07640	1.4349053449383736e-07	1.1381978192521944e-07
M7XNS0	RHTO_03293	1.54391102692624e-07	1.8258408497119215e-07
M7WQT7	RHTO_03370	3.145774547414111e-08	3.497409368815871e-08
M7WIM5	RHTO_03613	1.0480777266938477e-08	6.446590710905455e-09
M7WTF9	RHTO_02036	9.155753300890837e-08	9.099093691238448e-08
M7X0S4	RHTO_06965	3.302807172797445e-08	
M7WVV2	RHTO_01195	7.591792700489877e-08	6.028512988358487e-08
M7XP63	RHTO_01203	1.1869022598358876e-07	9.354475524959838e-08
M7WXL3	RHTO_08154	2.1501795305967478e-08	2.064070275603296e-08
M7X1K9	RHTO_06004	3.9384699905152204e-08	3.823636154690964e-08
M7X2D3	RHTO_04670		3.852373616446778e-08
M7X2E6	RHTO_06254		
M7X6M8	RHTO_00444	4.5196703197745693e-07	5.240333771363093e-07
M7WUB4	RHTO_01540	2.6296137329830884e-08	2.16519351219781e-08
M7XTX7	ERB1	2.3953769876607916e-08	1.8879582895326246e-08
M7XMS4	RHTO_01543	3.4025240385128124e-05	2.217979889922309e-05
M7WGY5	RHTO_04247	1.5859797357946147e-07	1.265682096455593e-07
M7XKS3	RHTO_04663		8.380374183485076e-08
M7Y037	RHTO_00386	4.2793986406443056e-07	8.405260201872412e-08
M7WV33	RHTO_01161	1.9410922565631234e-08	1.7979991902813783e-08
M7WR06	RHTO_03541	4.629728711168979e-08	3.913231681205739e-08
M7XLG2	RHTO_02327	9.788386596621006e-09	9.583067926436136e-09
M7X6P2	RHTO_00459	2.361992576189721e-07	
M7XY30	RHTO_02926	3.4213778043698796e-07	3.537802843400334e-07
M7WRM9	RHTO_03459	6.723988357308838e-08	5.193420855267028e-08
M7XSZ4	RHTO_07082	1.4645558416622481e-07	1.2414155160126932e-07
M7XVE8	RHTO_06217	2.288728968721072e-07	1.9182494876332127e-07
M7WM40	RHTO_05478	8.465912513141798e-08	6.36778807274326e-08
M7WKX3	RHTO_05887		8.634786736346653e-09
M7X4I3	RHTO_05831	1.9086951815015571e-07	2.213074278737819e-07
M7WQ20	RHTO_03768	6.007725538572954e-08	
M7XRP3	RHTO_07763	1.7863901982609372e-07	8.317762293484359e-08
M7XA82	RHTO_02592	1.4155634289688774e-07	1.4478230764251203e-07
M7WRZ3	AIM41	2.3947867802672357e-07	1.6259345114779325e-07
M7X3G0	RHTO_05036	2.521600270980225e-07	1.3986790309173693e-07
M7XVK5	RHTO_06252		1.9994548579146832e-07
M7WQP1	RHTO_03734		3.5210918882707696e-06
M7WTE1	RHTO_01807	2.922935409246545e-08	2.4007177985564697e-08
M7WXJ4	RHTO_08129		
M7WEZ6	RHTO_05369	1.8238617130028517e-08	1.4417986143787978e-08
M7WQY2	RHTO_07832	1.2672411141635462e-07	2.6176313670229943e-08
M7XXE8	RHTO_05118	9.98159793085973e-08	2.2450258502676697e-07
M7WZZ1	RHTO_07380	1.437998629311808e-07	1.1927549701964078e-07
M7XE79	RHTO_05954	1.455881208162837e-07	9.845544454491985e-08
M7X4G8	RHTO_02731		2.7458671743120373e-09
M7X668	RHTO_00254	4.3658852670757404e-08	2.894073811643514e-08
M7X3L6	RHTO_04870		7.911364524186097e-08
M7WNU9	RHTO_04304	6.895101478909503e-07	6.119171456856261e-07
M7WMP8	RHTO_01429	6.639714438268168e-08	6.029914034541517e-08
M7XZD9	RHTO_00116	6.736295782369797e-08	7.397790437662097e-08
M7WQD7	RHTO_03638	4.914761956197637e-08	4.40644234797885e-08
M7WNY8	RHTO_04350	1.118530483009285e-07	3.2696237368140355e-08
M7X6P0	RHTO_04526	4.60725278141711e-08	3.159890500204313e-08
M7XIG2	RHTO_06728	3.658371873748069e-07	4.202896597758019e-07
M7XN78	RHTO_01708		1.4149644656730954e-07
M7WW24	RHTO_04952	1.6886176165704063e-07	1.566828580622146e-07
M7WNE8	RHTO_04361	1.4071876877097228e-07	1.0223762208911136e-07
M7X7G5	RHTO_00463	2.1633534353837698e-07	2.791787205927671e-07
M7WN33	RHTO_04260		5.613553693461886e-08
M7WTE0	RHTO_02021	4.6053597779205753e-07	
M7WEE9	RHTO_05712	4.6147245182242604e-08	6.091819883468984e-08
M7X3V2	RHTO_02747	7.095984173667211e-08	3.612551257471485e-08
M7WXG3	RHTO_08094	4.3204781840251736e-08	3.616399831444712e-08
M7XYT4	RHTO_03202	5.46743244687704e-07	3.1793479987592633e-07
M7WMK9	RHTO_01379	1.0890832244521889e-08	2.5757290893273128e-08
M7WGW3	RHTO_04227		2.495964742892762e-07
M7X5J0	RHTO_00034	2.0222516341570436e-08	1.675870923317688e-08
M7XRR1	RHTO_07783		
M7WML8	RHTO_05268	1.4207132412977938e-07	1.1510353980064973e-07
M7X0H6	RHTO_07344	1.4904870665329281e-07	1.0599662212663514e-07
M7WQE9	RHTO_03502	4.6507119910280437e-08	3.4694632554401205e-08
M7WN50	RHTO_04275	1.6696655394036842e-07	1.3127700299538478e-07
M7WRY6	LSM4	3.9739818236864845e-07	3.745797898256013e-07
M7XQT3	RHTO_07936	3.6428257350463427e-07	8.618094863027626e-07
M7WZL4	RHTO_00520	7.681775761847091e-07	5.672016466587072e-07
M7WSS4	RHTO_07356	1.2506562127427093e-07	1.3929033356641648e-07
M7XU66	RHTO_06817	7.175364590469525e-09	5.419896707100552e-09
M7XEE5	RHTO_00948		1.0097567377871959e-07
M7XH75	RHTO_04277		
M7WRW9	RHTO_02583		
M7WQ36	RHTO_03788	4.861067621135232e-08	
M7X437	RHTO_02833	6.008980014310241e-07	6.739322056533111e-07
M7WX25	PSD1	8.29506136823988e-08	6.984937704287422e-08
M7X3B1	RHTO_04976	7.122716692745517e-08	5.761178506287773e-08
M7WCV4	RHTO_06584	3.3190759536903356e-08	3.3022088575288947e-08
M7WY32	RHTO_03271	3.1878089864669555e-09	2.9012316367290104e-09
M7WQB4	RHTO_08070	3.0438928381983585e-08	2.107413831764432e-08
M7WPH6	RHTO_00731	1.1373424545131183e-07	1.0655018536775569e-07
M7WD95	RHTO_06410	2.5973461593445937e-07	1.798264532635541e-07
M7XKE6	RHTO_06343	1.2597129103613372e-07	1.4732036965218542e-07
M7XA01	RHTO_02512	1.2571955459628426e-07	1.099808470958604e-07
M7XP89	RHTO_00142	4.659299997980701e-09	6.374742954518398e-09
M7XAB1	RHTO_02622	3.6531759153459896e-08	3.3489326855752014e-08
M7WV26	RHTO_04626	7.014588728678875e-07	5.080910663621961e-07
M7WQU1	RHTO_03471	1.3678857553035668e-08	8.492003746503668e-09
M7XFH9	RHTO_05441	1.4498042048998154e-07	1.501142602619927e-07
M7X4R4	RHTO_02828	1.264738606418007e-07	1.1786647310556703e-07
M7XQM1	RHTO_00787	1.5662943568114773e-08	1.6649118450067284e-08
M7Y0M2	RHTO_00551	1.3034095332101935e-07	8.636737737277354e-08
M7XCV0	RHTO_01674	2.9866428278057837e-08	
M7WTA9	RHTO_01996	4.9001130314746476e-08	4.9566714083486464e-08
M7X220	RHTO_06360	2.6791487258388606e-09	6.177325701947583e-09
M7X4P6	RHTO_03024	8.093998361716748e-08	7.467144099438234e-08
M7XHV7	RHTO_07223	2.2943485220407282e-07	2.1453492038513242e-07
M7XTB8	RHTO_07207	1.1690499575454186e-08	6.258130765530939e-09
M7XD01	RHTO_01724	8.162094143932052e-08	6.609076323425982e-08
M7XPV1	RHTO_00382	4.075998487590554e-08	3.384138656036721e-08
M7WLY8	RHTO_05438	9.877010711132737e-08	1.1787543188920799e-07
M7WTQ1	RHTO_07026	3.566961066223358e-08	1.8993579793203225e-08
M7X5B9	RHTO_02998	2.042835049757576e-08	2.509490787351007e-08
M7XT68	RHTO_07157	1.419822775011896e-07	1.2606721284077937e-07
M7XSR7	RHTO_07590	3.4556333634749205e-07	2.278429875386282e-07
M7XWD5	RHTO_04742	1.0233837933144963e-07	1.3102998988621247e-07
M7WZJ8	RHTO_00505	9.764667709169944e-08	
M7WH61	RHTO_04069	5.967271341915759e-08	8.39559756926297e-08
M7X1X4	RHTO_06118	1.5331641577048024e-07	1.647238912438276e-07
M7X2F1	RHTO_06259	5.892669645825289e-08	5.35934760988108e-08
M7WUL1	RHTO_01640	1.5727893873373346e-06	8.404586035709409e-07
M7X0D2	RHTO_06796	7.755570058067304e-08	7.578160370964913e-08
M7X3G7	RHTO_06608	1.9565274551250983e-06	1.565078653338298e-06
M7WVC6	RHTO_01261	4.6947880854438324e-08	3.232665562831317e-08
M7WTV5	RHTO_01766		4.61274459309784e-08
M7Y086	RHTO_00431	2.0465510731284587e-08	1.881212709375937e-08
M7WTN8	RHTO_07011	3.3146971736881106e-09	2.322353815084452e-09
M7XJL5	RHTO_03589	3.1044256641120825e-08	2.782819776287571e-08
M7WQ21	RHTO_03685	7.952392396590366e-08	
M7XN87	RHTO_03107	7.460840021991748e-08	1.0643423361425635e-07
M7XKW9	RHTO_02409	1.3580223208105796e-08	1.5195684218121198e-09
M7WVU2	RHTO_00955	3.040522623825398e-08	2.4342272763349395e-08
M7WMM0	RHTO_01389	3.933086985751881e-09	2.6975206386414406e-09
M7X0N9	RHTO_06724	2.2591149217118643e-08	8.620024472463263e-09
M7XGD0	RHTO_05140	2.5721394397741075e-08	1.8985265024171848e-08
M7WV71	RHTO_04671	5.756037435654731e-08	4.6276387400702036e-08
M7XT38	RHTO_07127	6.298470791513585e-07	3.286540229960755e-07
M7WPT4	RHTO_03869	1.0724250478105499e-07	8.392947584190793e-08
M7WZT2	RHTO_07325	1.3429426363145276e-07	1.1049816346359651e-07
M7WMZ5	RHTO_04447	9.11317267370207e-08	1.3020343901547171e-07
M7WQ32	RHTO_03783	7.43192110658397e-07	4.591734320683987e-07
M7WN92	RHTO_04482		
M7X4E5	RHTO_02924	7.383276235619009e-08	6.180156699419711e-08
M7XBS7	RHTO_02085	3.450339901721879e-07	3.533592449582123e-07
M7WXE2	RHTO_08079	7.636562162429598e-08	5.970564656542342e-08
M7XK08	RHTO_06198	2.4295684871522403e-08	1.66405739800761e-08
M7X558	RHTO_03200	2.4717428969214128e-08	1.960265969928022e-08
M7XLZ5	RHTO_02069	4.967759097342159e-08	4.0571832249226005e-08
M7X5X5	RHTO_05241	7.806523455126386e-07	2.2789277909052904e-07
M7WMC3	RHTO_01717	3.3021287064920665e-08	3.120641924594343e-08
M7X8X2	RHTO_03668	3.04491159060533e-08	2.405756988766259e-08
M7XZ62	RHTO_00031	4.1699853041211044e-07	5.182678146022481e-07
M7XUY3	RHTO_06062	2.0671193325247353e-08	3.176341337239444e-08
M7XYX4	RHTO_03242	1.3533824827203088e-08	1.3628349397934112e-08
M7XFM3	RHTO_05496	1.9207558414232444e-07	2.4520312092817964e-07
M7WMT3	RHTO_04564	4.397329926387662e-09	5.852122430787968e-09
M7WVF1	RHTO_01286	7.182386668211781e-08	4.9614518191295565e-08
M7WMX0	RHTO_05137	1.6277038138824576e-07	2.668038907164213e-07
M7X4S8	RHTO_03059	1.2797573238283387e-07	1.2032883118408984e-07
M7WXG9	RHTO_03035	3.057772470898938e-08	2.6935912993739724e-08
M7WJW5	RHTO_06474	1.243017542078034e-07	1.0557552306380262e-07
M7WP65	RHTO_03889	9.648627188577916e-09	1.0901321669447447e-08
M7XUD1	RHTO_06902	3.667661210351736e-07	
M7WVP9	RHTO_04852	3.7859087390690625e-08	3.380842744870639e-08
M7WK40	RHTO_02473	1.32928613407898e-07	1.508462459473662e-07
M7WXK9	RHTO_08149	3.238009368675587e-08	3.589502324506921e-08
M7X443	RHTO_05055	2.382084572672341e-07	9.096503855898436e-08
M7WP02	RHTO_04063	4.73140839826288e-08	4.1262562521566436e-08
M7X6N6	RHTO_04521	1.6519727377456742e-08	1.4521323543152481e-08
M7WUB9	RHTO_01726	6.579815435499414e-08	8.767899665342745e-08
M7WGN8	RHTO_04137	5.26033933659775e-07	4.6808838330772926e-07
M7XI06	RHTO_07268	2.1592425916315728e-08	1.3909987967191808e-08
M7WJV8	RHTO_06675	3.2625475039046607e-07	2.701874737852836e-07
M7X3G4	RHTO_05041	2.9569721918049026e-08	1.7097285037136425e-08
M7XMB6	RHTO_02781	3.2347303452448017e-07	3.656865711664216e-07
M7WM81	RHTO_05314	9.063331400749029e-08	6.842232512958641e-08
M7XVC8	RHTO_06202		
M7X136	RHTO_06854	1.8974401241650839e-07	1.646852361035994e-07
M7WWX2	RHTO_07949	3.079948477062668e-08	2.1695701431378854e-08
M7XE48	RHTO_01309	6.20787525025585e-08	5.154857325849078e-08
M7XPP0	RHTO_00312	2.722317170032204e-08	2.8123140703463064e-08
M7X5G0	RHTO_05477	3.2604528307570665e-09	2.9287099643160176e-09
M7WM58	RHTO_05498	2.239078741235698e-08	1.6105163500656386e-08
M7XG78	RHTO_07724	2.1346263000272953e-07	1.9330463036209957e-07
M7WMC6	RHTO_05377	7.210012367537129e-07	9.020624694245192e-07
M7WZ30	RHTO_07442	3.958547141700405e-09	1.9251636339828484e-09
M7WM91	RHTO_05324	2.4548687237468357e-08	
M7WRN5	RHTO_02654	1.8267831725848518e-07	1.1747535131878175e-07
M7XLU4	RHTO_02029	1.640990380852652e-07	
M7XHD7	RHTO_07626	4.6973869919086356e-08	4.396002276690832e-08
M7WK61	RHTO_02183	1.7947973773606844e-07	3.0572380486884517e-08
M7WVN3	RHTO_01130	9.196172861582666e-07	6.536070406791948e-07
M7X5M4	RHTO_05351	3.1078008180040405e-08	3.57447325667564e-08
M7WNC7	RHTO_04341	1.949671226993497e-08	
M7WSV0	RHTO_02292	1.5401587614948138e-07	9.93504137675714e-08
M7WXP2	RHTO_07983		3.9106822476093e-07
M7XM58	RHTO_02730	5.264196774934344e-08	2.5414586607993394e-08
M7X7V7	RHTO_00603	3.412281081188865e-08	4.7832562817406397e-08
M7WUA7	RHTO_01716		1.4130677850161339e-07
M7WJE8	RHTO_06635		
M7X7U5	RHTO_04011	4.227848427109421e-08	2.310448561684817e-08
M7WZ12	RHTO_07427		
M7XFM1	RHTO_07987	2.1306874194914834e-08	
M7X4T6	RHTO_03069	6.248768051905239e-09	5.676537938763758e-09
M7X6H5	RHTO_00108	2.1647650795538642e-08	1.2118809326771859e-08
M7X4P1	RHTO_05742	4.192122894076792e-09	
M7WX56	RHTO_02930	5.586981036869978e-08	4.632272440535748e-08
M7WZC2	RHTO_07522	5.786963038654536e-08	5.211030334224822e-08
M7WNH2	RHTO_04141	1.0933031739964395e-08	1.011505617657146e-08
M7XD67	RHTO_06683	4.029975258545084e-06	
M7WLZ2	RHTO_01587	1.5395908692106794e-08	1.0385617938165142e-08
M7WNJ0	RHTO_00861	1.7868597951568164e-07	1.725704507725835e-07
M7XBC2	RHTO_02267	4.854420988945352e-09	4.548675501154154e-09
M7WIC9	RHTO_03483	4.790864566016895e-08	6.574967753572899e-08
M7WL92	RHTO_02108	1.0106805078911656e-07	5.136019300040598e-08
M7XIL3	RHTO_06778	1.0859956785348884e-07	1.3214198905724008e-07
M7WL77	RHTO_05862	1.897583453074752e-07	1.725739971818083e-07
M7WHN1	RHTO_03785	2.8130392729252176e-08	2.984501517818032e-08
M7WYX7	RHTO_00255	2.2921419447303877e-08	1.2726525387371241e-08
M7XKE2	RHTO_06338	1.1255513683386413e-07	1.0539343617417588e-07
M7WDI9	RHTO_05874	1.0098582381809598e-08	8.943090154003122e-09
M7WSV8	RHTO_02153	2.622418701629993e-07	2.370269668302445e-07
M7XGJ1	RHTO_07865	7.88136153588538e-08	7.168156843422083e-08
M7XH40	MRI1	1.1094717623997902e-07	7.994862553760767e-08
M7WXP1	RHTO_03105	1.994286077136689e-08	5.927809445363069e-08
M7X234	RHTO_06169	6.983059985716968e-08	5.62214282759068e-08
M7WLQ6	RHTO_05690	9.320152756066038e-09	4.050360109621459e-09
M7XTG0	RHTO_07242	1.3152080624481757e-08	1.1128275083053288e-08
M7XXG1	RHTO_02679	4.5573647140482313e-07	5.08232603643567e-07
M7XDP6	RHTO_01154	6.422505532533504e-08	6.470100094543131e-08
M7X3K3	RHTO_06591	1.1096223145356833e-08	1.222592454028384e-08
M7WMJ9	RHTO_05248	6.503676482881538e-08	8.144058010900247e-08
M7XTD0	RHTO_07222		2.118860132526215e-08
M7XJV9	RHTO_03367	1.4177697128463433e-06	
M7XPT0	RHTO_00357	3.6316858463455786e-08	3.351011625258862e-08
M7XJN4	RHTO_03609		4.367094090963618e-08
M7WP55	RHTO_04128	1.2610306741995812e-07	1.292787312063278e-07
M7XZL2	RHTO_00186	8.551898644478102e-09	7.308665301136141e-09
M7XQ08	RHTO_00442	8.992533132881498e-08	7.492686290710746e-08
M7XIE3	RHTO_06713	8.595124637444713e-08	8.102420300494663e-08
M7XA05	RHTO_02517		1.8596021851712616e-07
M7XKN4	RHTO_02661	2.0644603400654474e-07	1.6136118017255658e-07
M7X2H9	RHTO_04715	9.436977810689767e-09	2.141920975811599e-08
M7WFX0	RHTO_04494	1.7170915124580724e-08	1.2981614536197094e-08
M7XGP3	RHTO_07915		1.636202339563001e-08
M7XIC1	RHTO_03942	2.0021337444454277e-08	1.62471988175298e-08
M7WN88	RHTO_04477	8.993736908063694e-09	7.716081661894382e-09
M7WZF0	RHTO_00455	5.455284211032583e-07	5.112529648908523e-07
M7WNQ0	RHTO_04206	2.1699771473336608e-08	1.3768450869602005e-08
M7WID5	RHTO_03493	2.662894782981636e-07	2.2903934753247345e-07
M7WNY6	RHTO_04043	9.341099852693187e-08	
M7WQ83	RHTO_08040		5.518896221618067e-08
M7WJQ2	RHTO_02660	4.4961138357631845e-09	3.667750069770148e-09
M7XFC3	RHTO_05545	3.8200409574894224e-08	4.327229549377583e-08
M7WD18	RHTO_06492	1.2399439907929664e-07	1.1244095607754373e-07
M7Y0H1	RHTO_00506	1.7076880525944796e-08	3.199913817390264e-08
M7WR32	RHTO_03571	4.421333348603372e-08	
M7WUE7	RHTO_06211	2.7309898441791542e-08	2.7994477438641166e-08
M7WKU2	RHTO_05759	2.412771243721798e-07	1.954142787101629e-07
M7X3X1	RHTO_04965		
M7XE90	RHTO_05969	8.220028246702227e-08	
M7WZE5	RHTO_00450	9.065569168167149e-08	6.315065544209195e-08
M7XLV1	RHTO_02034	2.2491915807667584e-08	4.0483829533970446e-08
M7WNA7	RHTO_04502	1.369995686415225e-08	9.446347495468454e-09
M7WH84	RHTO_04104		
M7XFK1	RHTO_07967	1.03497435273273e-06	
M7WTJ7	RHTO_02071	3.0753662860666195e-07	2.7859992844734687e-07
M7XCA3	RHTO_01865	1.3958765565158004e-08	1.0117838652696423e-08
M7WE46	RHTO_05622	6.466900976713242e-08	2.724629960664993e-09
M7WVP2	RHTO_04841	5.24770365361261e-08	4.428409555800523e-08
M7WNH9	RHTO_01312	5.724372793312268e-09	7.856334862037333e-09
M7XFN1	RHTO_05506	2.2023834135209622e-08	3.335146516993098e-08
M7X5P9	RHTO_05376	2.9964258943383405e-07	2.3451667624618494e-07
M7XKT1	RHTO_02357	5.720983156824063e-08	6.995971424652868e-08
M7X1V2	RHTO_06280	1.4433418598061673e-08	1.8059653635537657e-08
M7XZX7	RHTO_00321	3.73112773489857e-08	3.124563201565272e-08
M7WGB6	RHTO_04473	7.209075981837161e-08	1.1620945161240716e-07
M7WXF9	RHTO_08089	2.684293468329541e-07	2.642388928032988e-07
M7WSN0	RHTO_07316	5.0808494805841504e-09	5.26476118904038e-09
M7XHN7	RHTO_07148	5.559698055168889e-09	4.801256784937844e-09
M7XQ42	RHTO_01072	5.388797790941804e-07	4.48215683722873e-07
M7WNP6	RHTO_04202		
M7WGH2	RHTO_04306	8.9799572959773e-08	1.0701023241697779e-07
M7WU29	RHTO_01641	1.1351924775909701e-07	1.1486559352914234e-07
M7WVZ9	RHTO_01015	4.87416151050305e-07	2.0364846113507796e-07
M7XMY0	RHTO_01608	7.941476836687637e-07	9.639382302642448e-07
M7WWH7	RHTO_00735	4.191559225045624e-08	
M7X4R8	RHTO_03049	4.077698407422453e-07	3.2455710325058963e-07
M7WI85	RHTO_03736		2.794392542369255e-07
M7X1U9	RHTO_06275	4.1273992443989546e-07	4.431185262421011e-07
M7WY30	RHTO_08088	1.0654602380392471e-07	1.1919505212253926e-07
M7WYM6	RHTO_07523	1.1027214193957693e-07	
M7X5V6	RHTO_05431	1.0579745822828391e-07	7.409718185749734e-08
M7WTW7	RHTO_01781	2.9375108168216086e-09	5.425789200031922e-09
M7X238	RHTO_06385	1.2333616647131495e-07	2.036595185405341e-07
M7XNY4	RHTO_00052	1.1820651046787162e-08	8.20064324285384e-09
M7XY18	RHTO_02911	1.7022562534672713e-07	1.8578386957989593e-07
M7WXQ8	RHTO_03125	2.178231456640867e-07	1.5888049939957243e-07
M7WPC2	RHTO_00671	9.563735280507388e-08	5.116257441799102e-08
M7WD99	RHTO_06415	7.393483040557444e-07	7.906802516239886e-07
M7WNI4	RHTO_04401	9.353271823602669e-09	9.26443330992355e-09
M7XZA9	RHTO_00086	2.0185820364122873e-08	1.768691631286524e-08
M7X680	RHTO_05126	2.8429983719883316e-07	4.189932160801315e-07
M7WUX2	RHTO_01518	1.1922890900614732e-07	1.0722307302933191e-07
M7XDT7	RHTO_06544	2.4575399534356996e-08	1.389133684687588e-08
M7X597	RHTO_05581		
M7XHX2	RHTO_07238	1.884748510859905e-07	2.0890882368546213e-07
M7WK67	RHTO_02144		
M7WQA8	RHTO_03868	2.7059302158416105e-10	4.2521263549593797e-10
M7WUC2	RHTO_01550	1.6947776673078816e-07	1.4386403654732775e-07
M7WNT9	RHTO_04294	3.995418566513738e-08	2.8987903517598203e-08
M7X3J6	RHTO_05081	9.965545314659803e-08	9.684499088359533e-08
M7WNB2	RHTO_04507	6.736421977971466e-09	8.749396504934778e-09
M7WV13	RHTO_04610	4.7942235275364845e-08	4.2151375304403016e-08
M7XBM0	RHTO_02030	7.745732997734191e-09	8.314955643475964e-09
M7X7D5	RHTO_00428	5.6413812135817793e-08	7.972773042656359e-08
M7XPL5	RHTO_00907	2.0120693968671e-07	1.676554159599287e-07
M7X719	RHTO_04475	5.1432485102240847e-08	5.4138807227875984e-08
M7X0S0	RHTO_06754	9.560632031064081e-08	9.788771856596774e-08
M7XKI2	RHTO_06383	3.097209684395641e-08	2.5136223139781704e-08
M7XSS5	RHTO_07600	3.7054212940300703e-07	3.743408346324124e-07
M7XBZ9	RHTO_01745	6.638226989391289e-08	4.210520408905894e-08
M7WTX9	RHTO_01796	2.1424833712159396e-08	1.3517516899614012e-08
M7XNU1	RHTO_00012		8.263193760260155e-07
M7X755	RHTO_04283		
M7X798	RHTO_04324	2.569782823269911e-07	2.2286064119169385e-07
M7XHM9	RHTO_07138	3.752045318333654e-09	3.652325095371267e-09
M7X4B1	RHTO_02676	7.977630993383664e-09	
M7X570	RHTO_03215		
M7X7Q0	RHTO_04214		
M7XAM6	RHTO_02395	1.492544626373306e-08	1.3266484871817929e-08
M7XZL4	RHTO_00191	6.911044540910366e-07	9.232467507545182e-07
M7XLD4	RHTO_04869	3.239753427289073e-07	2.344534506977528e-07
M7WUA5	RHTO_01530	2.8780989974212796e-07	1.9212604887025782e-07
M7X236	RHTO_06380	2.3846726574870813e-08	1.641642810740064e-08
M7WDD0	RHTO_05943	1.806319917037566e-07	1.91042218107694e-07
M7X7C4	RHTO_00413	7.319282900747021e-08	
M7X0H3	RHTO_06840	8.644456011264015e-09	8.137906967235755e-09
M7WK99	RHTO_02289	9.518534203699834e-08	
M7WFB4	RHTO_05280	4.764493475228703e-09	4.526343757488722e-09
M7X652	RHTO_00003	1.0633728842226197e-07	
M7WM94	RHTO_01687		
M7WUP7	RHTO_01423	2.597057345931929e-07	1.9473861610021484e-07
M7WLU2	RHTO_05547		7.496246662671866e-07
M7X422	RHTO_02818	2.0743931704703524e-08	1.5332603878806432e-08
M7WPB1	RHTO_00656		3.7765045873595886e-08
M7X3S8	RHTO_04915	4.265557491461669e-09	
M7WME9	RHTO_05402	1.780205250981211e-07	1.497525592417966e-07
M7XKE4	RHTO_02586	9.042698304889389e-08	
M7WR24	RHTO_03561	4.524816583263868e-09	8.314951250614707e-09
M7XE43	RHTO_01304	4.507302316726799e-07	3.844970264682041e-07
M7XKD7	RHTO_06333	1.7575626176018057e-07	1.1609056921716035e-07
M7XYF1	RHTO_03041	8.749247973490732e-08	9.496531424523166e-08
M7WMI2	RHTO_05437	3.222490969305714e-09	3.4204884437665273e-09
M7XBF2	RHTO_01964	5.352494961545747e-08	
M7WWG5	RHTO_02673	4.600432722277801e-08	
M7WTH5	RHTO_06931	7.600131879568893e-08	1.0890187966392784e-07
M7X1G6	RHTO_07004	1.87092986516747e-08	
M7WUD2	RHTO_06196	1.535358888520216e-08	1.3662950544109172e-08
M7X429	RHTO_05040	9.062431683624386e-08	1.1485205428269944e-07
M7WLI1	RHTO_05489	2.6245000747882097e-08	3.2837050479634115e-08
M7WTB9	RHTO_06861	7.455900310741493e-08	7.298328750131828e-08
