uniprot	Gene_names	ANlim_1	ANlim_2
M7XPT4	RHTO_00362	7.747615636819402e-08	
M7X2S8	RHTO_04810	1.2599188314109968e-07	1.1947982850357792e-07
M7X370	RHTO_04739	3.0998706684018255e-07	2.4061105674469353e-08
M7X6U1	RHTO_04400	8.639006568251403e-08	8.535505656163904e-08
M7XFG9	RHTO_05605	3.858159554950844e-08	
M7WVM6	RHTO_01119	7.955414143748987e-09	7.3481056516996755e-09
M7XDT6	RHTO_01199	3.8400445270525763e-07	1.8578268626544548e-07
M7WJU6	RHTO_06665	1.2308865072803505e-08	
M7X6N3	RHTO_04516	4.817643989989015e-07	4.7497396540388485e-07
M7XV31	RHTO_06107	1.740289357467254e-07	1.6396655187803942e-07
M7WRP7	RHTO_02508	1.8594997079691675e-07	1.435672816941431e-07
M7XEC6	RHTO_00928	4.7752995208176855e-08	3.36465044555906e-08
M7WKD9	RHTO_06566	2.7543705123700252e-08	
M7X874	RHTO_03907	3.6773159995744285e-07	3.148770635359195e-07
M7XFE5	RHTO_05575	3.31050364166022e-09	4.949088110693166e-09
M7XCZ0	RHTO_01714	6.3991496076204225e-09	5.0839589138048055e-08
M7WJU0	RHTO_06521	1.3426214565041613e-08	
M7WPJ9	RHTO_04062	5.044928613478507e-08	5.107330540505362e-08
M7XN88	RHTO_01718	4.2747123818396896e-08	3.10217300655059e-08
M7X0Q4	RHTO_06940	1.9063535355838067e-08	1.653959339503689e-08
M7XM87	RHTO_02755	9.849853751922981e-08	9.525309364241645e-08
M7WP31	RHTO_04098	1.8731807615384352e-07	
M7XFB1	RHTO_05713	1.0523390169859611e-07	1.1477041823013804e-07
M7Y024	RHTO_00371	5.478046291376129e-07	1.1447978134659601e-07
M7X534	RHTO_02933	4.227357569507239e-08	4.8498250669865996e-08
M7X9F0	RHTO_03555	1.946336450767437e-09	1.8875132170190463e-09
M7WWX0	RHTO_01089	6.202619749008572e-08	3.7494014787105217e-08
M7X3Z6	RHTO_04995	9.95335527664757e-08	1.9983741607893232e-07
M7X5D3	RHTO_03013	4.58305346709553e-09	1.6792132799326293e-08
M7X431	RHTO_05950	2.7327836290558383e-08	2.471530871782665e-08
M7X6H9	RHTO_05201		4.028316986024926e-09
M7WUT3	RHTO_01473	9.955098810062236e-09	1.0042538128888354e-08
M7X3K9	RHTO_06596	2.849725841332481e-08	2.335884084752799e-08
M7WQQ8	RHTO_03330	4.9870942294683255e-09	1.5152884671291454e-08
M7WI15	RHTO_03661	2.1031164046511837e-08	6.087766630640388e-08
M7WV72	RHTO_01206	5.0467201539179483e-08	
M7XQI7	RHTO_00752	5.071491710564627e-08	3.8142290310559017e-08
M7WRP2	RHTO_07559	5.6151883831143534e-08	7.604771276521729e-08
M7X8F9	RHTO_03998	7.5355744449272e-09	1.596338265888236e-08
M7WVX9	RHTO_01225		6.078497478870028e-09
M7XKA1	RHTO_02546	2.170153841021289e-08	5.514915553981746e-08
M7WPQ4	RHTO_00806	6.38011641932098e-08	4.493890043946996e-08
M7X2N8	RHTO_06369	1.4734129689719295e-07	2.3238170723104335e-08
M7XQQ3	RHTO_00827	2.3464474036146747e-08	2.0588634800377664e-08
M7WN39	RHTO_05182	3.630872145636743e-08	2.077739492011434e-08
M7X4Z9	RHTO_03139	3.6748228874312284e-08	3.8504330009350606e-08
M7XTQ6	RHTO_07347	2.246566616254711e-08	1.7432450169189588e-08
M7WY94	RHTO_07403	7.741099693768211e-08	1.026178857348345e-07
M7WL39	RHTO_02073	8.005928446884326e-08	7.826258247285957e-08
M7WWQ6	RHTO_02774		3.179611544906778e-08
M7X3R2	RHTO_06499	1.145518374952403e-06	1.0322493876838408e-06
M7X3A3	RHTO_04769		
M7WF93	RHTO_05260	1.1116265294957504e-09	1.2219425013842756e-09
M7WTX5	RHTO_01591	7.860579323534022e-08	9.239981213579141e-08
M7XMA5	RHTO_02771		3.621357900695647e-07
M7WXB4	RHTO_02970	4.4368081655223455e-08	3.305263548359963e-08
M7WHX9	RHTO_03625	6.304187796456578e-08	9.128225486405923e-08
M7XU04	RHTO_06767	2.976922718205901e-08	8.906385135838763e-08
M7WT16	RHTO_02162	5.8421057545091773e-08	6.82593247090366e-08
M7XY34	RHTO_02931	1.0603468083865565e-08	1.6327397765804548e-08
M7XJS1	RHTO_03332	2.720819615927828e-08	2.646390504095504e-08
M7X528	RHTO_03170	2.612701752765586e-08	1.8842260410004347e-08
M7X4V7	RHTO_03089		3.9001274123089306e-07
M7X7A3	RHTO_04329	1.2443159520040463e-08	1.2574864456677582e-08
M7WNC8	TRM5	4.047898039542635e-08	1.7759366219215228e-08
M7WQM0	RHTO_03714		8.648388531629051e-09
M7XEZ9	RHTO_05786		
M7WGK5	RHTO_04342		
M7X8P2	RHTO_03842	3.7081874954135486e-08	4.142093187674191e-08
M7WW17	RHTO_01260	1.1616431281408926e-07	1.3261950463948092e-07
M7WPA3	RHTO_00646	4.873946245040656e-09	5.099296008511456e-09
M7XS79	RHTO_07425		2.547883383133863e-08
M7XD11	RHTO_01321	6.186503713461585e-09	4.295446304282239e-09
M7WQM5	RHTO_03719	5.74316395849306e-09	3.481406043087819e-09
M7WQS7	RHTO_03360	8.842915092108633e-08	7.75098655323606e-08
M7WQA4	RHTO_03863	1.670462342860187e-08	7.910558821702674e-09
M7WPK8	RHTO_00766	9.588851118272232e-09	8.831620672037253e-09
M7XGY3	RHTO_07476	3.602660685880658e-08	3.4637535317710256e-08
M7WSF0	RHTO_02416		8.938336558859341e-11
M7WLC5	RHTO_05758	1.8364604082941267e-08	
M7X3G5	RHTO_04824	1.460569969275925e-07	1.7448024631847447e-07
M7WSL9	RHTO_01941	2.435000213032339e-07	2.6044539865594625e-07
M7WUV4	RHTO_01498	1.3034974651191176e-08	1.311134474735133e-08
M7XVN7	RHTO_06292		
M7WNS1	RHTO_04274	3.420191818163638e-09	
M7XPF1	RHTO_01308	5.439925268358452e-09	
M7WEJ9	RHTO_05584	1.3788074094636873e-08	1.9754391944056957e-08
M7X6L8	RHTO_00143	2.459557764776819e-08	2.04693695246229e-08
M7XZ28	RHTO_03297	1.6523980213634436e-07	1.2428979457589916e-07
M7X6B0	RHTO_05151	3.5316606695033134e-08	4.376700736690374e-08
M7XRM8	RHTO_07743	9.896027175481094e-08	1.1263415630087804e-07
M7XH45	RHTO_07541	9.644197681632878e-09	1.272837983986628e-08
M7XM81	RHTO_02129	2.946140310165797e-08	2.2565994808149926e-08
M7WT89	RHTO_06826		5.902878586222084e-07
M7XJE2	RHTO_03509	5.044293096230676e-08	3.787430382447184e-08
M7WS62	RHTO_02334	2.942501272229586e-08	3.0352564996523245e-08
M7X004	RHTO_07164	2.0876365540331097e-08	1.806154846121199e-08
M7WD07	RHTO_06553	6.993079786586233e-07	9.846267890890386e-07
M7WXV8	RHTO_07786		1.716771401703649e-08
M7WTJ4	RHTO_01867	1.193972002709128e-07	
M7XL01	RHTO_02449	1.2769268427953783e-09	
M7XGQ8	RHTO_04490		3.4983969938029635e-08
M7WWM4	RHTO_00785	6.635913359790529e-07	4.6242958149238365e-07
M7WY84	RHTO_08148		
M7WX04	RHTO_07979	1.482933122589076e-08	1.5479229062082568e-08
M7WDQ9	RHTO_05804		
M7WQK5	RHTO_08155		1.9934478212077286e-07
M7X591	RHTO_02968	4.505934819051592e-08	3.640079381207512e-08
M7XL62	RHTO_04798	1.4966176503836941e-06	1.4493469773229621e-06
M7XNL4	RHTO_01405	4.53958204927776e-08	2.7079170356484746e-08
M7XH17	RHTO_04434	4.705596971464527e-08	4.8297531297982584e-08
M7XKI6	RHTO_06388		8.93365028494849e-08
M7WYV6	RHTO_00230	1.273315523655804e-07	9.902511066760284e-08
M7XZV8	RHTO_00301	9.722898120169674e-08	7.192588972339389e-08
M7Y028	RHTO_00376	3.1784860498583557e-07	3.4230363186924975e-07
M7XBY2	RHTO_02130	1.8644087875715457e-08	1.3235964426752843e-08
M7XWU2	RHTO_04898		1.4273879380559651e-08
M7XN22	RHTO_03028	2.212897523127972e-08	
M7WMS7	RHTO_05313	3.785731404132299e-08	2.8758157252109297e-08
M7XFU7	RHTO_08062	2.2212418495735636e-08	
M7XDJ0	RHTO_01521	1.0699047971780972e-07	2.1066807635366238e-07
M7X364	RHTO_06689	6.390013702552379e-09	
M7WMY9	RHTO_04442	1.6472168958555404e-08	1.0385525988075128e-08
M7WFI6	RHTO_05129	3.137337551712233e-08	1.8794891499115778e-08
M7X9H5	RHTO_03595		1.430781994097377e-07
M7WNR6	RHTO_04221		7.709977950450916e-09
M7WF64	RHTO_05439	2.0810836724062075e-08	2.1272178916733406e-08
M7XGN6	RHTO_05220	1.721239201918901e-08	
M7WXN8	RHTO_07701	1.3007669846313363e-08	8.619677175990863e-09
M7WT53	RHTO_01945	1.2588245084421197e-08	1.3491617300421653e-08
M7WTX2	RHTO_01786	1.1990039879174546e-07	
M7Y0C4	RHTO_00461	4.0466169753314285e-07	
M7XH78	RHTO_04282		3.4471445228725955e-07
M7X1K7	RHTO_06195	2.2667221881357146e-08	1.2818324994681967e-08
M7XNK5	RHTO_01395	7.925568294407173e-09	1.4899717504894807e-08
M7WVA4	RHTO_01241	1.6255213938019324e-07	1.3742854457483197e-07
M7WMG6	RHTO_01349	1.3784168764192444e-08	2.016355003496115e-08
M7WPJ4	RHTO_00751	4.084373777933843e-08	3.447007390209454e-08
M7XG24	RHTO_08142		
M7XEA7	RHTO_00908	1.3362597775518155e-08	1.0455293559731755e-08
M7WW05	RHTO_01250		5.662886142952469e-10
M7WQ11	RHTO_04004		
M7XXY0	RHTO_02865		
M7XKW7	RHTO_02404	6.19959478692518e-08	4.670230855364584e-08
M7WVM0	RHTO_04821		
M7WXN3	RHTO_07696	5.366943297881931e-07	
M7X100	RHTO_07050		2.7730761843695355e-08
M7XMT4	RHTO_01553	1.8989818115319252e-08	1.8539101814221214e-08
M7XH64	RHTO_04262	7.949405760932795e-08	
M7XFL2	RHTO_07977	1.835015626643264e-07	
M7XLF7	RHTO_04894	7.234127627680606e-09	7.3485421044296355e-09
M7X486	LSM1		1.1016506696928623e-07
M7WUN9	RHTO_06301	9.07246053251137e-09	1.0336970621729051e-08
M7WKH9	RHTO_05808	4.9229946150157795e-09	4.127073781849919e-09
M7WXW6	RHTO_08048	2.8929941721130284e-08	2.896835493799064e-08
M7XKX8	RHTO_02419	9.989047563457787e-09	7.939917728703303e-09
M7WXT4	RHTO_08018		8.669197310098712e-09
M7X8W9	RHTO_03663	8.84455954906005e-08	
M7X5H8	RHTO_03073	1.5370152088959682e-08	1.5811671324204776e-08
M7XIT8	RHTO_03626	1.0643602089282364e-07	9.5396482711983e-08
M7XKL7	RHTO_04602	1.8782699304308978e-08	1.4154303541936172e-08
M7X5F2	RHTO_05467		7.877732785855865e-09
M7XQ03	RHTO_00437	5.948680115578644e-08	
M7XX22	RHTO_04968	8.874347002143973e-08	
M7WWK0	RHTO_00760	1.5571127961984015e-08	2.0712114190993383e-08
M7XIV8	RHTO_06873	4.9864470458791895e-08	
M7X5C8	RHTO_03008	3.629094693204305e-08	2.6761879700250657e-08
M7WE21	RHTO_05770	3.4255477093958e-08	4.482340609913496e-08
M7XQ80	RHTO_00637		
M7XRB9	RHTO_08096	1.5179335100320135e-07	1.7761141135432142e-07
M7WFW6	RHTO_04489		
M7WWZ0	RHTO_00639		2.592559082675719e-08
M7X188	RHTO_06085		3.0742833574497267e-08
M7WGT6	RHTO_04192	2.126250010300035e-08	1.7189455295338348e-08
M7XPF7	RHTO_01314	1.3212234266973388e-07	1.4303805831407247e-07
M7X1K6	RHTO_07054	2.6751312909165345e-09	3.1027716224431075e-09
M7WQF4	RHTO_08090		1.0625407278265151e-08
M7XWA3	RHTO_04707	6.064792094308745e-08	
M7WSM9	RHTO_01951		
M7WQ05	RHTO_03670	1.6887721537134787e-09	2.6394678961304284e-09
M7XS69	RHTO_07415	1.8571988065700414e-07	1.9183934954241266e-07
M7WMN0	RHTO_01404	8.946337116136022e-09	8.190538073504763e-09
M7WLH2	RHTO_01813	1.1125738176341358e-08	1.3005154251383673e-08
M7Y0J9	RHTO_00531		1.803870122277712e-07
M7WPV3	RHTO_03939		1.3970288685463422e-07
M7WCI7	RHTO_06701	3.3612268695400327e-06	3.7402684020703757e-06
M7WUI1	RHTO_01368		4.316098183892719e-07
M7XFB7	COQ3		1.1540159674447225e-07
M7X4L0	RHTO_02782	1.4851840142800368e-08	1.098984016479753e-08
M7WNM0	RHTO_04441	5.3835737814257946e-08	
M7WMV8	RHTO_04402		4.275030105250262e-09
M7XFH6	RHTO_05615	1.314639320945085e-07	
M7XUI5	RHTO_06962	1.5446493727919583e-07	1.3730048304710654e-07
M7WQR8	RHTO_07757	3.4875721431703286e-08	3.6173495408909924e-08
M7WKK0	RHTO_02323		
M7XQ86	RHTO_00642		3.5250911546818115e-09
M7WXN2	RHTO_07973		8.97322320189438e-09
M7WMA5	RHTO_01697	3.7939333747924775e-08	
M7WNF8	RHTO_01292		
M7XJ77	RHTO_07013	1.0555941579476168e-08	1.4945520828284207e-08
M7X6U0	RHTO_00198	1.714695858402592e-08	2.114906006089468e-08
M7XMT8	RHTO_01558	1.4180103403440671e-08	1.3481546576304097e-08
M7X485	RHTO_05871	2.188122880639443e-09	4.428895376198341e-09
M7WWB6	RHTO_05067	2.5858469959431625e-06	
M7XMI5	RHTO_01844	6.41563817030233e-09	4.780438914395446e-09
M7XHR0	BNA4	4.3324838141471655e-08	3.778855819785436e-08
M7X8Z1	RHTO_03688	3.1883655218670543e-09	3.0381655739434905e-09
M7XFJ3	RHTO_05456	1.43137983857306e-08	1.98493949522418e-08
M7WSA2	RHTO_07186	8.51151500513618e-08	1.308874594285216e-07
M7WN98	RHTO_01237		
M7WZG8	RHTO_07562		
M7X647	RHTO_03299	1.0914492983737979e-07	
M7WW35	RHTO_04972		
M7X3I8	RHTO_05071		9.028709554321167e-09
M7X589	RHTO_02963	1.8615865095287701e-07	2.333415973189644e-07
M7XET9	RHTO_05741		2.6982134624622205e-08
M7XG21	RHTO_05261		8.780390108963456e-08
M7XDK3	RHTO_01103	1.3119431654611646e-07	2.0183082000872728e-08
M7Y0B9	RHTO_00456		3.2765632605909384e-09
M7XQY9	RHTO_07991	3.39547300806451e-09	6.370263067744577e-09
M7X5W7	RHTO_03219	2.1654540148225007e-07	
M7WJR6	RHTO_02336		7.564728382220274e-09
M7WW54	RHTO_01300	9.566726956139639e-08	7.741740792748852e-08
M7WIN1	RHTO_03618	1.4719332915516239e-08	2.1479826772076062e-08
M7WKY2	RHTO_02013	4.339146722616061e-08	
M7X5P8	RHTO_03143	1.8433356884503966e-08	1.5554899142103604e-08
M7X3S3	RHTO_02717	2.0610038342763346e-08	1.4180761225164379e-08
M7WT57	RHTO_02117		1.4337483277721652e-08
M7WRU1	RHTO_07589	1.2544398700787403e-08	
M7WWM6	RHTO_02743	9.01219765691066e-08	1.1750501218509432e-07
M7XX27	RHTO_04973		
M7X435	RHTO_05955	1.0384336282611232e-07	7.016684551136175e-08
M7XK35	RHTO_06223	1.3962862489351525e-08	2.085789650165593e-08
M7WR03	RHTO_03536	3.765151330817233e-08	5.775179635331353e-08
M7XBK3	RHTO_02015	1.0474675234267199e-07	7.806359490262516e-08
M7WXF5	RHTO_00829	1.5252710708390673e-07	1.442700370102638e-07
M7WYW9	RHTO_00245	8.69473405128936e-08	5.572618869629828e-08
M7XR48	RHTO_08051	1.3174837487050378e-07	1.2325301953056083e-07
M7XU63	RHTO_06812	1.8949231650146192e-07	1.662089080277486e-07
M7WK60	RHTO_06582	1.2548233815487221e-08	1.1908879312690624e-08
M7X3W3	RHTO_04955	5.786147023827198e-09	7.504666857633552e-09
M7X2P2	RHTO_06374	5.1233985435633605e-09	
M7X134	RHTO_06849		
M7WK66	LSM5	6.059952671931462e-07	
M7XA72	RHTO_02582	1.0189997800137755e-08	8.166681457041974e-09
M7X7S3	RHTO_00573	7.421540817973984e-08	5.6808309036781775e-08
M7XZS5	RHTO_00266	7.493986901345457e-09	5.944661853883207e-09
M7XMR4	RHTO_02917	7.196944307830749e-09	4.599851039269897e-09
M7XK58	RHTO_02506	8.750894639167391e-08	8.754658019760537e-08
M7WES3	RHTO_05490	7.533394225285516e-08	
M7XCS9	RHTO_01654	9.627515261960963e-09	1.1256372840086539e-08
M7XXU1	RHTO_02820		
M7WPU1	RHTO_03874	1.3905092050235574e-08	1.3637255407765936e-08
M7XR30	RHTO_08031	1.3083698460259686e-07	1.7893867341765378e-07
M7XVU3	RHTO_06367	1.8748116834044422e-09	2.3303172634846775e-09
M7X114	RHTO_06824	1.2660800973219893e-08	6.6142643101000635e-09
M7WZ41	RHTO_00330	5.342463213544566e-08	
M7WXV1	RHTO_08033	3.775927568890747e-07	4.5786235953531866e-07
M7XKC0	RHTO_06313	6.442803860141242e-09	6.807555157779077e-09
M7X1J3	RHTO_07039	3.38789383762911e-08	3.2663812477751166e-08
M7WWI5	RHTO_02698	3.944248742719101e-08	
M7WK79	RHTO_06597	4.771181149182594e-08	9.233215091776733e-09
M7XLN3	RHTO_01973		6.698510236379528e-08
M7WJG2	RHTO_02575	2.791292427973712e-08	2.4233267989654987e-08
M7X7N7	RHTO_04204	1.1098756686644425e-09	1.749247828331572e-09
M7XLR9	RHTO_05029	1.5023076135454633e-08	1.1602100362468517e-08
M7X8K9	RHTO_03807		
M7WEG2	RHTO_05544	1.504934369905338e-07	1.208271018274463e-07
M7XYB4	RHTO_02991	8.502180101476246e-09	6.173202639628656e-09
M7XMG8	RHTO_01824		2.0442253797624668e-07
M7XXH0	RHTO_02689	3.0092986508319406e-07	
M7WUX3	RHTO_06391	8.489506793746827e-09	8.882695004941213e-09
M7XCW5	RHTO_01689	5.451337818275299e-08	1.827561771505617e-08
M7XZW3	RHTO_00306	2.446902029892147e-08	2.2288195256043115e-08
M7X9Z2	RHTO_02502	9.734679254271298e-09	1.0780031467411544e-08
M7X6P6	RHTO_00464	1.5418415247677575e-08	1.183036424052386e-08
M7WM55	RHTO_05289		5.7536164406412876e-09
M7X0I1	RHTO_07349	2.3290988125361226e-08	1.7243164661442192e-08
M7WCZ5	RHTO_06543	1.733444102041414e-08	1.4110610956038527e-08
M7XZ18	RHTO_03287		
M7WQY0	RHTO_03511		
M7WKA8	RHTO_02316	1.6053588419327819e-09	1.7628729166681555e-09
M7X4H7	RHTO_02741		2.2906290341588077e-07
M7XDX2	RHTO_01234		5.888118092781024e-08
M7XI94	RHTO_07343		
M7WRQ0	RHTO_02335	1.4461140495413124e-08	1.1262779827735775e-08
M7X6L5	RHTO_00429		1.3446138074707753e-08
M7WXK5	RHTO_08144		8.783223806025005e-08
M7XXX6	RHTO_02860		2.1106904168590282e-09
M7WUW2	RHTO_01508	7.326622282632014e-07	2.645860315557944e-07
M7WV82	DRE2	4.167991123575487e-08	6.444340045086971e-08
M7X411	RHTO_06437		
M7WDQ1	RHTO_05794	5.8280547204511475e-09	3.1409722406621773e-09
M7WCT9	RHTO_06569	3.575223184003029e-08	5.970667028435117e-08
M7WS18	RHTO_02472		
M7XXN3	RHTO_02754	9.139066010002425e-08	1.1939151869256e-08
M7XCX5	RHTO_01699		
M7WKJ2	RHTO_02268		5.3743146074248023e-08
M7XXQ5	RHTO_02780	2.629829050142988e-09	2.21887906946386e-09
M7XH01	RHTO_04414	2.0998296235960646e-07	
M7XE69	RHTO_05944		2.9105612119566838e-08
M7Y0R1	RHTO_00586	7.524888763605897e-07	7.258113219553273e-07
M7WLV6	RHTO_05408	4.917148381663638e-08	3.946960777281812e-08
M7XLM2	RHTO_04959	3.823038712524804e-09	4.0845993721375886e-09
M7XAN3	RHTO_02405	4.1774252044838427e-07	3.6201583157203653e-07
M7X7A0	RHTO_00383	3.842744571332601e-09	3.4711204682178176e-09
M7X5Y2	RHTO_00154		1.6698304790225123e-07
M7XN69	RHTO_01698	2.380199612457666e-08	
M7X4J0	RHTO_05841		
M7WSU8	RHTO_02017	1.0197532406200323e-07	
M7XJS2	RHTO_06128	5.4609778138564955e-08	
M7WM36	RHTO_05473	4.480552114776353e-07	5.110192211080996e-07
M7WTP0	RHTO_02101	2.7215196099731527e-09	1.4534391052987478e-08
M7XSD9	RHTO_07495	8.278742171719069e-09	8.535145208690394e-09
M7WXB2	RHTO_08064	1.8666664561791492e-08	
M7WZZ2	RHTO_07149	8.632934419125583e-09	
M7WM64	RHTO_01657	1.546373601969849e-08	1.4072068984297443e-08
M7XCH9	RHTO_01539	1.8760047132294492e-08	1.4803961839097457e-08
M7WRP6	RHTO_07564	7.685466437588307e-08	1.0226942665719813e-07
M7WJX6	RHTO_06489	1.018582195971611e-07	8.967348927532459e-08
M7WK75	RHTO_02219	1.1985763265296032e-08	1.3042924768965825e-08
M7XER3	RHTO_01063	1.0362407746575339e-08	8.636972577096012e-09
M7WRQ9	RHTO_02340	4.792085832811271e-08	4.92407366435525e-08
M7WMD2	RHTO_01727	2.5938824454256566e-07	2.4020212442892194e-07
M7X5P1	RHTO_03138		
M7X4T0	RHTO_05777	2.079982502451195e-08	1.7432085815028635e-08
M7XK41	RHTO_06228		6.351078372500529e-08
M7XKC6	RHTO_06318		6.654274980200043e-09
M7WLJ2	RHTO_05499		3.278947940269828e-09
M7WTW8	RHTO_06041	1.3758807375730785e-08	9.14320894528373e-09
M7XI76	RHTO_07328		
M7WKV6	RHTO_05867	1.3943149537386824e-07	1.4231251119910056e-07
M7WST5	RHTO_07366	5.853151493950686e-09	
M7XZ40	RHTO_00006	7.008056978473294e-08	
M7X6Q4	RHTO_04546	1.0659706554540125e-07	1.252648002777328e-07
M7WWU7	RHTO_01059	2.7820734558839863e-09	
M7XLA5	RHTO_02203		
M7XGX9	RHTO_07471	1.0907652710393606e-08	1.1852783625051907e-08
M7XIG5	RHTO_03997	3.6449988312601415e-08	2.981762534475161e-08
M7XNI1	RHTO_03213	7.376069795839116e-08	6.977108627574401e-08
M7WKA3	RHTO_02148	4.8466670447495696e-09	5.536151962003619e-09
M7WWP2	RHTO_00805		
M7WQV0	RHTO_03481	5.9126646978987337e-08	4.99649591931156e-08
M7XX75	RHTO_05033	2.2478632281889627e-08	
M7XZZ6	RHTO_00341	9.06125678120415e-08	6.591464230230618e-08
M7X206	RHTO_06144	1.9492007167064728e-08	1.4234945025349202e-08
M7X2Y8	RHTO_04654		2.1538879216288228e-08
M7WLX8	RHTO_01572	2.695798611781755e-08	
M7XY96	RHTO_02971	1.0242675379899695e-07	
M7X5E5	RHTO_03295	2.4056064564997612e-08	1.680138544379422e-08
M7WUI8	RHTO_06236	3.131541409630645e-08	
M7XGT4	RHTO_04525	1.123186819778725e-08	1.1723510699815427e-08
M7XJC5	RHTO_03489	7.954649966501397e-09	
M7WQC6	RHTO_03467		1.3694688174205724e-08
M7XM99	RHTO_02766		3.2163371650312454e-08
M7XF22	RHTO_00713		
M7X661	RHTO_05327	5.5618562050633084e-08	5.047414637011541e-08
M7WXA0	RHTO_08054	3.106401986103062e-08	1.3684086386194559e-08
M7XBB3	RHTO_02163		
M7WNG6	RHTO_04136	4.6185403046304575e-09	4.096744847460788e-09
M7WR72	RHTO_03616		2.131108431030841e-08
M7X5X1	RHTO_05237	2.2776486660629104e-08	
M7XFW5	RHTO_08077		9.680047209752886e-09
M7WMT8	RHTO_01484	2.023802535718326e-08	1.149987139042296e-08
M7XMC0	RHTO_01769	3.0042489896921076e-08	2.8667022077052508e-08
M7WPE7	RHTO_00701		
M7XCN4	RHTO_01604	1.1393049395661261e-08	9.410059063976716e-09
M7WDN7	RHTO_05924	1.1360388764382965e-08	6.502387754441338e-09
M7X3L8	RHTO_05111		4.033683533952081e-08
M7XGS0	RHTO_04505		
M7XP92	RHTO_01238		8.294986353498777e-08
M7XRG9	RHTO_08161	5.8144498961572385e-09	
M7XPQ0	RHTO_00942	9.894339882358913e-09	1.094416544896227e-08
M7XMN3	RHTO_02887	7.354480889539007e-09	5.576097291674702e-09
M7X037	RHTO_07204	1.7297576003027015e-08	
M7XIU8	RHTO_06858		1.1697506319075711e-08
M7X7Q6	RHTO_04219	8.305208741301503e-09	1.0615284196265115e-08
M7WR98	RHTO_07424		
M7WZG0	RHTO_07557	3.723576107370473e-08	2.7922269547866965e-08
M7XA42	RHTO_02552		2.186085815415309e-08
M7XK63	RHTO_02511	1.9453058892253074e-07	1.464723364971285e-07
M7X4H9	RHTO_05826	4.642686797578723e-08	9.613074306509908e-08
M7XMF4	RHTO_02816	1.0348199343550417e-08	7.737241957154274e-09
M7WKT2	RHTO_05749		
M7XAB5	RHTO_02627		8.65386595053121e-08
M7XZE2	RHTO_00121	1.1090164985068268e-08	
M7X121	RHTO_06834	2.4819977276552157e-08	
M7XJQ7	RHTO_03317	3.475442087116558e-08	3.748892874155298e-08
M7XG27	RHTO_05266	3.32423027447483e-08	1.9239474724617205e-08
M7X1X8	RHTO_06310	8.07994424105654e-10	
M7XUM6	RHTO_07007	7.557229416694652e-09	4.733246206219478e-09
M7X4L8	RHTO_05722		1.6615519185512783e-09
M7WRZ9	RHTO_02613	9.657752062002787e-09	
M7XQ43	RHTO_00472	1.6512775796418567e-09	2.9029610326773726e-09
M7XJ86	RHTO_07023	1.5963020215070237e-08	1.858920143581954e-08
M7X611	RHTO_05282	2.2950654875724027e-09	1.181019530451693e-08
M7XIJ4	RHTO_06758	2.681583894139245e-09	2.0103919915193717e-09
M7WN66	RHTO_04290	7.902297680655813e-09	6.333990335225741e-09
M7WLQ3	RHTO_05363	5.684874431564877e-09	5.8934192711257824e-09
M7WCR3	RHTO_06620		2.1911882397363498e-08
M7X3P9	RHTO_06555		
M7X3Y4	RHTO_04980		4.604783507479213e-08
M7WMS0	RHTO_05308	9.851033592632093e-08	7.587833720506714e-08
M7WIC0	RHTO_03468		
M7WLT3	RHTO_05537	6.057801221784063e-09	4.5640265888022035e-09
M7X440	RHTO_05960	3.862733709568722e-08	1.2146704241355644e-08
M7WHJ6	RHTO_03996	1.1718602647093574e-08	6.05817672174178e-09
M7X146	RHTO_06864	4.0280356888041215e-09	
M7XP29	RHTO_01163		
M7WP91	RHTO_03920	5.537086360761886e-08	
M7XXJ2	RHTO_02709	8.189027520926247e-08	1.0335591031475408e-07
M7XT78	RHTO_07167		6.498331144155212e-08
M7X0E2	RHTO_07314	1.1070632959724703e-10	
M7WKY6	RHTO_05902	5.9369399029959915e-09	6.368134072034043e-09
M7WRB2	RHTO_02549	4.339440993370018e-09	5.570451040801121e-09
M7XXL8	RHTO_02739	5.1114124820364773e-08	5.7144534117744644e-08
M7XF59	RHTO_00753	7.889447570747753e-09	
M7X713	RHTO_00283	2.3948750221054097e-08	1.2254997925011266e-08
M7XHE0	RHTO_04348	4.719697926286989e-07	3.893587416580885e-07
M7XLN7	RHTO_04984	5.818164040398837e-09	1.4849361200459216e-08
M7WUK2	RHTO_01630	3.825665757803091e-08	1.8981227362597787e-08
M7X3T7	RHTO_02732		
M7WPL8	RHTO_00776		
M7WL36	RHTO_05817	6.861760593666203e-08	6.492930338149298e-08
M7X1L8	RHTO_06014	5.551876564290867e-09	5.647281101467401e-09
M7WQJ9	RHTO_03572	2.5047069946600156e-09	4.7502575328827435e-09
M7WXR6	RHTO_07736	1.1571230983582661e-08	
M7XHH2	RHTO_07676	1.5372558171115514e-08	1.4597262855151375e-08
M7WQ78	RHTO_08035	4.315368291522301e-09	5.602691964187317e-09
M7WE37	RHTO_05785		1.1741082034394609e-09
M7XII9	RHTO_06753	3.811550505102153e-09	
M7XFA7	RHTO_05708		
M7WNP2	RHTO_04466	1.305558994530237e-08	1.1641252606582646e-08
M7WP13	RHTO_04135	5.272619035625746e-09	
M7X065	RHTO_07234	9.50570196230972e-09	
M7XK54	RHTO_06233	4.406622304772335e-08	4.0309130367944795e-08
