Gene_names	mmol_gDCW_average
RHTO_04890	3.4060898341938126e-05
RHTO_03594	2.022543868835866e-06
RHTO_00592	4.860851748479358e-06
RHTO_02483	0.0002979238445798642
RHTO_01560	5.956185934869958e-06
ADK1	1.730325318634145e-05
RHTO_02628	1.6175662643328575e-06
RHTO_06248	9.814028265438729e-05
RHTO_02232	2.584079717490611e-05
RHTO_01367	7.179197625775754e-05
RHTO_07025	2.2942574333631053e-05
RHTO_07860	1.8186153716985318e-06
RPS0	8.413565980093925e-05
RHTO_08151	0.00040645477256691273
RHTO_02004	1.9164420472373115e-07
RHTO_05147	8.940735578052693e-06
RHTO_03291	4.688537546083357e-06
RHTO_04540	4.516778054009764e-06
RHTO_03507	1.6568733692737486e-06
RHTO_04629	2.607965314137505e-06
RHTO_02176	6.940316787901929e-05
RHTO_04048	4.579934636086526e-05
RHTO_00540	8.420522928145646e-06
RHTO_05035	0.00015908377318077932
RHTO_06703	7.776500487521708e-06
RHTO_01534	3.827344933968854e-06
RHTO_06331	1.0338997261946291e-05
RHTO_06455	8.42797440727966e-06
RHTO_01610	7.713258391636477e-06
RHTO_01970	7.377007576761613e-06
RHTO_03444	1.1926852223941321e-05
RHTO_03404	6.533018953529061e-06
RHTO_03109	5.239354861930112e-06
RHTO_01290	1.4510321121845066e-05
RHTO_02175	0.00012479553016227527
RHTO_07820	4.472544600726836e-06
RHTO_00794	2.6675073429869455e-06
RHTO_03373	0.00010171845367555359
RHTO_00373	2.2361518988183695e-05
RHTO_00278	9.53379733025859e-06
RHTO_06468	1.0085289453434738e-05
RHTO_06551	6.871876604136121e-06
RHTO_07106	6.765474389799656e-07
RHTO_03328	4.879277082387348e-05
MET3	4.884740805394608e-06
RHTO_05569	0.00012456597089931658
RHTO_03654	4.943803853855874e-05
RHTO_02403	6.198665925314667e-05
RHTO_06766	7.471039156648657e-05
RHTO_02646	1.9543857446439828e-05
RHTO_07772	1.6656766344913042e-05
RHTO_02009	8.563537750619453e-05
RHTO_06994	0.0001201242071065049
RHTO_06979	8.19270450799323e-06
RHTO_01338	2.9457546009910285e-05
RHTO_07988	3.449150357811924e-06
RHTO_02988	1.5731549797230554e-06
RHTO_06614	4.874333137199745e-07
RHTO_07804	0.00010346087210993486
RHTO_00185	4.423871118700722e-06
RHTO_05290	2.8188758371365416e-05
RHTO_01064	1.6498561023580259e-06
RHTO_02048	8.640147022613746e-06
RHTO_05301	2.6896283252218712e-05
RHTO_07596	5.895550967535487e-05
RHTO_01392	1.7109831626625645e-06
RHTO_07620	5.646934293936047e-06
RHTO_04874	1.4358568846202752e-05
RHTO_01933	9.702716603663583e-05
RHTO_00443	3.562852267969964e-05
RHTO_05007	1.4340818487107716e-06
RHTO_05264	4.864428569299417e-06
RHTO_06639	5.504977788232312e-06
RHTO_06068	6.755820844472405e-06
RHTO_00070	0.00010467773961798212
RHTO_06930	2.7773595776197755e-05
RHTO_03853	3.0036729573936348e-05
RHTO_00391	8.80963980190828e-06
RHTO_02312	5.945263994747641e-06
RHTO_00906	3.4698146677472996e-06
RHTO_04216	4.207315025801659e-05
RHTO_08013	3.3066715776440535e-06
RHTO_01852	4.831168860024798e-06
RHTO_01776	1.2302651386280632e-05
RHTO_01354	1.899208054797278e-05
RHTO_01402	3.137132277793801e-05
RHTO_01017	2.6429594952982307e-05
RHTO_02909	7.785521553514453e-06
RHTO_04781	1.1731577642547422e-05
RHTO_06773	5.996579459738712e-06
RHTO_05191	6.814363937344657e-06
RHTO_01139	1.0214540912879533e-05
RHTO_05064	1.2206898674121555e-05
RHTO_01907	4.719083533589123e-06
RHTO_03763	3.370303182271485e-05
RHTO_05549	3.519105364784297e-07
RHTO_04819	2.858386236032408e-06
RHTO_03081	0.00022807621955262
RHTO_07734	2.0530461819093893e-05
RHTO_02759	2.8715269102341592e-06
RHTO_06193	6.030042841951475e-06
RHTO_06286	3.2558238966103764e-05
RHTO_07248	4.723378127407882e-06
RHTO_05101	9.558475584863336e-06
RHTO_02446	5.118796253692715e-06
RHTO_04703	9.196968447228574e-07
RHTO_03559	3.938993779140273e-06
RHTO_02458	1.972428218208681e-06
ALA1	9.344861305624663e-07
RHTO_05591	1.012070239328626e-05
RHTO_07748	8.789706240593535e-06
RHTO_00025	1.8054597147404764e-07
RHTO_00168	4.472618543949141e-06
RHTO_07334	3.225741235912778e-05
RHTO_07923	6.452452505566759e-06
RHTO_07812	6.724495799928852e-05
RHTO_00462	2.374171654441511e-06
RHTO_01903	4.910434992146936e-07
RHTO_06694	2.206588555229006e-06
RHTO_03294	8.274820448518439e-06
RHTO_00177	7.518994476622166e-06
RHTO_06477	7.451406144587216e-07
RHTO_02888	3.7919255699173146e-05
RHTO_01629	8.387948591135059e-06
RHTO_00114	5.461155196931969e-05
RHTO_02113	4.3076046961003766e-07
RHTO_06035	2.2806219794366273e-06
RHTO_03982	8.596522120949651e-07
RHTO_01051	2.2736556454831754e-06
RHTO_01205	7.134816749105626e-06
RHTO_02712	7.68989911023744e-06
RHTO_06514	9.709689354968018e-05
RHTO_03637	1.74884183088067e-05
RHTO_01869	8.659453657691213e-06
RHTO_02974	1.6322075793308507e-06
RHTO_07939	1.4286518429556812e-05
RHTO_02032	2.810323328363803e-07
RHTO_00296	8.532376407358774e-07
RHTO_07771	2.757874669349517e-05
RHTO_00667	7.35995801146347e-07
RHTO_03666	3.465677911138659e-05
RHTO_06344	6.689863426624063e-06
RHTO_07690	1.7385364360100968e-06
RHTO_05368	4.654488517732248e-05
RHTO_05087	6.356221122184072e-07
RHTO_01053	1.3967922378767907e-06
RHTO_07040	1.8543627895811351e-06
RHTO_03705	2.8289266884320832e-05
RHTO_02497	8.181738437816618e-06
RHTO_01625	1.7882024487287148e-06
RHTO_03046	4.57132571355593e-06
RHTO_06818	2.0838529689652518e-06
RHTO_01168	1.858685743241318e-05
RHTO_04073	4.7112539334175015e-06
RHTO_06528	1.2892755996500506e-05
RHTO_06073	9.723339754790724e-06
RHTO_04994	1.8543329035787876e-06
RHTO_07844	9.239039222524347e-06
RHTO_00279	4.376255076465134e-06
RHTO_00949	4.077785750310533e-06
RHTO_06329	1.1897978293794428e-05
RHTO_00111	2.6289915943406863e-06
RHTO_05407	1.3477209110410689e-05
RHTO_07434	9.988328487061248e-07
RHTO_02079	9.03611502011073e-06
RHTO_00749	2.5924398438564525e-06
RHTO_05244	1.1323184678726869e-05
RHTO_02328	3.1858197338722474e-06
RHTO_05245	3.854762015268088e-06
RHTO_00385	5.973386437468797e-07
RHTO_05934	6.16649484485671e-06
RHTO_06886	2.062629795099455e-06
RHTO_02384	1.2252202673210948e-05
RHTO_00950	1.71745303146427e-06
RHTO_06976	4.169802565622904e-06
RHTO_03348	5.100743754175292e-06
RHTO_06480	1.2978116813601133e-06
RHTO_05627	7.716756500876127e-07
RHTO_05920	9.268540601519826e-06
RHTO_06926	1.8858256344326551e-06
RHTO_00392	8.244532570921309e-07
RHTO_06717	4.930181644980618e-06
RHTO_00606	3.4041775121472144e-07
RHTO_07665	7.388808237466385e-07
RHTO_05896	2.1926751771281347e-06
RHTO_03621	8.99153109984394e-07
RHTO_07503	2.408318338232192e-05
RHTO_02102	1.249835431273885e-05
RHTO_02880	8.887807519188841e-07
RHTO_07747	1.9007424281609594e-06
RHTO_03579	2.9723437801248894e-06
RHTO_00152	1.4526498055330857e-06
RHTO_06870	2.6892933621129752e-06
RHTO_01414	3.549286862508896e-05
RHTO_01050	8.470633184460408e-07
RHTO_07151	2.7717685402886728e-05
RHTO_01739	2.8678378325627152e-06
RHTO_03952	2.0042967619352472e-06
RHTO_07250	5.008368464349627e-06
RHTO_05541	1.494495509864106e-06
RHTO_06913	7.94148287588531e-07
RHTO_01470	4.38220571071038e-06
RHTO_08139	1.9445429538005326e-06
RHTO_01440	3.774797234321345e-06
RHTO_04939	7.265435361244212e-07
RHTO_06458	1.0469162133036866e-05
RHTO_03866	1.534495797184646e-05
RHTO_00011	6.614792417465746e-06
RHTO_00590	8.820786191991753e-06
RHTO_02882	2.4966102637972216e-05
RHTO_04662	3.981887985475453e-06
RHTO_04622	2.7078867554200253e-06
RHTO_00673	2.433098258467778e-06
RHTO_07576	6.164729293779294e-06
RHTO_05680	1.818690654884499e-06
RHTO_04152	7.587708267113352e-06
RHTO_04091	6.577410309865002e-06
RHTO_04067	1.0691004408191928e-06
RHTO_03104	1.9144268832550243e-06
RHTO_01920	1.1027808776819984e-06
RHTO_06452	7.052035616317714e-07
RHTO_02797	8.826750560312567e-08
RHTO_02946	1.2503837520487608e-06
RHTO_03919	3.1177033141392202e-06
RHTO_02750	5.4875777313927654e-05
RHTO_05090	1.6699550007340158e-07
RHTO_07904	1.4291528848819144e-06
RHTO_04193	6.913385346940165e-06
RHTO_04213	1.5351839762389112e-06
RHTO_06925	4.5408296076597813e-07
RHTO_04178	1.4223717976386165e-06
RHTO_04595	7.880106600143281e-06
RHTO_07449	2.0894033778314416e-07
RHTO_02273	1.0829249099223465e-06
RHTO_06972	1.693090254306324e-05
RHTO_06642	2.7689925267187175e-06
RHTO_01841	3.399263896961442e-06
RHTO_06807	2.0076792383423293e-06
RHTO_01597	8.287798229574808e-07
RHTO_04672	2.7876021232763194e-07
RHTO_06042	5.107071805326747e-06
RHTO_04065	1.298325201819524e-06
RHTO_02614	1.1326845618598925e-05
RHTO_00180	1.1598775381840805e-06
RHTO_02305	1.368361870340617e-06
PIM1	3.090580988280651e-07
RHTO_00615	1.374753088164445e-06
RHTO_06289	1.5860239677768606e-05
RHTO_07587	2.2300639949922276e-06
RHTO_00286	1.0700153180091057e-05
RHTO_08104	3.521270809062257e-06
RHTO_00300	2.5899705262169063e-06
RHTO_06879	1.1392447681234538e-06
RHTO_05913	1.8731411873098113e-06
RHTO_03331	1.0134110005934976e-06
RHTO_02062	6.874754609433598e-07
RHTO_07718	5.234236571001522e-07
RHTO_04786	1.8539704341021577e-06
RHTO_01686	1.8393551352785374e-06
RHTO_04157	3.7821236507012588e-06
RHTO_03989	3.441618481589295e-06
RHTO_05253	2.5513607787708044e-07
RHTO_00558	2.19551207522961e-06
RHTO_00518	2.3351176745369755e-06
RHTO_02531	4.344078140322254e-07
RHTO_04212	2.120516768113047e-06
RHTO_07462	1.914964380180361e-06
RHTO_06875	1.7923353827684041e-06
RHTO_00008	4.336706269514277e-06
RHTO_00769	2.5623023316834075e-06
RHTO_03548	5.404059892711533e-07
RHTO_04951	1.7650823552760352e-07
RHTO_01122	1.1801096409128946e-06
RHTO_03568	2.5138354528097466e-07
RHTO_02851	0.00014991303351429404
RHTO_05609	3.480442211904018e-06
RHTO_04720	1.4054100793876274e-06
RHTO_00202	1.2937820165580664e-06
RHTO_05984	8.078022259220862e-06
RHTO_07606	8.934187334298291e-06
RHTO_01547	7.356081553813218e-07
RHTO_03397	2.8906982211083185e-07
RHTO_04183	5.559504760175076e-06
RHTO_07000	3.854303749127601e-06
RHTO_02745	2.974637429498653e-07
RHTO_07304	1.938726604065127e-06
RHTO_06117	5.63491444742156e-07
RHTO_05630	1.4007120099406734e-05
RHTO_06867	4.108180796436609e-06
RHTO_06311	4.227935077511589e-06
RHTO_00314	8.696652645834614e-06
RHTO_05228	7.971848844467064e-06
RHTO_03327	2.53410696259111e-06
RHTO_05854	1.3311865988375722e-06
RHTO_07803	2.943128896278822e-07
RHTO_01725	3.484248775244977e-06
RHTO_04513	4.555527224455732e-07
RHTO_05343	2.0583533254851695e-06
RHTO_02839	1.3460407504126206e-06
RHTO_06752	8.157161018680576e-07
RHTO_04179	1.9576162244040933e-06
RHTO_05198	6.13511729775784e-06
RHTO_01067	3.0073676477510424e-06
RHTO_01480	1.6456624106155981e-06
RHTO_03075	3.4674963753586404e-06
RHTO_01046	1.823504845705913e-06
RHTO_07686	1.5980460700557337e-07
RHTO_03776	3.090062456417516e-07
RHTO_06393	4.166347135417634e-06
RHTO_02881	1.7487367736939237e-06
RHTO_02209	2.6430093760106104e-06
NIP1	5.976771184759666e-07
RHTO_03298	9.165269478428939e-07
RHTO_06384	2.9406406558180675e-05
RHTO_01048	5.359465462937352e-05
RHTO_00838	2.4165658688472775e-06
RHTO_02301	9.916611890941893e-07
RHTO_07118	1.4203728989487992e-06
RHTO_03757	2.0911561933484446e-06
RHTO_03731	2.940778088970422e-06
RHTO_07550	6.0754778557817686e-06
RHTO_05802	9.33647070072127e-07
RHTO_06058	1.440590064761704e-06
RHTO_07196	2.8752403413721098e-06
RHTO_02961	1.42567632338372e-06
RHTO_06504	1.3142807137473356e-06
MEF1	5.39070686386884e-07
RHTO_01303	3.329065072897032e-06
RHTO_03922	2.3370501813125137e-06
RHTO_04210	4.430000098335102e-07
TIF32	4.306347295637536e-07
RHTO_06536	6.244105772632525e-07
RHTO_01341	2.1656733248695942e-07
RHTO_00710	1.542915782396286e-06
RHTO_07695	5.840542427147511e-06
RHTO_03558	4.113928005557956e-06
RHTO_03126	8.496993453330828e-07
RHTO_05784	2.3527803420876546e-06
RHTO_02358	1.0061834874919941e-06
RHTO_05134	1.422042479460256e-06
RHTO_01016	0.00011134655995036806
RHTO_04563	9.667696336852125e-07
RHTO_05737	1.2053467159637974e-06
RHTO_00409	5.809865429203596e-06
RHTO_04933	7.524334791301839e-06
RHTO_05017	3.644380263389276e-07
RHTO_00183	5.489899275924372e-06
RHTO_06989	1.4514448225632e-06
RHTO_06702	1.1028080847173642e-06
RHTO_03928	1.0182880071321277e-06
RHTO_02463	3.3459070663681646e-06
RHTO_05872	2.4411009086780957e-06
RHTO_03085	1.6839518582114895e-06
RHTO_03515	3.04914220724112e-06
RHTO_01927	3.7872552066540564e-07
RHTO_05117	5.2525990337453844e-06
RHTO_01311	5.029100996148731e-07
RHTO_00612	5.122044389558621e-07
RHTO_00197	3.6183862166620014e-07
RHTO_00556	1.5785678866605264e-06
RHTO_00947	1.3164245297797292e-07
RHTO_00568	6.645295570639182e-08
RHTO_07269	5.229401551002691e-06
RHTO_02591	1.6806793200620107e-06
RHTO_02331	1.067602656273585e-06
RHTO_00388	1.9378813812879753e-06
RHTO_06273	6.670486770588045e-07
RHTO_05520	4.4024524423392365e-06
RHTO_02799	4.314331930356983e-06
RHTO_07813	9.080480857116046e-07
RHTO_07795	5.28709974746289e-06
RHTO_08140	3.1576354168322143e-06
RHTO_00494	7.881325660034909e-07
RHTO_04436	4.136674533420747e-06
RHTO_03795	1.1131203902433562e-06
RHTO_08030	4.592735025712672e-07
RHTO_00824	3.086054026178807e-06
RHTO_00234	6.286110662056795e-07
RHTO_00987	1.7090738016994264e-07
RHTO_01562	3.176876903417819e-06
RHTO_01843	2.68635430407139e-06
RHTO_07721	6.343452442886782e-06
RHTO_06231	1.441487900106308e-06
RHTO_06168	5.725343314016351e-07
RHTO_01057	2.2223278025857226e-07
RHTO_03047	1.9534487333140526e-06
RHTO_05161	3.82439800636702e-06
RHTO_03630	7.391919368901748e-06
RHTO_04588	8.571896069835807e-07
RHTO_00181	4.178850433909165e-06
RHTO_03086	5.824285958324021e-07
RHTO_06525	1.6585503975268931e-07
TIF34	2.281543301430241e-06
RHTO_07863	7.280803652486977e-06
RHTO_05458	3.4974969029456402e-06
RHTO_04328	2.0767451665626917e-06
RHTO_02528	3.05298580250815e-06
RHTO_04258	1.4157373766318602e-06
RHTO_05318	4.6358634225917424e-07
RHTO_00216	1.7309343276066738e-05
RHTO_07719	4.294101014141231e-06
RHTO_02877	9.089041314127948e-07
RHTO_02671	4.62134577214907e-07
RHTO_07573	4.966255508597709e-07
RHTO_00856	2.2137717543449454e-06
RHTO_00098	5.594539725477493e-07
RHTO_05194	4.75219426536615e-07
RHTO_01906	5.558854313945142e-06
RHTO_00370	6.849928509471615e-06
RHTO_02050	1.3060320616429139e-07
RHTO_06450	3.482914060044407e-06
RHTO_02621	3.156712672277386e-06
RHTO_05647	1.2000321770999694e-05
RHTO_01358	5.19597786779778e-06
RHTO_04226	3.5805263766872853e-06
RHTO_00027	8.181255284215298e-07
RHTO_00397	6.172827433613719e-07
RHTO_05003	9.680931221588455e-06
RHTO_04665	2.2819137171153687e-06
RHTO_02453	1.2249050532358304e-06
RHTO_06137	2.0962992987605853e-07
RHTO_06072	1.1712916824379046e-06
RHTO_03712	5.320420013155336e-07
RHTO_06481	1.8152259616453737e-06
RHTO_02900	3.4863409683147036e-07
RHTO_07601	2.6142370536605793e-06
RHTO_01105	1.3298888353935056e-05
RHTO_06757	1.0218409909351546e-06
RHTO_02581	4.06403410288131e-06
RHTO_05740	1.0468522063812575e-06
RHTO_04142	1.2028131491044808e-06
RHTO_04924	7.59450054299712e-07
RHTO_01947	6.579098101448759e-07
RHTO_02596	5.734830635965573e-07
RHTO_03162	6.333193944298247e-07
RHTO_07378	3.6836645740539793e-07
RHTO_07319	3.83886791662168e-06
RHTO_07354	1.8369786323233876e-06
RHTO_01032	3.014808194435335e-06
RHTO_04685	1.1612368541748054e-06
RHTO_05404	5.036826344336773e-07
RHTO_06811	2.425097781250414e-06
RHTO_00661	6.47528076151142e-07
RHTO_06216	3.307987767578709e-06
RHTO_00685	6.756815945459263e-07
RHTO_07436	4.939089417690066e-06
RHTO_02150	1.2762565494581116e-06
RHTO_04465	3.144683687466857e-07
RHTO_01240	4.846306357760793e-06
RHTO_05727	9.862491965428805e-07
RHTO_04246	2.673387876408793e-06
RHTO_04334	5.8489349527107595e-06
RHTO_03701	1.470020752952782e-06
RHTO_06700	1.4152105878587813e-06
RHTO_06309	3.685675365944457e-07
RHTO_00771	1.4158923166518164e-06
RHTO_05883	9.440773580718537e-07
RHTO_02272	1.6697265922435916e-06
RHTO_04606	2.9032138769995945e-06
RHTO_01683	1.1653377518568436e-07
RHTO_01884	7.483377923573593e-07
RHTO_04519	1.4524558820370523e-06
RHTO_04957	5.024848321393147e-07
RHTO_06738	1.220069612467978e-06
RHTO_04244	8.119985193205157e-06
RHTO_04149	3.5050833430464864e-06
RHTO_08097	1.0177101644472603e-06
RHTO_06336	1.5035422015012565e-06
ADI1	2.6313271642763775e-06
RHTO_05739	1.2275272803538656e-06
RHTO_00058	4.065396493021099e-07
RHTO_02808	3.1953848738519165e-06
RHTO_04583	8.162275552386595e-07
RHTO_03106	6.6308557440392616e-06
RHTO_03470	3.0138211814307407e-06
RHTO_07146	1.8307227731301535e-05
RHTO_04549	3.835378733675788e-06
RHTO_02643	8.552343207828901e-07
RHTO_07761	1.8468704202570657e-06
RHTO_03004	2.9310665454879513e-07
RHTO_00287	9.202766113786389e-07
PRT1	5.18288479246306e-07
RHTO_05685	1.4205135531429585e-06
RHTO_07003	5.745418526515127e-07
RHTO_02143	4.963831339426133e-07
RHTO_03847	5.265548731298966e-07
RHTO_06321	1.554495489101067e-06
RHTO_05460	9.608951079542902e-06
RHTO_03169	1.9686383369542083e-05
RHTO_00167	8.822931303991651e-07
RHTO_01599	2.800549545633787e-07
RHTO_04577	7.756944774740461e-06
RHTO_06113	2.3913222821992637e-06
RHTO_01166	2.287287030907508e-06
RHTO_05209	2.141723567345627e-06
RHTO_02178	1.31498426671606e-06
RHTO_07439	2.48126990979542e-07
RHTO_03603	1.644336419087473e-06
RHTO_06672	1.539036575647221e-07
RHTO_01784	2.0307580157958132e-06
RHTO_03066	9.174232399015976e-07
RHTO_02257	6.672911342279324e-07
RHTO_07775	4.7518824123732273e-07
RHTO_06921	5.730465321646214e-07
RHTO_07202	4.415663353527312e-06
RHTO_00085	6.150943037472034e-06
RHTO_05399	1.1347655272610227e-05
RHTO_06022	5.283997127434548e-07
RHTO_03166	1.1557221609243668e-05
RHTO_03121	2.82639947175445e-06
RHTO_07625	4.3851851425398154e-06
RHTO_06769	1.0573434757433229e-07
RHTO_03321	1.1636442498199585e-06
RHTO_06352	3.1450025439368354e-07
RHTO_01496	3.538806151541928e-07
RHTO_03656	1.0854784587015218e-06
RHTO_07700	1.611902705871585e-07
RHTO_01849	7.036478567785713e-07
RHTO_06449	1.6280378629974847e-06
RHTO_02599	1.6567884204555662e-05
RHTO_04405	2.184344527291707e-07
RHTO_03600	1.6523152696214916e-06
RHTO_03457	2.7140583523098532e-06
RHTO_08068	3.033967835194181e-06
RHTO_06625	2.6716416733602197e-06
RHTO_06125	4.18217867276396e-07
RHTO_05039	8.911525631267727e-08
RHTO_00125	2.9451842259717272e-06
RHTO_05912	1.8538277624299559e-06
RHTO_00498	1.8429511761731207e-06
RHTO_06748	2.0745329617943757e-06
RHTO_00178	1.2019652582796469e-05
RHTO_01678	6.603108768016902e-07
RHTO_02070	5.523612702646784e-06
RHTO_04673	1.3633586189842465e-06
RHTO_06682	4.610992394885657e-07
RHTO_04801	2.691382182276678e-07
RHTO_02800	8.7541980453016e-07
RHTO_05801	7.69299997988779e-07
RHTO_00369	6.053392220953865e-07
RHTO_01208	1.477492662742797e-06
RHTO_00759	4.09446644344079e-06
RHTO_01370	2.249376276939822e-07
RHTO_04971	1.232181394813708e-06
RHTO_02024	9.319870488666978e-06
RHTO_06526	6.535914114670516e-06
RHTO_03597	8.227141066696788e-07
RHTO_00625	3.9666014239699793e-07
RHTO_05270	4.1496071498104365e-06
RHTO_00425	1.1241265589538721e-06
RHTO_03906	2.46214601232116e-07
RHTO_02848	6.623963319118989e-07
RHTO_01398	3.8117662749271644e-07
RHTO_03087	3.5873662322336833e-06
RHTO_05594	4.287884211417152e-06
RHTO_03342	1.0527058610646365e-06
RHTO_00641	1.8857043970284647e-06
RHTO_02645	4.4318407945828697e-07
RHTO_06239	1.452721256269699e-06
RHTO_04912	1.726849289543793e-06
RHTO_05219	1.524739553801127e-06
RHTO_05338	7.951229395375548e-07
RHTO_00237	1.3824439892031665e-06
RHTO_00172	1.3915216499621466e-06
RHTO_00112	2.542445073231174e-07
RHTO_00203	1.1998648085735668e-06
RHTO_03258	4.968432879744074e-06
RHTO_01090	6.529717956342791e-08
RHTO_00221	4.725679733926533e-07
RHTO_04054	7.199336394254368e-06
RHTO_06693	1.610645887492472e-06
RHTO_00208	5.883392267153864e-07
RHTO_07066	2.4885833849180775e-06
RHTO_06898	3.567900160617e-06
RHTO_07765	6.099608808660812e-07
RHTO_02815	6.264784287147813e-07
RHTO_05523	3.3060029607750986e-06
RHTO_03406	1.5099529231065925e-06
RHTO_00855	2.6814570212037916e-07
RHTO_01583	8.951290594812152e-07
RHTO_07730	2.4387008116131135e-06
RHTO_02087	4.0280757797505477e-07
RHTO_07881	2.6305357609321807e-05
RHTO_04196	4.479244160685883e-07
RHTO_01493	1.515903905528833e-07
RHTO_04425	4.822500947652305e-07
RHTO_08080	1.9417975349215866e-06
RHTO_04683	1.9438671911913454e-06
RHTO_04905	3.5510841890882527e-06
RHTO_02277	6.363136385733168e-07
RHTO_01443	1.812957687164666e-07
RHTO_07472	3.6632445778397497e-08
RHTO_01735	4.898412570029391e-07
RHTO_01709	1.02279939057737e-06
RHTO_03027	9.31296077446678e-07
