uniprotID	GeneName	REF_048_1	REF_048_2	REF_048_3
M7XMN3	RHTO_02887	2.740178236426279e-07	1.515647891378076e-08	2.7654312577564874e-07
M7X680	RHTO_05126	1.593577347010732e-06	1.4650328043986151e-06	1.5859550871009235e-06
M7X6P2	RHTO_00459	3.4703665522670324e-07	2.9526877182477023e-07	3.503372944807953e-07
M7X2J2	RHTO_06309	6.223427005023713e-07	6.238381947413785e-07	6.610933074392952e-07
M7XG27	RHTO_05266	1.8232304942260798e-07	1.7116995427004234e-07	1.7192179714954838e-07
M7WMS0	RHTO_05308	2.9423074652353843e-07	3.8959256076721016e-07	5.090212385733491e-07
M7X584	RHTO_05566	2.1335852651754123e-07	2.6534821374670857e-07	2.65377909982482e-07
M7WDF7	RHTO_05973	0.0	2.6593850327072463e-07	5.052960898559216e-07
M7WRZ3	AIM41	1.6736954363810953e-06	1.7515735537257279e-06	1.7904772669559207e-06
M7WF93	RHTO_05260	9.055127967076544e-09	8.303451679142528e-09	6.190532181443384e-09
M7WQH3	TRM8	3.7866873599275497e-07	3.7496241774940557e-07	4.32858228967229e-07
M7WR70	RHTO_07399	0.0	5.545607356345229e-09	0.0
M7X4L2	RHTO_05717	1.814746960361408e-07	1.6507352162318373e-07	1.66613482669126e-07
M7WIE6	RHTO_03508	5.003904106432058e-08	4.195274013752742e-08	5.347434397346846e-08
M7XIL3	RHTO_06778	1.492040173734594e-07	0.0	2.1915993775467543e-07
M7XDU1	RHTO_01204	0.0	0.0	0.0
M7XYE4	RHTO_03031	1.6394804805270818e-08	1.517292091755494e-08	1.6349628280420972e-08
M7WK45	RHTO_05957	0.0	0.0	0.0
M7WVA9	RHTO_01246	2.8952932876960295e-08	2.3654121677889054e-08	2.4536424814542426e-08
M7X6J3	RHTO_00404	5.483238875957597e-08	5.266112795753937e-08	6.222895206233765e-08
M7WPW6	RHTO_07935	1.0080601413941766e-07	8.487065070178761e-08	1.0175036077106783e-07
M7WYH2	RHTO_00100	6.710657710569508e-08	5.975303500770113e-08	7.015962677454873e-08
M7XJV2	RHTO_06153	0.0	2.7689144745257866e-08	0.0
M7XHG5	RHTO_07666	0.0	1.0755336548577289e-08	0.0
M7WZJ0	RHTO_07245	2.5929717009578016e-07	2.835992564078013e-07	2.7812789365600404e-07
M7WHB3	RHTO_03895	1.9111674109963044e-07	1.3234856023051232e-07	1.6122607368248525e-07
M7WKA3	RHTO_02148	5.981698148488758e-09	6.040822518976916e-09	6.439793395196157e-09
M7XBC2	RHTO_02267	1.1039132949461948e-08	1.0883545142928904e-08	1.4059999383659305e-08
M7XN78	RHTO_01708	4.842511889889488e-07	5.960582428844602e-07	6.125590515124729e-07
M7WQ78	RHTO_08035	8.149143751645862e-09	0.0	7.210040120086568e-09
M7WN91	RHTO_04310	1.016278973013969e-06	1.084305536709706e-06	1.0396763213512901e-06
M7XHC0	RHTO_07601	1.9774483091256346e-06	2.2470445906929848e-06	2.545195952284239e-06
M7X5H6	RHTO_03068	1.112191174229469e-06	1.0970107118144292e-06	1.1463585556900886e-06
M7WR81	RHTO_03309	4.181368484319968e-06	3.187513892444961e-06	3.94659403722883e-06
M7XI20	RHTO_04065	1.8406326071027542e-06	1.7223726185636098e-06	1.9769045920114335e-06
M7WN48	RHTO_05192	7.69189457255701e-07	7.206646856133603e-07	7.789517954677579e-07
M7X8U4	RHTO_03637	1.1182613499415734e-05	1.057094992906662e-05	1.1111387273752132e-05
M7WXC3	RHTO_00794	2.8100997092236172e-06	2.6364162968739573e-06	3.0204711234870453e-06
M7X3G7	RHTO_06608	2.355430988947762e-06	2.04517259791419e-06	2.0903558096958338e-06
M7WMV8	RHTO_04402	2.8550118463516998e-08	3.147017401484673e-08	3.7400104705904054e-08
M7WK28	RHTO_05942	1.390032386674817e-07	1.3586894550729462e-07	1.4403208765837618e-07
M7WYU2	RHTO_07573	2.828499439097563e-07	2.804936756471573e-07	3.156006392249434e-07
M7XYH6	RHTO_03071	0.0	0.0	0.0
M7X890	RHTO_03923	9.152574747739724e-07	4.2052943793062815e-07	3.4041780113913023e-07
M7XFC3	RHTO_05545	1.0007266209368095e-07	1.1171986792848291e-07	1.1544246704490497e-07
M7WQS3	RHTO_07767	0.0	0.0	5.561087449630579e-09
M7WVH1	RHTO_01306	1.5945682044435696e-07	0.0	2.026012003692804e-07
M7WT91	RHTO_01752	1.3395389040131927e-06	1.6906700661315582e-06	2.895220442000819e-06
M7XTB8	RHTO_07207	1.4497998263553636e-08	1.870494317113382e-08	1.6049390003028853e-08
M7XKB6	RHTO_02561	4.906952915817964e-08	3.7934912265363564e-08	3.89602675543774e-08
M7XLM2	RHTO_04959	3.0060877429463264e-08	2.7177975676908033e-08	3.7533775888416146e-08
M7X4A9	RHTO_05896	3.5662072947875118e-06	3.3085182130409105e-06	3.6423581937389053e-06
M7XD75	RHTO_06688	4.121614185463948e-08	1.2846366954091424e-08	5.2902023050003297e-08
M7WCV9	RHTO_06589	3.0522698314522312e-06	3.051594884885333e-06	3.3636924312913165e-06
M7XQ65	RHTO_00622	1.3497268193740303e-07	1.928634025664338e-07	1.89091750031483e-07
M7WY79	RHTO_08143	4.498356183164606e-07	4.094647241445722e-07	4.4828452744840675e-07
M7X591	RHTO_02968	9.841491082347981e-08	7.893867370349486e-08	8.761194521725947e-08
M7WS41	RHTO_02648	3.172771680631921e-08	2.7061582568923996e-08	2.4875911591219685e-08
M7WQE9	RHTO_03502	1.7117449418741974e-07	1.3354179312758398e-07	1.5286741702399382e-07
M7XE78	RHTO_00878	9.027261659879677e-08	7.929277114321666e-08	8.587787709578488e-08
M7WTP4	RHTO_01927	3.969826403901576e-07	3.6060563233050064e-07	4.341045466052421e-07
