uniprotID	GeneName	REF_048_1	REF_048_2	REF_048_3
M7WJY9	RHTO_02403	0.00017803075602679542	0.00017417216224442438	0.0001875786116023727
M7XZ96	RHTO_00071	2.6191351497079254e-07	2.1303400579152226e-07	2.3868724907345645e-07
M7WQ02	RHTO_03994	7.132837853818877e-08	7.379115533765577e-08	7.656532148374673e-08
M7WYM6	RHTO_07523	1.721297415988753e-07	1.9541911197724594e-07	2.894631982985998e-07
M7X575	RHTO_03220	9.897244049298237e-07	6.713324914998708e-07	7.319847472076293e-07
M7X8T9	RHTO_03632	2.5537018810104807e-08	2.3722089954656256e-08	2.01873359925295e-08
M7WPJ9	RHTO_04062	0.0	0.0	0.0
M7XI47	RHTO_04100	5.2724199853607746e-08	2.8066965438429175e-07	5.710002221796085e-07
M7WHI3	RHTO_03981	8.795264842970794e-08	8.778132819749299e-08	9.783318928187386e-08
M7XIA4	RHTO_03922	5.2881211166444305e-06	4.670766468982143e-06	5.196335947745047e-06
M7XWJ1	RHTO_04802	5.194532764771191e-08	5.503913585228558e-08	5.014771403958474e-08
M7WQQ8	RHTO_03330	7.905852516550639e-09	7.503211734818853e-09	6.560908246492302e-09
M7XPB9	RHTO_01273	8.765682503057698e-08	8.36701556227133e-08	8.511835029948554e-08
M7WKB4	RHTO_06541	0.0	8.3001918509849e-09	0.0
M7WP48	RHTO_04118	3.097887981601393e-07	2.88326926932349e-07	3.1120932215787944e-07
M7WVK0	RHTO_04801	1.619222718835584e-08	1.3610517507127352e-08	1.8345133019005734e-08
M7XI04	RHTO_04045	9.546008049493118e-08	7.876670458333184e-08	9.620875612092201e-08
M7WL33	RHTO_05812	1.7410956256426094e-06	1.5859741708064944e-06	1.8260055064875594e-06
M7X0A8	RHTO_07279	1.5756795647681617e-08	8.361450442689676e-09	8.372983021344151e-09
M7WSC3	RHTO_02179	1.3748677157961407e-06	1.3407598966990094e-06	1.5132411988964693e-06
M7WUA5	RHTO_01530	1.1746509889941154e-06	1.255169168715785e-06	1.5154709657241225e-06
M7WH48	RHTO_04054	6.590528398582241e-06	6.330056252849862e-06	7.289725077317271e-06
M7XH45	RHTO_07541	1.0611495320548873e-08	1.0992448831791746e-08	1.1600454371320434e-08
M7XKX8	RHTO_02419	4.161401044149929e-08	4.177769902435441e-08	4.54090337023223e-08
M7X0I8	RHTO_07354	2.9753831540025568e-06	2.8305041329836293e-06	3.0902249248866507e-06
M7WVH5	RHTO_01311	5.252425121873194e-07	4.200418279147071e-07	4.902164248425293e-07
M7X6X3	RHTO_00539	1.0965682997595877e-05	1.0710595681945243e-05	1.2437274974803828e-05
M7XS69	RHTO_07415	1.9861772465008907e-07	2.39231166839931e-07	2.2107872606926774e-07
M7XNK5	RHTO_01395	1.0283075135460783e-07	1.0717017458820608e-07	1.0614547611072672e-07
M7X4G8	RHTO_02731	1.2885535813682083e-08	1.1565298846397e-08	1.296161819786743e-08
M7WZH1	RHTO_07225	3.444958647437578e-08	3.804679374468053e-08	4.596140931975198e-08
M7X369	RHTO_06694	1.963193415777666e-06	1.9121654757129526e-06	2.1777647600743625e-06
M7WRX7	RHTO_07634	1.4018053104590571e-07	1.2648214693973944e-07	1.589305575383712e-07
M7XI29	RHTO_07288	5.238295144343472e-09	4.761347151334338e-09	5.379502038518845e-09
M7WQP6	RHTO_03740	1.7255178896280224e-06	1.6839543307135637e-06	1.730178295328359e-06
M7XFX8	RHTO_08082	4.204718159122804e-08	4.4726112425468027e-08	3.440539964261372e-08
M7XY30	RHTO_02926	8.961284165811577e-07	8.944370386171464e-07	6.98033320019108e-07
M7WQI8	RHTO_03557	1.7901305344720555e-07	1.6912121132774528e-07	1.9215904204233186e-07
M7WSM9	RHTO_01951	3.0480686286327627e-07	2.962703058963628e-07	3.6324627643746527e-07
M7WHP5	RHTO_03800	6.590887971210461e-07	6.707466020644791e-07	7.746554860483334e-07
M7X568	RHTO_05541	7.401219626276772e-07	7.331200587491788e-07	9.225558685624611e-07
M7WRR0	RHTO_02528	4.003346915458465e-06	3.800828888475806e-06	4.61872112985948e-06
M7WTW2	RHTO_01776	8.694476688439088e-06	8.391664264513493e-06	9.127871024176113e-06
M7WJW0	RHTO_02361	1.2780790483545677e-06	1.126849723512094e-06	1.36882219124969e-06
M7WQG2	RHTO_08100	1.04839606506493e-07	1.0112592290650388e-07	1.1521163630685631e-07
M7WPR7	RHTO_03854	4.249443478155927e-08	2.5446730984954977e-08	5.230081131170026e-08
M7XP29	RHTO_01163	3.3262704116647584e-08	3.070575835387027e-08	2.4873645920511935e-08
M7X393	RHTO_04759	1.5822768069297927e-08	1.5716941605520407e-08	1.8215881724800714e-08
M7WLQ9	RHTO_05368	3.1177842205606846e-05	2.7677021858957508e-05	3.1589847620271645e-05
M7X4B1	RHTO_02676	3.3861133785321654e-08	3.794031400635663e-08	3.7627141914520336e-08
M7WL45	RHTO_05827	3.876658375185327e-08	2.5550733236122318e-08	3.9682986918482685e-08
M7WG64	RHTO_04413	0.0	0.0	0.0
M7X5K8	RHTO_00049	0.0	0.0	0.0
M7WKJ8	RHTO_06483	4.71770521166375e-08	4.4433748973870935e-08	4.7106607596613556e-08
M7X1U6	RHTO_06270	2.8636721698191437e-07	2.771240282609585e-07	2.7398324846445225e-07
M7XNT5	RHTO_00007	6.857403519284019e-07	6.429487277118031e-07	6.377055392716361e-07
M7WLR9	RHTO_05705	3.3250498233049115e-07	3.0262655798341987e-07	3.4154797311305475e-07
M7XPG3	RHTO_00202	1.6608686965721877e-06	1.552712941756505e-06	1.8611661318514686e-06
M7XAF7	RHTO_02338	0.0	0.0	0.0
M7XE38	RHTO_06416	1.2947596383760689e-07	1.2030269747082724e-07	1.5379167739166478e-07
M7WTU3	RHTO_06016	3.5179942973482465e-07	3.2085009980130694e-07	3.9510421383288815e-07
M7WSV8	RHTO_02153	2.4110745454935094e-07	1.9677618880600408e-07	2.9564218801296534e-07
M7X3D5	RHTO_05006	1.7461153882792629e-07	1.464381502111821e-07	1.5526732075800953e-07
M7XXU1	RHTO_02820	7.620392758219401e-08	8.992071455504813e-08	8.378909434625767e-08
M7X212	RHTO_06350	2.2525654883975474e-08	3.233352720680022e-08	3.499011587887192e-08
M7WL77	RHTO_05862	2.976839860243983e-07	2.6140475275069394e-07	2.57398480102402e-07
M7XCW0	RHTO_01684	3.829189401864811e-08	3.833961270584538e-08	4.492126799259614e-08
M7WXE2	RHTO_08079	1.6790185700553414e-07	1.901674885134837e-07	1.6254699216587693e-07
M7WX08	RHTO_00664	9.724172144064487e-07	8.57563712106385e-07	1.0391055063336492e-06
M7WJJ9	RHTO_06614	6.469159627406784e-07	6.160343142938531e-07	7.234028195083194e-07
M7XHJ9	RHTO_04163	3.8599752495054356e-07	4.4127889067587256e-07	4.2168847713199886e-07
M7WEU6	RHTO_05515	0.0	0.0	0.0
M7X3G4	RHTO_05041	6.183340834311192e-08	7.070055388000644e-08	7.148778637983438e-08
M7X4U5	RHTO_02852	4.040233252011539e-08	2.4687218067893864e-08	3.4606247249978635e-08
M7X4V1	RHTO_03084	3.348921690848562e-07	3.4182308940422483e-07	3.691164465660133e-07
M7XEI0	RHTO_05795	1.986772074633271e-08	1.870532322449742e-08	2.9134286270581015e-08
M7XEE5	RHTO_00948	2.2710914961364317e-07	1.7269006222664307e-07	1.705689709869441e-07
M7WQ81	RHTO_03739	4.0049160178243297e-07	3.7765425880692714e-07	3.814129809863628e-07
M7WZL2	RHTO_07265	1.0475994599789056e-06	1.1299547426539562e-06	1.1338832847586878e-06
M7X741	RHTO_00313	9.469377475676935e-08	8.069375020365107e-08	9.9867966500117e-08
M7XFU7	RHTO_08062	1.8541394652435192e-07	1.2365021107908868e-07	1.556335514548461e-07
M7X4K3	RHTO_02969	7.3865058737314e-07	7.640414571535105e-07	7.80944827019938e-07
M7WQL8	RHTO_03597	6.623078317607452e-07	1.1469188374119844e-06	2.6241803607902157e-07
M7XN95	ADK1	1.5401940996458102e-05	1.545416459831805e-05	1.7192555721821615e-05
M7WZD3	RHTO_07185	7.075210315695887e-07	7.482292424404738e-07	8.760405049971828e-07
M7XIT7	RHTO_06843	2.394915766240775e-07	2.3551128428386853e-07	2.8455869240347056e-07
M7WUA2	RHTO_06171	2.4551160621791625e-07	2.8370067817442606e-07	3.5142929324620695e-07
M7XZP5	RHTO_00236	9.200940773918312e-08	9.402182926550896e-08	9.753013337838414e-08
M7XMB1	RHTO_01759	7.231887463061531e-07	6.349214116492664e-07	7.109757239117808e-07
M7XGH5	RHTO_07844	2.7561709692536843e-05	2.6210942234717734e-05	2.9499299068822133e-05
M7X713	RHTO_00283	2.5130355545673315e-07	2.3610404734547575e-07	1.9374446171283518e-07
M7X5D7	RHTO_03018	6.654415506358788e-08	8.205891640773068e-08	6.569458833529019e-08
M7WHE6	RHTO_03936	9.954752408823957e-09	8.002871795410664e-09	5.407261469139355e-09
M7WTG9	RHTO_02046	1.1210116335647875e-07	1.1411083278944197e-07	1.1773951062556671e-07
M7WW52	RHTO_01065	6.327601028446409e-08	5.173118051238538e-08	6.28616004748409e-08
M7X1V6	RHTO_06285	2.623357246524987e-07	2.432898811177577e-07	2.4907522369233385e-07
M7X5V9	RHTO_03209	1.4088379530587852e-08	5.225045015846894e-09	8.45725225272397e-09
M7WS60	RHTO_07136	9.394325168210465e-07	8.958651048012748e-07	9.57432760696614e-07
M7XK91	RHTO_06273	1.1003121287847123e-06	1.0089420204867563e-06	1.2179610072916124e-06
M7WQ11	RHTO_04004	4.2347089778449444e-08	3.708899832016242e-08	4.635749147142532e-08
M7WPZ9	RHTO_03665	0.00010233574537108651	9.238320744696965e-05	0.00010572349454622272
M7X3J6	RHTO_05081	1.7271615455421612e-07	1.5013593019982992e-07	1.6243111563531587e-07
M7X3Z4	RHTO_02788	3.7744408191200516e-05	3.599665511944591e-05	4.132664417538762e-05
M7XGA7	RHTO_07759	3.3858078592249336e-07	3.2889896960078586e-07	3.289596091048265e-07
M7WX98	RHTO_00769	1.4594085332812466e-06	1.4641243931263946e-06	1.6570972261334914e-06
M7WJ97	RHTO_06700	1.6686458944750907e-06	1.5649502789333514e-06	1.9427550069764417e-06
M7X639	RHTO_03294	1.2023716310258242e-05	1.34012813419379e-05	1.37671335187875e-05
M7XPQ4	RHTO_00327	3.978939087420274e-09	0.0	1.3251158588885369e-09
M7XAP0	RHTO_02415	4.579342990505087e-09	1.481389253409342e-09	1.6403971411730425e-09
M7WWR4	RHTO_00830	2.454053325075103e-08	2.2518414050824736e-08	2.5880897837515432e-08
M7WXR6	RHTO_07736	0.0	6.15713380345197e-08	0.0
M7X4I5	RHTO_02751	1.4765675399274055e-07	1.4913919334548508e-07	1.6648374406319358e-07
M7X6U2	RHTO_00514	7.419250575124987e-07	6.612395561843788e-07	7.202776964288864e-07
M7WWF7	RHTO_05117	2.7341726569393705e-06	2.5965292129793045e-06	2.97355324526026e-06
M7XII4	RHTO_06748	4.035022485208871e-06	4.077218313045369e-06	3.971309749788265e-06
M7WXD6	RHTO_00809	2.954028637985465e-08	0.0	0.0
M7XQL2	RHTO_00777	1.0487782891159738e-08	8.48249535518602e-09	1.5934614311639445e-08
M7WTR8	RHTO_07046	2.6731801372923177e-07	2.830705714403385e-07	3.32349938409497e-07
M7WDP6	RHTO_05934	4.170940708351327e-06	3.734571126342855e-06	4.345841696126209e-06
M7XEA2	RHTO_05984	3.998686267170564e-06	3.8670100963609374e-06	4.675765875379961e-06
M7WZ43	RHTO_07452	0.0	0.0	0.0
M7XCC4	RHTO_01885	2.8395325081573586e-07	3.126457284707566e-07	3.100109751905992e-07
M7XNR2	RHTO_01460	7.001207936295472e-07	6.330477039990247e-07	8.308548703415831e-07
M7WRF8	RHTO_03384	7.759358787106916e-07	5.886090152312252e-07	7.077313213356261e-07
M7XEP3	RHTO_01038	2.6759471577121845e-09	1.998613815523319e-09	5.268129836996375e-09
M7XLP5	RHTO_04994	1.2069877536276283e-06	1.1695429856341445e-06	1.2922630734081563e-06
M7X6F0	RHTO_05176	8.583396075630913e-07	7.731024926408915e-07	8.01281453025685e-07
M7WZL1	RHTO_07587	2.9967506613473037e-06	2.9766917854866763e-06	3.049626040537224e-06
M7XJ86	RHTO_07023	1.206594610436254e-07	1.3558946788909455e-07	1.5523947326173742e-07
M7X414	RHTO_06442	1.4272031153070745e-06	1.1409014651898619e-06	1.2407292487517532e-06
M7WX25	PSD1	9.264061025743248e-08	1.3963499199213566e-07	1.6584996231893026e-07
M7WR01	RHTO_07853	7.755680597406464e-06	7.285465985380168e-06	8.712560015158145e-06
M7X2K5	RHTO_04740	7.818715289075834e-05	7.322578839374199e-05	8.039274841798328e-05
M7WRU9	RHTO_07599	1.9791154388807354e-08	0.0	0.0
M7X3L6	RHTO_04870	5.258694926472149e-08	7.570498108624743e-08	8.524706276077874e-08
M7XJY8	RHTO_06183	4.940410332597141e-07	6.035769831899458e-07	1.1320979671945765e-06
M7XV18	RHTO_06097	3.0563379148241836e-08	4.8659307461164436e-08	3.726176814194215e-08
M7XMF3	RHTO_01809	1.9789089371406905e-08	2.134687422634984e-08	2.1228871155095153e-08
M7XAV4	RHTO_02178	1.6781061096941286e-06	1.5792925073206251e-06	1.8780947051656788e-06
M7WL87	RHTO_02103	2.9659764878285367e-07	3.634845213696778e-07	2.7019604914897916e-07
M7WQ06	RHTO_07970	9.012556818237822e-09	1.4665389092223358e-08	1.2220877196067383e-08
M7X6B6	RHTO_05156	1.7101068147231856e-08	1.533183047311285e-08	1.8888881252989024e-08
M7X412	MMM1	0.0	1.0785338512978506e-07	9.887428573983994e-08
M7XIJ4	RHTO_06758	1.827131741328656e-08	1.5230427831155846e-08	1.995994965076414e-08
M7WQN6	RHTO_03729	2.8712823041105252e-08	6.919219041259716e-08	2.502742424709726e-08
M7X419	RHTO_05025	2.2553468085414725e-07	2.1375712421008836e-07	0.0
M7WYX0	RHTO_07921	1.5959917597662532e-08	1.3672550712722395e-08	1.7425845640332305e-08
M7X252	RHTO_04574	4.3688419866407635e-06	3.91634833565024e-06	4.579119919482902e-06
M7XI91	RHTO_03906	3.2707947496586827e-07	3.0334509751926654e-07	3.340001320395527e-07
M7XYB4	RHTO_02991	4.0141989809823296e-08	3.485137990123075e-08	3.561950754671957e-08
M7XE17	RHTO_01279	9.910555722005696e-08	7.78358905591396e-08	1.0728796231831164e-07
M7X4R8	RHTO_03049	2.323101931468004e-07	2.1925825016239387e-07	2.803506865337967e-07
M7WV31	RHTO_04631	7.659057634545568e-08	7.470810678062727e-08	7.765954289244032e-08
M7X497	RHTO_02879	1.2632247906212601e-08	1.2112081873140249e-08	1.131677941569684e-08
M7WX56	RHTO_02930	2.416933222970196e-07	2.659777169024337e-07	2.761550867919604e-07
M7X6P8	RHTO_00158	1.1011099225046711e-07	1.026687810725705e-07	1.020629512971907e-07
M7WQ15	RHTO_03763	3.1802893300606885e-05	3.062533133349563e-05	3.696687881126747e-05
M7WRY9	RHTO_02603	2.0290902639240434e-07	2.2260125253706273e-07	2.4832076755221505e-07
M7X1X8	RHTO_06310	7.387687868078291e-09	8.708811975943222e-09	9.045069289743112e-09
M7X1C7	RHTO_06125	8.202083914900377e-07	7.479187759105816e-07	8.784536362243659e-07
M7WUH8	RHTO_06231	1.9652424808816776e-06	2.019037693553972e-06	2.100573158343726e-06
M7X3V1	RHTO_04940	1.2445332858087892e-06	1.1030133543689354e-06	1.1658195543926996e-06
M7XF28	RHTO_00718	5.9225137670975194e-08	5.669417187117344e-08	5.356074133732328e-08
M7WMA5	RHTO_01697	1.830865488612214e-07	1.836022626807173e-07	1.8441084602202153e-07
M7XM27	RHTO_02094	1.7205204412174209e-06	1.7867452955127862e-06	1.8465634068750605e-06
M7XLP1	RHTO_04989	2.346891084611295e-06	1.9053469209053217e-06	2.093403381079304e-06
M7XPF9	RHTO_00197	4.467988224186153e-07	4.5109863973303565e-07	4.41551995747222e-07
M7X982	RHTO_03470	3.356062216847023e-06	3.260965908576071e-06	3.6242602560597167e-06
M7XDT6	RHTO_01199	1.278103249281481e-06	1.2806876179711442e-06	1.214700608469031e-06
M7WMK4	RHTO_05253	3.979057704283351e-07	3.776067008132108e-07	3.512578777127546e-07
M7Y0C4	RHTO_00461	5.452949946253203e-07	0.0	0.0
M7XCG8	RHTO_01529	1.387235513796532e-06	1.3953634375503707e-06	1.5667381744629043e-06
M7XXA4	RHTO_05068	6.235475743332307e-07	6.01135477815354e-07	6.361620443140217e-07
M7X136	RHTO_06854	1.809152514858052e-06	1.7565686756290342e-06	2.0865616304959535e-06
M7XK44	RHTO_03457	2.827732139668539e-06	2.700124859854038e-06	3.0551941636367135e-06
M7WLV3	RHTO_01547	7.739895831584115e-07	7.681034125566579e-07	8.770526844213917e-07
M7X6R3	RHTO_00484	2.0245692088845758e-08	1.9916769099939364e-08	2.3490756513368422e-08
M7XNJ1	RHTO_01385	2.3071458577598014e-06	2.4730570758640286e-06	2.598013410115258e-06
M7XWN0	RHTO_04847	4.936111618997391e-07	4.778342756451378e-07	5.028728500133806e-07
M7XJI9	RHTO_06063	5.53848020099566e-07	2.975164242363993e-07	3.0281658861802226e-07
M7WSE2	RHTO_02406	3.501316405015481e-07	2.8974666940386827e-07	3.511036736403055e-07
M7WPQ0	RHTO_03839	1.1255220862690442e-08	1.0731215373560553e-08	1.3983775583692497e-08
M7XDY7	RHTO_06451	3.8389350878242027e-07	3.857409205362105e-07	4.0064833330817623e-07
M7XHI8	RHTO_04153	0.0	0.0	0.0
M7X0K2	RHTO_06875	2.209548056788708e-06	1.9819040672481706e-06	2.383902728044734e-06
M7X6L5	RHTO_00429	2.540453392949168e-08	2.9435900730048487e-08	3.2350133171808366e-08
M7XV57	RHTO_06132	7.604473042448588e-09	7.119787540428636e-09	1.0670637758370452e-08
M7X6B9	RHTO_00058	4.4839557051943124e-07	4.789110049145287e-07	5.323317446321281e-07
M7XFH6	RHTO_05615	2.046192614307912e-07	1.7084422271253306e-07	1.8638270627265268e-07
M7WR12	RHTO_03435	3.9841191105701006e-07	3.2161385802765716e-07	3.8858674546913387e-07
M7WI85	RHTO_03736	1.0728038264593864e-06	1.1662163250538044e-06	1.1796020765147049e-06
M7WN66	RHTO_04290	2.5606450068458664e-08	2.184158955167211e-08	2.6642638715788563e-08
M7X2N1	RHTO_06359	8.58334672227744e-08	1.041837200846618e-07	1.1472476446636843e-07
M7WPX2	RHTO_07940	4.886431356050555e-09	1.0885699690562586e-08	1.3639643069437715e-08
M7WWD0	RHTO_00909	1.9648857011289592e-06	1.7500350009636256e-06	2.045284364662088e-06
M7WMQ2	RHTO_01434	3.255546584045971e-06	3.2765068700402e-06	5.338204861252486e-06
M7WWG5	RHTO_02673	6.101309754115518e-08	5.2660242821463194e-08	6.528776057643378e-08
M7WQL6	RHTO_03592	2.633565471075199e-08	1.655597291905817e-08	2.259853362761253e-08
M7WHV7	RHTO_03865	6.469331190539865e-07	6.16119982528736e-07	6.406009519856294e-07
M7WMS6	RHTO_01469	6.683448730146049e-08	6.443882125443513e-08	5.98398280114747e-08
M7WMZ5	RHTO_04447	9.155506320398308e-07	7.860903073681281e-07	9.025268771971389e-07
M7XUA4	RHTO_06867	4.905738454076774e-06	4.6287377454127815e-06	5.464080039002715e-06
M7WMT7	RHTO_04377	1.0205419805477114e-06	1.3748898746215209e-06	1.7391182293601922e-06
M7WJW3	RHTO_02367	1.2334029381900462e-07	0.0	9.563819510529965e-08
M7WM79	RHTO_01672	2.656518549396341e-07	2.714484444246168e-07	2.2680715513427617e-07
M7WTQ1	RHTO_07026	6.729148758245532e-08	5.7443762999831925e-08	7.144499254020307e-08
M7XQB3	RHTO_00532	4.849048183459607e-08	0.0	0.0
M7XM81	RHTO_02129	1.5756822871584092e-07	1.3726135591942384e-07	1.5479230467000994e-07
M7XKA6	RHTO_02551	2.373398557909558e-06	2.323238245421851e-06	2.4857813795002618e-06
M7XT68	RHTO_07157	3.6937268189003656e-07	2.9970000590152595e-07	3.195079819651247e-07
M7WMD1	RHTO_05382	3.1844612410553164e-06	3.272544191465877e-06	3.818199918848216e-06
M7X6S3	RHTO_00494	4.322456301897189e-07	3.801682245751653e-07	4.3318642946766795e-07
M7WCM6	RHTO_06677	7.596652406400762e-09	7.924674525299303e-09	1.0968031532006893e-08
M7WHT4	RHTO_03840	7.400021703528707e-08	4.154835373513837e-08	0.0
M7WXR0	RHTO_07998	1.198605667682802e-06	1.0742650208836241e-06	1.480965709962102e-06
M7XT78	RHTO_07167	0.0	0.0	2.6849332174289094e-08
M7WH81	RHTO_04099	1.0209595725251762e-06	1.043093507176859e-06	1.1437661754062052e-06
M7XN57	RHTO_01688	2.8804528449039125e-08	4.1025528093297206e-08	4.6948567368220585e-08
M7X9U5	RHTO_03423	2.6395681302259675e-06	2.440171366397684e-06	2.767100490850236e-06
M7XN52	RHTO_01683	3.8137665193906103e-07	3.207165724959917e-07	3.551605292992831e-07
M7XL68	RHTO_04803	1.720066919836064e-05	1.729684471964358e-05	5.391878538475936e-07
M7WVP9	RHTO_04852	1.9578858436798272e-07	1.8875902405464552e-07	2.0922421501613096e-07
M7X791	RHTO_00373	0.00010391351171053213	9.604544284229404e-05	0.00010661457778022582
M7XFM3	RHTO_05496	6.232739610006638e-07	6.941739620210981e-07	6.868508926502577e-07
M7WKS5	RHTO_01957	2.5990205422195914e-07	2.2235766412312895e-07	1.5046136118082838e-07
M7WDD0	RHTO_05943	9.711121940622197e-08	1.3476250970113162e-07	1.1349541274106261e-07
M7XZV4	RHTO_00296	1.453688166209499e-06	1.4106250230111134e-06	1.646578631613912e-06
M7X449	RHTO_02843	1.4978000582248037e-07	1.3029833151939505e-07	1.3686509345590968e-07
M7WZC3	RHTO_00425	8.571337174267461e-07	7.864661370210356e-07	9.378743395435831e-07
M7WN98	RHTO_01237	4.7272427623981235e-07	4.587128615476192e-07	4.5985990082676927e-07
M7WNB5	RHTO_01252	9.409177150868064e-08	9.407032187996079e-08	8.501306389052256e-08
M7WWD3	RHTO_05087	7.074099977932406e-07	6.850587716000669e-07	8.091910808362974e-07
M7WUL9	RHTO_06276	7.151675097845847e-07	7.124487574322856e-07	6.940738978222606e-07
M7WTX2	RHTO_01786	1.9287646636191797e-07	2.5953096706639257e-07	3.7133174068607434e-07
M7WR42	RHTO_03581	1.8830582911890459e-07	1.667575416807907e-07	2.0849550201396118e-07
M7WQD9	RHTO_03487	4.077615668385069e-08	3.7685648048055e-08	4.446059651553086e-08
M7WF27	RHTO_05399	1.4156880414619163e-06	1.43589939558063e-06	1.7735824492014418e-06
M7XCR9	RHTO_01644	5.112198687585925e-08	4.346673360401612e-08	4.76163292774475e-08
M7XP28	RHTO_00092	3.15249152082297e-08	3.5713376543305095e-08	3.322327440443072e-08
M7WRQ0	RHTO_02335	3.9886569273963096e-08	3.1548809096329896e-08	3.9485440588125495e-08
M7XGP9	RHTO_07920	3.098177439123251e-07	2.848867275373024e-07	3.357397104619235e-07
M7WKE8	RHTO_02299	5.126462977131404e-07	5.093322848381861e-07	5.985221499939928e-07
M7WSH6	RHTO_07261	7.992644984606839e-08	7.641360866143586e-08	8.719828833935447e-08
M7X6B7	RHTO_00314	7.692991978482328e-06	7.199664449135472e-06	8.283772443011923e-06
M7WXA9	RHTO_02965	4.3646951708973586e-08	3.8651876394933136e-08	2.7255406735916454e-08
M7XMX5	RHTO_01603	1.3001479453716324e-07	1.1342469097036347e-07	1.3214992822431482e-07
M7XRM8	RHTO_07743	0.0	1.821648475177272e-07	1.800604279697646e-07
M7WXK0	RHTO_08139	2.431711382908368e-06	2.2503860956760756e-06	2.772879731476247e-06
M7XNV8	RHTO_00027	1.215750783228928e-06	1.1676813843470667e-06	1.213920580122452e-06
M7WYS8	RHTO_07886	5.74660965585304e-05	5.4784040806133845e-05	5.863308257687255e-05
M7XMV4	RHTO_02952	1.8743624179076832e-07	1.792969911947861e-07	1.8814397611078824e-07
M7X510	RHTO_05659	7.971579562086423e-08	0.0	1.0498666438415692e-07
M7XL11	RHTO_02459	1.6350424283002996e-07	1.5650623866450015e-07	2.0626858278834817e-07
M7XPH2	RHTO_00217	3.108472855427099e-08	2.714076010376867e-08	3.6089691997871064e-08
M7XVQ9	RHTO_06322	5.096739950024718e-07	4.7335470296725244e-07	5.04227247353827e-07
M7XXH0	RHTO_02689	1.2536030147544873e-06	1.1803170898914516e-06	1.2477958971035402e-06
M7XG92	RHTO_05321	1.6195274725252263e-06	2.0678752393733897e-06	1.9251763734998693e-06
M7WMT8	RHTO_01484	8.563649414981665e-08	6.27987207950578e-08	7.746921771432244e-08
M7X2J1	MEF1	6.997362257386706e-07	5.570828290363797e-07	6.197443877745258e-07
M7WQS8	RHTO_07772	4.349235272023544e-05	4.078174326642286e-05	3.9381298308901725e-05
M7XBM0	RHTO_02030	2.7990333938881827e-08	2.5201387733802717e-08	3.0133369291442356e-08
M7XG05	RHTO_08117	5.0238080730842535e-08	4.995726249429163e-08	5.989223866215228e-08
M7XD32	RHTO_01341	2.7477653083383595e-07	2.836360972926998e-07	3.1562091021236925e-07
M7XLJ9	RHTO_04929	0.0	9.682016568621367e-09	0.0
M7X211	RHTO_06149	1.9055648074670033e-07	1.8811115628734356e-07	1.9689905881245745e-07
M7X766	RHTO_04293	1.913142777988151e-06	1.9347363406769716e-06	2.2597157343735833e-06
M7X846	RHTO_04121	7.375955959434292e-07	0.0	6.981279933561875e-07
M7XB33	RHTO_02232	3.308744202490411e-05	2.903656262732818e-05	3.0303897187518202e-05
M7XLR2	RHTO_05019	5.968937296384927e-07	5.818901812295178e-07	7.12946948604373e-07
M7WVW2	RHTO_01205	6.9852559823953396e-06	6.9129543225113485e-06	7.455529667032395e-06
M7XLR9	RHTO_05029	8.720806986763347e-08	7.326316678371303e-08	1.0095549062997243e-07
M7XJ93	RHTO_07033	1.868809739322876e-07	1.773120549555989e-07	1.776779004801982e-07
M7XHR0	BNA4	1.5278900772002494e-07	1.3677889767929076e-07	1.567101612453616e-07
M7X5S1	RHTO_05396	3.899989278531781e-08	4.8562262819242053e-08	5.2617762725594765e-08
M7X3N3	RHTO_04890	3.496258374600157e-05	3.110576862006357e-05	3.313809773425136e-05
M7X7C7	RHTO_00418	1.0641872213177177e-08	9.394579955912156e-09	1.1291663091499326e-08
M7X5K5	RHTO_05527	0.0	1.7782556760428876e-08	4.327717248401096e-08
M7X201	RHTO_06335	3.5870443892323844e-07	3.5205732603284866e-07	4.032696136766859e-07
M7WCH0	RHTO_07387	1.1216957407645518e-06	1.0486538369205582e-06	9.005119538444072e-07
M7XP69	RHTO_00127	5.78957802576666e-07	4.724066358665403e-07	5.296040303935409e-07
M7XEB1	RHTO_05999	2.506254737253984e-07	2.7044410358835887e-07	2.618007970545797e-07
M7WCM1	RHTO_06672	1.8792527543042297e-07	1.7069414377021362e-07	1.925737255342243e-07
M7X5A8	RHTO_03255	7.134572195959225e-08	6.883879670276759e-08	8.416275129764385e-08
M7WHA6	RHTO_03885	2.126229505547726e-08	1.6500884468380552e-08	1.647518572695192e-08
M7XNI1	RHTO_03213	1.430838923774064e-07	1.2044712099227547e-07	1.3640537460133361e-07
M7X1M2	RHTO_06019	1.288429270524971e-08	1.1753347352251956e-08	1.0512314136050157e-08
M7XHL0	RHTO_04173	3.206271742773927e-07	2.8457120157615814e-07	3.0208488417006854e-07
M7XN01	RHTO_01633	8.351440055354775e-07	6.656491173400014e-07	7.377533391729766e-07
M7XCA3	RHTO_01865	4.659893263484593e-08	5.0516086104339035e-08	5.6386848489969774e-08
M7X4G2	RHTO_05806	3.420963844618157e-08	2.9700828900659163e-08	3.339709162966625e-08
M7WW56	RHTO_01070	1.690723634076612e-07	1.934731178851836e-07	1.4516039859404062e-07
M7XXL8	RHTO_02739	0.0	0.0	1.1209148716964465e-07
